Target Name,Target No.,preprocessed,Focus Text,Shortest Match Name,Shortest Match No.,Non-NASDAQ OTC Match Name,Non-NASDAQ OTC Match No.,Matched Name 1,Matched No. 1,Matched Score 1,Matched Name 2,Matched No. 2,Matched Score 2,Matched Name 3,Matched No. 3,Matched Score 3,Matched Name 4,Matched No. 4,Matched Score 4,Matched Name 5,Matched No. 5,Matched Score 5,Matched Name 6,Matched No. 6,Matched Score 6,Matched Name 7,Matched No. 7,Matched Score 7,Matched Name 8,Matched No. 8,Matched Score 8,Matched Name 9,Matched No. 9,Matched Score 9,Matched Name 10,Matched No. 10,Matched Score 10
True Move Company Limited,18127,true move,true,True Energy,13260.0,True Energy (Non-NASDAQ OTC),240522.0,Truetime,77765,99.71,Truetime (Frankfurt),297597,99.71,True Blue Holdings,132378,99.67,True NVDR (XETRA),317688,99.67,True Energy,13260,99.6,Trueyou Com,77767,99.6,True Energy (Non-NASDAQ OTC),240522,99.6,Trueblue,138588,99.59,Trueblue (Frankfurt),282574,99.59,Truewest (Berlin),289879,99.59
True Move H Universal Communication Company Li,18149,true move h universal communication li,true,True Energy,13260.0,True Energy (Non-NASDAQ OTC),240522.0,True North Communications,68833,99.67,True North Communications (Frankfurt),297596,99.67,Netrue Communications,10437,99.61,True Value Corporation,77764,99.53,True Telecommunications Growth Infrastructure,44211,99.53,True Corporation Nil Paid,230625,99.51,True Telecommunications Growth (Non-NASDAQ OTC) Ifcf Foreign Board,249536,99.51,True North Commercial REIT,86760,99.5,True Corporation,116297,99.48,True Corporation (Frankfurt),275342,99.48
TRUenergy Pty Ltd,3416,truenergy pty,truenergy,,,,,Security Energy,12054,99.63,Energy Group,46890,99.63,International Energy Group,48137,99.63,Energy Holdings International,54057,99.63,Energy,79025,99.63,International Energy (Frankfurt),295410,99.63,International Energy (XETRA),306534,99.63,ERG,34373,99.38,ERG,88581,99.38,ERG,109401,99.38
Truly Opto-Electronics Ltd.,7001,truly opto electronics,truly,Truly International Holdings,98143.0,Truly International Holdings (Non-NASDAQ OTC),249539.0,Truly International Holdings ADR 1:20,191446,99.39,Truly International Holdings,98143,99.37,Truly International Holdings (HKSE Connect Equity),219108,99.37,Truly International Holdings (SZS),219109,99.37,Truly International Holdings (Non-NASDAQ OTC),249539,99.37,Truly International Holdings (Frankfurt),275345,99.37,Truly International Holdings (XETRA),316352,99.37,Protruly 'A',11451,99.35,Protruly 'A' (SSE Connect Equities),215975,99.35,T Bank,22692,99.09
TRUSTATLANTIC BANK,22654,trustatlantic,trustatlantic,,,,,Atlantic,340,99.76,Atlantic Investment,52459,99.76,Atlantic Group,62718,99.76,Atlantic (Stuttgart),276830,99.76,Atlantic (XETRA),309993,99.76,Atlan Holdings,108050,99.56,Stat,30528,99.47,Rust International,67860,99.47,STA Group,43876,99.38,ANT,44920,99.38
Tryg Forsikring A/S,7885,tryg forsikring a/s,tryg,Tryg,87574.0,Tryg (Non-NASDAQ OTC),249543.0,Tryg-Baltica Forsikring,13268,99.71,Trygg-Hansa AB,181236,99.53,Trygg-Hansa AB,181237,99.53,Trygg-Hansa AB,181238,99.53,Trygg-Hansa AB,181239,99.53,Trygg-Hansa AB,181240,99.53,Tryggingamidstodin,31183,99.49,Vatryggingfelag Islands,105613,99.48,Trygga Hem Skandinavien,44217,99.48,Vatryggingafelag Islands,171173,99.47
Trygvesta A/S,401,trygvesta a/s,trygvesta,,,,,Vesta (Non-NASDAQ OTC),249698,99.56,Tryg,87574,99.47,Tryg,161752,99.47,Tryg (Non-NASDAQ OTC),249543,99.47,Tryg (Frankfurt),275348,99.47,Tryg (Vienna Stock Exchange),275349,99.47,Tryg (Frankfurt),283755,99.47,Tryg (XETRA),316354,99.47,STA Group,43876,99.38,TRY Group,51238,99.38
"TSKCORP Co.,LTD",14485,tskcorp co.ltd,tskcorp,,,,,SKC,116186,99.35,SK Holdings,39274,99.25,SK,115281,99.25,KC,120147,99.25,SK Securities,122807,99.25,TS,123705,99.25,TS Investment,141608,99.25,SK Holdings (1P),176500,99.25,T Bank,22692,99.13,C Holdings,24873,99.13
TSM - TRANSMISSORA SERRA DA MANTIQUEIRA S.A.,4507,tsm  transmissora serra da mantiqueira,tsm,TSM Global,31187.0,,,TSMS Alianca Energia Eletrica Units,80851,99.44,TSMS Alianca Energia Eletrica On,150116,99.43,TSMS Alianca Energia Eletrica PN,150117,99.43,Portsmouth Sunderland Newspapers,49802,99.4,Netsmart Technology Warrants,208043,99.39,Huntsman Exploration,83724,99.38,Craftsman Automation,99900,99.38,Huntsman (Non-NASDAQ OTC) Exploration,246243,99.38,Huntsman (Frankfurt) Exploration,263789,99.38,Rntsmedia PE (Luxembourg),288962,99.36
TSMC ARIZONA CORPORATION,25178,tsmc arizona corporation,tsmc,,,,,SMC,76951,99.22,SMC,106135,99.22,SMC (Mexico),218887,99.22,SMC (Non-NASDAQ OTC),248876,99.22,SMC (Frankfurt),274576,99.22,SMC (XETRA),315607,99.22,SM Finance,30340,99.15,MC Group,120833,99.15,TS,123705,99.15,TS Investment,141608,99.15
TULIP MAPLE BERHAD,15984,tulip maple berhad,tulip,Tulip Slagterierne,13284.0,,,Tulip Slagterierne,13284,99.56,Tulip Dairy and Food,4291,99.53,Tulip Telecom,31211,99.52,Tulip Telecom (National India),223006,99.52,Tulip Star Hotels,105426,99.51,Tulip Computers 2 1/2% S,161761,99.48,Lily Tulip,66167,99.36,TUL,123732,99.29,Tu International,58193,99.2,IP Group,124605,99.2
TUPY OVERSEAS S.A.,15297,tupy overseas,tupy,Tupy On,86780.0,Tupy On (Non-NASDAQ OTC),240542.0,Tupy On,86780,99.6,Tupy On (Non-NASDAQ OTC),240542,99.6,Tupy PN,153119,99.5,Tupy On 50F 1000,153118,99.41,Up,31359,99.27,Tu International,58193,99.27,T Bank,22692,99.14,Avala TUP,32556,85.41,Pye Holdings,49937,79.58,PYI (XETRA),314900,79.45
TURKCELL FINANSMAN ANONIM SIRKETI,18283,turkcell finansman anonim sirketi,turkcell,Turkcell Iletisim Hizmetleri,116306.0,,,Turkcell Iletisim Hizmetleri,116306,99.59,Turkcell Iletisim (Frankfurt) Hizmetleri,282595,99.59,Turkcell Iletisim (XETRA) Hizmetleri,316372,99.59,Turkcell Iletism (Frankfurt) Sponsored ADR,259813,99.57000000000001,Turkcell Iletism (XETRA) Sponsored ADR,317692,99.57000000000001,Turkcell Iletism (SEAQ International),243026,99.53,Turkcell Iletism Hizmet ADR 2:5,191466,99.53,Turkcell Iletisim (Mexico) Hizmetleri ADR 2:5,220663,99.52,Kcell,110901,99.26,Cel,24987,99.17
TURKIYE IHRACAT KREDI BANKASI ANONIM SIRKETI,18242,turkiye ihracat kredi bankasi anonim sirketi,turkiye,Turkiye Sinai,181256.0,Turkiye Halk (Non-NASDAQ OTC) Bankasi,240549.0,Turkiye Sigorta Anonim Sirketi,123746,99.73,Turkiye IS Bankasi Founder Share,176799,99.63,Turkiye Garanti Bankasi A S ADR 1:1,191467,99.63,Turkiye Garanti (Berlin) Bankasi A S ADR 1:1,259814,99.63,Turkiye Garanti Bankasi,116274,99.6,Turkiye Garanti Bankasi (London),243006,99.6,Turkiye Garanti Bankasi (Non-NASDAQ OTC),249394,99.6,Turkiye Halk Bankasi,116307,99.59,Turkiye Halk (Non-NASDAQ OTC) Bankasi,240549,99.59,Turkiye Garanti Bankasi Sponsored ADR 1:2000,210517,99.59
TURNER CONSTRUCTION COMPANY,22836,turner construction,turner,Turner,68850.0,,,Turners Auctions (Berlin),289900,99.74,Turner Curzon,51259,99.69,Turner Manufacturing,51261,99.67,Turner H and Sons Limited,51260,99.61,Turner Broadcasting 'B',80114,99.57000000000001,Turners Automotive Group,114570,99.54,Turners Automotive Group (Australian),214156,99.54,Turners and Growers (Non-NASDAQ OTC),240551,99.53,Turner Broadcasting Systems,201393,99.52,Turner Corporation Suspended 02/11/92,4293,99.5
TVB Finance Limited,14990,tvb,tvb,Hong Kong-TVB (Pre-Demerger),26698.0,,,VB Holdings Limited,51406,99.8,T Bank,22692,99.5,V Group,132515,99.5,Hong Kong-TVB (Pre-Demerger),26698,99.38,Jpmor Actvbuilders International Equity ETF,188562,99.19,Goldman Sachs (Berlin) Actvbeta United States LRG,256216,99.14,Jpmor Actvblders United States Large Cap Equity et,188561,99.11,CTV,6981,79.87,ITV,42585,79.87,HTV Group,47937,79.87
TVS MOTOR SERVICES LIMITED,11725,tvs motor services,tvs,TVS Whirlpool,31226.0,,,TVS Finance and Services,31225,99.76,TVS Electronics,105440,99.55,TVS Srichakra,105441,99.52,TVS Srichakra,170973,99.52,TVS Entertainment,51267,99.51,TVS Suzuki,170974,99.43,TVS Suzuki (Dematerialised),170975,99.43,TVS Whirlpool,31226,99.39,TVS Whirlpool,170976,99.39,Totvs On,80840,99.38
