Target Name,Target No.,Top Match Name,Top Match No.,Top Match Score,All Matched
Boeing Capital Corporation,21219,Boeing,132944,100,"[('Boeing', 100), ('Boeing', 100), ('Being', 91), ('BOE', 90), ('G Capital', 90), ('G Capital', 90), ('Levshares - 1X Boeing ETP', 90), ('Levshares 3X Boeing ETP', 90), ('Corts Trust Boeing Corporate Backed Trust Securities', 90), ('Strats Trust for Boeing Securities 6% Preferred 2004-1', 90)]"
"MEC Finance USA, Inc.",21220,INA,65640,90,"[('INA', 90), ('MEC', 90), ('NC&', 90), ('China Finance Holding Company', 86), ('North Ryde Community Finance', 86), ('Jyske Invest USA Aktier', 86), ('Minerva Finance and Investment', 86), ('Paramount Ventures and Finance A', 86), ('Petrobras Inernational Finance Company', 86), ('3A Finance', 86)]"
Mitsubishi International Corporation,21221,Mitsubishi KS Corporation (SEAQ International),28365,95,"[('Mitsubishi KS Corporation (SEAQ International)', 95), ('Mitsubishi Oil (SEAQ International)', 95), ('Mitsubishi T&B (SEAQ International)', 95), ('Ion', 90), ('Mitsubishi', 90), ('National', 90), ('BIS', 90), ('Terna', 90), ('Inter', 90), ('National', 90)]"
The Norinchukin Bank,21222,Norinchukin Bank,28904,95,"[('Norinchukin Bank', 95), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('NCH', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90)]"
Paccar Financial Corp.,21223,Financial Trust Corporation,195613,90,"[('Financial Trust Corporation', 90), ('Car', 90), ('Financial Trust Corporation', 90), ('Financial Trust Corporation', 90), ('INA', 90), ('ACC', 90), ('Financial Trust Corporation', 90), ('ACC', 90), ('Financial Trust Corporation', 90), ('Paccar', 90)]"
"Prudential Funding, LLC",21224,ENT,1607,90,"[('ENT', 90), ('Prudential', 90), ('Prudential', 90), ('L&F', 90), ('Ude', 90), ('Prudential', 90), ('Ask Funding', 86), ('Prudential Investment Company of Australia', 86), ('BBVA Capital Funding', 86), ('Prudential Global Real Estate', 86)]"
"Duke Energy Indiana, Inc.",21225,Indiana Energy,65660,95,"[('Indiana Energy', 95), ('Energy', 90), ('Diana', 90), ('India Securities', 90), ('ERG', 90), ('Energy', 90), ('Energy', 90), ('ERG', 90), ('ERG', 90), ('Duke Energy', 90)]"
Ricoh Finance Corporation,21226,IC,110344,90,"[('IC', 90), ('ICO', 90), ('INA', 90), ('Ricoh', 90), ('IC', 90), ('NC&', 90), ('Trio Finance', 88), ('China Finance Holding Company', 86), ('Ding Sheng XIN Finance', 86), ('North Ryde Community Finance', 86)]"
State Street Bank and Trust Company,21227,Trust Company,4284,90,"[('Trust Company', 90), ('T Bank', 90), ('Security Bank', 90), ('Stat', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90)]"
UBS AG,21228,UBS AG,210780,100,"[('UBS AG', 100), ('UBS AG', 100), ('UBS AG', 100), ('UBS Global Allocation Trust', 90), ('UBS Total Return Trust', 90), ('BS', 90), ('Mcubs Midcity REIT', 90), ('DOF Subsea', 90), ('DSND Subsea', 90), ('Scan Subsea', 90)]"
Conseco Finance Corporation,21229,Conseco Finance,71478,100,"[('Conseco Finance', 100), ('INA', 90), ('Seco', 90), ('NSE', 90), ('Consec', 90), ('NS', 90), ('Conseco', 90), ('China Finance Holding Company', 86), ('North Ryde Community Finance', 86), ('Minerva Finance and Investment', 86)]"
BVPS II Funding Corporation,21230,VP,127609,90,"[('VP', 90), ('FI Imobiliario Tourmalet II Sen B', 86), ('Perls II Trust Perpetual Exchequer Resettable SEC', 86), ('A&E Capital Funding Single Voting', 86), ('Canadian Resources Income Trust II Unit', 86), ('Connor Clark and Lunn Conservative Income Fund II Units', 86), ('Connor Clark and Lunn Global Financials Fund II', 86), ('Energy Split II Capital Yield Shares', 86), ('Excel Latin America Bond Fund II', 86), ('Front Street Performance Fund II Units', 86)]"
Liberty Property Limited Partnership,21231,Property Partnership,49899,95,"[('Property Partnership', 95), ('Property Capital Trust', 90), ('Liberty', 90), ('Liberty', 90), ('Liberty', 90), ('Property Capital Trust', 90), ('Liberty', 90), ('Roper', 90), ('Artner', 90), ('Capital Partners', 90)]"
