Target Name,Target No.,preprocessed,Focus Text,Shortest Match Name,Shortest Match No.,Non-NASDAQ OTC Match Name,Non-NASDAQ OTC Match No.,Matched Name 1,Matched No. 1,Matched Score 1,Matched Name 2,Matched No. 2,Matched Score 2,Matched Name 3,Matched No. 3,Matched Score 3,Matched Name 4,Matched No. 4,Matched Score 4,Matched Name 5,Matched No. 5,Matched Score 5,Matched Name 6,Matched No. 6,Matched Score 6,Matched Name 7,Matched No. 7,Matched Score 7,Matched Name 8,Matched No. 8,Matched Score 8,Matched Name 9,Matched No. 9,Matched Score 9,Matched Name 10,Matched No. 10,Matched Score 10
"United Australia/Pacific, Inc.",21314,united australia/pacific,united,United,114651.0,United Tractors (Non-NASDAQ OTC),249614.0,United Australia Industry,4348,99.69,United Pacific Gold,13419,99.65,United Overseas Australia,86853,99.65,United Overseas Australia (Singapore),225987,99.65,United Industrial,51377,99.63,United Industrial,69040,99.63,United Malacca,114666,99.63,United Industrial (Frankfurt),297715,99.63,United Industrial (XETRA),308928,99.63,United Company (Hong Kong) Rusal,98153,99.61
United Energy Distribution Pty Limited,3322,united energy distribution pty,united,United,114651.0,United Tractors (Non-NASDAQ OTC),249614.0,United Trade and Distribution,23227,99.75,United PWG and Distribution Company,80858,99.74,United Distributors Pakistan,114659,99.69,United Energy Non Voting,210991,99.67,United Construction,23210,99.65,United Energy System,210891,99.64,United Energy Loan Stapled,4349,99.64,United States Energy Initiatives,132491,99.61,United Energy,13368,99.6,United Energy Group,23211,99.6
UNITED GRAIN GROWERS LIMITED,5054,united grain growers,united,United,114651.0,United Tractors (Non-NASDAQ OTC),249614.0,United Grocers,68935,99.76,United Gaming,68934,99.73,United Arrows,114652,99.73,United Arrows (Non-NASDAQ OTC),240601,99.73,United Arrows (Dusseldorf),297669,99.73,United Engineers,23280,99.72,United Engineers (Malaysia),31327,99.72,United Engineers,40376,99.72,United Tin Areas,51379,99.72,United Airways,4347,99.71
UNITED GROWTH BERHAD,15929,united growth berhad,united,United,114651.0,United Tractors (Non-NASDAQ OTC),249614.0,United Grocers,68935,99.71,United Power,40382,99.69,United Power Company,181365,99.69,United Global,40377,99.67,United Brands,114656,99.67,United Plantations Berhad,31339,99.67,United Gold,13370,99.65,United Western Bank,31341,99.65,United Orthopedic,123870,99.65,United City Merchant,51374,99.65
United Photovoltaics (Changzhou) Investment Gr,7036,united photovoltaics gr,united,United,114651.0,United Tractors (Non-NASDAQ OTC),249614.0,United Phosphorous GDR,210988,99.71,United Poultry,23221,99.65,United Plantations,107310,99.63,United Plantations (South Africa) (DKR),216598,99.63,United Plantations (Singapore),229016,99.63,United Plantations (Non-NASDAQ OTC),249613,99.63,United Spirits GDR (Luxembourg),210902,99.63,United Utilities Group,124498,99.62,United Utilities (Call),183667,99.62,United Utilities (BRN) Group,225991,99.62
United Stationers Inc.,19288,united stationers,united,United,114651.0,United Tractors (Non-NASDAQ OTC),249614.0,United States Trust,69006,99.87,United States Trust,69007,99.87,United Tankers,44320,99.84,United Tankers AB,181367,99.84,United Tankers AB,181368,99.84,United Tractors,98157,99.81,United Tractors (BRN),229004,99.81,United Tractors (Non-NASDAQ OTC),249614,99.81,United Tractors (Frankfurt),275440,99.81,United Tractors (XETRA),316438,99.81
United Waterworks Inc.,21142,united waterworks,united,United,114651.0,United Tractors (Non-NASDAQ OTC),249614.0,United Networks,40379,99.81,United Motor Works,44315,99.8,United Water Resources,69055,99.77,United Tractors,98157,99.75,United Trust Warrants,148067,99.75,United Tractors (BRN),229004,99.75,United Tractors (Non-NASDAQ OTC),249614,99.75,United Tractors (Frankfurt),275440,99.75,United Tractors (XETRA),316438,99.75,United States Dataworks,58331,99.75
UNITI FIBER HOLDINGS INC.,24870,uniti fiber,uniti,Uniti,96499.0,,,Uniti Group,80857,99.62,Uniti,96499,99.62,Uniti Group,135218,99.62,Uniti Group (BRN),225994,99.62,Uniti Group (Frankfurt),266797,99.62,Uniti Financial,58297,99.62,Unitil,135219,99.59,Unitil (Pet),252526,99.59,Unitika,114674,99.56,Unitika (BRN),229005,99.56
"Unitil Energy Systems, Inc.",24100,unitil energy systems,unitil,Unitil,135219.0,,,Unitil,135219,99.44,Unitil (Pet),252526,99.44,Uniti Group,80857,99.38,Uniti,96499,99.38,Uniti Group,135218,99.38,Uniti Group (BRN),225994,99.38,Uniti Group (Frankfurt),266797,99.38,Unit Trust,31384,99.32,Unit,58271,99.32,Unit Trust Bank,96515,99.32
UNIVEST BANK AND TRUST CO.,22330,univest and,univest,Marlen Univest,9906.0,,,Univest Land,44327,99.96000000000001,Univest Financial,135224,99.71,Univest Financial (Frankfurt),266810,99.71,Munivest Florida Fund,66706,99.69,Blackrock Munivest Fund,139457,99.59,Univest of Pennsylvania (Berlin),289990,99.59,Univest Land Foreign Board,233106,99.59,Munivest New Jersey Fund,66708,99.57000000000001,Marlen Univest,9906,99.56,Munivest Michigan Insured Fund,66707,99.54
