Target Name,Target No.,preprocessed,Focus Text,Shortest Match Name,Shortest Match No.,Non-NASDAQ OTC Match Name,Non-NASDAQ OTC Match No.,Matched Name 1,Matched No. 1,Matched Score 1,Matched Name 2,Matched No. 2,Matched Score 2,Matched Name 3,Matched No. 3,Matched Score 3,Matched Name 4,Matched No. 4,Matched Score 4,Matched Name 5,Matched No. 5,Matched Score 5,Matched Name 6,Matched No. 6,Matched Score 6,Matched Name 7,Matched No. 7,Matched Score 7,Matched Name 8,Matched No. 8,Matched Score 8,Matched Name 9,Matched No. 9,Matched Score 9,Matched Name 10,Matched No. 10,Matched Score 10
TRAVELEX FINANCING PLC,9592,travelex financing,travelex,,,,,El Company,109292,99.2,RA International Group,126784,99.2,El Company,227555,99.2,X,13869,99.11,T Bank,22692,99.11,V Group,132515,99.11,Veltex,132537,90.51,Travelers Insurance Company,68794,87.82000000000001,Travelers Companies,133061,87.71000000000001,Travelers Companies (Mexico),219098,87.71000000000001
TRAVELEX HOLDINGS LIMITED,9236,travelex,travelex,,,,,El Company,109292,99.4,RA International Group,126784,99.4,El Company,227555,99.4,X,13869,99.22,T Bank,22692,99.22,V Group,132515,99.22,Veltex,132537,90.8,Travelers,68793,87.94000000000001,Travelers,161680,87.94000000000001,Travelers (Stuttgart),223549,87.94000000000001
TRAVELPORT CORPORATE FINANCE PLC,9868,travelport corporate,travelport,Travelport Worldwide,61615.0,,,Travelport Worldwide,61615,99.7,Travelport Worldwide (Munich),289847,99.7,Travelport Limited,77706,99.67,Elpo,82756,99.33,Port,112850,99.33,ELP,118548,99.26,Ort (Non-NASDAQ OTC),238861,99.26,RT Group,50230,99.18,El Company,109292,99.18,RA International Group,126784,99.18
TRESARA HEALTH PRIVATE LIMITED,12030,tresara health private,tresara,,,,,Sara,126921,99.31,Tre,68799,99.24,Tre Holdings,114500,99.24,ARA (Non-NASDAQ OTC),243726,99.24,ARA (Frankfurt),267877,99.24,ARA (XETRA),309844,99.24,AR,24258,99.17,ES Group (Holdings),118639,99.17,RA International Group,126784,99.17,T Bank,22692,99.09
Triad Financial SM LLC,22288,triad financial sm,triad,Triad Innovations,58158.0,,,Triad Innovations,58158,99.63,Triad Hospitals,68807,99.61,Triad Hospitals (Frankfurt),297577,99.61,Triad Hospitals (Berlin),303469,99.61,Triad Hospitals (XETRA),308797,99.61,Triad Pro Innovators,132351,99.58,Triad Business Bank,132349,99.56,Triad Systems,77728,99.52,Triad Guaranty,132350,99.5,Triad Guaranty (Berlin),289854,99.5
Triad Healthcare Corporation,21611,triad healthcare corporation,triad,Triad Innovations,58158.0,,,Triad Innovations,58158,99.53,Triad Pro Innovators,132351,99.5,Triad Guaranty,132350,99.48,Triad Guaranty (Berlin),289854,99.48,Triad Hospitals,68807,99.47,Triad Hospitals (Frankfurt),297577,99.47,Triad Hospitals (Berlin),303469,99.47,Triad Hospitals (XETRA),308797,99.47,Triad Park LLC Membership Interests,77727,99.44,Triad Minerals ADR 1 ADR = 10 Shares,147835,99.44
Triangle Capital Corporation,20650,triangle capital corporation,triangle,Healthcare Triangle,136876.0,Triangle Energy (Non-NASDAQ OTC) (Global),249512.0,Triangle Pacific Corporation del,77730,99.77,Triangle Bancorp,68808,99.64,Triangle Growth Capital 1,147837,99.64,Triangle Castings Inc,77729,99.62,Triangle Microwave,68810,99.61,Golden Triangle Mining Exploration,8356,99.61,Triangle Pacific,68811,99.59,Triangle Pharmaceuticals,77731,99.58,Triangle Pharmaceuticals (Frankfurt),297578,99.58,Triangle Petroleum (TSX Venture),216253,99.57000000000001
Triangle USA Petroleum Corporation,23398,triangle usa petroleum corporation,triangle,Healthcare Triangle,136876.0,Triangle Energy (Non-NASDAQ OTC) (Global),249512.0,Triangle Petroleum (TSX Venture),216253,99.69,Triangle Petroleum (XETRA),308798,99.69,Triangle Pacific Corporation del,77730,99.67,Triangle Home Products,77726,99.57000000000001,Triangle Home Products,201324,99.57000000000001,Triangle Home Products,210633,99.57000000000001,Triangle Bancorp,68808,99.56,Triangle Industries 'A' (New Europe),240493,99.56,Golden Triangle Mining Exploration,8356,99.56,Triangle Pete,58159,99.55
Trianon Building Prague s.r.o.,7415,trianon building prague s.r.o.,trianon,Trianon Industry Corporation,68812.0,,,Trianon Industry Corporation,68812,99.52,Company On,1218,99.12,IA,119645,99.12,T Bank,22692,99.06,O-Bank,115989,99.06,Tianrong Building Materiel Holdings,77597,85.82000000000001,Transonic Travel,4257,85.62,Transonic Travel (Berlin),303455,85.62,Tianhong CNI Biomedicine Index ETF,155699,85.61,Cymbria Non Voting Class A (XETRA),311270,85.6
TRICHY TOLLWAY PRIVATE LIMITED,11660,trichy tollway private,trichy,,,,,Rich,21593,99.31,Rich (XETRA),21594,99.31,Rich (Fund),67766,99.31,IC Group,8836,99.17,IC,35427,99.17,IC,110344,99.17,IC Group (Berlin),287019,99.17,T Bank,22692,99.09,C Holdings,24873,99.09,International Ostrich,73880,90.43
