Target Name,Target No.,Top Match Name,Top Match No.,Top Match Score,All Matched
"FOCUS FINANCIAL PARTNERS, LLC",22829,Focus Financial Partners A,134220,96,"[('Focus Financial Partners A', 96), ('Focus Financial (Pet) Partners A', 95), ('Financial Trust Corporation', 90), ('Art', 90), ('Art', 90), ('Art', 90), ('Financial Trust Corporation', 90), ('Financial Trust Corporation', 90), ('INA', 90), ('Financial Trust Corporation', 90)]"
"AEROJET ROCKETDYNE, INC.",22830,Aero,4844,90,"[('Aero', 90), ('ERO', 90), ('ERO', 90), ('Aerojet Rocketdyne Holdings', 90), ('Aerojet Rocketdyne (Pet) Holdings', 90), ('Aerojet Rocketdyne (Frankfurt) Holdings', 90), ('D&D', 86), ('R R Securities', 86), ('T T', 86), ('Dynex Capital', 80)]"
Happy Kids Inc,22831,Happy Kids,73264,100,"[('Happy Kids', 100), ('AP', 90), ('DS', 90), ('IDS', 90), ('KID', 90), ('Happy Kids Inc (Berlin)', 90), ('D&D', 86), ('Oriental Happy Enterprise', 86), ('Small World Kids', 86), ('New Horizon Kids Quest', 86)]"
"SIMMONS FOODS, INC.",22833,DS,34066,90,"[('DS', 90), ('Mo', 90), ('S Foods', 90), ('S&F Capital', 90), ('IM', 90), ('NS', 90), ('Germman Bangla Join Foods', 86), ('KH Foods', 86), ('Consolidated Bahn Foods', 86), (""Dalian Tianbao Green Foods 'A'"", 86)]"
KEYBANK NATIONAL ASSOCIATION,22835,National,222336,90,"[('National', 90), ('Security Bank', 90), ('National', 90), ('National', 90), ('Security Bank', 90), ('Security Bank', 90), ('National', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90)]"
TURNER CONSTRUCTION COMPANY,22836,Trust Company,4284,90,"[('Trust Company', 90), ('Turner', 90), ('Construction Corporation', 90), ('Construction Corporation', 90), ('Line Construction Company Limited', 88), ('Tokyu Construction Company Limited', 87), ('Bakixanov Company', 86), ('Company On', 86), ('Prudential Investment Company of Australia', 86), ('Roc Oil Company', 86)]"
"MID-AMERICA APARTMENTS, L.P.",22837,ENT,1607,90,"[('ENT', 90), ('Art', 90), ('NTS', 90), ('Art', 90), ('ICA AB', 90), ('Art', 90), ('AME', 90), ('Mid AM', 90), ('NTS', 90), ('Art', 90)]"
NRP (OPERATING) LLC,22838,At Trust,45099,90,"[('At Trust', 90), ('ATI', 90), ('ATI', 90), ('Opera Limited', 90), ('Prykarpatske Operating Enterprise', 86), ('R R Securities', 86), ('T T', 86), ('Operating Power Ventures', 86), ('NRP Stone', 86), ('HLI Operating Preferred Series A Exchangeable', 86)]"
"Murphy Oil USA, Inc.",22839,Murphy Oil,134666,95,"[('Murphy Oil', 95), ('Murphy USA', 95), ('Murphy Corporation', 90), ('RPH Limited', 90), ('PH Capital', 90), ('Capital Oil', 90), ('AED Oil', 86), ('Alliance Oil Development', 86), ('Ambassador Oil and Gas', 86), ('Asia Oil and Minerals', 86)]"
Daimler International Finance Inc,22841,International Finance Corporation,60266,95,"[('International Finance Corporation', 95), ('National', 90), ('Terna', 90), ('Inter', 90), ('National', 90), ('National Finance', 90), ('National', 90), ('Tern', 90), ('National', 90), ('National Finance', 90)]"
Ultra Resources Inc,22842,Re Capital,67648,90,"[('Re Capital', 90), ('Re Capital', 90), ('Sultan Resources', 90), ('RCE Capital', 90), ('URC', 90), ('Source Capital', 90), ('RA Resources Limited', 89), ('Aatra Resources', 87), ('Petra Resources', 87), ('Targa Resources', 87)]"
"MICHAEL KORS (USA), INC.",22843,AEL,62071,90,"[('AEL', 90), ('Alon USA Partners Com Units', 86), ('MBA Michael Bailey Associates (EASDAQ)', 86), ('Michael ZAH Verlags (XETRA)', 86), ('Michael Hill Not Ranking For Dividend', 86), ('Bank International Settlements BIZ USA Tranche (Limited Data)', 86), ('Ceatech USA', 86), ('DCI USA', 86), ('Evos USA', 86), ('Grem USA', 86)]"
RenRe North America Holdings Inc.,22845,North,28907,90,"[('North', 90), ('North', 90), ('Holdings', 90), ('Holdings', 90), ('Holdings', 90), ('Holdings', 90), ('Corporation Holding', 90), ('Holdings', 90), ('American Capital Holdings', 87), ('American Capital Holdings', 87)]"
MERRILL LYNCH L.P. HOLDINGS INC.,22847,Holdings,206120,90,"[('Holdings', 90), ('Holdings', 90), ('LDI Corporation', 90), ('Merrill', 90), ('NCH', 90), ('Holdings', 90), ('Rril', 90), ('Holdings', 90), ('Merrill', 90), ('Corporation Holding', 90)]"
STOCK YARDS BANK & TRUST COMPANY,22848,Trust Company,4284,90,"[('Trust Company', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Adelaide Bank', 86)]"
REVLON ESCROW CORPORATION,22849,Re Capital,67648,90,"[('Re Capital', 90), ('Re Capital', 90), ('CR Capital', 90), ('Revlon', 90), ('W-W Capital', 86), ('Revlon Consumer Products', 86), ('Revlon Group Merger 12/05/87', 86), ('R R Securities', 86), (""Revlon Rights 'A' 20/03/06"", 86), (""Revlon 'A' (Frankfurt)"", 86)]"
BLUE HILLS BANK,22851,Blue Capital,832,90,"[('Blue Capital', 90), ('Blue Hill Capital', 90), ('Capital Hill', 90), ('Security Bank', 90), ('Hi', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Hills', 90)]"
Capital One Capital V,22852,V-One,58370,95,"[('V-One', 95), ('Burnstone Ventures', 90), ('One', 90), ('Mars One Ventures', 90), ('Keystone Ventures', 90), ('One Voice Technologies', 90), ('One Valley Bancorp', 90), ('Chalone Vineyards', 90), ('Tylerstone Ventures', 90), ('Firestone Ventures', 90)]"
Southwest Bank,22853,Southwest Banks,77042,97,"[('Southwest Banks', 97), ('Southeast Bank', 93), ('T Bank', 90), ('Security Bank', 90), ('West', 90), ('Security Bank', 90), ('Security Bank', 90), ('West', 90), ('West', 90), ('Security Bank', 90)]"
"RAYMOND JAMES BANK, NATIONAL ASSOCIATION",22854,National,222336,90,"[('National', 90), ('National', 90), ('National', 90), ('National', 90), ('Raymond', 90), ('Raymond', 90), ('Raymond', 90), ('National', 90), ('Adelaide Bank', 86), ('Advance Bank Australia', 86)]"
SANDY SPRING BANK,22856,Security Bank,200310,90,"[('Security Bank', 90), ('Spring Bank', 90), ('Ring', 90), ('Security Bank', 90), ('Security Bank', 90), ('Sandy Corporation', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90)]"
"MARRIOTT OWNERSHIP RESORTS, INC.",22858,Esor,34387,90,"[('Esor', 90), ('Marr', 90), ('Resort Trust', 90), ('Club Resorts', 86), ('Fomento Resorts', 86), ('GMD Resorts', 86), ('Hong Kong Resorts', 86), ('Inter Resorts', 86), ('Naiade Resorts', 86), ('Sterling Resorts', 86)]"
Eni Finance USA Inc.,22860,INA,65640,90,"[('INA', 90), ('Eni', 90), ('NC&', 90), ('China Finance Holding Company', 86), ('North Ryde Community Finance', 86), ('Jyske Invest USA Aktier', 86), ('Minerva Finance and Investment', 86), ('Paramount Ventures and Finance A', 86), ('Petrobras Inernational Finance Company', 86), ('3A Finance', 86)]"
"Cyprus Investments, Inc.",22861,CYS Investments,59636,91,"[('CYS Investments', 91), ('Investment Trust Corporation', 90), ('ENT', 90), ('Trust Invest', 90), ('Investment Trust Corporation', 90), ('NTS', 90), ('Investment Trust Corporation', 90), ('Capital Investments', 90), ('Investment Trust Corporation', 90), ('Capital Investments', 90)]"
INSTITUTIONAL SHAREHOLDER SERVICES INC.,22862,Security Service,50414,90,"[('Security Service', 90), ('Share', 90), ('Ausnet Services', 86), ('Funeral Services Group', 86), ('Mac Services Group', 86), ('RXP Services', 86), ('Scientific Services', 86), ('Spotless Services', 86), ('Swick Mining Services', 86), ('Tempo Services', 86)]"
WISCONSIN BANK AND TRUST,22863,NSI,94871,90,"[('NSI', 90), ('Security Bank', 90), ('NSI', 90), ('Security Bank', 90), ('Security Bank', 90), ('Isco', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('NSI', 90)]"
DCT INDUSTRIAL OPERATING PARTNERSHIP LP,22864,DCT Industrial Trust,59651,90,"[('DCT Industrial Trust', 90), ('Artner', 90), ('Capital Partners', 90), ('Opera Limited', 90), ('AMP Industrial Trust', 86), ('Australian Industrial REIT', 86), ('Deutsche Industrial Trust', 86), ('GMG Industrial', 86), ('Industrial Engineering', 86), ('Industrial Holding Company', 86)]"
American Transmission Systems Inc.,22865,American Capital,69924,90,"[('American Capital', 90), ('American Capital', 90), ('American Capital', 90), ('American Capital', 90), ('PLC Systems', 90), ('Smis Corporation', 90), ('PLC Systems', 90), ('Stem', 90), ('PLC Systems', 90), ('PLC Systems', 90)]"
MANUFACTURERS BANK,22867,Man AG,169104,90,"[('Man AG', 90), ('Man AG', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Fact', 90)]"
GREATBATCH LTD.,22868,At Trust,45099,90,"[('At Trust', 90), ('Re Capital', 90), ('Re Capital', 90), ('Greatbatch (XETRA)', 90), ('R R Securities', 86), ('T T', 86), ('Renata', 75), ('Grants Patch', 73), ('Gekat', 72), ('Greta', 72)]"
