Target Name,Target No.,Top Match Name,Top Match No.,Top Match Score,All Matched
"Wynn Resorts Finance, LLC",24059,Esor,34387,90,"[('Esor', 90), ('INA', 90), ('Resort Trust', 90), ('S&F Capital', 90), ('SOR', 90), ('Wynn Resorts', 90), ('Club Resorts', 86), ('Prime Finance', 86), ('Minerva Finance and Investment', 86), ('Paramount Ventures and Finance A', 86)]"
Toronto-Dominion Bank,24060,Toronto-Dominion Bank,80269,100,"[('Toronto-Dominion Bank', 100), ('Toronto Dominion Bank Series M', 95), ('Toronto Dominion Bank Unit', 95), ('Toronto-Dominion Bank (London)', 95), ('Toronto Dominion Bank (New York)', 95), ('Toronto-Dominion Bank (XETRA)', 95), ('Ion', 90), ('Dominion Securities', 90), ('Dom', 90), ('Toro', 90)]"
AIG GLOBAL FUNDING,24066,Globa,73026,90,"[('Globa', 90), ('Global', 90), ('Global', 90), ('L&F', 90), ('Antipodes Global Investment Company', 86), ('Ask Funding', 86), ('Consolidated Global Investments', 86), ('European Investors Global Property Trust Dead', 86), ('Evans and Partners Global Distruption Fund', 86), ('Global Resource Masters Fund', 86)]"
KINDRED ESCROW CORP. II,24067,Red Capital,141256,90,"[('Red Capital', 90), ('Perls II Trust Perpetual Exchequer Resettable SEC', 86), ('Berkeley Capital II', 86), ('Connor Clark and Lunn Conservative Income Fund II Units', 86), ('Connor Clark and Lunn Global Financials Fund II', 86), ('CRA Phase II', 86), ('Front Street Performance Fund II Units', 86), ('Global Diversified Investment Grade Income Trust II', 86), ('R Split II', 86), ('Sentry Select MBS Adjustable Rate Income Fund II', 86)]"
"CENTENNIAL RESOURCE PRODUCTION, LLC",24074,Source Capital,141506,90,"[('Source Capital', 90), ('Capital Product', 90), ('Centennial Coal', 86), ('Centennial Mining', 86), ('Resource Equipment', 86), ('Resource Pacific', 86), (""American Resource 'A'"", 86), ('Augusta Resource', 86), ('Brades Resource Corporation', 86), ('Calaveras Resource', 86)]"
FIRST IPSWICH BANK,24080,First,186249,90,"[('First', 90), ('Security Bank', 90), ('Firs', 90), ('First', 90), ('IPS', 90), ('PSW Capital', 90), ('First', 90), ('First', 90), ('Security Bank', 90), ('Security Bank', 90)]"
"EXELA TECHNOLOGIES, INC.",24083,Exela Technologies,136523,100,"[('Exela Technologies', 100), ('Exela Technologies Unit', 95), ('EXE Technologies', 94), ('Xeta Technologies', 91), ('Vela Technologies', 91), ('A&T', 90), ('Tec', 90), ('Exel', 90), ('Exel', 90), ('Exela Technologies 6 00 Cumulative Convt Perptl Preference S', 90)]"
"TERRAFORM POWER OPERATING, LLC",24086,Capital Power,156967,90,"[('Capital Power', 90), ('Terra Trust', 90), ('Terra Trust', 90), ('Capital Power', 90), ('Capital Power', 90), ('Terra Trust', 90), ('Capital Power', 90), ('Opera Limited', 90), ('Byte Power Group', 86), ('ERM Power', 86)]"
PSPC ESCROW CORP.,24087,SP,122942,90,"[('SP', 90), ('CR Capital', 90), ('SP', 90), ('W-W Capital', 86), ('R R Securities', 86), ('Ecorp', 72), ('Tesco', 72), ('Escom', 72), ('Mesco', 72), ('Tesco', 72)]"
Seller Note LLC,24091,El Corporation,1533,90,"[('El Corporation', 90), ('Note', 90), ('S E S', 86), ('Daimler Benz A G Subordinated Note 5.75%', 86), ('*hyb*mci Cap Note 5.00% Perpetual Semi Non-Cumulative', 86), ('R R Securities', 86), ('T T', 86), ('S E', 86), ('Kbse Lev 34 Exchange-Traded Note', 86), ('Blue Note Mining (Non-NASDAQ OTC)', 86)]"
