Target Name,Target No.,Top Match Name,Top Match No.,Top Match Score,All Matched
UIL HOLDINGS CORPORATION.,24268,Ion,73918,90,"[('Ion', 90), ('Holdings', 90), ('Holdings', 90), ('UIL Holdings', 90), ('ATI', 90), ('LDI Corporation', 90), ('Holdings', 90), ('Ion', 90), ('Holdings', 90), ('UIL', 90)]"
"PROTEOSTASIS THERAPEUTICS, INC.",24275,Stas,39565,90,"[('Stas', 90), ('Utics', 90), ('Hera', 90), ('Proteo', 90), ('Proteo', 90), ('PPL Therapeutics', 86), ('AV Therapeutics', 86), ('Chemokine Therapeutics (Non-NASDAQ OTC)', 86), ('MIV Therapeutics', 86), ('NUO Therapeutics', 86)]"
ENERGY VENTURES GOM LLC,24276,ENT,1607,90,"[('ENT', 90), ('Energy', 90), ('ERG', 90), ('Energy', 90), ('Energy', 90), ('ERG', 90), ('ERG', 90), ('Venture Corporation', 90), ('E-Energy Ventures', 89), ('Acer Energy', 86)]"
"UGI International, LLC",24279,International,206505,95,"[('International', 95), ('GEI International', 94), ('SGI International', 94), ('UGE International', 94), ('Fuqi International', 91), ('Grit International', 91), ('Tu International', 91), ('IU International', 91), ('OG International', 91), ('SI International', 91)]"
"INDUSTRIAL AND COMMERCIAL BANK OF CHINA (USA),",24281,Industrial and Commercial Bank of China 'A',87340,98,"[(""Industrial and Commercial Bank of China 'A'"", 98), ('Industrial and Commercial Bank of China Asia', 95), ('Industrial and Commercial Bank', 95), (""Industrial and Commercial Bank of China 'H'"", 95), ('Industrial and Commercial Bank of China (Thai)', 94), (""Industrial and Commercial Bank of China 'H' (SZS)"", 91), ('Trust Commercial Bank', 90), ('Industrial and Commercial Bank of China (Thai) NVDR', 90), ('Industrial and Commercial Bank of China (Thai) Preferred NVDR', 90), ('Industrial and Commercial Bank of China Preferred', 90)]"
MTW FOODSERVICE ESCROW CORP.,24283,Security Service,50414,90,"[('Security Service', 90), ('Escrow Agent Japan', 86), ('Security Service A', 80), ('TW Services', 78), ('Crown Food', 77), ('Servico', 77), ('S Foods', 77), ('Eprice', 75), ('M Food', 75), ('Serico', 75)]"
"MANITOWOC FOODSERVICE, INC.",24284,Man AG,169104,90,"[('Man AG', 90), ('Man AG', 90), ('Security Service', 90), ('Mani', 90), ('Tow', 90), ('ANI', 90), ('Manitowoc', 90), ('Man AG', 90), ('D&D', 86), ('W-W Capital', 86)]"
Centene Escrow Corporation,24285,ENT,1607,90,"[('ENT', 90), ('Ten', 90), ('CR Capital', 90), ('Centene', 90), ('W-W Capital', 86), ('R R Securities', 86), ('T T', 86), ('Centene Brazilian Depositary Receipt', 86), ('Crown', 80), ('Crown', 80)]"
MTW Cranes Escrow Corp.,24289,S E,113217,90,"[('S E', 90), ('W-W Capital', 86), ('R R Securities', 86), ('T T', 86), ('Cranes Software International GDR', 86), (""Crane's Screw"", 76), ('Cranex', 75), ('Ecorp', 72), ('Lanes', 72), ('Tesco', 72)]"
"Forest City Enterprises, L.P.",24293,Forest City Enterprises Inc,47232,100,"[('Forest City Enterprises Inc', 100), ('Forest City Enterprises Inc Class B', 95), ('ENT', 90), ('ISE', 90), ('CIT', 90), ('Enterprise', 90), ('ERP', 90), ('Rise', 90), ('City', 90), ('City', 90)]"
