Target Name,Target No.,preprocessed,Focus Text,Shortest Match Name,Shortest Match No.,Non-NASDAQ OTC Match Name,Non-NASDAQ OTC Match No.,Matched Name 1,Matched No. 1,Matched Score 1,Matched Name 2,Matched No. 2,Matched Score 2,Matched Name 3,Matched No. 3,Matched Score 3,Matched Name 4,Matched No. 4,Matched Score 4,Matched Name 5,Matched No. 5,Matched Score 5,Matched Name 6,Matched No. 6,Matched Score 6,Matched Name 7,Matched No. 7,Matched Score 7,Matched Name 8,Matched No. 8,Matched Score 8,Matched Name 9,Matched No. 9,Matched Score 9,Matched Name 10,Matched No. 10,Matched Score 10
HS Orka hf,12052,hs orka hf,hs,HS Resources,65560.0,HS Govtech (Non-NASDAQ OTC) Solutions,246224.0,HSH Nordbank,18519,99.55,HSH Nordbank AG,18520,99.55,Hsin Kao Gas,119521,99.55,HSBC Bank Oman,110282,99.53,Banco HSBC Honduras SA,45240,99.52,HSBC Holdings PLC ADR HD 1,167365,99.52,IHS Markit,60189,99.5,GHST World,129676,99.5,HST Global,130051,99.5,IHS Markit (Mexico),217965,99.5
HSB Capital I,21351,hsb capital i,hsb,HSB Group,65561.0,,,HSBC Bank Malta,93464,99.61,HSBC China (SEAQ International),237086,99.61,PHSB Financial,75967,99.59,PHSB Financial (Berlin),302590,99.59,HSBC China Fund,26768,99.57000000000001,HSBC China Fund (Berlin),301381,99.57000000000001,HSBC MSCI Brazil (Berlin) Ucits,291302,99.57000000000001,HSBC MSCI Japan ETF,167380,99.56,HSBC MSCI Japan ETF (Munich),291309,99.56,HSBC MSCI Taiwan ETF,167389,99.55
HSH N Finance (Guernsey) Limited,9994,hsh n,hsh,HSH Nordbank,18519.0,,,HSH Nordbank,18519,99.59,HSH Nordbank AG,18520,99.59,SH Group,104306,99.57000000000001,HS Holdings,110281,99.57000000000001,Earthshine International,53915,99.53,Shshu Paint 'A',90176,99.5,Shshu Paint 'A' (SSE Connect Equities),213880,99.5,Panchsheel Organics,103321,99.42,Earthshell,72070,99.4,Earthshell (Berlin),300655,99.4
"Huachuang Securities Co., Ltd",6700,huachuang,huachuang,,,,,Chuan Holdings,99733,99.71,ACH,14133,99.5,UAC,31234,99.5,UAC (Singapore OTC),228983,99.5,UA Group,51292,99.36,Hu Group Holdings,106648,99.36,AC Holdings,107431,99.36,Hu Group Holdings (Non-NASDAQ OTC),246227,99.36,C Holdings,24873,99.2,Jinhua Chunguang Technology 'A',93960,88.56
"HUBEI QINGJIANG HYDROELECTRIC DEVELOPMENT CO.,",6366,hubei qingjiang hydroelectric development,hubei,Hubei Wuchangyu 'A',8789.0,,,Hubei Danjiang Electric Power,93490,99.69,Hubei Minkang Pharmaceutical,130054,99.55,Hubei Guangji Pharmaceutical 'A',93498,99.49,Hubei Jianghu Ecology 'A',8788,99.48,Hubei Xingfa Chemicals 'A',89049,99.48,Hubei Xingfa (SSE Connect Equities) Chemicals Group 'A',212819,99.48,Hubei Huaqiang High-Technology 'A',89043,99.48,Hubei Xiangyuan New Material Technology 'A',93507,99.48,Hubei Jumpcan Pharmaceutical 'A',89046,99.47,Hubei Xinyangfeng Fertilizer 'A',89050,99.47
"Hubei Xinyegang Steel Co., Ltd",6733,hubei xinyegang steel,hubei,Hubei Wuchangyu 'A',8789.0,,,Hubei Dinglong 'A',89040,99.62,Hubei Dinglong 'A' (SEC),212811,99.62,Hubei Xingfa Chemicals 'A',89049,99.6,Hubei Xinyangfeng Fertilizer 'A',89050,99.6,Hubei Xingfa (SSE Connect Equities) Chemicals Group 'A',212819,99.6,Hubei Xinyangfeng (SEC) Fertilizer 'A',212820,99.6,Hubei Minkang Pharmaceutical,130054,99.57000000000001,Hubei Jianghu Ecology 'A',8788,99.57000000000001,Hubei FXN Science and Technology 'A' (SEC),212814,99.56,Hubei Energy Group 'A',89041,99.54
"Hunan Yingde Gas Co.,Ltd.",6743,hunan yingde gas co.ltd.,hunan,Hunan Nonferrous Metals,158824.0,Hunan Nonferrous Metals (Non-NASDAQ OTC) 'H',237102.0,Hunan Kaimeite Gases 'A',89068,99.54,Hunan Kaimeite (SEC) Gases 'A',212834,99.54,Hunan Gold 'A',89066,99.53,Hunan Gold 'A' (SEC),212832,99.53,Hunan Jingfeng (SEC) Pharmaceutical,212833,99.53,Hunan Hengguang Technology 'A',93519,99.52,Hunan Valin Wire and Cable 'A',89074,99.52,Hunan Sundy S&T 'A',93531,99.51,Hunan Huamin Holdings 'A',93522,99.5,Hunan Changyuan Lico 'A',89060,99.5
"Hunter Ridge Holdings, Inc.",21383,hunter ridge,hunter,Hunter,47951.0,Hunter Douglas (Non-NASDAQ OTC),246240.0,Hunter Energy,73497,99.72,Hunters and Company,119560,99.7,Hunter Douglas,2151,99.69,Hunter Douglas,89078,99.69,Hunter Douglas,158825,99.69,Hunters Armley,182964,99.69,Hunter Douglas (London),215517,99.69,Hunter Douglas (Swiss Stock Exchange),227851,99.69,Hunter Douglas (Non-NASDAQ OTC),246240,99.69,Hunter Douglas (Frankfurt),271099,99.69
Hutchison Ports (UK) Finance PLC,9042,hutchison ports,hutchison,Hutchison Minerals,18544.0,Hutchison Whampoa (Non-NASDAQ OTC),237113.0,Hutchison Port Holdings Trust (Singaporean Dollar),227855,99.97,Hutchison Port Holdings (London) Trust,237110,99.97,Hutchison Port Holdings (Non-NASDAQ OTC) Trust,246247,99.97,Hutchison Port Holdings (Frankfurt) Trust,271106,99.97,Hutchison Port Holdings (XETRA) Trust,312637,99.97,Hutchison Port (Singapore) Holdings Units,134382,99.86,Hutchison Port (BRN) Holdings Units,227854,99.86,Hutchison-Boag,26800,99.76,Hutchison Whampoa,26799,99.75,Hutchison Whampoa (SEAQ International),167409,99.75
HYDE HOUSING ASSOCIATION LIMITED,9464,hyde housing association,hyde,Hyde Park Acquisition,55091.0,,,Hyde Park Acquisition,55091,99.58,Hyde Park Acquisition,73511,99.58,Hyder Consulting,47973,99.55,Hyder Consulting (Non-NASDAQ OTC),237115,99.55,Hyderabad Industries,101293,99.45,Aboseldehyde Laboratories,107422,99.41,Hyder Gold Warrants 06/91,158833,99.41,Hyderabad Electric,35358,99.38,Hyderabad Lamps,26805,99.36,Hyderabad Allwyn,26803,99.35
Hydrochina Corporation,6754,hydrochina corporation,hydrochina,,,,,Hydro,35364,99.37,Hydro International,47975,99.37,China Finance Investment Holdings,99566,99.37,China International Holdings,117732,99.37,China Finance,128736,99.37,China Holdings,128743,99.37,China Finance Investment Holdings (Temp),165639,99.37,China Finance (Stuttgart),277628,99.37,Ochi Holdings,112384,99.31,INA - (Istituto Nazionale Assicurazioni),18701,99.24
Hypo Pfandbrief Bank International S.A.,15115,hypo pfandbrief,hypo,Hypo Real Estate,167421.0,Hypo Real Estate Holding (Non-NASDAQ OTC),237121.0,Hypo Adria-Bank,35377,99.72,Hypo Alpe Adria Bank,83734,99.67,Hyponex,65592,99.55,Hypothe and Handbk Winter,42470,99.55,Hypobank,42468,99.52,Hypoport Finance,89082,99.52,Hypoport Finance (XETRA),93560,99.52,Hypoport Finance (Non-NASDAQ OTC),246258,99.52,Hypoport Finance (Vienna Stock Exchange),271126,99.52,Hypocapital REIT,2158,99.52
Hypo Public Finance Bank,10926,hypo public,hypo,Hypo Real Estate,167421.0,Hypo Real Estate Holding (Non-NASDAQ OTC),237121.0,Hypower Fuel,130082,99.61,Hypo Adria-Bank,35377,99.57000000000001,Hyposwiss B,42469,99.55,Hypo Alpe Adria Bank,83734,99.54,Hypobank,42468,99.53,Hypoport Finance,89082,99.53,Hypoport Finance (XETRA),93560,99.53,Hypoport Finance (Non-NASDAQ OTC),246258,99.53,Hypoport Finance (Vienna Stock Exchange),271126,99.53,Hypocapital REIT,2158,99.52
"Hypotecni banka, a.s.",7402,hypotecni banka a.s.,hypotecni,,,,,Otec,112560,99.33,Otec (Non-NASDAQ OTC),238872,99.33,Tec,39880,99.26,NI Holdings,137627,99.18,NI Holdings (Frankfurt),264980,99.18,T Bank,22692,99.1,C Holdings,24873,99.1,O-Bank,115989,99.1,Cnit,16016,85.39,Potens,38268,82.63
