Target Name,Target No.,Top Match Name,Top Match No.,Top Match Score,All Matched
CNBF Capital Trust 1,21584,CNB,128842,90,"[('CNB', 90), ('1 MAJ Metalska', 86), ('1 MAJ Zavrsni Rad Gradjevinarstvu', 86), ('Agsu-Konserv-1', 86), ('Astara-CAY-1 ASC', 86), ('Australian Masters Yield Fund Number 1', 86), ('Australian Masters Corporate Bond Fund Number 1', 86), ('Baki Insaat 1', 86), ('Baki Tikinti-1', 86), ('Baki-Sarab-1 ASC', 86)]"
"AES Ironwood, L.L.C.",21586,IRO,42575,90,"[('IRO', 90), ('AE', 90), ('AES', 90), ('AES Alicura Sociedad Anonima', 86), ('Ironwood Petroleum', 86), ('AES Laboratoires GPE', 86), ('D&D', 86), ('AES Smaller Companies Fund', 86), ('W-W Capital', 86), (""AES Trust I Tecons Service 'A'"", 86)]"
SABRE HOLDINGS CORPORATION,21587,Sabre Holdings Corporation,200128,100,"[('Sabre Holdings Corporation', 100), ('Sabre Holdings Corporation', 100), ('SRE Holdings', 92), ('ABR Holdings', 92), ('Holdings', 90), ('Holdings', 90), ('Re Capital', 90), ('LDI Corporation', 90), ('Re Capital', 90), ('Holdings', 90)]"
Maverick Tube Corporation,21588,Maverick Tube,66351,100,"[('Maverick Tube', 100), ('Maverick Tube Canada Exchangeable Shares', 90), ('IC', 90), ('Maveric', 90), ('Be', 90), (': be AG', 90), ('UBE', 90), ('IC', 90), ('ICK', 90), ('Maverick Tube (Frankfurt)', 90)]"
"MGI Pharma, Inc.",21589,MGI Pharma,74797,100,"[('MGI Pharma', 100), ('AR', 90), ('MG Capital', 90), ('MG Capital', 90), ('PH Capital', 90), ('PHA', 90), ('RM', 90), ('Mei Pharma', 90), ('MGI Pharma (Frankfurt)', 90), ('MGI Pharma (XETRA)', 90)]"
Mizuho Preferred Capital Company LLC,21590,Trust Company,4284,90,"[('Trust Company', 90), ('Mizuho Securities', 90), ('MPA', 90), ('Red Capital', 90), ('Arab International Insurance Company', 86), ('Barbados Shipping and Trading Company Limited', 86), ('Bulgarian Telecommunications Company', 86), ('Company On', 86), ('Prudential Investment Company of Australia', 86), ('Roc Oil Company', 86)]"
Independent Bank,21591,Independent Bank,137002,100,"[('Independent Bank', 100), ('Independent Bank', 100), ('Idaho Independent Bank', 95), ('Independent', 95), ('Independent Bank Group', 95), ('Independent', 95), ('Independent Bank (Pet)', 95), ('ENT', 90), ('T Bank', 90), ('Security Bank', 90)]"
"SS&C TECHNOLOGIES, INC.",21592,SS&C Technologies,77120,100,"[('SS&C Technologies', 100), ('SS&C Technologies (Berlin)', 95), ('Issc Technologies', 94), ('SPS Technologies', 91), ('S-5 Technologies', 91), ('SBS Technologies', 91), ('Tec', 90), ('SS&C Technologies Holdings Inc', 90), ('SS&C Technologies Holdings Inc', 90), ('SS&C Technologies (Frankfurt) Holdings', 90)]"
"Expert Global Solutions, Inc.",21593,Ion,73918,90,"[('Ion', 90), ('Expert', 90), ('Globa', 90), ('Ion', 90), ('UTI', 90), ('Sol', 90), ('Global', 90), ('Global', 90), ('UTI', 90), ('Global E Solutions', 89)]"
"LAUREATE EDUCATION, INC.",21594,Laureate Education,134528,100,"[('Laureate Education', 100), ('Laureate Education', 100), ('Laureate Education Inc Class B', 95), ('Laureate Education (Munich)', 95), ('AUR', 90), ('Ion', 90), ('Aurea', 90), ('Duc', 90), ('ATI', 90), ('Ion', 90)]"
"ICG Funding, LLC",21595,IC,110344,90,"[('IC', 90), ('IC', 90), ('A&E Capital Funding Single Voting', 86), (""ICG Holdings Canada 'A'"", 86), ('Funding Electric Vehicles', 86), ('D&D', 86), ('Aegis Consumer Funding Group', 86), ('Four Crystal Funding', 86), ('Muni Funding Company of America 144A', 86), ('United Development Funding IV Common Shares of Beneficial Interest', 86)]"
Barnett Capital III,21596,ETT,100414,90,"[('ETT', 90), ('AR', 90), ('ETT', 90), ('Barnett', 90), ('ETT', 90), ('Income Streams III Equity Dividend', 86), ('Penfold Capital Acquisition III', 86), ('R Split III Class A', 86), ('IPF III Spor VSZ IF', 86), ('American Tax Credit Properties Units Limited Partnership III', 86)]"
KeySpan Gas East Corporation,21597,GA Capital,8102,90,"[('GA Capital', 90), ('SP', 90), ('Key Corporation', 90), ('Keyspan', 90), ('Span', 90), ('Key Corporation', 90), ('PA', 90), ('S E', 90), ('SP', 90), ('Key Corporation', 90)]"
Abbey National Capital Trust I,21598,Abbey National,44635,95,"[('Abbey National', 95), ('Ion', 90), ('National', 90), ('ABB AG', 90), ('Abbey', 90), ('National', 90), ('Abbey', 90), ('ONA', 90), ('ABB AG', 90), ('National', 90)]"
Dana Credit Corporation,21599,Da Securities,25386,90,"[('Da Securities', 90), ('IT', 90), ('Dana', 90), ('Re Capital', 90), ('Re Capital', 90), ('Dana', 90), ('CR Capital', 90), ('CRE', 90), ('Dana', 90), ('Red Capital', 90)]"
"CenterPoint Energy Transition Bond Company, LL",21600,Centerpoint Energy Transition Bond Company,71001,97,"[('Centerpoint Energy Transition Bond Company', 97), ('Trust Company', 90), ('Energy', 90), ('Energy', 90), ('Center Trust', 90), ('Energy', 90), ('Centerpoint Energy', 90), ('Centerpoint', 90), ('Acer Energy', 86), ('Adelaide Energy', 86)]"
"Lyondell Chemical Worldwide, Inc.",21602,Ical,2166,90,"[('Ical', 90), ('World', 90), ('Dell', 90), ('Lyondell Chemical', 90), ('Onde', 90), ('World', 90), ('World', 90), ('World', 90), ('Arcadia Worldwide', 86), ('Australia New Agribusiness and Chemical Group', 86)]"
Astoria Capital Trust I,21603,Astor,59111,90,"[('Astor', 90), ('Astoria Investments', 90), ('IA', 90), ('STO', 90), ('AXS Astoria Inflation Sensitive ETF', 90), ('Astoria Investments (Namibian)', 90), ('Astoria Investments (MAU)', 90), ('Fabrika Otkovaka I Armature', 86), ('FIP EM Infu XP Omega I', 86), ('FIP Infra-Estr BB VTRM Energ Sustentavel I', 86)]"
Banca Lombarda Preferred Securities Trust,21604,Banca Lombarda,14991,90,"[('Banca Lombarda', 90), ('Lombard Capital', 90), ('NCA', 90), ('Security Banc', 90), ('Red Capital', 90), ('Banca Catalana', 86), ('Banca Civica', 86), ('Banca CR Firenze', 86), ('Banca Fideuram', 86), ('Banca Italease', 86)]"
"MMH HOLDINGS, INC.",21606,MIH Holdings,36973,92,"[('MIH Holdings', 92), ('MMI Holdings', 92), ('MPM Holdings', 92), ('MMA Capital Holdings', 92), ('RMH Holdings', 92), ('XMH Holdings', 92), ('MHC Holdings', 92), ('MIM Holdings', 92), ('Holdings', 90), ('Holdings', 90)]"
THE NORTHWESTERN MUTUAL LIFE INSURANCE COMPANY,21607,Trust Company,4284,90,"[('Trust Company', 90), ('Mutual', 90), ('Northwestern', 90), ('Northwestern', 90), ('Aeyna Life and Casualty', 86), ('Arthur Yates and Company', 86), ('Bakixanov Company', 86), ('Bulstrad Viena Insurance Group', 86), ('Burns Philp and Company', 86), ('China Finance Holding Company', 86)]"
