Target Name,Target No.,Top Match Name,Top Match No.,Top Match Score,All Matched
PSA CORPORATION LIMITED,17789,Cadipsa,963,90,"[('Cadipsa', 90), ('Unipsa', 90), ('Edrasis Psallidas', 90), ('Petroleos (Cepsa)', 90), ('Apsa Biai Mare', 90), (""Cepsa 'B' Cap"", 90), ('IPSA Group', 90), ('Psaem', 90), ('Bepsa del Paraguay Saeca', 90), ('PSA New', 90)]"
The Hongkong and Shanghai Banking Corporation,17790,Abilene Oil and Gas,29,86,"[('Abilene Oil and Gas', 86), ('Adsteam and Marine', 86), ('Ambassador Oil and Gas', 86), ('Asia Oil and Minerals', 86), ('Aurora Oil and Gas', 86), ('Babcock and Brown', 86), ('Boag J and Son', 86), ('Brick and Pipe', 86), ('Cable and Telecoms', 86), ('Cobepa ACT and WRT', 86)]"
CDL Properties Ltd,17791,Capital Properties,203595,95,"[('Capital Properties', 95), ('Capital Properties', 95), ('IE', 90), ('RTI', 90), ('Roper', 90), ('DL', 90), ('Centro Properties Group', 86), ('D J Properties', 86), ('Fairplay Residential Properties', 86), ('Horizon Properties Suspended 22/01/92', 86)]"
Deutsche Bank AG,17792,Deutsche Bank,166257,100,"[('Deutsche Bank', 100), ('Deutsche Bank', 100), ('Deutsche Bank PBC', 95), ('Deutsche Bank ADR', 95), ('Deutsche Bank Neue', 95), ('Deutsche Bank Peru', 95), ('Deutsche Bank (BUD)', 95), ('Deutsche Bank New', 95), ('Deutsche Bank (Pet)', 95), ('Deutsche Bank (AMS)', 95)]"
JOYNOTE LTD,17793,J Trust,110632,90,"[('J Trust', 90), ('Note', 90), ('T T', 86), ('Otec', 77), ('Tec', 72), ('TEM', 72), ('TEI', 72), ('TES', 72), ('Joytoto', 71), ('Jooyontech', 71)]"
CANADIAN IMPERIAL BANK OF COMMERCE,17794,Canadian Imperial Bank Commerce,80282,95,"[('Canadian Imperial Bank Commerce', 95), ('Canadian Imperial Bank of Commerce CDA Nikkei 225', 95), ('Canadian Imperial Bank of Commerce Preferred Units', 95), ('Canadian Imperial Bank of Commerce Preferred C', 95), ('Canadian Imperial Bank of Commerce Preferred E', 95), ('Canadian Imperial Bank of Commerce Warrants', 95), ('Bank of Commerce', 90), ('Imperial', 90), ('Bank of Commerce', 90), ('Imperial', 90)]"
Mitsui & Co Asia Investment Ltd,17795,Investment Trust Corporation,48177,90,"[('Investment Trust Corporation', 90), ('Trust Invest', 90), ('Investment Trust Corporation', 90), ('Investment Trust Corporation', 90), ('Asia Capital', 90), ('Asia Capital', 90), ('Investment Trust Corporation', 90), ('Asia Capital', 90), ('Mitsui', 90), ('Asia Capital', 90)]"
CREDIT INDUSTRIEL ET COMMERCIAL,17796,Credit Industriel et Commercial,165963,100,"[('Credit Industriel et Commercial', 100), ('Credit Industrial et Commercial', 97), ('Dust', 90), ('Credit General', 86), ('Credit Suisse PL100 Emerging Markets Infrastructure Development Trust', 86), ('Gem Commercial', 86), ('Midland Commercial', 86), ('Paladin Commercial Trust', 86), ('Commercial Financial', 86), ('Commercial Solutions', 86)]"
BOC Aviation,17797,BOC Aviation,97381,100,"[('BOC Aviation', 100), ('BOC Aviation (SZS)', 95), ('Ion', 90), ('At Trust', 90), ('ATI', 90), ('Ion', 90), ('AVI', 90), ('IA', 90), ('ATI', 90), ('BOC Aviation (HKSE Connect Equity)', 90)]"
SHANGRI-LA HOTEL LIMITED,17798,Shangri-La Hotel,122618,100,"[('Shangri-La Hotel', 100), ('Shangri-La Hotel', 100), ('Shangri-La Hotel NVDR', 95), ('El Corporation', 90), ('Shangri-La Hotel Public Company Limited', 90), ('Shangri-La Hotels (Malaysia)', 90), ('Shangri-La Hotel Foreign Board', 90), ('Alhamra Hotel and Resorts', 86), ('BT Hotel', 86), ('La Agraria', 86)]"
ICB (2002) Limited,17799,CB Capital,6254,90,"[('CB Capital', 90), ('IC', 90), ('IC', 90), ('Total Energy Services W EXP 03/12/2002', 86), ('Claimindo 1978-2002', 86), ('Covasna Estival 2002', 86), ('Moldova Estival 2002', 86), ('Muntenia Estival 2002', 86), ('Nova Ljubljanska B 6.75% 1/6/2002', 86), ('Oltenia Estival 2002', 86)]"
Krung Thai Bank Public Company Limited,17800,Krung Thai Bank Public Company ADR 1:20,188748,95,"[('Krung Thai Bank Public Company ADR 1:20', 95), ('Trust Company', 90), ('Security Bank', 90), ('Public', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90)]"
Industrial & Commercial Bank of China,17801,Industrial and Commercial Bank of China Asia,26930,95,"[('Industrial and Commercial Bank of China Asia', 95), ('Industrial and Commercial Bank of China (Thai)', 95), (""Industrial and Commercial Bank of China 'A'"", 95), (""Industrial and Commercial Bank of China 'H'"", 95), ('Industrial and Commercial Bank of China (Thai) NVDR', 95), ('Industrial and Commercial Bank of China Preferred', 95), (""Industrial and Commercial Bank of China 'H' (SZS)"", 95), (""Industrial and Commercial Bank of China 'H' (Frankfurt)"", 95), (""Industrial and Commercial Bank of (XETRA) China 'H'"", 95), ('Industrial and Commercial Bank of (XETRA) China Asia', 95)]"
Agricultural Bank of China (Singapore),17802,Agricultural Bank of China 'A',87343,91,"[(""Agricultural Bank of China 'A'"", 91), (""Agricultural Bank of China 'H'"", 91), ('Adelaide Bank', 86), ('Advance Bank Australia', 86), ('AFB Bank ASC', 86), ('Australian Agricultural', 86), ('Australia China Holdings', 86), ('Azar-Turk Bank', 86), ('Bank Azerbaijan', 86), ('Barbados National Bank', 86)]"
