Target Name,Target No.,Top Match Name,Top Match No.,Top Match Score,All Matched
"Hitachi America Capital, Ltd.",22471,TAC,114047,90,"[('TAC', 90), ('ACH', 90), ('AM', 90), ('Hit', 90), ('Hi', 90), ('Hitachi', 90), ('IT', 90), ('ICA AB', 90), ('CA', 90), ('AME', 90)]"
NATIONSTAR MORTGAGE LLC,22472,Nationstar Mortgage Holdings,288072,95,"[('Nationstar Mortgage Holdings', 95), ('Nationstar Mortgage Holdings', 95), ('Ion', 90), ('Nstar', 90), ('ATI', 90), ('Star', 90), ('Ion', 90), ('Mortgage', 90), ('Star', 90), ('ATI', 90)]"
ROCKLAND TRUST COMPANY,22473,Trust Company,4284,90,"[('Trust Company', 90), ('MPA', 90), ('OM', 90), ('Land', 90), ('PA', 90), ('KLA', 90), ('Antipodes Global Investment Company', 86), ('Arab International Insurance Company', 86), ('Arthur Yates and Company', 86), ('Barbados Shipping and Trading Company Limited', 86)]"
Daimler Finance North America LLC,22476,North,28907,90,"[('North', 90), ('North', 90), ('Allco Finance Group', 86), ('Beneficial Finance', 86), ('Dominant Finance Inc', 86), ('Hyundai Finance', 86), ('Intermills (Finance)', 86), ('North Quay', 86), ('Palm Beach Finance', 86), ('Prime Finance', 86)]"
"MoneyGram Payment Systems Worldwide, Inc.",22477,Moneygram Payment Systems,66612,95,"[('Moneygram Payment Systems', 95), ('World', 90), ('PLC Systems', 90), ('PLC Systems', 90), ('World', 90), ('World', 90), ('World', 90), ('PLC Systems', 90), ('PLC Systems', 90), ('Advanced Energy Systems', 86)]"
Metlife Capital Trust X,22478,Metlife,133029,95,"[('Metlife', 95), ('Life', 90), ('IFE', 90), ('Life', 90), ('Life', 90), ('Life', 90), ('TLI', 90), ('Global X Development Corporation', 86), ('Lithium X Energy', 86), (""Maclean-Hunter 'X'"", 86)]"
PHH MORTGAGE CORPORATION,22479,GA Capital,8102,90,"[('GA Capital', 90), ('PHH', 90), ('Mo', 90), ('PH Capital', 90), ('Mortgage', 90), ('PHH', 90), ('Charter Mortgage (Suspended 13/05/92)', 86), ('Focus National Mortgage Merger 02/11/92', 86), ('High Yield and Mortgage Plus Trust Units', 86), ('MTC Mortgage Investment No 2', 86)]"
DEUTSCHE BANK CONTINGENT CAPITAL TRUST IV,22480,Security Bank,200310,90,"[('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Deutsche Bank', 90), ('Deutsche Capital', 90), ('Security Bank', 90), ('Deutsche Bank', 90)]"
Banco Santander SA,22481,Banco Santander,148607,100,"[('Banco Santander', 100), ('Banco Santander', 100), (""Banco Santander Rio 'B'"", 95), ('Banco Santander Chile', 95), ('Banco Santander Chile', 95), ('Banco Santander B', 95), ('Banco Santander BDR', 95), ('Banco Santander On', 95), ('Banco Santander PN', 95), ('Banco Santander BDR', 95)]"
Bank of Baroda,22482,Bank of Baroda,97339,100,"[('Bank of Baroda', 100), ('AR', 90), ('Security Bank', 90), ('Da Securities', 90), ('Security Bank', 90), ('Security Bank', 90), ('ARO', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90)]"
