Target Name,Target No.,Top Match Name,Top Match No.,Top Match Score,All Matched
Eskom Holdings Limited,25554,Eskom Holdings,175008,100,"[('Eskom Holdings', 100), ('Holdings', 90), ('Holdings', 90), ('ESK', 90), ('OM', 90), ('SK', 90), ('Beshom Holdings', 90), ('Holdings', 90), ('Holdings', 90), ('SK', 90)]"
Imperial Bank Limited,25556,Canadian Imperial Bank Commerce,3402,90,"[('Canadian Imperial Bank Commerce', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('IM', 90), ('Imperial', 90)]"
ABSA Bank Limited,25559,Security Bank,136665,90,"[('Security Bank', 90), ('Security Bank', 90), ('Absa Bank Botswana', 90), ('Absa Bank Kenya', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('NK', 90)]"
Transnet SOC Ltd,25560,NS,2091,90,"[('NS', 90), ('Ans', 90), ('NSN', 90), ('T&S', 90), ('Transnet', 90), ('SOC Concesionaria Vespucio Norte Express', 86), ('SOC Son Development Investment', 86), ('R R Securities', 86), ('SOC FR Gestion Investissement', 86), ('SOC Prod Agricole Teboulba', 86)]"
The Standard Bank of South Africa Ltd,25561,Standard Trust Bank,8972,90,"[('Standard Trust Bank', 90), ('Standard Trust Bank', 90), ('Standard Trust Bank', 90), ('Standard Trust Bank', 90), ('Standard Trust', 90), ('Andar', 90), ('Standa', 90), ('Africa', 90), ('Standard Trust', 90), ('Standard Trust', 90)]"
Sasol Financing (Pty) Ltd.,25562,Sasol,10688,90,"[('Sasol', 90), ('Sol', 90), ('CIN', 90), ('SAS', 90), ('Financing', 90), ('INA', 90), ('L&F', 90), ('SAS', 90), ('NCI Inc', 90), ('Sasol Inzalo', 86)]"
Mercedes-Benz South Africa (Proprietary) Limit,25563,Africa,54014,90,"[('Africa', 90), ('South Pacific Biofuels', 86), ('Mercedes-Benz Group N', 86), ('Mercedes-Benz Group (XETRA) N', 86), ('Sameer Africa', 86), ('Dunlop South Africa', 86), ('Marshalls East Africa', 86), ('Toyota South Africa', 86), ('Trust Bank of Africa Limited', 86), ('Bank of Africa Burkina', 86)]"
Imperial Group (Pty) Limited,25564,Imperial Group,111129,95,"[('Imperial Group', 95), ('Al Group', 90), ('Securities Group', 90), ('Imperial', 90), ('Securities Group', 90), ('Imperial', 90), ('IMP', 90), ('Securities Group', 90), (""Avic XI An Aircraft Industry Group 'A'"", 86), (""North Industries Group Red Arrow 'A'"", 86)]"
Nedbank Limited,25565,Nedbank Group,3815,90,"[('Nedbank Group', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('DB', 90), ('NK', 90)]"
African Bank Limited,25566,Security Bank,136665,90,"[('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('IC', 90), ('African Bank Investments', 90), ('Africa', 90)]"
FirstRand Bank Limited,25567,Firstrand,3445,90,"[('Firstrand', 90), ('Security Bank', 90), ('Security Bank', 90), ('First Capital Corporation', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('First Capital Corporation', 90), ('Security Bank', 90), ('Security Bank', 90)]"
Investec Bank Ltd,25568,Investec Bank ADR,134708,95,"[('Investec Bank ADR', 95), ('Invest Bank', 92), ('Invest Bank', 92), ('Investec Securities', 90), ('Investec Securities', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90)]"
Steinhoff Services Limited,25569,Tein,2300,90,"[('Tein', 90), ('Security Service', 90), ('Stei', 90), ('TEI', 90), ('First Aviation Services Class A', 86), ('Tactical Air Defense Services', 86), ('Zmfy Automobile Glass Services', 86), ('SEC Auto Sales and Services', 86), ('PNC Financial Services Group', 86), ('Discover Financial Services', 86)]"
