Target Name,Target No.,Top Match Name,Top Match No.,Top Match Score,All Matched
"ALLERGAN SALES, LLC",23952,GA Capital,8102,90,"[('GA Capital', 90), ('Gan', 90), ('All Corporation', 90), ('ERG', 90), ('Allergan', 90), ('Allergan', 90), ('ERG', 90), ('ERG', 90), ('Gan', 90), ('RG Securities', 90)]"
"FOREST LABORATORIES, LLC",23954,Forest Laboratories,59948,100,"[('Forest Laboratories', 100), ('Forest Laboratories With I', 95), ('Forest Laboratories (XETRA)', 95), ('Bor', 90), ('Bor', 90), ('T&L', 90), ('Forest Laboratories (Frankfurt)', 90), ('Core Laboratories', 89), ('Core Laboratories', 89), ('Core Laboratories', 89)]"
INGERSOLL-RAND GLOBAL HOLDING COMPANY LIMITED.,23962,Trust Company,4284,90,"[('Trust Company', 90), ('Global', 90), ('Global', 90), ('Ingersoll Rand', 90), ('Ingersoll Rand', 90), ('Ingersoll-Rand', 90), ('Corporation Holding', 90), ('Access MFS Global Equity', 86), ('ADG Global Supply', 86), ('AKB Corporation Holding', 86)]"
"STERLING BANK AND TRUST, FSB",23963,Security Bank,200310,90,"[('Security Bank', 90), ('Sterling Capital', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Sterling Bank', 90), ('RLI', 90)]"
ABERCROMBIE & FITCH MANAGEMENT CO.,23967,Management Trust,19747,90,"[('Management Trust', 90), ('Fitch', 90), ('Managem', 90), ('BKM Management', 86), ('Heine Management', 86), ('Waste Management', 86), (""CSA Management 'A'"", 86), ('Elite Management', 86), ('Kayo Management', 86), ('KRG Management', 86)]"
ZENECA WILMINGTON INC,23970,ECA,16802,90,"[('ECA', 90), ('Wilmington', 90), ('NEC', 90), ('Zen Corporation', 90), ('Wilmington', 90), ('W-W Capital', 86), ('Zeneca Rights 06/21/1993 Expired 18/06/93', 86), ('Port City Cap Bank Wilmington', 86), ('T T', 86), ('Wilmington Capital B', 86)]"
Tribune Publishing Co,23971,Tribune Publishing,61620,95,"[('Tribune Publishing', 95), ('LIS', 90), ('SHI', 90), ('Tribune', 90), ('Tribune Publishing (Frankfurt)', 87), ('Hollinger Canadian Publishing Non Voting Split Level Share', 86), ('Toronto Communications and Media Publishing and Printing', 86), ('C&B Publishing', 86), ('Entertainment Publishing Merger 20/01/92', 86), ('GKN Publishing', 86)]"
"NEXTERA ENERGY OPERATING PARTNERS, LP",23972,Energy,79025,90,"[('Energy', 90), ('Energy', 90), ('Energy', 90), ('Artner', 90), ('Capital Partners', 90), ('Nextera Energy', 90), ('Opera Limited', 90), ('Acer Energy', 86), ('Adelaide Energy', 86), ('Adelphi Energy', 86)]"
"LEVEL 3 ESCROW II, INC.",23973,Australian Masters Corporate Bond Fund Number 3,388,86,"[('Australian Masters Corporate Bond Fund Number 3', 86), ('Australian Masters Yield Fund Number 3', 86), ('Baki TMP 3', 86), ('FI Imobiliario Tourmalet II Sen B', 86), ('Perls II Trust Perpetual Exchequer Resettable SEC', 86), ('Berkeley Capital II', 86), ('Canadian Resources Income Trust II Unit', 86), ('China Southern Ruihe 3 y Open Mixed Fund', 86), ('Connor Clark and Lunn Conservative Income Fund II Units', 86), ('Connor Clark and Lunn Global Financials Fund II', 86)]"
WLH PNW FINANCE CORP.,23976,INA,65640,90,"[('INA', 90), ('Prime Finance', 86), ('Minerva Finance and Investment', 86), ('Paramount Ventures and Finance A', 86), ('Petrobras Inernational Finance Company', 86), ('RCI Finance', 86), ('3A Finance', 86), ('Alpha Finance', 86), ('Artis Finance', 86), ('Infin Innovative (XETRA) Finance', 86)]"
NORTHSTAR REALTY FINANCE CORP,23983,Northstar Realty Finance,60779,100,"[('Northstar Realty Finance', 100), ('Northstar Realty Finance (Frankfurt)', 95), ('Northstar Realty Finance (XETRA)', 95), ('North', 90), ('Real Security', 90), ('North', 90), ('Star', 90), ('INA', 90), ('R R Securities', 90), ('Star', 90)]"
"MORGAN STANLEY PRIVATE BANK, NATIONAL ASSOCIAT",23984,National,222336,90,"[('National', 90), ('National', 90), ('National', 90), ('Stanley', 90), ('Stanley', 90), ('Morgan Stanley', 90), ('National', 90), ('Morgan Stanley', 90), ('Morgan Stanley', 90), ('National', 90)]"
CONSOLIDATED COMMUNICATIONS FINANCE II CO.,23985,Capital Communication,15640,90,"[('Capital Communication', 90), ('Consol', 90), ('Idate', 90), ('Unica', 90), ('Munic', 90), ('Consolidated Securities', 90), ('Solid', 90), ('Consol', 90), ('Allco Finance Group', 86), ('Apollo Consolidated', 86)]"
CALIFORNIA RESOURCES CORPORATION,23987,California Resources,203544,100,"[('California Resources', 100), ('California Resources', 100), ('RCE Capital', 90), ('URC', 90), ('Ali', 90), ('Source Capital', 90), ('California Resources Equity Warrants EXP 27 October 2024', 90), ('California Resources (Frankfurt)', 90), ('AIC Resources', 86), ('BCD Resources', 86)]"
CONE MIDSTREAM PARTNERS LP,23994,Artner,107941,90,"[('Artner', 90), ('Capital Partners', 90), ('Stream', 90), ('BP Midstream Partners', 87), ('Contango Capital Partners', 86), ('Evans and Partners Global Distruption Fund', 86), ('Eyecare Partners', 86), ('Raw Capital Partners', 86), ('Global Strategy Master Limited Partnership Unit Partners', 86), ('Akan Capital Partners', 86)]"
Calithera Biosciences Inc,23996,Calithera Biosciences,135974,100,"[('Calithera Biosciences', 100), ('Calithera (Berlin) Biosciences', 95), ('SCI', 90), ('Hera', 90), ('AB Science', 90), ('SCI', 90), ('Ali', 90), ('SCI', 90), ('YM Biosciences', 86), ('CN Biosciences', 86)]"
YORK RISK SERVICES HOLDING CORP.,23999,Security Service,50414,90,"[('Security Service', 90), ('Corporation Holding', 90), ('AKB Corporation Holding', 86), ('AKG Holding', 86), ('Ausnet Services', 86), ('Continental Holding', 86), ('Di Janj Holding', 86), ('Ekoinvest Holding', 86), ('Energoremont Holding', 86), ('Enice Holding', 86)]"
"Halyard Health, Inc",24001,AR,24258,90,"[('AR', 90), ('Health', 90), ('HAL Trust', 90), ('HAL Trust', 90), ('Health', 90), ('LY Corporation', 90), ('Advanced Digital Health Mdcna Preventiva On', 86), ('Doctors Hospital Health System Limited', 86), ('Health and Wellness REIT', 86), ('Health Communication Network', 86)]"
MPG HOLDCO I INC.,24006,DC,25491,90,"[('DC', 90), ('LDC', 90), ('PG', 90), ('Fabrika Otkovaka I Armature', 86), ('FIP EM Infu XP Omega I', 86), ('FIP Infra-Estr BB VTRM Energ Sustentavel I', 86), ('I D C', 86), ('Jelen I Staklorad DD', 86), ('Raiffeisen Bank D D Bosna I Hercegovina', 86), ('Rio Bravo Credito Imobiliario I FII', 86)]"
"ELDORADO RESORTS, INC.",24007,El Corporation,1533,90,"[('El Corporation', 90), ('Esor', 90), ('Rad', 90), ('Re Capital', 90), ('Re Capital', 90), ('Orad', 90), ('Resort Trust', 90), ('SOR', 90), ('TS', 90), ('Alhamra Hotel and Resorts', 86)]"
ARES FINANCE CO. LLC,24008,AR,24258,90,"[('AR', 90), ('Re Capital', 90), ('INA', 90), ('Re Capital', 90), ('S&F Capital', 90), ('NC&', 90), ('Ares Capital', 90), ('Artis Finance', 88), ('SRS Finance', 87), ('Arc Finance', 87)]"
BAYER US FINANCE LLC,24009,INA,65640,90,"[('INA', 90), ('Bayer', 90), ('S&F Capital', 90), ('NC&', 90), ('Bay Capital', 90), ('Bayer', 90), ('China Finance Holding Company', 86), ('Gregem Bond US Dollar Rise Cap', 86), ('North Ryde Community Finance', 86), ('Minerva Finance and Investment', 86)]"
"DYNEGY FINANCE I, INC.",24014,INA,65640,90,"[('INA', 90), ('DY', 90), ('EG', 90), ('NC&', 90), ('Dynegy', 90), ('Dynegy', 90), ('China Finance Holding Company', 86), ('Fabrika Otkovaka I Armature', 86), ('FIP Infra-Estr BB VTRM Energ Sustentavel I', 86), ('I D C', 86)]"
"ONEMAIN FINANCIAL HOLDINGS, INC.",24015,Capital Financial Holdings,128596,95,"[('Capital Financial Holdings', 95), ('Financial Trust Corporation', 90), ('Holdings', 90), ('Holdings', 90), ('Financial Trust Corporation', 90), ('Financial Trust Corporation', 90), ('Holdings', 90), ('Financial Trust Corporation', 90), ('Onemain', 90), ('Financial Trust Corporation', 90)]"
LYONDELLBASELL INVESTMENT LLC,24017,Investment Trust Corporation,48177,90,"[('Investment Trust Corporation', 90), ('Trust Invest', 90), ('Investment Trust Corporation', 90), ('Investment Trust Corporation', 90), ('Investment Trust Corporation', 90), ('Dell', 90), ('Base', 90), ('Base', 90), ('Onde', 90), ('Boeblingen Investment Hong Kong and China', 86)]"
"CUSHMAN & WAKEFIELD U.S. BORROWER, LLC.",24021,Bakic Foca U Stecaju,599,86,"[('Bakic Foca U Stecaju', 86), ('Banco BTG Pactual S A', 86), ('Belira U Stecaju', 86), ('Bisina NVJ U Stecaju', 86), ('Borja Teslic U Stecaju', 86), ('Bosanka Doboj U Stecaju', 86), ('Bosnaobuca FO U STJ', 86), ('Cajavec Promet U STJ', 86), ('Celpak Prijedor U STJ', 86), ('Elastik Vlasenica U STJ', 86)]"
LIBERTY UTILITIES FINANCE GP1,24025,Liberty,66143,90,"[('Liberty', 90), ('Liberty', 90), ('Liberty', 90), ('Liberty', 90), ('Allco Finance Group', 86), ('Beneficial Finance', 86), ('Dominant Finance Inc', 86), ('Hyundai Finance', 86), ('Intermills (Finance)', 86), ('Palm Beach Finance', 86)]"
"AECOM GLOBAL II, LLC",24026,GL,34874,90,"[('GL', 90), ('GL', 90), ('OM', 90), ('AE', 90), ('AEC Inc', 90), ('Globa', 90), ('Global', 90), ('Global', 90), ('M&G', 90), ('Aecom', 90)]"
"CCOH SAFARI, LLC",24033,Safa,21754,90,"[('Safa', 90), ('Safa', 90), ('AR', 90), ('Safari', 90), ('Far', 90), ('World Outfitters Safari Nordik', 86), ('Safari Associates', 86), ('R R Securities', 86), ('Safari Industries India', 86), ('F&F', 86)]"
"MEDIA GENERAL FINANCING SUB, INC.",24036,Genera,8175,90,"[('Genera', 90), ('Financing', 90), ('Gener', 90), ('Media Capital', 90), ('General', 90), ('Nera', 90), ('Media Capital', 90), ('Media General', 90), ('Media Capital', 90), ('Media Capital', 90)]"
"ENVIVA PARTNERS, LP",24037,Art,125058,90,"[('Art', 90), ('Art', 90), ('Art', 90), ('Artner', 90), ('Capital Partners', 90), ('Art', 90), ('Enviva', 90), ('Evans and Partners Global Distruption Fund', 86), ('Raw Capital Partners', 86), ('Beacon Acquisition Partners', 86)]"
EAGLEBANK,24038,Eagle Trust,46752,90,"[('Eagle Trust', 90), ('GL', 90), ('Security Bank', 90), ('EB Inc', 90), ('EB Inc', 90), ('GL', 90), ('Eagle Trust', 90), ('Eagle Trust', 90), ('Security Bank', 90), ('Security Bank', 90)]"
"WALGREENS BOOTS ALLIANCE, INC.",24040,Walgreens Boots Alliance,133108,100,"[('Walgreens Boots Alliance', 100), ('Walgreens Boots Alliance Cedear', 95), ('Wallgreens Boots Alliance BDR', 91), ('Capital Alliance', 90), ('Gree', 90), ('Greens', 90), ('Capital Alliance', 90), ('Walgreen Boots (MIC) Alliance', 87), ('Walgreen Boots (ZRH) Alliance', 87), ('Alliance Group Capital', 86)]"
SOUTH STATE BANK,24041,State Bank South Orange,77159,95,"[('State Bank South Orange', 95), ('Security Bank', 90), ('Stat', 90), ('At Trust', 90), ('Security Bank', 90), ('State Bank', 90), ('Security Bank', 90), ('State Bank', 90), ('Security Bank', 90), ('Security Bank', 90)]"
"Education Realty Operating Partnership, LP",24042,Education Realty Trust,59758,90,"[('Education Realty Trust', 90), ('Artner', 90), ('Capital Partners', 90), ('Affinity Education Group', 86), ('China Education', 86), ('Record Realty', 86), ('Redhill Education', 86), ('Xiaoxiao Education', 86), ('AGF Master Partnership Unit', 86), ('Agram Education', 86)]"
