Target Name,Target No.,preprocessed,Focus Text,Shortest Match Name,Shortest Match No.,Non-NASDAQ OTC Match Name,Non-NASDAQ OTC Match No.,Matched Name 1,Matched No. 1,Matched Score 1,Matched Name 2,Matched No. 2,Matched Score 2,Matched Name 3,Matched No. 3,Matched Score 3,Matched Name 4,Matched No. 4,Matched Score 4,Matched Name 5,Matched No. 5,Matched Score 5,Matched Name 6,Matched No. 6,Matched Score 6,Matched Name 7,Matched No. 7,Matched Score 7,Matched Name 8,Matched No. 8,Matched Score 8,Matched Name 9,Matched No. 9,Matched Score 9,Matched Name 10,Matched No. 10,Matched Score 10
Avighna Solarfarms Limited,11850,avighna solarfarms,avighna,,,,,AVI,115381,99.29,AVI (Non-NASDAQ OTC),234482,99.29,AVI (Frankfurt),268137,99.29,AVI (XETRA),310079,99.29,IG Group,48013,99.2,IG Group Holdings,124602,99.2,IG Group Holdings (Non-NASDAQ OTC),246298,99.2,IG Group Holdings (Frankfurt),271181,99.2,IG Group Holdings (XETRA),312682,99.2,V Group,132515,99.11
Avista Capital II,21409,avista capital ii,avista,Avista,133778.0,,,Navistar Financial,66812,99.63,Boavista PNA,142923,99.62,Avista Real Estate Investment Trust Unit,5415,99.6,Avista Public Acquisition II A,135726,99.6,Navistar International Certificate (AMS),296104,99.59,Avistar Communications,128231,99.56,Avistar Communications (Berlin),284492,99.56,Bonavista Petroleum (Frankfurt),293682,99.56,Avistar Communications (XETRA),304695,99.56,Bonavista Petroleum (XETRA),310393,99.56
AVIV HEALTHCARE PROPERTIES LIMITED PARTNERSHIP,23143,aviv healthcare properties partnership,aviv,Neot Aviv,28672.0,Tel Aviv Stock (Non-NASDAQ OTC) Exchange,249246.0,Aviva Sigorta Nil Paid Rights,229897,99.48,Aviva Petroleum Depositary Shares Represent 5,70302,99.48,Banco Davivienda Preference,138934,99.47,Aviva Petroleum Canada,5416,99.43,Aviv Advanced Solution (WNT),172942,99.43,Aviva Petroleum,202978,99.42,Aviva Petroleum (London),233317,99.42,Aviva Petroleum (London),233318,99.42,Aviva Petroleum (London),233319,99.42,Aviva Industries,98886,99.41
Avon Energy Partners Holdings,8991,avon energy partners,avon,Avon Corporation,24478.0,Avon Protection (Non-NASDAQ OTC),243951.0,Avon Corporation,24478,99.56,Jeavons Engineering,48270,99.56,Savonnerie Nyons,95459,99.56,Avon Products (Non-NASDAQ OTC),52531,99.55,Avon Products,58817,99.55,Avon Products (Tokyo),221141,99.55,Avon Products,221142,99.55,Avon Products (Mexico),221143,99.55,Avon Products (Santiago),251084,99.55,Avon Products (Frankfurt),276927,99.55
"AVON INTERNATIONAL OPERATIONS, INC.",23323,avon operations,avon,Avon Corporation,24478.0,Avon Protection (Non-NASDAQ OTC),243951.0,Avon Corporation,24478,99.84,Avon Protection,124674,99.73,Avon Protection (Non-NASDAQ OTC),243951,99.73,Avon Protection (Berlin),268144,99.73,Avoncorporation GDR,202980,99.71,Savonnerie Nyons,95459,99.65,Avon Products (Non-NASDAQ OTC),52531,99.64,Avon Products,58817,99.64,Avon Products (Tokyo),221141,99.64,Avon Products,221142,99.64
Axovant Sciences Ltd,3916,axovant sciences,axovant,,,,,ANT,44920,99.32,ANT (Berlin),284274,99.32,XO Group,61858,99.22,XO Holdings,61859,99.22,XO Group (Frankfurt),283062,99.22,XO Holdings (Berlin),290358,99.22,XO Group (XETRA),309200,99.22,X,13869,99.12,T Bank,22692,99.12,O-Bank,115989,99.12
Axpo Holding AG,5590,axpo holding,axpo,,,,,Maxpoint Interactive,60516,99.44,Maxpoint Interactive (Berlin),287755,99.44,X,13869,99.15,O-Bank,115989,99.15,Glaxo (Tokyo),221747,85.49,Inav Etflab Daxp,167766,85.43,Pod,38166,79.60000000000001,Pod (Berlin),302626,79.60000000000001,Expo Holding,129390,75.17,Axlon Holding,177481,75.13
Axxiom Solucoes Tecnologicas S.A.,4307,axxiom solucoes tecnologicas,axxiom,,,,,OM Holdings,3117,99.13,OM,43231,99.13,OM Group,60832,99.13,OM Holdings,85128,99.13,OM Holdings International,131092,99.13,OM Holdings (Kuala Lumpur),218498,99.13,OM Holdings (Non-NASDAQ OTC),247749,99.13,OM Holdings (Stuttgart),273280,99.13,OM Group (Frankfurt),280779,99.13,OM Group (XETRA),307535,99.13
AYC FINANCE LIMITED,14841,ayc,ayc,AYC Re-Issuance of B Preferred Shares,174624.0,,,YC,124262,99.8,Tayca,114155,99.75,Baycom,135785,99.67,Baycom (Frankfurt),261599,99.67,Iplayco,9181,99.6,Baycorp Holdings,32713,99.6,Paycorp,49623,99.6,Raychem,67637,99.6,Baycorp Holdings,78740,99.6,Haycarb,119357,99.6
AyT Cedulas Cajas Global Fondo de Titulizacion,8055,ayt cedulas cajas global fondo de titulizacion,ayt,,,,,Payton Planar Magnetics,95031,99.41,Dayton Superior Capital Trust Preferred Convertible Trust Securities,143757,99.4,United States National Bank Clayton,77940,99.39,Raytheon Technologies US Dollar 0.1 Cedear,149850,99.39,Drayton Valley Power Income Fund Trust Unit New,143934,99.39,Raytel Medical New,79841,99.38,Jaytex Oil and Gas,65851,99.38,Layton Saint Bank Milwaukee Wisconsin,74268,99.38,Clayton and Lambert Manufacturing,128816,99.38,Macdonald Layton and Company,36665,99.36
AZITHROMYCIN ROYALTY SUB LLC,22742,azithromycin royalty sub,azithromycin,,,,,CIN,15946,99.22,CIN (Stuttgart),293953,99.22,OM Holdings,3117,99.15,ZI,13986,99.15,IT,27121,99.15,TH Group,30936,99.15,OM,43231,99.15,CI Group,46079,99.15,IT Group,55439,99.15,IT Group Holdings,55440,99.15
Azzurra Aeroporti SpA,12351,azzurra aeroporti spa,azzurra,,,,,Acquazzurra,90956,99.44,ZUR,106084,99.25,AZZ,133789,99.25,AZZ (Berlin),261538,99.25,RA International Group,126784,99.17,Z Group PLC,51849,99.09,Z Holdings,106153,99.09,Z Holdings (Non-NASDAQ OTC),250027,99.09,Z Holdings (Frankfurt),276205,99.09,Azure Holdings,45176,79.58
B of A Issuance B.V.,16252,b of a issuance b.v.,b,B Digital,538.0,Storytel B (Non-NASDAQ OTC),249059.0,SCB Life Assurance NVDR,180631,99.65,SCB Life Assurance,43668,99.63,BH Assurance,117271,99.62,Pohjola Insurance B (Frankfurt),222538,99.62,HNB Assurance,119458,99.61,Bangkok Life Assurance NVDR,174641,99.6,Bangkok Life Assurance NVDR (Non-NASDAQ OTC),241240,99.6,Bangkok Life (Berlin) Assurance NVDR,255162,99.6,Bangkok Life Assurance (XETRA) NVDR,316991,99.6,Bodi Insurance,108328,99.59
B.A.T. Netherlands Finance B.V.,16363,b.a.t. netherlands b.v.,b.a.t.,,,,,T Bank,22692,99.08,ATN,14830,66.56,BNA,15353,66.56,BAV,24626,66.56,BTA Bank,24847,66.56,ANT,44920,66.56,BAA,45183,66.56,ATS,59131,66.56,AET,62078,66.56,ATA Holdings,70199,66.56
