Target Name,Target No.,Top Match Name,Top Match No.,Top Match Score,All Matched
BURGAN FINANSAL KIRALAMA ANONIM SIRKETI,18280,Iktisat Finansal,42489,86,"[('Iktisat Finansal', 86), ('Toprak Finansal', 86), ('Burgan Bank', 86), ('Beyaz Filo OTO Kiralama', 86), ('ICBC Turkey Bank Anonim', 86), ('IS Finansal Kiralama', 86), ('Net Holding Anonim Sirketi', 86), ('Seker Finansal Kiralama', 86), ('Vakif Finansal Kiralama', 86), ('Metro Ticari VE Mali Yatirimlar Anonim Not Ranking For Dividend', 86)]"
Vakif Finans Factoring Hizmetleri Anonim Sirke,18281,Adamant Finans OOO,14158,86,"[('Adamant Finans OOO', 86), ('AIF Mediapressa Finans OOO', 86), ('Dixy-Finans', 86), ('Dresdner Factoring', 86), ('Dresdner Factoring (XETRA)', 86), ('Gaz Finans OOO', 86), ('Heller Factoring R Limited Data', 86), ('Integra Finans OOO', 86), ('Kamaz-Finans', 86), ('Magnit Finans', 86)]"
ZIRAAT KATILIM VARLIK KIRALAMA ANONIM SIRKETI,18282,Aslan Cimento Anonim Sirketi,41274,86,"[('Aslan Cimento Anonim Sirketi', 86), ('Asya Katilim Bankasi', 86), ('Yapi Kredi Finansal Kiralama', 86), ('Beyaz Filo OTO Kiralama', 86), ('Gelecek Varlik Yonetimi', 86), ('ICBC Turkey Bank Anonim', 86), ('IS Finansal Kiralama', 86), ('Net Holding Anonim Sirketi', 86), ('QNB Finans Finansal Kiralama C', 86), ('Seker Finansal Kiralama', 86)]"
TURKCELL FINANSMAN ANONIM SIRKETI,18283,Kcell,110901,90,"[('Kcell', 90), ('Yatirim Finansman Yo', 86), ('Aslan Cimento Anonim Sirketi Not Ranking For Dividend', 86), ('Metro Ticari VE Mali Yatirimlar Anonim Not Ranking For Dividend', 86), ('Net Holding Anonim Sirketi Not Ranking For Dividend', 86), ('Metro Ticari VE Mali (Non-NASDAQ OTC) Yatirimlar Anonim', 86), ('Akbank Turk Anonim (Frankfurt) Sirketi Turkey ADR 1:2', 86), ('Purcell', 77), ('Ansama', 75), ('Sansan', 75)]"
HALK VARLIK KIRALAMA ANONIM SIRKETI,18284,S A S,29767,86,"[('S A S', 86), ('Halk Sigorta', 86), ('Turkiye Halk Bankasi', 86), ('Beyaz Filo OTO Kiralama', 86), ('Gelecek Varlik Yonetimi', 86), ('Halk Gayrimenk A', 86), ('ICBC Turkey Bank Anonim', 86), ('IS Finansal Kiralama', 86), ('Seker Finansal Kiralama', 86), ('Vakif Finansal Kiralama', 86)]"
DESTEK VARLIK YONETIM ANONIM SIRKETI,18285,S K S,170151,86,"[('S K S', 86), ('K + S', 86), ('Gelecek Varlik Yonetimi', 86), ('ICBC Turkey Bank Anonim', 86), ('S K S', 86), ('Metro Ticari VE Mali Yatirimlar Anonim Not Ranking For Dividend', 86), ('Metro Ticari VE Mali (Non-NASDAQ OTC) Yatirimlar Anonim', 86), ('Link One', 79), ('Devtek', 75), ('Mancon', 75)]"
HALK FAKTORING ANONIM SIRKETI,18286,Aktor,14342,90,"[('Aktor', 90), ('Ring', 90), ('Torin', 90), ('S K S', 86), ('Halk Sigorta', 86), ('K + S', 86), ('Garanti Faktoring A', 86), ('Halk Gayrimenk A', 86), ('Lider Faktoring', 86), ('Ulusal Faktoring', 86)]"
YATIRIM FINANSMAN MENKUL DEGERLER ANONIM SIRKE,18287,Alfa Menkul,41160,86,"[('Alfa Menkul', 86), ('Alternatif Yatirim Ortakligi', 86), ('Aslan Cimento Anonim Sirketi', 86), ('Euro Yatirim Holdyng', 86), ('Finans Yatirim', 86), ('General Yatirim', 86), ('Isiklar Yatirim Holding', 86), ('KOC Yatirim Merger 504825', 86), ('Yapi Kredi Yatirim Ortakligi B', 86), ('Yatirim Finansman Yo', 86)]"
QNB FINANS VARLIK KIRALAMA ANONIM SIRKETI,18288,Adamant Finans OOO,14158,86,"[('Adamant Finans OOO', 86), ('AIF Mediapressa Finans OOO', 86), ('Dixy-Finans', 86), ('Gaz Finans OOO', 86), ('Integra Finans OOO', 86), ('Kamaz-Finans', 86), ('Magnit Finans', 86), ('Mariyskiy NPZ Finans OOO', 86), (""Medved'-Finans"", 86), ('MLK Finans', 86)]"
YATIRIM VARLIK KIRALAMA ANONIM SIRKETI,18289,S A S,29767,86,"[('S A S', 86), ('Euro Yatirim Holdyng', 86), ('Finans Yatirim', 86), ('General Yatirim', 86), ('Isiklar Yatirim Holding', 86), ('KOC Yatirim Merger 504825', 86), ('Yatirim Finansman Yo', 86), ('Atlas Yatirim Ort', 86), ('Avrupa Yatirim Holding', 86), ('Beyaz Filo OTO Kiralama', 86)]"
