Target Name,Target No.,preprocessed,Focus Text,Shortest Match Name,Shortest Match No.,Non-NASDAQ OTC Match Name,Non-NASDAQ OTC Match No.,Matched Name 1,Matched No. 1,Matched Score 1,Matched Name 2,Matched No. 2,Matched Score 2,Matched Name 3,Matched No. 3,Matched Score 3,Matched Name 4,Matched No. 4,Matched Score 4,Matched Name 5,Matched No. 5,Matched Score 5,Matched Name 6,Matched No. 6,Matched Score 6,Matched Name 7,Matched No. 7,Matched Score 7,Matched Name 8,Matched No. 8,Matched Score 8,Matched Name 9,Matched No. 9,Matched Score 9,Matched Name 10,Matched No. 10,Matched Score 10
COOPER-STANDARD AUTOMOTIVE INC.,21439,cooper standard automotive,cooper,Cooper Development,78912.0,Cooper Energy (Non-NASDAQ OTC),244830.0,Cooper Standard Holdings,136205,99.73,Cooper Standard (Pet) Holdings,251318,99.73,Cooper Standard (Frankfurt) Holdings,262379,99.73,Cooper Laboratories,63923,99.62,Coopers Estate,1259,99.6,Cooper Industries,58822,99.6,Cooper Industries (Frankfurt),277934,99.6,Cooper Industries (XETRA),305350,99.6,Cooper Canada 'A',6822,99.6,Cooperative,33584,99.59
Coop-Gruppe Genossenschaft,5603,coop gruppe genossenschaft,coop,B-Coop,5443.0,,,Cooper (Frederick) Associated,182659,99.51,Coopers Estate,1259,99.5,Cooper Development,78912,99.5,Cooperative Construction,41749,99.48,Coopers Resources,1260,99.47,Cooper Industries,58822,99.47,Cooper Industries (Frankfurt),277934,99.47,Cooper Industries (XETRA),305350,99.47,Cooperative Bankshares,53517,99.46,Cooper Energy,82323,99.46
CORAL S.A. OIL AND CHEMICALS COMPANY,10041,coral oil and chemicals,coral,Coral,33587.0,Coral Gold Resources (Non-NASDAQ OTC),235596.0,Coral India Finance and Housing,99870,99.61,Coral India Finance and Housing,165897,99.61,Coral Gold Resources,6840,99.6,Coral Beach Eilat,25283,99.6,Coral Gold Resources (New York),235595,99.6,Coral Gold Resources (Non-NASDAQ OTC),235596,99.6,Coral Gold Resources (Munich),285491,99.6,Coral Gold Resources (XETRA),311159,99.6,Coral Gold Resources (XETRA),311160,99.6,Coral Companies,71521,99.58
Corporacion Andina de Fomento SA,25196,corporacion andina de fomento,corporacion,Corporacion Multibg,136215.0,Corporacion Moctezuma (Non-NASDAQ OTC),244850.0,Corporacion Mexicana de Aviacion,173183,99.69,Corporacion Lindley Investment,108835,99.67,Corporacion Banex Preference,139679,99.67,Corporacion Banex Preference,204233,99.67,Corporacion Banex,92058,99.65,Corporacion Actinver,108833,99.65,Corporacion Financiera Colombiana,88439,99.65,Corporacion Financiera Colombiana,157504,99.65,Corporacion Financiera Colombiana,157505,99.65,Corporacion Financiera Colombiana,157506,99.65
CORPORACION FINANCIERA DE DESARROLLO S.A.,16810,corporacion financiera de desarrollo,corporacion,Corporacion Multibg,136215.0,Corporacion Moctezuma (Non-NASDAQ OTC),244850.0,Corporacion Financiera del Valle GDR (Non-NASDAQ OTC),241454,99.81,Corporacion Financiera Alba,88440,99.79,Corporacion Financiera (Frankfurt) Alba,269322,99.79,Corporacion Financiera (XETRA) Alba,311173,99.79,Corporacion Financiera Colombiana,88439,99.75,Corporacion Financiera Colombiana,157504,99.75,Corporacion Financiera Colombiana,157505,99.75,Corporacion Financiera Colombiana,157506,99.75,Corporacion Financiera Colb Preference,154112,99.7,Corporacion Financiera Colb Preference,157503,99.7
COSL Finance (BVI) Limited,25258,cosl,cosl,,,,,OSL Holdings,56572,99.86,OSL Holdings (Berlin),288383,99.86,Ecoslops,92404,99.67,OS,112545,99.67,SL,116188,99.67,Ecoslops (Frankfurt),269750,99.67,C Holdings,24873,99.4,O-Bank,115989,99.4,Coslight Technology International Group,25299,99.35,Coslight Technology International (Berlin),285512,99.35
COSL SINGAPORE CAPITAL LTD.,17933,cosl singapore capital,cosl,,,,,Coslight Technology International Group,25299,99.44,Coslight Technology International (Berlin),285512,99.44,Ecoslops,92404,99.4,Ecoslops (Frankfurt),269750,99.4,OSL Holdings,56572,99.24,OSL Holdings (Berlin),288383,99.24,OS,112545,99.17,SL,116188,99.17,C Holdings,24873,99.09,O-Bank,115989,99.09
COSMOS BOOM INVESTMENT LIMITED,25336,cosmos boom,cosmos,Cosmos,16217.0,Trans Cosmos (Non-NASDAQ OTC),249487.0,Cosmos,16217,99.71,Cosmos,33621,99.71,Cosmos PLC,33623,99.71,Cosmos Group Holdings,128941,99.71,Cosmos Holdings,136219,99.71,Cosmos Holdings (Frankfurt),262414,99.71,Cosmos Bottling,33622,99.69,Cosmos Group 'A',92062,99.67,A Cosmos G,14055,99.67,Cosmos Technology International,25303,99.64
"COSO GEOTHERMAL POWER HOLDINGS, LLC",23176,coso geothermal power,coso,,,,,Cosonic Intelligent Technologies 'A',88445,99.42,Cosonic Intelligent (SEC) Technologies 'A',212255,99.42,Cosol,82354,99.38,Picosoft,38073,99.34,Locosoco Group,94273,99.34,Blackrock Ecosolutions Investment Trust,142849,99.33,Coson,117960,99.31,Xerion Ecosolutions Group,78466,99.3,Blackrock Ecosolutions Investment Trust Nav,234783,99.3,OS,112545,99.17
COTT BEVERAGES INC.,21693,cott beverages,cott,Cott (XETRA),311190.0,,,Cottin Freres,16220,99.67,Cottin Freres (Berlin),285517,99.67,Scottish Heritage Trust,50360,99.65,Crocotta Energy,6945,99.62,Crocotta Energy (Non-NASDAQ OTC),235674,99.62,Crocotta Energy (Frankfurt),278003,99.62,Crocotta Energy (XETRA),311220,99.62,Cotter and Company,63979,99.58,Scottie Resources,86026,99.58,Scottie Resources (Non-NASDAQ OTC),248632,99.58
Cott Finance Corporation,5361,cott corporation,cott,Cott (XETRA),311190.0,,,Scott Corporation,3779,99.97,Westcott Communications,69297,99.62,Scottish National Trust PLC,50379,99.61,Scottish National Trust PLC,183459,99.61,Cotton Trading (Debbah and Company),16323,99.6,Scottish Radio Holdings,50382,99.6,Scott Cord Labs,57366,99.58,Namoi Cotton (Non-NASDAQ OTC) Company-Operative,238322,99.58,Namoi Cotton (Berlin) Company-Operative,288043,99.58,Namoi Cotton (XETRA) Company-Operative,313832,99.58
Council of Europe Development Bank,8389,council of europe development,council,Council Commerce,71562.0,,,Council Commerce,71562,99.53,Council Commerce,194521,99.53,Inav iShares MSCI Gulf Cooperation Council Countries ex-Saudi,168001,99.31,iShares III MSCI (AMS) Gulf Cooperation Council Countries ex Saudi Arabia,291524,99.29,CIL,15939,99.19,UNC (London),51323,99.19,CIL Holdings,99742,99.19,CIL Securities,99744,99.19,NCI Inc,207996,99.19,UNC,240585,99.19
Coupons.com Incorporated,23828,coupons.com,coupons.com,,,,,Company On,1218,99.31,OM Holdings,3117,99.31,Up,31359,99.31,OM,43231,99.31,OM Group,60832,99.31,NS Group,66949,99.31,OM Holdings,85128,99.31,NS,121444,99.31,OM Holdings International,131092,99.31,OM Holdings (Kuala Lumpur),218498,99.31
