Target Name,Target No.,preprocessed,Focus Text,Shortest Match Name,Shortest Match No.,Non-NASDAQ OTC Match Name,Non-NASDAQ OTC Match No.,Matched Name 1,Matched No. 1,Matched Score 1,Matched Name 2,Matched No. 2,Matched Score 2,Matched Name 3,Matched No. 3,Matched Score 3,Matched Name 4,Matched No. 4,Matched Score 4,Matched Name 5,Matched No. 5,Matched Score 5,Matched Name 6,Matched No. 6,Matched Score 6,Matched Name 7,Matched No. 7,Matched Score 7,Matched Name 8,Matched No. 8,Matched Score 8,Matched Name 9,Matched No. 9,Matched Score 9,Matched Name 10,Matched No. 10,Matched Score 10
Orbite Aluminae Inc.,4618,orbite aluminae,orbite,Orbite Technologies,215858.0,Orbite Technologies (Non-NASDAQ OTC),131134.0,Orbite Technologies (Non-NASDAQ OTC),131134,99.59,Orbite Technologies,215858,99.59,Orbite Technologies (Frankfurt),280827,99.59,Orbitech,121553,99.52,Orbit International,131133,99.5,Orbit International (Frankfurt),280824,99.5,Orbit International (XETRA),307595,99.5,Orbitech Nil Paid 13/06/17,225354,99.44,Exploration Orbite (XETRA) Vspa,311854,99.42,ITE (Holdings),101607,99.33
OrCal Geothermal Inc.,22049,orcal geothermal,orcal,,,,,Norcal Community Bancorp,56374,99.45,ORC Group,43268,99.32,Cal Bank,91722,99.32,ORC Group (Non-NASDAQ OTC),238839,99.32,ORC Group (Berlin),288352,99.32,ORC Group (XETRA),314372,99.32,RC Group,50039,99.22,CA,59309,99.22,Al Group,98448,99.22,Al Group (Temp),164711,99.22
ORCHESTRA BORROWER LLC,24513,orchestra borrower,orchestra,Orchestra Premaman,20800.0,,,Orchestra Holdings,112521,99.67,Orchestra Premaman,20800,99.67,Orchestra Premaman (Stuttgart),280833,99.67,Orchestra Therapeutics,56550,99.6,Orchestra Therapeutics (Frankfurt),296352,99.6,Orchestra Therapeutics (XETRA),307601,99.6,Orchestra Therapeutics Warrants B 12/10/07,208441,99.43,ORC Group,43268,99.29,ORC Group (Non-NASDAQ OTC),238839,99.29,ORC Group (Berlin),288352,99.29
"Organizacion de Proyectos de Infraestructura,",15667,organizacion de proyectos de infraestructura,organizacion,Organizacion Italcambio,49509.0,Organizacion (Non-NASDAQ OTC) Cultiba,238848.0,Organizacion de Ingenieria Internacional,10855,99.6,Organizacion de Ingenieria Internacional,160149,99.6,Organizacion Terpel,94948,99.54,Organizacion Soriana,107011,99.53,Organizacion Cultiba,112526,99.53,Organizacion (Non-NASDAQ OTC) Cultiba,238848,99.53,Organizacion Italcambio,49509,99.51,Cion Investment,136112,99.17,Cion Investment (Frankfurt),262195,99.17,Ion,2291,99.13
Orient Hongsheng Limited,10541,orient hongsheng,orient,Orient,107013.0,Pan Orient Energy (Non-NASDAQ OTC),247898.0,Orient Garments,37781,99.65,Orient Overseas (International),97155,99.65,Oriental Hotels,103212,99.65,Orient Overseas (HKSE Connect Equity) (International),218512,99.65,Orient Overseas (SZS) (International),218513,99.65,Oriental Hotels (National India),222455,99.65,Orient Overseas (International) (Non-NASDAQ OTC),247810,99.65,Orient Overseas (International) (Frankfurt),273352,99.65,Orient Overseas (International) (XETRA),314394,99.65,TC Orient Lighting (Frankfurt) Holdings,282288,99.65
ORIENT HUIZHI LIMITED,25394,orient huizhi,orient,Orient,107013.0,Pan Orient Energy (Non-NASDAQ OTC),247898.0,Oriental Shiraishi,29055,99.71,Oriental Shiraishi,112534,99.71,Orient Securitie,232610,99.69,Oriental Ginza Holdings (Berlin),302442,99.67,TC Orient Lighting (Frankfurt) Holdings,282288,99.65,Orientbio,121570,99.64,Orient Watch,29050,99.64,Orient Securities International Holdings,103205,99.63,Orient,107013,99.63,Orient Finance,121563,99.63
ORIENT ZHIHUI LIMITED,10562,orient zhihui,orient,Orient,107013.0,Pan Orient Energy (Non-NASDAQ OTC),247898.0,Oriental Shiraishi,29055,99.71,Oriental Shiraishi,112534,99.71,TC Orient Lighting (Frankfurt) Holdings,282288,99.65,Orientbio,121570,99.64,Orient Watch,29050,99.64,Orient Securities International Holdings,103205,99.63,Orient,107013,99.63,Orient Finance,121563,99.63,Orient (Frankfurt),280845,99.63,Orient (XETRA),314392,99.63
ORIX Capital Korea Corporation,14385,orix capital korea corporation,orix,Orix,106150.0,Orix (Non-NASDAQ OTC),247817.0,Orix Ichioka Corporation,29069,99.78,Orix Trust and Banking Corporation,29071,99.69,Orix Interior,29070,99.51,Corixa 144A Common,204222,99.5,Corix Bioscience,128931,99.43,Oman Orix Leasing,37732,99.43,Lanka Orix Leasing,179490,99.42,Orix Sponsored ADR 1:5,183810,99.42,Orix Sponsored ADR 2:1 (Frankfurt),258918,99.42,Morixe Hermanos,84788,99.4
ORIX Credit Corporation,13606,orix credit corporation,orix,Orix,106150.0,Orix (Non-NASDAQ OTC),247817.0,Orix Ichioka Corporation,29069,99.81,Orix Trust and Banking Corporation,29071,99.75,Orix Interior,29070,99.56,Orix Jreit,107015,99.55,Orix Jreit (Non-NASDAQ OTC),247818,99.55,Orix Jreit (Frankfurt),273365,99.55,Orix Jreit (XETRA),314411,99.55,Corixa 144A Common,204222,99.49,Morixe Hermanos,84788,99.47,Morixe Hermanos,152227,99.47
ORIX Credit Malaysia Sdn Bhd,16026,orix credit malaysia sdn bhd,orix,Orix,106150.0,Orix (Non-NASDAQ OTC),247817.0,Orix Sponsored ADR 1:5,183810,99.48,Orix Sponsored ADR 2:1 (Frankfurt),258918,99.48,Orix Jreit,107015,99.47,Orix Jreit (Non-NASDAQ OTC),247818,99.47,Orix Jreit (Frankfurt),273365,99.47,Orix Jreit (XETRA),314411,99.47,Oman Orix Leasing,37732,99.44,Lanka Orix Leasing,179490,99.43,Morixe Hermanos,84788,99.42,Morixe Hermanos,152227,99.42
