Target Name,Target No.,preprocessed,Focus Text,Shortest Match Name,Shortest Match No.,Non-NASDAQ OTC Match Name,Non-NASDAQ OTC Match No.,Matched Name 1,Matched No. 1,Matched Score 1,Matched Name 2,Matched No. 2,Matched Score 2,Matched Name 3,Matched No. 3,Matched Score 3,Matched Name 4,Matched No. 4,Matched Score 4,Matched Name 5,Matched No. 5,Matched Score 5,Matched Name 6,Matched No. 6,Matched Score 6,Matched Name 7,Matched No. 7,Matched Score 7,Matched Name 8,Matched No. 8,Matched Score 8,Matched Name 9,Matched No. 9,Matched Score 9,Matched Name 10,Matched No. 10,Matched Score 10
"Dominion Gas Holdings, LLC",23748,dominion gas,dominion,Dominion Bridge,53827.0,Global Dominion (Non-NASDAQ OTC) Access,245819.0,Dominion Securities,7294,99.8,Dominion Finance Holdings,33959,99.8,Dominion International,46649,99.8,Dominion International Investment (Non-NASDAQ OTC),235910,99.8,Dominion Cable,71948,99.77,Dominion Homes,71949,99.77,Dominion Homes (Berlin),300599,99.77,Dominion Minerals,53828,99.76,Dominion Minerals,82574,99.76,Dominion Warrants,143917,99.76
Dongguan Nine Dragons Paper Industries Company,6427,dongguan nine dragons paper industries,dongguan,Dongguan Eontec 'A',88520.0,,,Dongguan Winnerway Industrial Zone 'A',92319,99.63,Dongguan Dingtong Precision Metal 'A',88519,99.56,Dongguan Golden Sun Abrasive 'A',92262,99.54,Dongguan Yiheda Automation 'A',88522,99.53,Dongguan Yiheda (SEC) Automation 'A',212327,99.53,Dongguan Kingsun Optoelectronic 'A',92317,99.52,Dongguan Kingsun (SEC) Optoelectronic 'A',212326,99.52,Dongguan Mentech Optical and Magnetic 'A',92318,99.51,Dongguan Eontec 'A',88520,99.49,Dongguan Eontec 'A' (SEC),212325,99.49
"Dongguan Sea Dragon Paper Industries Co., Ltd.",6692,dongguan sea dragon paper industries,dongguan,Dongguan Eontec 'A',88520.0,,,Dongguan Winnerway Industrial Zone 'A',92319,99.59,Dongguan Dingtong Precision Metal 'A',88519,99.55,Dongguan Golden Sun Abrasive 'A',92262,99.53,Dongguan Tarry Electronics 'A',88521,99.52,Dongguan Yiheda Automation 'A',88522,99.52,Dongguan Yiheda (SEC) Automation 'A',212327,99.52,Dongguan Eontec 'A',88520,99.51,Dongguan Eontec 'A' (SEC),212325,99.51,Dongguan Development (Holdings) 'A',88518,99.5,Dongguan Development (Holdings) (SEC) 'A',212304,99.49
Dongwon Farms Co.Ltd,14540,dongwon farms co.ltd,dongwon,Dongwon Systems,115555.0,,,Dongwon Metal,118334,99.61,Dongwon Fisheries,118332,99.59,Dongwon Securities Preferred,178213,99.59,Dongwon F&B,118331,99.58,Dongwon Systems,115555,99.57000000000001,Dongwon Industry,118333,99.56,Dongwon Systems Preferred,174946,99.53,Dongwon Securities,178212,99.52,Dongwon Securities 2PB,178211,99.52,Dongwon Development,118330,99.51
DONSKOY NARODNYI BANK OOO,17238,donskoy narodnyi ooo,donskoy,Donskoy Zavod Radiodetaley,118342.0,,,Donskoy Zavod Radiodetaley,118342,99.57000000000001,Donskoy Zavod Radiodetaley Preference,174947,99.49,Don,25606,99.26,Don Group,33963,99.26,NSK,106986,99.26,Don Group,178199,99.26,NSK (BRN),228335,99.26,Company Don (Non-NASDAQ OTC),235461,99.26,NSK (Non-NASDAQ OTC),247686,99.26,NSK (Frankfurt),273210,99.26
Double Charm Limited,25343,double charm,double,Double Standard,109153.0,Double Coin Holdings 'B' (Non-NASDAQ OTC),241539.0,Doubleu Games,118346,99.72,Double Standard,109153,99.67,Double Eagle Holdings (Frankfurt),278235,99.67,Double Eagle Holdings (XETRA),305596,99.67,Doubletree,71960,99.64,Double Chance Resources,7313,99.63,Doubleclick,71959,99.61,Doubleclick (EASDAQ),294399,99.61,Doubleclick (Frankfurt),294400,99.61,Doubleclick (XETRA),305597,99.61
Double Rosy Limited,25321,double rosy,double,Double Standard,109153.0,Double Coin Holdings 'B' (Non-NASDAQ OTC),241539.0,Doubleverify Holdings,134086,99.7,Doubleverify (Pet) Holdings,251385,99.7,Doubletree,71960,99.67,Doubleu Games,118346,99.67,Doubleview Gold,82587,99.62,Double Standard,109153,99.62,Doubleview Gold (Non-NASDAQ OTC),245138,99.62,Doubleview Gold (Frankfurt),262678,99.62,Double Coin Holdings 'B' (Non-NASDAQ OTC),241539,99.62,Tradedoubler,123654,99.61
Douglas GmbH,7814,douglas gmbh,douglas,Hunter Douglas,2151.0,Douglas Holding (Non-NASDAQ OTC),235920.0,Douglas Holdings (SEAQ International),221549,99.74,Douglas Emmett,134087,99.69,Douglas Emmett (Frankfurt),262680,99.69,Douglas Emmett (XETRA),305599,99.69,Douglas Holding,16663,99.67,Douglas Holding (XETRA),16664,99.67,Douglas Elliman,136354,99.67,Douglas Holding (Non-NASDAQ OTC),235920,99.67,Douglas Computer International,64334,99.64,Douglas Dynamics,136353,99.64
Douglas GmbH,7787,douglas gmbh,douglas,Hunter Douglas,2151.0,Douglas Holding (Non-NASDAQ OTC),235920.0,Douglas Holdings (SEAQ International),221549,99.74,Douglas Emmett,134087,99.69,Douglas Emmett (Frankfurt),262680,99.69,Douglas Emmett (XETRA),305599,99.69,Douglas Holding,16663,99.67,Douglas Holding (XETRA),16664,99.67,Douglas Elliman,136354,99.67,Douglas Holding (Non-NASDAQ OTC),235920,99.67,Douglas Computer International,64334,99.64,Douglas Dynamics,136353,99.64
DOUGLAS NATIONAL BANK,22619,douglas national,douglas,Hunter Douglas,2151.0,Douglas Holding (Non-NASDAQ OTC),235920.0,Douglasbay Capital,46669,99.71,Douglas Lake Minerals (XETRA),305600,99.7,Douglas Dynamics,136353,99.69,Douglas Dynamics (Frankfurt),262679,99.69,Douglas Dynamics (XETRA),305598,99.69,Douglas and Lomason,71961,99.69,Douglas Holding,16663,99.65,Douglas Holding (XETRA),16664,99.65,Douglas Elliman,136354,99.65,Douglas Holding (Non-NASDAQ OTC),235920,99.65
DOW Capital B.V.,16115,dow capital b.v.,dow,Dow Chemical,59707.0,Dow Jones STOXX 600 (Non-NASDAQ OTC),241614.0,Dowgate Capital,46671,99.71,Dowgate Capital (Berlin),285786,99.71,Window Rock Capital,13810,99.63,Window Rock Capital Holdings,78358,99.63,Dow Chemical Company BDR,151318,99.62,Dow Chemical,59707,99.57000000000001,Dow Chemical (SEAQ International),195043,99.57000000000001,Dow Chemical (Toronto),215283,99.57000000000001,Dow Chemical (Mexico),221550,99.57000000000001,Dow Chemical (Tokyo),221551,99.57000000000001
Dow Capital Plc,11000,dow capital,dow,Dow Chemical,59707.0,Dow Jones STOXX 600 (Non-NASDAQ OTC),241614.0,Dowgate Capital,46671,99.85,Dowgate Capital (Berlin),285786,99.85,Window Rock Capital,13810,99.73,Window Rock Capital Holdings,78358,99.73,Dow Chemical,59707,99.7,Dow Chemical (SEAQ International),195043,99.7,Dow Chemical (Toronto),215283,99.7,Dow Chemical (Mexico),221550,99.7,Dow Chemical (Tokyo),221551,99.7,Dow Chemical (Swiss Stock Exchange),227535,99.7
DOWDUPONT INC.,24552,dowdupont,dowdupont,,,,,Company On,1218,99.36,Up,31359,99.36,T Bank,22692,99.2,O-Bank,115989,99.2,Du Pont (United Kingdom),46705,85.89,Du Pont (SEAQ International),195071,85.89,Duport,46728,82.84,Upson,68976,79.77000000000001,Upcon,114692,79.77000000000001,Poynt (Non-NASDAQ OTC),131381,79.77000000000001
Downer Group Finance Limited,3401,downer,downer,Downer EDI,80547.0,Downer EDI (Non-NASDAQ OTC),235926.0,Sundowner Group,4067,99.8,Sundowner Group (Berlin),303260,99.8,Downer EDI,80547,99.75,Downer EDI (Non-NASDAQ OTC),235926,99.75,Downer EDI (Frankfurt),269664,99.75,Downer EDI (XETRA),311470,99.75,Sundowner Minerals,4068,99.5,Cable Price Downer,33047,99.5,Downer EDI Nil Paid 11/04/17,212332,99.35,Downer EDI Unsponsored ADR 1:2,185769,99.33
Downer Group Finance Pty Ltd,3461,downer pty,downer,Downer EDI,80547.0,Downer EDI (Non-NASDAQ OTC),235926.0,Downer EDI,80547,99.7,Downer EDI (Non-NASDAQ OTC),235926,99.7,Downer EDI (Frankfurt),269664,99.7,Downer EDI (XETRA),311470,99.7,Sundowner Group,4067,99.63,Sundowner Group (Berlin),303260,99.63,Sundowner Minerals,4068,99.5,Cable Price Downer,33047,99.43,Downer EDI Nil Paid 11/04/17,212332,99.42,Downer EDI Unsponsored ADR 1:2,185769,99.4
DPx Holdings B.V.,16357,dpx b.v.,dpx,,,,,X,13869,99.22,IDP,18606,79.56,FDP,72482,79.56,ADP,87688,79.56,EDP,109258,79.56,IDP,119678,79.56,ODP,134750,79.56,ADP (Mexico),216646,79.56,ODP (Mexico),218492,79.56,ADP (Non-NASDAQ OTC),243436,79.56
