Target Name,Target No.,Top Match Name,Top Match No.,Top Match Score,All Matched
Mizuho Corporate Bank (USA),21543,Security Bank,200310,90,"[('Security Bank', 90), ('Mizuho Securities', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Corporate Capital Trust', 90), ('Security Bank', 90), ('Corporate Capital Trust', 90)]"
NWPS Capital Financing I,21544,CIN,15946,90,"[('CIN', 90), ('Financing', 90), ('WP', 90), ('INA', 90), ('S&F Capital', 90), ('NC&', 90), ('NWPS Capital Financing I Trust Preferred A 8.125%', 90), ('NCI Inc', 90), ('Fabrika Otkovaka I Armature', 86), ('FIP Infra-Estr BB VTRM Energ Sustentavel I', 86)]"
"CONTINENTAL RUBBER OF AMERICA, CORP.",21545,Continental Capital,194441,90,"[('Continental Capital', 90), ('Continental Capital', 90), ('Continental Capital', 90), ('Continental Capital', 90), ('Continental Capital', 90), ('Bank of Melbourne', 86), ('Continental Coal', 86), ('Continental Holding', 86), ('Continental Urbana Sai', 86), ('Insurance of Barbados', 86)]"
CoreStates Capital Il,21546,Stat,30528,90,"[('Stat', 90), ('At Trust', 90), ('Re Capital', 90), ('Core', 90), ('Re Capital', 90), ('Capital Estate', 90), ('Core', 90), ('Ta', 90), ('TES', 90), ('IL Hwa Wool Textile Industry', 86)]"
DRESDNER FUNDING TRUST I,21547,SDN,122462,90,"[('SDN', 90), ('Ask Funding', 86), ('Fabrika Otkovaka I Armature', 86), ('FIP Infra-Estr BB VTRM Energ Sustentavel I', 86), ('I D C', 86), ('Raiffeisen Bank D D Bosna I Hercegovina', 86), ('Rio Bravo Credito Imobiliario I FII', 86), ('Unis Proizvodnja I Prerada Zice', 86), ('Bojoplast Gradevinstvo I Trgovina', 86), ('Brascan Adjustable Rate Trust I Units', 86)]"
Conseco Financing Trust VII,21548,Financing,17627,90,"[('Financing', 90), ('INA', 90), ('Seco', 90), ('NSE', 90), ('Consec', 90), ('Conseco Financing Trust VII Trust Originated Preferred Securities', 90), ('Conseco', 90), ('Perpetual Growth Fund VII Mutual Fund', 86), ('Advanced Equity (XETRA) Financing', 86), ('Fremont General Financing I Torps 9%', 86)]"
QCR CAPITAL TRUST I,21549,CR Capital,92076,90,"[('CR Capital', 90), ('Q Capital', 90), ('Fabrika Otkovaka I Armature', 86), ('FIP EM Infu XP Omega I', 86), ('Jelen I Staklorad DD', 86), ('Raiffeisen Bank D D Bosna I Hercegovina', 86), ('Rio Bravo Credito Imobiliario I FII', 86), ('Unis Proizvodnja I Prerada Zice', 86), ('UTT I Turizam Prijedor', 86), ('A L I Technologies', 86)]"
Travelers Property Casualty Corp.,21550,Travelers Property Casualty Corporation,201305,95,"[('Travelers Property Casualty Corporation', 95), ('Travelers Property Casualty Corporation', 95), (""Travelers Property Casualty 'A'"", 91), (""Travelers Property Casualty 'B'"", 91), ('Property Capital Trust', 90), ('Property Capital Trust', 90), ('Roper', 90), ('Travelers', 90), ('Property Capital Trust', 90), ('Travelers', 90)]"
"Merey Sweeny, L.P.",21552,Re Capital,67648,90,"[('Re Capital', 90), ('Re Capital', 90), ('W-W Capital', 86), ('R R Securities', 86), ('Meret', 72), ('Memry', 72), ('Merex', 72), ('Seeen', 72), ('Sweegen', 69), ('Seae', 68)]"
"Westfield America, Inc.",21553,Westfield America,153264,100,"[('Westfield America', 100), ('Westfield America', 100), ('Westfield American', 97), ('Westfield America Trust New', 95), ('Westfield America Trust New', 95), ('Westfield America Trust New', 95), ('Westfield America Trust New', 95), ('Westfield America (Berlin)', 95), ('Westfield', 90), ('Westfield', 90)]"
FMR LLC,21554,FMR Art 'E',17624,90,"[(""FMR Art 'E'"", 90), ('Capital M', 90), ('First FMRS Merchants', 90), (""FMR Art 'E' (Berlin)"", 90), ('Femrx', 75), ('Famur', 75), ('Sea FM', 72), ('IBS / Klas FM', 72), ('Jazz FM', 72), ('Lotus KFM', 72)]"
"T-Mobile USA, Inc.",21555,MOB,43066,90,"[('MOB', 90), ('Mo', 90), ('Mobil', 90), ('E P T', 86), ('Mobile Communications', 86), (""AT&T Canada Depositary Receipts 'B'"", 86), ('BCE Mobile Communication', 86), ('First Mobile Group Holdings', 86), ('Global CT&T Telecommunications', 86), ('Groupe Sani Mobile', 86)]"
Huntsman International LLC,21556,Hussman International,65580,93,"[('Hussman International', 93), ('Ion', 90), ('National', 90), ('Man AG', 90), ('Man AG', 90), ('Terna', 90), ('Inter', 90), ('National', 90), ('NTS', 90), ('ONA', 90)]"
KBC Bank Funding Trust I,21557,Security Bank,200310,90,"[('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('AFB Bank ASC', 86), ('Ask Funding', 86)]"
KBC Bank Funding Trust II,21558,Security Bank,200310,90,"[('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('AFB Bank ASC', 86), ('Ask Funding', 86)]"
ALTIUM PACKAGING LLC,21559,Alti,14515,90,"[('Alti', 90), ('AGI', 90), ('Altium', 90), ('PA', 90), ('Pack', 90), ('Tailim Packaging', 88), ('British Columbia Packaging B', 86), ('Canpac National Packaging', 86), ('CDG Packaging Holding (XETRA)', 86), ('El Eslamyah Packaging and Print', 86)]"
Compass Bank,21560,Security Bank,200310,90,"[('Security Bank', 90), ('MPA', 90), ('OM', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('PA', 90)]"
