Target Name,Target No.,preprocessed,Focus Text,Shortest Match Name,Shortest Match No.,Non-NASDAQ OTC Match Name,Non-NASDAQ OTC Match No.,Matched Name 1,Matched No. 1,Matched Score 1,Matched Name 2,Matched No. 2,Matched Score 2,Matched Name 3,Matched No. 3,Matched Score 3,Matched Name 4,Matched No. 4,Matched Score 4,Matched Name 5,Matched No. 5,Matched Score 5,Matched Name 6,Matched No. 6,Matched Score 6,Matched Name 7,Matched No. 7,Matched Score 7,Matched Name 8,Matched No. 8,Matched Score 8,Matched Name 9,Matched No. 9,Matched Score 9,Matched Name 10,Matched No. 10,Matched Score 10
GHATAMPUR TRANSMISSION LIMITED,11920,ghatampur transmission,ghatampur,,,,,Tamp,39829,99.31,AMP,62539,99.24,ATA Holdings,70199,99.24,AMP,80393,99.24,ATA Inc,156273,99.24,AMP (New Zealand),172882,99.24,AMP (New Zealand),227096,99.24,AMP (Non-NASDAQ OTC),243655,99.24,AMP (Frankfurt),267780,99.24,ATA Holdings (Berlin),299679,99.24
GHG Finance Limited,14728,ghg,ghg,,,,,HG Holdings,129984,99.8,Royal Highgate,21685,99.35,Highgold Mining,83665,99.33,Highgold Mining (Non-NASDAQ OTC),246157,99.33,Highgate Optical,47826,99.32,Highground Capital,8668,99.29,Highgate Property Fund,35242,99.24,BGH,781,79.87,MGH,2793,79.87,AGH,32004,79.87
GIE PSA Tresorerie,8424,gie psa tresorerie,gie,GIE Environment Technologies,8219.0,,,Hygienika PDA Series D,178974,99.6,Allegient Physician Services,52089,99.57000000000001,Galatia Energie,92874,99.55,Carnegie and Company Preferred,177833,99.55,GIE Icade Tresorerie Bouogne-Billancourt,73004,99.55,Online Sales Strategies,56522,99.54,GKS Gieksa Katowice,109880,99.54,Engie Sponsored ADR (Frankfurt),255760,99.54,IES Technologies,8858,99.53,Westport Energie,23652,99.53
Givaudan Finance Europe B.V.,16471,givaudan europe b.v.,givaudan,Givaudan Lavirotte,17987.0,Givaudan 'N' (Non-NASDAQ OTC),245797.0,Givaudan Lavirotte,17987,99.63,Givaudan N (XETRA),286594,99.6,Givaudan ADR 50:1 (Frankfurt),256075,99.59,Givaudan (Ireland),232137,99.57000000000001,Givaudan (Frankfurt),270501,99.57000000000001,Givaudan 'N',115121,99.56,Givaudan 'N' (Mexico),217759,99.56,Givaudan 'N' (Non-NASDAQ OTC),245797,99.56,Givaudan Unsponsored ADR 50:1,186771,99.53,UDA Holdings,31247,99.26
GLENS FALLS NATIONAL BANK AND TRUST COMPANY,22250,glens falls national and,glens,,,,,GL,17995,99.15,GL,34874,99.15,NS Group,66949,99.15,NS,121444,99.15,GL (Non-NASDAQ OTC),236681,99.15,GL (Frankfurt),278975,99.15,NS Group (Berlin),302348,99.15,Ingles,8950,88.38,Eagles PLC,46754,88.38,Naugles,66811,88.37
GLL IHT PTE. LTD.,17842,gll iht pte.,gll,,,,,GL,17995,99.29,GL,34874,99.29,GL (Non-NASDAQ OTC),236681,99.29,GL (Frankfurt),278975,99.29,Gillette,65121,66.92999999999999,Gillette (Paris-SBF),221739,66.92999999999999,Gillette (London),232135,66.92999999999999,Gillette (Stuttgart),294963,66.92999999999999,Gillette (XETRA),306109,66.92999999999999,Global Health Partners,182880,66.92
GLOBAL ATLANTIC (FIN) COMPANY,24303,global atlantic,global,Global,109885.0,Wisetech Global (Non-NASDAQ OTC),249915.0,Global Atomic,83327,99.79,Global Atomic (Non-NASDAQ OTC),245813,99.79,Global Atomic (Stuttgart),263396,99.79,Global Data,8245,99.77,Global Strategic Group,100801,99.77,Global Strategic Group (Temp),167078,99.77,Global Strategic Group (Temp),167079,99.77,Global Strategic (Non-NASDAQ OTC) Group,245831,99.77,Global Strategic (Stuttgart) Group,279013,99.77,Global Maintech,54701,99.73
Global Business Power Corporation,16905,global business power corporation,global,Global,109885.0,Wisetech Global (Non-NASDAQ OTC),249915.0,Global Business Information (Berlin),301145,99.77,Global Testing Corporation,119083,99.75,Globalbot Corporation,73053,99.74,GE Global Insurance Holdings Corporation,65032,99.72,Global Land Masters Corporation,100791,99.72,Global Agribusiness Trust Warrants,158419,99.69,Global X Development Corporation,8265,99.68,Global Business Travel Group A,136753,99.67,Global Business Information Directory,73015,99.66,Ace Global Business Acquisition,139213,99.66
"GLOBAL COMMUNITY Co., Ltd.",13670,global community,global,Global,109885.0,Wisetech Global (Non-NASDAQ OTC),249915.0,Global City Holdings,34890,99.81,Global Communications Group,47432,99.81,Teraglobal Communic (Frankfurt),297455,99.8,Teraglobal Communic (XETRA),308669,99.8,Global Equity,8250,99.76,Global Indemnity,136755,99.75,Global Indemnity (Frankfurt),279005,99.75,Global Indemnity (XETRA),306129,99.75,EP Global Communications,54115,99.75,ICO Global Communication,73544,99.75
GLOBAL PORTS (FINANCE) PLC,7387,global ports,global,Global,109885.0,Wisetech Global (Non-NASDAQ OTC),249915.0,Global Security Experts,109897,99.85,Global Partners,205651,99.81,Global Epoint,54683,99.8,Global Epoint (Frankfurt),278998,99.8,Global Epoint (XETRA),306125,99.8,Global Transport,42274,99.79,Global Fortune Investment,1911,99.77,Global Sources,8261,99.77,Global Sources,60042,99.77,Global Sources,73047,99.77
