Target Name,Target No.,Top Match Name,Top Match No.,Top Match Score,All Matched
Lamar Media Corp.,21300,AMA Corporation,91126,90,"[('AMA Corporation', 90), ('AM', 90), ('Media Capital', 90), ('AR', 90), ('Media Capital', 90), ('Lamar Capital', 90), ('Media Capital', 90), ('Media Capital', 90), ('AMA Corporation', 90), ('Media Capital', 90)]"
AK Steel Corporation,21301,El Corporation,1533,90,"[('El Corporation', 90), ('AK Steel Holding', 90), ('K&S', 90), ('Capital A', 90), ('Steel', 90), ('AK Steel Holdings Corporation Preferred Convertible Linked Securities', 90), (""AK Steel Holding Preferred Convertible 'B'"", 90), ('AK Steel Holding (Mexico)', 90), ('AK Steel Holding (Frankfurt)', 90), ('AK Steel Holding (XETRA)', 90)]"
Northern Indiana Public Service Company,21302,Northern Indiana Public Service,66927,95,"[('Northern Indiana Public Service', 95), ('North', 90), ('Trust Company', 90), ('Diana', 90), ('India Securities', 90), ('North', 90), ('Public', 90), ('Security Service', 90), ('Northern Trust', 90), ('Arthur Yates and Company', 86)]"
AXA Equitable Life Insurance Company,21303,Trust Company,4284,90,"[('Trust Company', 90), ('Equitable', 90), ('Equitable', 90), ('SBI Life Insurance Company', 87), ('Aeyna Life and Casualty', 86), ('Arthur Yates and Company', 86), ('AXA Belgium', 86), ('Bakixanov Company', 86), ('Burns Philp and Company', 86), ('Colonial Mutual Life', 86)]"
CITGO PETROLEUM CORPORATION,21304,Citgo Petroleum,63580,100,"[('Citgo Petroleum', 100), ('ITG', 90), ('CIT', 90), ('IT', 90), ('Pet', 90), ('Petrol', 90), ('Petrol', 90), ('Go', 90), ('Nitro Petroleum', 87), ('FDO International Petroleum Com CI', 86)]"
Lockheed Martin Tactical Systems Inc.,21305,Ical,2166,90,"[('Ical', 90), ('Lockheed Corporation', 90), ('PLC Systems', 90), ('PLC Systems', 90), ('Acti', 90), ('Lockheed Martin', 90), ('Stem', 90), ('PLC Systems', 90), ('PLC Systems', 90), ('Dragontail Systems', 86)]"
Banco Bilbao Vizcaya SA,21306,Banco Bilbao Vizcaya Vietnam Sea Acquisition,52603,90,"[('Banco Bilbao Vizcaya Vietnam Sea Acquisition', 90), ('Security Banc', 90), ('Banco Bilbao Vizcaya Argentaria', 90), ('Banco Bilbao Vizcaya Argt Clomb', 90), ('Banco Bilbao Vizcaya Argentaria BDR', 90), ('Banco Bilbao Vizcaya Argt Cedear', 90), ('Banco Bilbao Vizcaya Argentaria Preferred Shares', 90), ('Banco Bilbao Vizcaya Argentaria Sponsored ADR 1:1', 90), ('Banco Bilbao Vizcaya Banco Argentaria Sponsored ADR 1:10', 90), ('Banco Bilbao Vizcaya Argentaria (BUD)', 90)]"
Rinker Materials Corporation,21307,Inker,8955,90,"[('Inker', 90), ('At Trust', 90), ('ALS', 90), ('Inke', 90), ('LS', 90), ('NK', 90), ('Toleries Delloye-Materials', 86), (""Jiangsu Dewei Advanced Materials 'A'"", 86), ('Topsil Semiconductor Materials', 86), ('Hong Kong Haiguan New Materials', 86)]"
Royal Bank of Scotland N.V.,21308,Royal Bank of Scotland AVS,183447,92,"[('Royal Bank of Scotland AVS', 92), ('Royal Bank of Scotland AVS', 92), ('Security Bank', 90), ('Royal Trust B', 90), ('Bank of Scotland', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90)]"
Eni USA Inc.,21309,Eni,87395,90,"[('Eni', 90), ('Capital A', 90), ('Danske Invest USA', 86), ('Jyske Invest USA Aktier', 86), ('Nordea Invest USA', 86), ('USA REIT Fund', 86), ('Alon USA Partners Com Units', 86), ('AAA Century Group USA', 86), ('Brake Headquarters USA Incorporated', 86), ('Ceatech USA', 86)]"
W.R. Grace & Co (Connecticut Division),21310,Vision,114771,90,"[('Vision', 90), ('Grace Capital', 90), ('Visio', 90), ('Vision', 90), ('Vision', 90), ('Grace Capital', 90), ('A R C Industries', 86), ('Adams W', 86), ('Cudgen R Z', 86), ('Grace Brothers Holdings', 86)]"
Argosy Gaming Company,21311,Trust Company,4284,90,"[('Trust Company', 90), ('MPA', 90), ('Argos', 90), ('Argosy Gaming', 90), ('Y&G', 90), ('AMI', 90), ('Antipodes Global Investment Company', 86), ('Arab International Insurance Company', 86), ('Barbados Shipping and Trading Company Limited', 86), ('Bulgarian Telecommunications Company', 86)]"
"FirstMerit Bank, National Association",21312,National,222336,90,"[('National', 90), ('T Bank', 90), ('First', 90), ('National', 90), ('First', 90), ('National', 90), ('First', 90), ('First', 90), ('Firstmerit', 90), ('First', 90)]"
Terra Mississippi Holdings Corporation,21313,Terra Trust,147747,90,"[('Terra Trust', 90), ('Holdings', 90), ('Holdings', 90), ('Terra Trust', 90), ('Holdings', 90), ('Holdings', 90), ('Terra Trust', 90), ('Corporation Holding', 90), ('Holdings', 90), ('3Q Holdings', 86)]"
