Target Name,Target No.,Top Match Name,Top Match No.,Top Match Score,All Matched
GE Capital Trust IV,22993,G Capital,118939,90,"[('G Capital', 90), ('G Capital', 90), ('GE-Chile', 86), ('Penfold Capital Acquisition IV Corporation', 86), ('GE Frankona Rueck', 86), ('GE Jenbacher', 86), ('GE Capital Transportation Financial Services', 86), ('Phoenician Corporation IV', 86), ('CNL Income and Growth Fund IV', 86), ('Cole Credit Property Trust IV', 86)]"
GE Capital Trust V,22994,Heritage Ventures Class 'A',8645,90,"[(""Heritage Ventures Class 'A'"", 90), ('AXA Courtage Vie Limited Data Dead', 90), ('Indage Vintners', 90), ('Northwest Passage Ventures', 90), ('Bridge View', 90), ('G Capital', 90), ('Village Vanguard', 90), ('G Capital', 90), ('Stonebridge Ventures', 90), ('Woodbridge Ventures II', 90)]"
GE Capital Trust III,22995,CRI Insured Mortgage III,64019,90,"[('CRI Insured Mortgage III', 90), ('G Capital', 90), ('G Capital', 90), ('Berlin III AS', 86), ('Income Streams III Equity Dividend', 86), ('Penfold Capital Acquisition III', 86), ('R Split III Class A', 86), ('GE Frankona Rueck', 86), ('GE Jenbacher', 86), ('Leopold III-Laan', 86)]"
GE Capital Trust II,22996,Automatic Exchange Securities Trust II,62750,90,"[('Automatic Exchange Securities Trust II', 90), ('CRI Insured Mortgage II', 90), ('CRI Insured Mortgage III', 90), ('Ziegler Mortgage Securities II', 90), ('G Capital', 90), ('G Capital', 90), ('Vestin Realty Mortgage II', 90), ('BGE Capital Trust II 6.2% Preferred Shares', 90), ('FI Imobiliario Tourmalet II Sen B', 86), ('B Split II Cap Shares', 86)]"
ORIGIN BANK,23000,Security Bank,200310,90,"[('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Origin Limited', 90), ('NK', 90), ('Security Bank', 90)]"
"Ameriprise Bank, FSB",23003,ISE,9198,90,"[('ISE', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('AME', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Rise', 90)]"
BANK OF THE OZARKS,23006,Security Bank,200310,90,"[('Security Bank', 90), ('Ark', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('RKS AB', 90), ('Security Bank', 90)]"
"Hillbrook Insurance Company, Inc.",23007,Trust Company,4284,90,"[('Trust Company', 90), ('Capital Hill', 90), ('Broo', 90), ('Bakixanov Company', 86), ('Company On', 86), ('DZI Insurance', 86), ('HIH Insurance', 86), ('Prudential Investment Company of Australia', 86), ('Roc Oil Company', 86), ('Sgio Insurance', 86)]"
Thermon Industries Inc,23008,Ermo,17234,90,"[('Ermo', 90), ('Capital Industries', 90), ('Capital Industries', 90), ('UST', 90), ('Capital Industries', 90), ('UST', 90), ('Dust', 90), ('UST', 90), ('Thermal Industries', 89), ('Thermoview Industries', 87)]"
GERMAN AMERICAN BANCORP,23010,German American Bancorp,134262,100,"[('German American Bancorp', 100), ('American Bancorp', 95), ('German American Bancorp (Frankfurt)', 95), ('German American Bancorp (XETRA)', 95), ('Man AG', 90), ('Man AG', 90), ('ICA AB', 90), ('American Capital', 90), ('AME', 90), ('American Capital', 90)]"
THL Credit Inc,23012,IT,27121,90,"[('IT', 90), ('Re Capital', 90), ('Re Capital', 90), ('CR Capital', 90), ('CRE', 90), ('Red Capital', 90), ('THL Credit Senior Loan Fund Nav', 90), ('Credit Suisse PL100 World Water Trust', 86), ('Credit Suisse GP100 Australia Trust', 86), ('Credit Suisse PL100 Emerging Markets Infrastructure Development Trust', 86)]"
UNITED BANK & TRUST,23016,United Bank,114653,100,"[('United Bank', 100), ('United Bank', 100), ('United Gulf Bank', 95), (""Bank United 'A'"", 95), ('Ahli United Bank', 95), ('Asia United Bank', 95), ('United Arab Bank', 95), ('Ahli United Bank', 95), ('United Bank GDR', 95), ('Unite Capital', 90)]"
SBA SENIOR FINANCE II LLC,23017,INA,65640,90,"[('INA', 90), ('Eni', 90), ('IOR', 90), ('Senior', 90), ('NIO Inc', 90), ('FI Imobiliario Tourmalet II Sen B', 86), ('Perls II Trust Perpetual Exchequer Resettable SEC', 86), ('Prime Finance', 86), ('Aston Hill Senior Gold Producers Income', 86), ('Bayshore Floating Rate Senior Loan Fund', 86)]"
"Affiliated Computer Services, Inc.",23018,Affiliated Computer Services 'A',58917,95,"[(""Affiliated Computer Services 'A'"", 95), (""Affiliated Computer Services 'B'"", 95), ('Affiliated Computer Services (Frankfurt)', 95), ('Affiliated Computer Services (XETRA)', 95), ('Computer', 90), ('Security Service', 90), ('Affiliated Capital', 90), ('Computer Services', 90), ('CS Computer Services', 87), ('Ausnet Services', 86)]"
"RUBY PIPELINE, L.L.C.",23022,El Corporation,1533,90,"[('El Corporation', 90), ('Line', 90), ('IPE', 90), ('Ethane Pipeline Income Fund', 86), ('Hartland Pipeline Services', 86), ('Transmountain Pipeline Dead-Merger With BC Gas', 86), ('Pipeline Technologies', 86), ('Atlas Pipeline Partners', 86), ('Boardwalk Pipeline Partners', 86), ('Columbia Pipeline Group', 86)]"
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",23024,Union,123832,90,"[('Union', 90), ('Media Capital', 90), ('Inter', 90), ('Union', 90), ('Unio', 90), ('Holdings', 90), ('Media Capital', 90), ('Holdings', 90), ('Union', 90), ('Union', 90)]"
Deutsche Bank Capital Trust V,23026,Deutsche Bank,166257,95,"[('Deutsche Bank', 95), ('Deutsche Bank', 95), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Deutsche Capital', 90), ('Security Bank', 90)]"
SAN JOSE WATER COMPANY,23027,Trust Company,4284,90,"[('Trust Company', 90), ('MPA', 90), ('WAT', 90), ('Antipodes Global Investment Company', 86), ('Arab International Insurance Company', 86), ('Barbados Shipping and Trading Company Limited', 86), ('Barpa San Komb', 86), ('Bulgarian Telecommunications Company', 86), ('Company On', 86), ('Prudential Investment Company of Australia', 86)]"
"APOLLO GLOBAL MANAGEMENT, INC.",23029,Apollo Global Management,133111,100,"[('Apollo Global Management', 100), ('Apollo Global Management', 100), ('Apollo Global (Mexico) Management', 95), ('ENT', 90), ('Man AG', 90), ('Man AG', 90), ('Management Trust', 90), ('Globa', 90), ('Global', 90), ('Managem', 90)]"
GREAT-WEST LIFECO FINANCE (DELAWARE) LP,23030,Great West Lifeco,80311,90,"[('Great West Lifeco', 90), ('Aware', 90), ('Security Capital Delaware', 90), ('Afro West Mining', 86), ('Allco Finance Group', 86), ('Beneficial Finance', 86), ('Delaware Thirteen', 86), ('Delta West', 86), ('Ding Sheng XIN Finance', 86), ('Dominant Finance Inc', 86)]"
Vringo Inc,23035,Ring,50155,90,"[('Ring', 90), ('Go', 90), ('G Capital', 90), ('G Capital', 90), ('Vringo Units', 90), ('Vringo Warrants', 90), ('R R Securities', 86), ('Auriongold', 75), ('Carrington Cotton', 75), ('Harringtons', 75)]"
"BIMBO BAKERIES USA, INC.",23036,IMB,35547,90,"[('IMB', 90), ('Aker', 90), ('S&U', 90), ('Alon USA Partners Com Units', 86), ('Bank International Settlements BIZ USA Tranche (Limited Data)', 86), ('Ceatech USA', 86), ('DCI USA', 86), ('Evos USA', 86), ('Grem USA', 86), ('Jinhua Marine Biological USA', 86)]"
"Hudson Pacific Properties, Inc.",23037,Hudson Pacific Properties,134379,100,"[('Hudson Pacific Properties', 100), ('Hudson Pacific (Frankfurt) Properties', 95), ('Pacific', 90), ('Pacific', 90), ('Roper', 90), ('Capital Properties', 90), ('Hudson Pacific Properties 4 750 Cumulative Redeemable Preference Series C', 90), ('Capital Properties', 90), ('Asian Pacific', 86), ('Australian Pacific Technology Dead-Merger 600818', 86)]"
"EXCEL TRUST, L.P.",23042,Excel,129378,100,"[('Excel', 100), ('Excel', 100), ('Excel', 100), ('Hexcel', 91), ('Hexcel', 91), ('El Corporation', 90), ('Excel Coal', 90), ('Excelsior Gold', 90), ('Excelsior Shoes', 90), ('Sino-Excel Energy', 90)]"
"CF Industries,Inc.",23043,Capital Industries,63282,90,"[('Capital Industries', 90), ('IE', 90), ('Capital Industries', 90), ('UST', 90), ('Capital Industries', 90), ('UST', 90), ('ESI', 90), ('Dust', 90), ('NC&', 90), ('UST', 90)]"
ABN AMRO Funding USA LLC,23047,AMR,52258,90,"[('AMR', 90), ('ABN Amro Securities LLC', 90), ('ABN Amro Securities LLC', 90), ('Ask Funding', 86), ('Amro Bank', 86), ('USA REIT Fund', 86), ('ABN Latin American Equity A (AMS)', 86), ('BBVA Capital Funding', 86), ('D&D', 86), ('Bank International Settlements BIZ USA Tranche (Limited Data)', 86)]"
"HUDSON PACIFIC PROPERTIES, L.P.",23048,Hudson Pacific Properties,134379,100,"[('Hudson Pacific Properties', 100), ('Hudson Pacific (Frankfurt) Properties', 95), ('Pacific', 90), ('Pacific', 90), ('Roper', 90), ('Capital Properties', 90), ('Hudson Pacific Properties 4 750 Cumulative Redeemable Preference Series C', 90), ('Capital Properties', 90), ('Asian Pacific', 86), ('Australian Pacific Technology Dead-Merger 600818', 86)]"
"ALTA WIND HOLDINGS, LLC",23050,Ta Win Holdings,114043,91,"[('Ta Win Holdings', 91), ('Holdings', 90), ('Holdings', 90), ('Win', 90), ('LDI Corporation', 90), ('Holdings', 90), ('Alta', 90), ('Holdings', 90), ('Alta', 90), ('Corporation Holding', 90)]"
