Target Name,Target No.,preprocessed,Focus Text,Shortest Match Name,Shortest Match No.,Non-NASDAQ OTC Match Name,Non-NASDAQ OTC Match No.,Matched Name 1,Matched No. 1,Matched Score 1,Matched Name 2,Matched No. 2,Matched Score 2,Matched Name 3,Matched No. 3,Matched Score 3,Matched Name 4,Matched No. 4,Matched Score 4,Matched Name 5,Matched No. 5,Matched Score 5,Matched Name 6,Matched No. 6,Matched Score 6,Matched Name 7,Matched No. 7,Matched Score 7,Matched Name 8,Matched No. 8,Matched Score 8,Matched Name 9,Matched No. 9,Matched Score 9,Matched Name 10,Matched No. 10,Matched Score 10
MAGELLAN SPOLKA AKCYJNA,16951,magellan spolka akcyjna,magellan,Magellan,36677.0,Magellan Minerals (Non-NASDAQ OTC),237892.0,Magellan Aerospace,84438,99.63,Magellan Aerospace (Non-NASDAQ OTC),247029,99.63,Magellan Aerospace (Frankfurt),264464,99.63,Magellan Aerospace (XETRA),313399,99.63,Magellan Gold,130575,99.61,Magellan Global- Open (Managed),149599,99.6,Magellan Resources,9833,99.59,Magellan Financial Group,80680,99.59,Magellan Petroleum (London),233607,99.59,Magellan Financial (Non-NASDAQ OTC) Group,247030,99.59
"MAGIC MERGECO, INC.",25154,magic mergeco,magic,Magic,97831.0,Magic Holdings International (Non-NASDAQ OTC),55801.0,Magic Micro,120757,99.75,Magic Marker,66256,99.72,Magic Technology,42953,99.62,Magic Lantern Group,55802,99.62,Magic Chef,66254,99.61,Imagic Television (Frankfurt),295274,99.6,Magic Bihac,2622,99.58,Image Magic,110410,99.58,Magic Holdings International (Non-NASDAQ OTC),55801,99.56,Magic,97831,99.56
Magna International Investments S.A.,15339,magna investments,magna,Magna,66260.0,Magna Gold (Non-NASDAQ OTC),247032.0,Magna Investments,145691,100.0,Magna Investama Mandiri,102380,99.7,Magnate Ventures,9840,99.67,Magna Entertainment 'A',55804,99.65,Magna Entertainment 'B',197731,99.65,Magna Entertainment 'A',215677,99.65,Magna Entertainment 'A' (Toronto),215678,99.65,Magna Entertainment 'A' (Frankfurt),295784,99.65,Magna Entertainment 'A' (XETRA),306910,99.65,Magna Bank Memphis Tenn,55803,99.63
Mahindra Bebanco Developers Limited,11653,mahindra bebanco developers,mahindra,Mahindra Composites,28032.0,Mahindra and (Non-NASDAQ OTC) Mahindra Registered Share GDR,250597.0,Mahindra Lifespace Developers,97836,99.82000000000001,Mahindra Lifespace Developers (National India),222199,99.82000000000001,Mahindra Lifespace Developers DRC,207413,99.77,Mahindra Gesco Developers GDR 1:5,207412,99.77,Mahindra Composites,28032,99.61,Mahindra Ugine Steel Company,28034,99.6,Mahindra Ugine Steel (National India),222200,99.6,Mahindra and Mahindra,97152,99.58,Mahindra and Mahindra,169096,99.58,Mahindra and Mahindra (National India),222198,99.58
MAHINDRA HAPPINEST DEVELOPERS LIMITED,11817,mahindra happinest developers,mahindra,Mahindra Composites,28032.0,Mahindra and (Non-NASDAQ OTC) Mahindra Registered Share GDR,250597.0,Mahindra Lifespace Developers,97836,99.79,Mahindra Lifespace Developers (National India),222199,99.79,Mahindra Lifespace Developers DRC,207413,99.74,Mahindra Gesco Developers GDR 1:5,207412,99.71,Mahindra Ugine Steel Company,28034,99.69,Mahindra Ugine Steel (National India),222200,99.69,Mahindra Holidays and Resorts,102386,99.62,Mahindra Holidays and Resorts (National India),222193,99.62,Mahindra Composites,28032,99.58,Mahindra and Mahindra,97152,99.56
MAHINDRA HOMES PRIVATE LIMITED,11675,mahindra homes private,mahindra,Mahindra Composites,28032.0,Mahindra and (Non-NASDAQ OTC) Mahindra Registered Share GDR,250597.0,Mahindra Composites,28032,99.73,Mahindra EPC Irrigation,102408,99.67,Mahindra Compagnie Automotive,97835,99.63,Mahindra Forgings,169097,99.62,Mahindra Ugine Steel Company,28034,99.62,Mahindra Ugine Steel (National India),222200,99.62,Mahindra Logistics,102409,99.6,Mahindra Forgings Preference,145699,99.6,Mahindra Nissan,28033,99.59,Mahindra Holidays and Resorts,102386,99.59
Mahindra Integrated Township Limited,11737,mahindra integrated township,mahindra,Mahindra Composites,28032.0,Mahindra and (Non-NASDAQ OTC) Mahindra Registered Share GDR,250597.0,Mahindra EPC Irrigation,102408,99.59,Mahindra Forgings,169097,99.58,Mahindra Ugine Steel Company,28034,99.58,Mahindra Ugine Steel (National India),222200,99.58,Mahindra and Mahindra,97152,99.57000000000001,Mahindra and Mahindra,169096,99.57000000000001,Mahindra and Mahindra (National India),222198,99.57000000000001,Mahindra and Mahindra (SEAQ International),242442,99.57000000000001,Mahindra and Mahindra (XETRA),317391,99.57000000000001,Mahindra Nissan,28033,99.56
MAHINDRA RURAL HOUSING FINANCE LIMITED,11668,mahindra rural housing,mahindra,Mahindra Composites,28032.0,Mahindra and (Non-NASDAQ OTC) Mahindra Registered Share GDR,250597.0,Mahindra Forgings,169097,99.67,Mahindra Logistics,102409,99.65,Mahindra and Mahindra,97152,99.65,Mahindra and Mahindra,169096,99.65,Mahindra and Mahindra (National India),222198,99.65,Mahindra and Mahindra (SEAQ International),242442,99.65,Mahindra and Mahindra (XETRA),317391,99.65,Mahindra EPC Irrigation,102408,99.62,Mahindra Composites,28032,99.59,Mahindra Nissan,28033,99.59
MAHINDRA STEEL SERVICE CENTRE LIMITED,11933,mahindra steel service centre,mahindra,Mahindra Composites,28032.0,Mahindra and (Non-NASDAQ OTC) Mahindra Registered Share GDR,250597.0,Mahindra Lifespace Developers,97836,99.59,Mahindra Lifespace Developers (National India),222199,99.59,Mahindra Ugine Steel Company,28034,99.57000000000001,Mahindra Ugine Steel (National India),222200,99.57000000000001,Mahindra Forgings Preference,145699,99.56,Kotak Mahindra Bank Preference,163289,99.56,Mahindra Nissan,28033,99.55,Mahindra Logistics,102409,99.55,Mahindra Lifespace Developers DRC,207413,99.55,Mahindra Gesco Developers GDR 1:5,207412,99.55
Mahindra Vehicle Manufacturers Ltd,11583,mahindra vehicle manufacturers,mahindra,Mahindra Composites,28032.0,Mahindra and (Non-NASDAQ OTC) Mahindra Registered Share GDR,250597.0,Mahindra Holidays and Resorts,102386,99.61,Mahindra Holidays and Resorts (National India),222193,99.61,Mahindra Composites,28032,99.57000000000001,Mahindra Ugine Steel Company,28034,99.56,Mahindra Ugine Steel (National India),222200,99.56,Mahindra and Mahindra,97152,99.55,Mahindra and Mahindra,169096,99.55,Mahindra and Mahindra (National India),222198,99.55,Mahindra and Mahindra (SEAQ International),242442,99.55,Mahindra and Mahindra (XETRA),317391,99.55
MAHINDRA WORLD CITY (JAIPUR) LIMITED,11643,mahindra world city,mahindra,Mahindra Composites,28032.0,Mahindra and (Non-NASDAQ OTC) Mahindra Registered Share GDR,250597.0,Mahindra Forgings,169097,99.67,Mahindra Logistics,102409,99.65,Mahindra Composites,28032,99.63,Mahindra and Mahindra,97152,99.6,Mahindra and Mahindra,169096,99.6,Mahindra and Mahindra (National India),222198,99.6,Mahindra and Mahindra (SEAQ International),242442,99.6,Mahindra and Mahindra (XETRA),317391,99.6,Mahindra Nissan,28033,99.59,Mahindra Holidays and Resorts,102386,99.58
MAHINDRA WORLD CITY DEVELOPERS LIMITED,11718,mahindra world city developers,mahindra,Mahindra Composites,28032.0,Mahindra and (Non-NASDAQ OTC) Mahindra Registered Share GDR,250597.0,Mahindra Lifespace Developers,97836,99.75,Mahindra Lifespace Developers (National India),222199,99.75,Mahindra Lifespace Developers DRC,207413,99.7,Mahindra Gesco Developers GDR 1:5,207412,99.67,Mahindra Holidays and Resorts,102386,99.64,Mahindra Holidays and Resorts (National India),222193,99.64,Mahindra Composites,28032,99.57000000000001,Mahindra Ugine Steel Company,28034,99.56,Mahindra Ugine Steel (National India),222200,99.56,Mahindra Forgings,169097,99.55
