Target Name,Target No.,preprocessed,Focus Text,Shortest Match Name,Shortest Match No.,Non-NASDAQ OTC Match Name,Non-NASDAQ OTC Match No.,Matched Name 1,Matched No. 1,Matched Score 1,Matched Name 2,Matched No. 2,Matched Score 2,Matched Name 3,Matched No. 3,Matched Score 3,Matched Name 4,Matched No. 4,Matched Score 4,Matched Name 5,Matched No. 5,Matched Score 5,Matched Name 6,Matched No. 6,Matched Score 6,Matched Name 7,Matched No. 7,Matched Score 7,Matched Name 8,Matched No. 8,Matched Score 8,Matched Name 9,Matched No. 9,Matched Score 9,Matched Name 10,Matched No. 10,Matched Score 10
Phaello Finance Company (Proprietary) Limited,25595,phaello,phaello,,,,,AEL,62071,99.6,PHA,121718,99.6,AE,44716,99.44,PH Group,75939,99.44,El Company,109292,99.44,El Company,227555,99.44,O-Bank,115989,99.25,Saint Raphael,21782,82.67,Allco Finance Group,166,79.87,Banco Mello,15017,79.87
PHBS Limited,14871,phbs,phbs,,,,,Bank PHB,108192,99.86,BS,24840,99.67,PH Group,75939,99.67,BSF,15506,79.77000000000001,BSL,15507,79.77000000000001,BSA International,24841,79.77000000000001,BSE Limited,24842,79.77000000000001,BSM Group,45700,79.77000000000001,BSQ Securities,45702,79.77000000000001,BSA,81897,79.77000000000001
"PHH LIQUIDATION TRUST, INC.",20402,phh liquidation,phh,PHH,21071.0,,,PHH,21071,99.33,PHH International,49694,99.33,PHH Group,199203,99.33,PHH (Toronto),216559,99.33,PHH,239043,99.33,PHH (XETRA),307793,99.33,PH Group,75939,99.24,An Phu Irradiation,125005,66.94,HH&L Acquisition A,136902,66.94,Naphtha Exploration Limited,28598,66.92
PHH MORTGAGE CORPORATION,22479,phh mortgage corporation,phh,PHH,21071.0,,,PHH,21071,99.22,PHH International,49694,99.22,PHH Group,199203,99.22,PHH (Toronto),216559,99.22,PHH,239043,99.22,PHH (XETRA),307793,99.22,PH Group,75939,99.15,Phorm Corporation (Depository Interest),49706,67.11,Phu HUU Newport Corporation,126660,67.08,Sapphire Corporation,122371,67.06
PHL FININVEST PRIVATE LIMITED,11902,phl fininvest private,phl,,,,,Invesco PHLX Semiconductor ETF,187663,99.39,Invesco PHLX (Berlin) Semiconductor ETF,256656,99.39,Cathay U S PHLX Semiconductor Sector ETF,174762,99.33,Phlcorp Merger 31/12/92,67305,99.32,Masst Tiger United States PHLX Semiconductor Nasdaq ETF,175734,99.32,Mirae Tiger Synth-United States PHLX Semiconductor Lev ETF,175875,99.3,Overseas Shiphldg (Frankfurt) Group 'A',265250,99.29,Tachlit Sal E S and PHLTHNSDQBIO70,172753,99.29,Tachlit Sal E PHLX Semiconductor Sector 4D,172745,99.29,Phlo,56756,99.24
PHOENIX GUARANTOR INC.,24830,phoenix guarantor,phoenix,Phoenix,60980.0,Phoenix Copper (Non-NASDAQ OTC),248020.0,Phoenix Bancorp,56758,99.75,Phoenix Network,79753,99.75,Phoenix American,67308,99.73,Phoenix Investment Partners,67309,99.73,Phoenix Tours International,121740,99.73,Phoenix Motor,137871,99.73,Phoenix Insurance,85378,99.71,Phoenix Gold,3289,99.69,Phoenix Gold International,56760,99.69,Phoenix Tree Holdings Limited,160329,99.69
Phoenix Lead Ltd,25386,phoenix lead,phoenix,Phoenix,60980.0,Phoenix Copper (Non-NASDAQ OTC),248020.0,Phoenix Gold,3289,99.83,Phoenix Gold International,56760,99.83,Phoenix Gold International (Berlin),302583,99.83,Phoenix Solar (XETRA),21084,99.8,Phoenix Lamps,29304,99.8,Phoenix Solar,95076,99.8,Phoenix Media Investment (Holdings),103449,99.8,Phoenix Lamps,222526,99.8,Phoenix Media (Non-NASDAQ OTC) Investment (Holdings),248023,99.8,Phoenix Solar (Non-NASDAQ OTC),248024,99.8
Phoenix Tower Participacoes S.A.,4473,phoenix tower participacoes,phoenix,Phoenix,60980.0,Phoenix Copper (Non-NASDAQ OTC),248020.0,FSP Phoenix Tower Corporation,72830,99.68,Phoenix Properties,49703,99.67,Phoenix Investment Partners,67309,99.65,Phoenix Waste Services,75959,99.65,Phoenix Prince,49702,99.63,Phoenix International Life Sciences,11185,99.62,Phoenix Life Sciences International,131307,99.62,Phoenixtec Power,43360,99.6,Phoenix Technologies,60982,99.6,Phoenix American,67308,99.6
PHOSAGRO BOND FUNDING DESIGNATED ACTIVITY COMP,11017,phosagro bond funding designated activity comp,phosagro,Phosagro,115209.0,PJSC Phosagro GDR (Non-NASDAQ OTC),250641.0,PJSC Phosagro GDR,189862,99.35,PJSC Phosagro GDR (144A),189863,99.35,PJSC Phosagro GDR (BRN),229560,99.35,PJSC Phosagro GDR (Non-NASDAQ OTC),250641,99.35,PJSC Phosagro GDR (Pet),254080,99.35,PJSC Phosagro GDR (Berlin),259041,99.35,PJSC Phosagro GDR (Vienna Stock Exchange),259042,99.35,Phosagro,115209,99.3,Hosa International,26748,99.16,Agro,32018,99.16
PIC AU HOLDINGS LLC,25143,pic au,pic,PIC International Group,49718.0,,,Pica,29306,99.8,Pick Pay,180180,99.71,Pick Pay,180181,99.71,Epic Gas,227601,99.71,Spicul,39478,99.67,PIC International Group,49718,99.67,Epic Data International,7667,99.67,Epic N,115591,99.67,Epic Data International (Non-NASDAQ OTC),236195,99.67,Picanol,89691,99.62
