Target Name,Target No.,Top Match Name,Top Match No.,Top Match Score,All Matched
Northbrook Bank & Trust Company,23067,North,28907,90,"[('North', 90), ('Trust Company', 90), ('Security Bank', 90), ('North', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Broo', 90), ('Security Bank', 90)]"
Bacardi Corporation,23069,Bacardi 'A',70324,95,"[(""Bacardi 'A'"", 95), ('AR', 90), ('Car', 90), ('CA', 90), ('Capital A', 90), ('D&D', 86), ('R R Securities', 86), ('Mcilwraith Mcbacharin Dead- 27/08/93', 77), ('Bascadi Limited Data', 77), ('Cardif', 77)]"
"BACARDI U.S.A., INC.",23070,Bacardi 'A',70324,95,"[(""Bacardi 'A'"", 95), ('AR', 90), ('Car', 90), ('CA', 90), ('A N G Holdings (Australian)', 86), ('A P Group Taken Over 25/10/92', 86), ('Bakic Foca U Stecaju', 86), ('Banco BTG Pactual S A', 86), ('Banco Estado Pernambuco S/A', 86), ('Bisina NVJ U Stecaju', 86)]"
CDW LLC,23071,CDW,133239,100,"[('CDW', 100), ('CDW', 100), ('CDW International', 90), ('CDW Holding', 90), ('CDW Corporation BDR', 90), ('CDW (Mexico)', 90), ('CDW Corporation (Ireland)', 90), ('CDW (Pet)', 90), ('CDW (Frankfurt)', 90), ('CDW (Frankfurt)', 90)]"
National Grid Holdings Inc.,23072,National Grid Holdings PLC,75099,100,"[('National Grid Holdings PLC', 100), ('National Holdings', 95), ('Ion', 90), ('National', 90), ('National', 90), ('ONA', 90), ('National', 90), ('Holdings', 90), ('Holdings', 90), ('ATI', 90)]"
"White Pine Hydro Portfolio, LLC",23073,Hydro,35364,90,"[('Hydro', 90), ('Port', 90), ('Folio', 90), ('Pacific Hydro', 86), ('Pine Vale Investments Takeover by 936402', 86), ('White Lagoon AD', 86), ('White Martins On', 86), ('White Range Gold', 86), ('Hydro-Quebec', 86), ('Ontario Hydro', 86)]"
"GLOBAL MEDICAL RESPONSE, INC.",23074,Ical,2166,90,"[('Ical', 90), ('Medica', 90), ('Medica', 90), ('ICA AB', 90), ('Globa', 90), ('Medica', 90), ('NSE', 90), ('Global', 90), ('Dic', 90), ('Global', 90)]"
Alterra Finance LLC,23075,Alte,14505,90,"[('Alte', 90), ('Terra Trust', 90), ('Terra Trust', 90), ('INA', 90), ('Alterra', 90), ('NC&', 90), ('Terra Trust', 90), ('China Finance Holding Company', 86), ('North Ryde Community Finance', 86), ('Minerva Finance and Investment', 86)]"
KKR GROUP FINANCE CO. LLC,23076,Group,54856,90,"[('Group', 90), ('Group', 90), ('Group', 90), ('INA', 90), ('A P Group Taken Over 25/10/92', 86), ('Ale Property Group Stapled Units', 86), ('APN European Retail Property Group', 86), ('ASG Group', 86), ('Astro Japan Property Group', 86), ('Australia New Agribusiness and Chemical Group', 86)]"
"DCP MIDSTREAM OPERATING, LP",23078,Stream,113905,90,"[('Stream', 90), ('Opera Limited', 90), ('DCP Agro', 86), ('L&CP', 86), ('Dominion Energy Midstream Partners Unit', 86), ('EQM Midstream (New York) Partners Units', 86), ('AMFM Operating', 86), ('Vornado Operating', 86), ('Western Midstream Partners Common Units', 86), ('Antero Midstream', 86)]"
Amyris Inc,23080,Amyris,133698,100,"[('Amyris', 100), ('AM', 90), ('Capital M', 90), ('Capital A', 90), ('Amyris BDR', 90), ('Amyris (Mexico)', 90), ('Amyris (BRN)', 90), ('Amyris (Frankfurt)', 90), ('Amyris (XETRA)', 90), ('R R Securities', 86)]"
"Molson Coors International L.P.,",23083,National,222336,90,"[('National', 90), ('Terna', 90), ('Inter', 90), ('National', 90), ('National', 90), ('Tern', 90), ('National', 90), ('Tern', 90), ('International', 90), ('National', 90)]"
"Reliance Holding USA, Inc.",23085,Reliance Capital,222625,90,"[('Reliance Capital', 90), ('LDI Corporation', 90), ('Reliance Capital', 90), ('Relia', 90), ('E&H', 90), ('Reliance Capital', 90), ('Corporation Holding', 90), ('Reliance Capital', 90), ('AKB Corporation Holding', 86), ('AKG Holding', 86)]"
MERCHANTS BANK OF INDIANA,23088,Security Bank,200310,90,"[('Security Bank', 90), ('Diana', 90), ('India Securities', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Bank of India', 90), ('Merchant', 90)]"
Morgan Stanley Secured Financing LLC,23089,Financing,17627,90,"[('Financing', 90), ('Stanley', 90), ('Stanley', 90), ('Morgan Stanley', 90), ('Secure', 90), ('Morgan Stanley', 90), ('Morgan Stanley', 90), ('Morgan and Banks', 86), ('Kinder Morgan Canada', 86), ('Morgan Financial Trust', 86)]"
"VANTIV, LLC",23090,Vantiv Inc B,211029,95,"[('Vantiv Inc B', 95), ('Vantive', 92), ('ANT', 90), ('Capital A', 90), ('Vantive (Berlin)', 90), ('T T', 86), ('Vantis', 83), ('Avanti Capital', 83), ('Interavanti', 82), ('Tivo', 77)]"
Sabra Health Care Limited Partnership,23092,Health,93313,90,"[('Health', 90), ('Health', 90), ('Artner', 90), ('Capital Partners', 90), ('Asaleo Care', 86), ('Australian Health', 86), ('Beauty Health Group', 86), ('Eagle Health', 86), ('Health and Life', 86), ('ITL Health Group', 86)]"
Body Central Corp,23094,Body Central,52748,100,"[('Body Central', 100), ('ENT', 90), ('Central Securities', 90), ('Central Securities', 90), ('Central Securities', 90), ('Entra', 90), ('DY', 90), ('Central Securities', 90), ('Body Central (Frankfurt)', 90), ('Central Asia Resources', 86)]"
Campus Crest Communities Operating Partnership,23099,Campus Crest Communities,59331,90,"[('Campus Crest Communities', 90), ('Capital Partners', 90), ('Kids Campus', 86), ('Northern Crest Investments', 86), ('AGF Master Partnership Unit', 86), ('CI Master Partnership', 86), ('Kingscross Communities', 86), ('Regal Lifestyle Communities', 86), ('Taylor NGL Limited Partnership', 86), ('Campus Investments', 86)]"
"Nomura America Finance, LLC",23103,Nomura,112291,90,"[('Nomura', 90), ('ICA AB', 90), ('AME', 90), ('INA', 90), ('Nomura', 90), ('Nomura', 90), ('ICA AB', 90), ('ICA AB', 90), ('AME', 90), ('Prime Finance', 86)]"
TAL Advantage IV LLC,23104,Tag Corporation,39809,90,"[('Tag Corporation', 90), ('Vantage', 90), ('ANT', 90), ('Advant', 90), ('Anta', 90), ('Ta', 90), ('Advantage Energy Income Fund', 86), (""BG Advantage Standard and Poor's / TSX Income Trust Index Fund"", 86), ('Logiq Advantage Bond Fund', 86), ('Redwood Advantage Monthly Income Series A', 86)]"
Mizuho Funding LLC,23105,Mizuho Securities,28403,90,"[('Mizuho Securities', 90), ('A&E Capital Funding Single Voting', 86), ('Funding Electric Vehicles', 86), ('D&D', 86), ('Aegis Consumer Funding Group', 86), ('Mizuho Trust and Banking (Non-NASDAQ OTC)', 86), ('Muni Funding Company of America 144A', 86), ('United Development Funding IV Common Shares of Beneficial Interest', 86), ('United Development Funding III Unit', 86), (""Corts Trust Bellsouth Capital Funding 'D' Corts 7.12%"", 86)]"
LG&E and KU Energy LLC,23106,E&A,1481,90,"[('E&A', 90), ('Energy', 90), ('ERG', 90), ('Energy', 90), ('KU Energy', 90), ('Energy', 90), ('ERG', 90), ('ERG', 90), ('E and Corporation', 90), ('Acer Energy', 86)]"
"CLUBCORP CLUB OPERATIONS, INC.",23111,Ion,73918,90,"[('Ion', 90), ('ATI', 90), ('Clubcorp', 90), ('Ion', 90), ('ATI', 90), ('Opera Limited', 90), ('Club Resorts', 86), ('Club de Campo', 86), ('Club Monaco', 86), ('Cobden Club (the)', 86)]"
NORTHERN TIER ENERGY LLC,23117,Northern Tier Energy,60776,100,"[('Northern Tier Energy', 100), ('Northern Energy', 95), ('North', 90), ('Energy', 90), ('North', 90), ('ERG', 90), ('Energy', 90), ('Energy', 90), ('ERG', 90), ('ERG', 90)]"
Trinity Rail Leasing 2010 LLC,23118,Security Leasing Corporation,113453,90,"[('Security Leasing Corporation', 90), ('Trinity Capital', 90), ('Trinity Capital', 90), ('Init', 90), ('Trinity Capital', 90), ('Security Leasing Corporation', 90), ('Trinity Capital', 90), ('Fibra Leasing', 86), ('Commercial Leasing B (Suspended - 24/03/93)', 86), ('Intercan Leasing', 86)]"
Weatherford International Ltd.,23120,Weatherford International,282923,100,"[('Weatherford International', 100), ('Weatherford International', 100), ('Weatherford International', 100), ('Weatherford International (Mexico)', 95), ('Weatherford International (BRN)', 95), ('Weatherford International (Frankfurt)', 95), ('Weatherford International (Paris-SBF)', 95), ('Weatherford International (XETRA)', 95), ('National', 90), ('Terna', 90)]"
"Plaza Drive Properties, LLC",23121,PLA,38112,90,"[('PLA', 90), ('DRI', 90), ('RTI', 90), ('Roper', 90), ('RIV Capital', 90), ('Plaza', 90), ('Capital Properties', 90), ('Capital Properties', 90), ('D J Properties', 86), ('Horizon Properties Suspended 22/01/92', 86)]"
NGL ENERGY OPERATING LLC,23122,Energy,79025,90,"[('Energy', 90), ('ERG', 90), ('ATI', 90), ('Energy', 90), ('Energy', 90), ('ERG', 90), ('ERG', 90), ('ATI', 90), ('Opera Limited', 90), ('Acer Energy', 86)]"
"American Realty Capital Trust, Inc.",23123,American Realty Trust,62497,100,"[('American Realty Trust', 100), ('American Realty Trust', 100), ('American Realty Trust', 100), ('American Realty Funds', 95), ('AM', 90), ('Real Security', 90), ('IC', 90), ('ICA AB', 90), ('American Realty Capital Healthcare Trust', 90), ('American Capital', 90)]"
Macquarie PMI LLC,23124,AR,24258,90,"[('AR', 90), ('IE', 90), ('PM', 90), ('Macquarie Communications Infrastructure Group', 86), ('Macquarie Goodman Industrial', 86), ('Macquarie Goodman Management', 86), ('Macquarie Goodman Management', 86), ('Macquarie Industrial Trust', 86), ('Macquarie Media', 86), ('Macquarie Office Trust New', 86)]"
FXCM Inc.,23125,FXCM Inc,72856,100,"[('FXCM Inc', 100), ('FXCM Inc', 100), ('X', 90), ('Capital M', 90), ('FXCM Class A (XETRA)', 90), ('FCM', 86), ('Flexcom', 73), ('M&FC', 71), ('Sofcom', 68), ('Xacmaz Avtovagza', 68)]"
"Swift Services Holdings, Inc.",23126,Holdings,206120,90,"[('Holdings', 90), ('Security Service', 90), ('Holdings', 90), ('LDI Corporation', 90), ('Holdings', 90), ('T&S', 90), ('Holdings', 90), ('Corporation Holding', 90), ('Holdings', 90), ('3Q Holdings', 86)]"
Kinder Morgan Finance Company LLC,23127,Trust Company,4284,90,"[('Trust Company', 90), ('Kinder Morgan', 90), ('Allco Finance Group', 86), ('Bakixanov Company', 86), ('Beneficial Finance', 86), ('Company On', 86), ('Dominant Finance Inc', 86), ('Faulding FH&Company', 86), ('Hyundai Finance', 86), ('Intermills (Finance)', 86)]"
"Motorola Mobility Holdings, Inc.",23129,Motorola Mobility Holdings,60653,100,"[('Motorola Mobility Holdings', 100), ('Motorola Mobility Holdings (Frankfurt)', 95), ('Motorola Mobility Holdings (XETRA)', 95), ('Otor', 90), ('Toro', 90), ('Holdings', 90), ('Motorola', 90), ('Holdings', 90), ('Holdings', 90), ('Holdings', 90)]"
"GAIN CAPITAL HOLDINGS, INC.",23132,Gain Capital Holdings,59994,100,"[('Gain Capital Holdings', 100), ('AIN Holdings', 96), ('Gain Plus Holdings', 95), ('GA Holdings', 92), ('AI Holdings', 92), ('GA Capital', 90), ('Holdings', 90), ('Holdings', 90), ('LDI Corporation', 90), ('Holdings', 90)]"
"CORESITE, L.P.",23135,IT,27121,90,"[('IT', 90), ('Coresite Realty', 90), ('Re Capital', 90), ('Core', 90), ('Re Capital', 90), ('ESI', 90), ('Sit', 90), ('Core', 90), ('Coresite Realty Preferred Series A', 90), ('Coresite Realty Corpn Class B', 90)]"
Talmer Bank and Trust,23136,Security Bank,200310,90,"[('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('NK', 90), ('Ta', 90), ('Security Bank', 90)]"
Deutsche Bank Capital Trust II,23137,Deutsche Bank,166257,95,"[('Deutsche Bank', 95), ('Deutsche Bank', 95), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Deutsche Capital', 90), ('Security Bank', 90)]"
"Coca-Cola Refreshments USA, Inc.",23139,Coca Cola,132882,90,"[('Coca Cola', 90), ('Coca-Cola Amatil', 86), ('Danske Invest USA', 86), ('Nordea Invest USA', 86), ('USA REIT Fund', 86), ('Chukyo Coca-Cola', 86), ('Mikasa Coca-Cola', 86), ('Mikuni Coca-Cola', 86), ('Bank International Settlements BIZ USA Tranche (Limited Data)', 86), ('Ceatech USA', 86)]"
