Target Name,Target No.,Top Match Name,Top Match No.,Top Match Score,All Matched
YUNNAN ENERGY INVESTMENT OVERSEAS FINANCE COMP,25392,Investment Trust Corporation,48177,90,"[('Investment Trust Corporation', 90), ('Trust Invest', 90), ('Energy', 90), ('Investment Trust Corporation', 90), ('Investment Trust Corporation', 90), ('Energy Capital Investment', 90), ('Investment Trust Corporation', 90), ('Energy', 90), ('Energy', 90), ('Acer Energy', 86)]"
"Tahoe Group Global (Co.,) Limited",25393,Group,54856,90,"[('Group', 90), ('Group', 90), ('Group', 90), ('Globa', 90), ('Global', 90), ('Global', 90), ('Adtrans Group', 86), ('Alliance Group Capital', 86), ('Allmine Group Limited', 86), ('Allmine Group Limited', 86)]"
ORIENT HUIZHI LIMITED,25394,ENT,1607,90,"[('ENT', 90), ('Hi', 90), ('IE', 90), ('Orient', 90), ('Canada Orient Resources', 86), ('Trans Orient Petroleum', 86), ('Orient Energy and Logistics Holdings', 86), ('Orient Linen and Cotton', 86), ('Orient Tourism Development', 86), ('Oxygene Extreme Orient', 86)]"
"TIANQI FINCO CO., LTD",25395,IA,119645,90,"[('IA', 90), ('NC&', 90), (""Tianqi Lith Industries 'A'"", 86), ('T T', 86), ('F&F', 86), (""Tianqi Lithium H 'H'"", 86), (""Tianqi Lithium (SEC) Industries 'A'"", 86), ('Automotive Finco (Non-NASDAQ OTC)', 86), (""Tianqi Lithium H (Munich) 'H'"", 86), ('Automotive Finco (Frankfurt)', 86)]"
HUARONG UNIVERSE INVESTMENT HOLDING LIMITED,25396,Investment Trust Corporation,48177,90,"[('Investment Trust Corporation', 90), ('Trust Invest', 90), ('E-Invest', 90), ('Investment Trust Corporation', 90), ('Universe', 90), ('Investment Trust Corporation', 90), ('Investment Trust Corporation', 90), ('NT Holding', 90), ('Univers', 90), ('Corporation Holding', 90)]"
Leader Goal International Limited,25397,Leader,27830,90,"[('Leader', 90), ('National', 90), ('Terna', 90), ('Inter', 90), ('Leader', 90), ('National', 90), ('National', 90), ('Tern', 90), ('National', 90), ('Lead', 90)]"
BOSC International (BVI) Limited,25398,Ion,73918,90,"[('Ion', 90), ('National', 90), ('Terna', 90), ('Inter', 90), ('National', 90), ('National', 90), ('Tern', 90), ('ATI', 90), ('Ion', 90), ('National', 90)]"
Lai Fung Bonds (2018) Limited,25399,NDS,28652,90,"[('NDS', 90), ('Bond', 90), ('Barclays Diversified Portuguese Bonds Fund', 86), ('BIL Bonds Class D Dollar American (SICAV) Distribution', 86), ('Jimh (Fung Fu)', 86), ('Lai Fai International Holdings', 86), ('Lai Sun China Property Assets (Kuala Lumpur)', 86), ('Li and Fung', 86), ('Netz Bonds Limited', 86), ('NG Fung Hong', 86)]"
WHARF REIC FINANCE (BVI) LIMITED,25400,INA,65640,90,"[('INA', 90), ('Wha', 90), ('Hyundai Finance', 86), ('Prime Finance', 86), ('Petrobras Inernational Finance Company', 86), ('RCI Finance', 86), ('Wharf Resources', 86), ('3A Finance', 86), ('Alpha Finance', 86), ('Artis Finance', 86)]"
Smart Insight International Limited,25401,National,222336,90,"[('National', 90), ('Terna', 90), ('Insight', 90), ('Inter', 90), ('National', 90), ('National', 90), ('Tern', 90), ('National', 90), ('Smart', 90), ('Insight', 90)]"
EASE TRADE GLOBAL LIMITED,25402,Global Trade,34898,95,"[('Global Trade', 95), ('Rad', 90), ('ADE', 90), ('Globa', 90), ('Global', 90), ('Global', 90), ('Antipodes Global Investment Company', 86), ('Consolidated Global Investments', 86), ('European Investors Global Property Trust Dead', 86), ('Evans and Partners Global Distruption Fund', 86)]"
Huatai International Financial Products Limite,25403,National,222336,90,"[('National', 90), ('Financial Trust Corporation', 90), ('National', 90), ('National', 90), ('Financial Trust Corporation', 90), ('Financial Trust Corporation', 90), ('Financial Trust Corporation', 90), ('National', 90), ('Financial Trust Corporation', 90), ('Capital Product', 90)]"
Horse Gallop Finance Limited,25404,All Corporation,24093,90,"[('All Corporation', 90), ('INA', 90), ('Prime Finance', 86), ('Minerva Finance and Investment', 86), ('Paramount Ventures and Finance A', 86), ('Petrobras Inernational Finance Company', 86), ('RCI Finance', 86), ('3A Finance', 86), ('Alpha Finance', 86), ('Artis Finance', 86)]"
Legend Fortune Limited,25405,Legend Capital,237730,90,"[('Legend Capital', 90), ('EG', 90), ('Legend Capital', 90), ('Legend Capital', 90), ('Esperance Bonne Fortune', 86), ('Global Fortune Investment', 86), ('Canadian Fortune Resources', 86), ('Connecticut Canadian Fortune Merger Into 329969', 86), ('Dragon Legend Entertainment', 86), ('Fortune River Resource', 86)]"
Vigorous Champion International Limited,25406,Champion International,63466,95,"[('Champion International', 95), ('National', 90), ('Terna', 90), ('Inter', 90), ('National', 90), ('Pion', 90), ('National', 90), ('Champion', 90), ('Tern', 90), ('Vigoro', 90)]"
