Target Name,Target No.,preprocessed,First word,Top matched name for First word,Top matched No. for First word,Matched score for First word,Second word,Top matched name for Second word,Top matched No. for Second word,Matched score for Second word,Third word,Top matched name for Third word,Top matched No. for Third word,Matched score for Third word
Bank of China (Hong Kong) Limited,6484,bank of china (hong kong),bank,Bank of China 'H' (SZS),219486,94.2,bank of,Bank of China 'H' (SZS),219486,94.2,bank of china,Bank of China 'H' (SZS),219486,94.2
Bank of China (Hong Kong) Limited,10356,bank of china (hong kong),bank,Bank of China 'H' (SZS),219486,94.2,bank of,Bank of China 'H' (SZS),219486,94.2,bank of china,Bank of China 'H' (SZS),219486,94.2
BANK OF CHINA (LUXEMBOURG) S.A.,15184,bank of china (luxembourg),bank,Bank of China 'H' (XETRA),290651,95.0,bank of,Bank of China 'H' (XETRA),290651,95.0,bank of china,Bank of China 'H' (XETRA),290651,95.0
Bank of China (New Zealand) Limited,16721,bank of china (new zealand),bank,Trust Bank New Zealand,40244,94.8,bank of,Bank of New England,70359,94.8,bank of china,Bank of China 'H' (XETRA),290651,93.8
Bank of China Group Investment Limited,10401,bank of china group investment,bank,Amman Bank for Investment,142399,93.0,bank of,Bank of Ireland Group,87593,92.6,bank of china,Bank of China 'H' (XETRA),290651,92.39999999999999
Bank of China Limited (Qatar Financial Centre,17115,bank of china (qatar financial centre,bank,Bank of the James Financial Group,135764,93.2,bank of,Bank of the James Financial Group,135764,93.2,bank of china,Bank of China 'H' (Vienna Stock Exchange),255168,92.39999999999999
"Bank of China Samsung Life Insurance Co., Ltd.",7263,bank of china samsung life insurance,bank,Bankers Fidelity Life Insurances,70373,93.0,bank of,Bank of San Francisco,128287,92.0,bank of china,Bank of China 'H' (XETRA),290651,91.8
Bank of China Taipei Branch,18505,bank of china taipei branch,bank,Bank of Hawaii DRC Each,184657,94.39999999999999,bank of,Bank of Hawaii DRC Each,184657,94.39999999999999,bank of china,Bank of China 'H',162413,93.6
BANQUE POPULAIRE AQUITAINE CENTRE ATLANTIQUE,8550,banque populaire aquitaine centre atlantique,banque,Banque Transatlantique,15429,92.2,banque populaire,Banque Populaire,106355,90.6,banque populaire aquitaine,Banque Populaire,106355,90.6
BANQUE POPULAIRE ATLANTIQUE S.A.,8412,banque populaire atlantique,banque,Banque Populaire,106355,94.8,banque populaire,Banque Populaire,106355,94.8,banque populaire atlantique,Banque Populaire,106355,94.8
BANQUE POPULAIRE BOURGOGNE FRANCHE-COMTE S.A.,8505,banque populaire bourgogne franche-comte,banque,Banque Populaire,106355,91.39999999999999,banque populaire,Banque Populaire,106355,91.39999999999999,banque populaire bourgogne,Banque Populaire,106355,91.39999999999999
BANQUE POPULAIRE COTE D'AZUR S.A.,8504,banque populaire cote d'azur,banque,Banque Populaire,106355,94.6,banque populaire,Banque Populaire,106355,94.6,banque populaire cote,Banque Populaire,106355,94.6
BANQUE POPULAIRE DE L'OUEST S.C.,8478,banque populaire de l'ouest s.c.,banque,Banque Populaire,106355,93.39999999999999,banque populaire,Banque Populaire,106355,93.39999999999999,banque populaire de,Banque Populaire,106355,93.39999999999999
BANQUE POPULAIRE DES ALPES S.A.,8503,banque populaire des alpes,banque,Banque Populaire,106355,95.19999999999999,banque populaire,Banque Populaire,106355,95.19999999999999,banque populaire des,Banque Populaire,106355,95.19999999999999
BANQUE POPULAIRE DU MASSIF CENTRAL S.A.,8508,banque populaire du massif central,banque,Banque Populaire,106355,92.8,banque populaire,Banque Populaire,106355,92.8,banque populaire du,Banque Populaire,106355,92.8
BANQUE POPULAIRE DU NORD S.A.,8433,banque populaire du nord,banque,Banque Populaire,106355,96.0,banque populaire,Banque Populaire,106355,96.0,banque populaire du,Banque Populaire,106355,96.0
BANQUE POPULAIRE DU SUD COFAV,8502,banque populaire du sud cofav,banque,Banque Populaire,106355,94.2,banque populaire,Banque Populaire,106355,94.2,banque populaire du,Banque Populaire,106355,94.2
Banque Populaire Lorraine Champagne,8467,banque populaire lorraine champagne,banque,Banque Populaire,106355,92.6,banque populaire,Banque Populaire,106355,92.6,banque populaire lorraine,Banque Populaire,106355,92.6
BANQUE POPULAIRE OCCITANE S.C.,8488,banque populaire occitane s.c.,banque,Banque Populaire,106355,94.0,banque populaire,Banque Populaire,106355,94.0,banque populaire occitane,Banque Populaire,106355,94.0
BANQUE POPULAIRE PROVENCALE ET CORSE,8482,banque populaire provencale et corse,banque,Banque Populaire,106355,92.39999999999999,banque populaire,Banque Populaire,106355,92.39999999999999,banque populaire provencale,Banque Populaire,106355,92.39999999999999
