Target Name,Target No.,preprocessed,Focus Text,Shortest Match Name,Shortest Match No.,Non-NASDAQ OTC Match Name,Non-NASDAQ OTC Match No.,Matched Name 1,Matched No. 1,Matched Score 1,Matched Name 2,Matched No. 2,Matched Score 2,Matched Name 3,Matched No. 3,Matched Score 3,Matched Name 4,Matched No. 4,Matched Score 4,Matched Name 5,Matched No. 5,Matched Score 5,Matched Name 6,Matched No. 6,Matched Score 6,Matched Name 7,Matched No. 7,Matched Score 7,Matched Name 8,Matched No. 8,Matched Score 8,Matched Name 9,Matched No. 9,Matched Score 9,Matched Name 10,Matched No. 10,Matched Score 10
"KOREA-SEVEN CO., LTD.",14349,korea seven,korea,ADM Korea,116537.0,Korea Polyol (Non-NASDAQ OTC),237640.0,Korea Steel,120349,99.82000000000001,Korease,120353,99.78,Korea Cement,36238,99.78,Korea Cement,120318,99.78,Korea Savings Bank,36267,99.75,Korea Asset Investment Securities,120315,99.73,Korea Tungsten,36270,99.72,Korea Asset in Trust,120314,99.72,Korea Development,36243,99.71,Korea Deming,36242,99.7
Koromo S.A.,15305,koromo,koromo,,,,,Oro,112541,99.67,OM Holdings,3117,99.5,OM,43231,99.5,Mo,60623,99.5,OM Group,60832,99.5,OM Holdings,85128,99.5,OM Holdings International,131092,99.5,OM Holdings (Kuala Lumpur),218498,99.5,OM Holdings (Non-NASDAQ OTC),247749,99.5,OM Holdings (Stuttgart),273280,99.5
KOS S.P.A.,12320,kos,kos,KOS Pharmaceuticals,74181.0,,,KOS International Holdings,102085,100.0,Ekos,34208,99.86,Kose,106779,99.86,Kosy,126192,99.86,Koss,137213,99.86,Koss,197401,99.86,Kose (Non-NASDAQ OTC),246772,99.86,Kose (Frankfurt),271802,99.86,Koss (Berlin),287430,99.86,Kose (Munich),295616,99.86
KOTAK INFRASTRUCTURE DEBT FUND LIMITED,11810,kotak infrastructure debt fund,kotak,United Kotak,31334.0,,,Kotak Nifty Bank ETF,163294,99.58,Kotak Nifty IT ETF,163295,99.58,Kotak Nifty PSU Bank ETF,163297,99.57000000000001,Kotak Nifty 50 ETF,163291,99.54,Kotak Nifty 50 Value 20 ETF,163292,99.53,Kotak Mahindra Bank Preference,163289,99.51,Kotak Nifty Midcap 50 ETF,163296,99.51,Kotak Mahindra Bank 144A Sponsored GDR,207024,99.51,Kotak Mahindra Bank Goods (Luxembourg),207023,99.48,Kotak Nifty Alpha 50 ETF,163293,99.48
KOTAK INVESTMENT ADVISORS LIMITED,11547,kotak advisors,kotak,United Kotak,31334.0,,,Kotak Mahindra Bank,97100,99.64,Kotak Mahindra Bank (National India),222106,99.64,Kotak Mahindra Bank Goods (Luxembourg),207023,99.59,Kotak Gold ETF,163288,99.5,Kotak Nifty Bank ETF,163294,99.48,Kotak Nifty PSU Bank ETF,163297,99.48,Kotak Mahindra Bank 144A Sponsored GDR,207024,99.47,Kotak Mahindra Bank Preference,163289,99.46,Kotak Nifty 50 ETF,163291,99.44,Kotak Nifty IT ETF,163295,99.44
KOTAK MAHINDRA (INTERNATIONAL) LIMITED,15507,kotak mahindra,kotak,United Kotak,31334.0,,,Kotak Mahindra Bank,97100,100.0,Kotak Mahindra Bank (National India),222106,100.0,Kotak Mahindra Bank Goods (Luxembourg),207023,99.82000000000001,Kotak Mahindra Bank Preference,163289,99.72,Kotak Mahindra Bank 144A Sponsored GDR,207024,99.6,Kotak Nifty Midcap 50 ETF,163296,99.51,Kotak Gold ETF,163288,99.5,Kotak Nifty Bank ETF,163294,99.48,Kotak Nifty Alpha 50 ETF,163293,99.47,Kotak Nifty 50 ETF,163291,99.44
KPNQwest N.V.,16073,kpnqwest n.v.,kpnqwest,Kpnqwest Non Voting 'C' (Non-NASDAQ OTC),237648.0,Kpnqwest Non Voting 'C' (Non-NASDAQ OTC),237648.0,Kpnqwest Non Voting 'C' (Non-NASDAQ OTC),237648,99.61,West,31609,99.47,West Group International,51625,99.47,West,61801,99.47,West,78284,99.47,West Holdings,107339,99.47,West Holdings (Non-NASDAQ OTC),240852,99.47,West (Frankfurt),282942,99.47,West (Berlin),303715,99.47,KPN (SEAQ International),295617,99.38
Kraftwerk Eglisau-glattfelden AG,5648,kraftwerk eglisau glattfelden,kraftwerk,Bernische Kraftwerk,41419.0,,,Kraftwerke Altwuerttemberg,19314,99.58,Kernkraftwerk Goesgen-Daeniken,42740,99.58,Grosskraftwerk Franken,18145,99.51,Main-Kraftwerke,19715,99.45,Main-Kraftwerke (XETRA),19716,99.45,Veba Kraftwerke Ruhr,23353,99.45,Nordwestdeutsche Kraftwerke Preference,169584,99.45,Vorarlberger Kraftwerke AG Class B,171267,99.43,Centralschweizerische Kraftwerke,177880,99.39,Vorarlberger Kraftwerke,23531,99.38
Kraftwerke Linth-Limmern AG (KLL),5577,kraftwerke linth limmern,kraftwerke,Kraftwerke Altwuerttemberg,19314.0,,,Kraftwerke Altwuerttemberg,19314,99.64,Veba Kraftwerke Ruhr,23353,99.59,Main-Kraftwerke,19715,99.51,Main-Kraftwerke (XETRA),19716,99.51,Vorarlberger Kraftwerke AG Class B,171267,99.47,Nordwestdeutsche Kraftwerke Preference,169584,99.45,Vorarlberger Kraftwerke,23531,99.43,Nordwestdeutsche Kraftwerke,20595,99.39,Centralschweizerische Kraftwerke,177880,99.36,Kraft,27672,99.34
Kraftwerke Vorderrhein AG (KVR),5578,kraftwerke vorderrhein,kraftwerke,Kraftwerke Altwuerttemberg,19314.0,,,Veba Kraftwerke Ruhr,23353,99.62,Kraftwerke Altwuerttemberg,19314,99.58,Main-Kraftwerke,19715,99.54,Main-Kraftwerke (XETRA),19716,99.54,Nordwestdeutsche Kraftwerke Preference,169584,99.53,Vorarlberger Kraftwerke,23531,99.44,Vorarlberger Kraftwerke AG Class B,171267,99.42,Nordwestdeutsche Kraftwerke,20595,99.41,Centralschweizerische Kraftwerke,177880,99.41,Kraft,27672,99.37
