Target Name,Target No.,Top Match Name,Top Match No.,Top Match Score,All Matched
ASCENDAS PTE LTD,17832,ASC Trust,304,90,"[('ASC Trust', 90), ('Da Securities', 90), ('SCE', 90), ('Ascendas Hospitality REIT', 86), ('D&D', 86), ('Keppel DC REIT Managemen T PTE Limited', 86), ('Avago Technologies Finance PTE Limited', 86), ('T T', 86), ('Ascendas Real Estate Investment Trust', 86), ('Blockchain Cap Tokenhub PTE', 86)]"
DBS Capital Funding II Corporation,17833,BS,24840,90,"[('BS', 90), ('S&F Capital', 90), ('DB', 90), ('FI Imobiliario Tourmalet II Sen B', 86), ('Perls II Trust Perpetual Exchequer Resettable SEC', 86), ('A&E Capital Funding Single Voting', 86), ('B Split II Cap Shares', 86), ('Canadian Resources Income Trust II Unit', 86), ('Connor Clark and Lunn Conservative Income Fund II Units', 86), ('Connor Clark and Lunn Global Financials Fund II', 86)]"
CapitaCommercial Trust Management Limited,17835,Management Trust,19747,90,"[('Management Trust', 90), ('Acom', 90), ('Managem', 90), ('Capita', 90), ('Capita', 90), ('BKM Management', 86), ('Heine Management', 86), ('Waste Management', 86), (""CSA Management 'A'"", 86), ('Elite Management', 86)]"
NATIXIS,17836,Natixis,20404,100,"[('Natixis', 100), ('X', 90), ('IX', 90), ('IXI', 90), ('At Trust', 90), ('ATI', 90), ('Capital A', 90), ('TIX', 90), ('ATI', 90), ('Natixis United States Equity Opportunities ETF', 90)]"
Citydev Nahdah Pte. Ltd.,17838,CIT,15964,90,"[('CIT', 90), ('City', 90), ('City', 90), ('D&D', 86), ('Keppel DC REIT Managemen T PTE Limited', 86), ('Avago Technologies Finance PTE Limited', 86), ('T T', 86), ('Blockchain Cap Tokenhub PTE', 86), ('PRTS Cam PTE', 86), ('D A P P Digital Access Pass PTE Investments Public Company', 86)]"
Sembcorp Financial Services Pte Ltd.,17839,Financial Trust Corporation,195613,90,"[('Financial Trust Corporation', 90), ('Security Service', 90), ('Financial Trust Corporation', 90), ('Financial Trust Corporation', 90), ('Financial Trust Corporation', 90), ('Financial Trust Corporation', 90), ('Financial Services', 90), ('Financial Trust Corporation', 90), ('FC Financial Services', 87), ('CB Financial Services', 87)]"
FCT MTN Pte Ltd,17840,FCT,25935,90,"[('FCT', 90), ('Battle MTN CDA Exchangeable', 86), ('Dome MTN Resources', 86), ('Keppel DC REIT Managemen T PTE Limited', 86), ('Avago Technologies Finance PTE Limited', 86), ('Cumberland MTN Bancorp', 86), (""Zhejiang Jiecang Linear MTN Technology 'A'"", 86), ('T T', 86), ('MTN Nigeria Communications', 86), ('F&F', 86)]"
TML HOLDINGS PTE. LTD.,17841,TM Capital,13047,90,"[('TM Capital', 90), ('Holdings', 90), ('Holdings', 90), ('LDI Corporation', 90), ('Holdings', 90), ('Holdings', 90), ('Corporation Holding', 90), ('Holdings', 90), ('A N G Holdings (Australian)', 86), ('Action Holdings (Merg 21/07/93 SEE314292)', 86)]"
GLL IHT PTE. LTD.,17842,GL,34874,90,"[('GL', 90), ('GL', 90), ('Keppel DC REIT Managemen T PTE Limited', 86), ('Avago Technologies Finance PTE Limited', 86), ('T T', 86), ('Re&S Holdings PTE', 86), ('Blockchain Cap Tokenhub PTE', 86), ('S A M Trade Asia PTE', 86), ('D A P P Digital Access Pass PTE Investments Public Company', 86), ('Light', 72)]"
ST Engineering Financial I Ltd,17843,Engin,1601,90,"[('Engin', 90), ('Financial Trust Corporation', 90), ('Ring', 90), ('Financial Trust Corporation', 90), ('Financial Trust Corporation', 90), ('Financial Trust Corporation', 90), ('Financial Trust Corporation', 90), ('Financial Trust Corporation', 90), ('Count Financial', 86), ('FIP Infra-Estr BB VTRM Energ Sustentavel I', 86)]"
HSBC Institutional Trust Services (Singapore),17844,BC Institut,5541,90,"[('BC Institut', 90), ('Security Service', 90), ('Ausnet Services', 86), ('Funeral Services Group', 86), ('HSBC SEG On 1000', 86), ('IFS Construction Services', 86), ('Mac Services Group', 86), ('RXP Services', 86), ('Scientific Services', 86), ('Spotless Services', 86)]"
China Construction Bank Corporation,17846,China Construction Bank 'H',97079,95,"[(""China Construction Bank 'H'"", 95), (""China Construction Bank 'A'"", 95), ('China Construction Bank ADR 1:20', 95), (""China Construction Bank 'H' (SZS)"", 95), (""China Construction Bank 'H' (XETRA)"", 95), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('INA', 90), ('Security Bank', 90)]"
SingTel Group Treasury Pte. Ltd.,17847,Group,54856,90,"[('Group', 90), ('Group', 90), ('Group', 90), ('Adtrans Group', 86), ('Alliance Group Capital', 86), ('Allmine Group Limited', 86), ('Allmine Group Limited', 86), ('Ambition Group', 86), ('APA Sub Group', 86), ('APN Outdoor Group', 86)]"
CIMB Bank Berhad,17848,Security Bank,200310,90,"[('Security Bank', 90), ('IMB', 90), ('Security Bank', 90), ('Security Bank', 90), ('Be', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), (': be AG', 90), ('Security Bank', 90)]"
Den norske Bank ASA,17849,Security Bank,200310,90,"[('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Den Norske Bank F', 89), ('AFB Bank ASC', 86)]"
Australia and New Zealand Banking Group Limite,17850,Australia and New Zealand Banking Group,80289,95,"[('Australia and New Zealand Banking Group', 95), ('Australia and New Zealand Banking (New Zealand) Group', 95), ('Australian and New Zealand Banking Group DEF', 91), ('Australia and New Zealand Banking Group Rights', 91), ('New Zealand', 90), ('Austral', 90), ('Australia (ZRH) New Zealand Banking', 89), ('Australia and New Zealand Banking Group (XETRA)', 89), ('Australia and New Zealand Banking Group Capital Securities 9.125%', 88), ('Australia and New Zealand Banking Group Preference', 87)]"
"Mizuho Bank, Ltd.",17851,Security Bank,200310,90,"[('Security Bank', 90), ('Mizuho Securities', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('O-Bank', 90), ('NK', 90)]"
The Bank of East Asia Limited,17852,Bank of East Asia,97341,95,"[('Bank of East Asia', 95), ('Security Bank', 90), ('Asia Capital', 90), ('Asia Capital', 90), ('Security Bank', 90), ('Security Bank', 90), ('ASI', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90)]"
SKANDINAVISKA ENSKILDA BANKEN AB (PUBL),17853,Skandinaviska Enskilda Banken A,115141,92,"[('Skandinaviska Enskilda Banken A', 92), ('Skandinaviska Enskilda Banken C', 92), ('Navis', 90), ('Skandinaviska Enskilda Banken ADR 1:1', 87), ('Skandinaviska (BRN) Enskilda Banken A', 87), ('Skandinaviska (Non-NASDAQ OTC) Enskilda Banken A', 87), ('Skandinaviska (Frankfurt) Enskilda Banken C', 87), ('Skandinaviska (Frankfurt) Enskilda Banken A', 87), ('Skandinaviska (Berlin) Enskilda Banken ADR 1:1', 87), ('Kalceks Publ', 86)]"
"Bank of Communications Co., Ltd.",17854,Bank of Communications 'A',87443,95,"[(""Bank of Communications 'A'"", 95), (""Bank of Communications 'H'"", 95), (""Bank of Communications 'H' (SZS)"", 95), ('Ion', 90), ('Capital Communication', 90), ('Security Bank', 90), ('NIC', 90), ('ICA AB', 90), ('Security Bank', 90), ('Security Bank', 90)]"
