Target Name,Target No.,Top Match Name,Top Match No.,Top Match Score,All Matched
WESTERN ALLIANCE BANK,22673,All Corporation,24093,90,"[('All Corporation', 90), ('Security Bank', 90), ('West', 90), ('Capital Alliance', 90), ('Tern', 90), ('Security Bank', 90), ('Security Bank', 90), ('West', 90), ('West', 90), ('Security Bank', 90)]"
IBERIABANK Statutory Trust IV,22674,Iberia,18572,90,"[('Iberia', 90), ('Security Bank', 90), ('Stat', 90), ('Security Bank', 90), ('Security Bank', 90), ('Iberiabank', 90), ('Security Bank', 90), ('Security Bank', 90), ('K&S', 90), ('Security Bank', 90)]"
CT PREFERRED TRUST II,22675,Re Capital,67648,90,"[('Re Capital', 90), ('Re Capital', 90), ('D I', 90), ('Red Capital', 90), ('BTR Nylex Convertible Preferred', 86), ('FI Imobiliario Tourmalet II Sen B', 86), ('Perls II Trust Perpetual Exchequer Resettable SEC', 86), ('Preferred Capital Perpetual Exchange', 86), ('Canadian Resources Income Trust II Unit', 86), ('Connor Clark and Lunn Conservative Income Fund II Units', 86)]"
Capstead Mortgage Trust I,22676,Capstead Mortgage REIT,59343,93,"[('Capstead Mortgage REIT', 93), ('APS', 90), ('Cap', 90), ('Cap', 90), ('Cap', 90), ('Mortgage', 90), ('Cap', 90), ('Capstead Mortgage (XETRA)', 89), ('Charter Mortgage (Suspended 13/05/92)', 86), ('FIP Infra-Estr BB VTRM Energ Sustentavel I', 86)]"
AMERIANA CAPITAL TRUST I,22677,AM,14528,90,"[('AM', 90), ('AME', 90), ('IA', 90), ('AME', 90), ('Fabrika Otkovaka I Armature', 86), ('FIP EM Infu XP Omega I', 86), ('FIP Infra-Estr BB VTRM Energ Sustentavel I', 86), ('I D C', 86), ('Jelen I Staklorad DD', 86), ('Raiffeisen Bank D D Bosna I Hercegovina', 86)]"
Southwest Community Bank,22679,Security Bank,200310,90,"[('Security Bank', 90), ('Unit', 90), ('West', 90), ('Community Bank', 90), ('Security Bank', 90), ('Unit', 90), ('Security Bank', 90), ('Community Capital', 90), ('West', 90), ('Community Bank', 90)]"
Sun National Bank,22680,National-Bank,20403,95,"[('National-Bank', 95), ('National Bank', 95), ('Ion', 90), ('National', 90), ('Security Bank', 90), ('National', 90), ('NAL Bank', 90), ('ONA', 90), ('National', 90), ('Security Bank', 90)]"
AMNEAL PHARMACEUTICALS LLC,22683,Amneal Pharmaceuticals A,261237,96,"[('Amneal Pharmaceuticals A', 96), ('Amneal Pharmaceuticals A', 96), ('Amneal Pharmaceuticals Class B', 95), ('Amneal Pharmaceuticals Class C', 95), ('Ical', 90), ('ICA AB', 90), ('Amag Pharmaceuticals', 90), ('UTI', 90), ('ALS', 90), ('PHA', 90)]"
Dubuque Bank & Trust Company,22684,Trust Company,4284,90,"[('Trust Company', 90), ('Security Bank', 90), ('MPA', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90)]"
CIT Bank,22685,City Bank,82210,94,"[('City Bank', 94), ('CIT', 90), ('Security Bank', 90), ('IT', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90)]"
LIVE OAK BANKING COMPANY,22686,Trust Company,4284,90,"[('Trust Company', 90), ('Security Bank', 90), ('King', 90), ('Oak Capital', 90), ('MPA', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90)]"
Libertyville Bank & Trust Company,22687,Trust Company,4284,90,"[('Trust Company', 90), ('Security Bank', 90), ('Liberty', 90), ('Liberty', 90), ('Liberty', 90), ('Security Bank', 90), ('Security Bank', 90), ('Liberty', 90), ('Security Bank', 90), ('Security Bank', 90)]"
Sallie Mae Bank,22689,All Corporation,24093,90,"[('All Corporation', 90), ('Security Bank', 90), ('IE', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('E&M', 90), ('Security Bank', 90)]"
Clearwire Communications LLC,22690,Capital Communication,15640,90,"[('Capital Communication', 90), ('NIC', 90), ('ICA AB', 90), ('NIC', 90), ('Unica', 90), ('ATI', 90), ('Lear', 90), ('Munic', 90), ('ATI', 90), ('Lear', 90)]"
Volkswagen Bank Usa,22691,Agen,99,90,"[('Agen', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('KSW', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Volkswagen', 90), ('Security Bank', 90)]"
QUAD CITY BANK AND TRUST COMPANY,22692,Trust Company,4284,90,"[('Trust Company', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('City Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('AB and Company', 90)]"
HANMI BANK,22693,Security Bank,200310,90,"[('Security Bank', 90), ('Hanil Bank', 90), ('NMI Security', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('NK', 90)]"
THE HOME SAVINGS AND LOAN COMPANY,22694,Trust Company,4284,90,"[('Trust Company', 90), ('Savin', 90), ('Abilene Oil and Gas', 86), ('Adsteam and Marine', 86), ('Ambassador Oil and Gas', 86), ('Asia Oil and Minerals', 86), ('Aurora Oil and Gas', 86), ('Babcock and Brown', 86), ('Bakixanov Company', 86), ('Boag J and Son', 86)]"
"REPUBLIC BANK, INC.",22695,Republic Bank,95333,100,"[('Republic Bank', 100), ('Republic Bank', 100), ('First Republic Bank', 95), ('Public Bank', 92), ('REP', 90), ('Security Bank', 90), ('LIC', 90), ('Public', 90), ('IC', 90), ('Republic Bank (Guyana) Limited', 90)]"
BofI Federal Bank,22696,Federal Bank,97593,95,"[('Federal Bank', 95), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Federal', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Federal', 90)]"
WR Berkley Capital Trust II,22697,Be,70427,90,"[('Be', 90), (': be AG', 90), ('FI Imobiliario Tourmalet II Sen B', 86), ('Perls II Trust Perpetual Exchequer Resettable SEC', 86), ('B Split II Cap Shares', 86), ('Berkley Wallcoverings', 86), ('Canadian Resources Income Trust II Unit', 86), ('Connor Clark and Lunn Conservative Income Fund II Units', 86), ('Connor Clark and Lunn Global Financials Fund II', 86), ('Energy Split II Capital Yield Shares', 86)]"
"Anheuser-Busch InBev Worldwide, Inc.",22698,World,124206,90,"[('World', 90), ('Anheuser-Busch Inbev SA', 90), ('World', 90), ('World', 90), ('World', 90), ('Anheuser-Busch Inbev SA', 90), ('Arcadia Worldwide', 86), ('Doclocker Worldwide', 86), ('Reliance Worldwide', 86), ('Worldwide Resources', 86)]"
"Fresenius U.S. Finance II, Inc.",22699,Fresenius,87509,90,"[('Fresenius', 90), ('Belira U Stecaju', 86), ('Dominant Finance Inc', 86), ('Elekeiroz S A', 86), (""Foster's Group"", 86), (""Gibson's"", 86), ('Hyundai Finance', 86), ('Mcleod M S', 86), ('Perls II Trust Perpetual Exchequer Resettable SEC', 86), ('Prime Finance', 86)]"
