Target Name,Target No.,Top Match Name,Top Match No.,Top Match Score,All Matched
IBERIABANK Statutory Trust II,21881,Iberia,18572,90,"[('Iberia', 90), ('Security Bank', 90), ('Stat', 90), ('Security Bank', 90), ('Security Bank', 90), ('Iberiabank', 90), ('Security Bank', 90), ('Security Bank', 90), ('K&S', 90), ('Security Bank', 90)]"
CenterState Banks of Florida Statutory Trust I,21882,State Bank,77158,90,"[('State Bank', 90), ('Centerstate Bank', 90), ('Center Trust', 90), ('Florida Capital', 90), ('State Bank', 90), ('Bank of Western Australia', 86), ('Bank of Melbourne', 86), ('FIP EM Infu XP Omega I', 86), ('I D C', 86), ('Insurance of Barbados', 86)]"
United National Group Capital Trust I,21883,Ion,73918,90,"[('Ion', 90), ('National', 90), ('Unite Capital', 90), ('United', 90), ('Group', 90), ('National', 90), ('Group', 90), ('Unit', 90), ('ONA', 90), ('National', 90)]"
Sun Capital Trust V,21884,Sun Valley Gold Mines,12680,90,"[('Sun Valley Gold Mines', 90), ('Sun Vacation Properties', 90), ('Sun', 90), ('Sun*', 90), ('Sun Vending Technology', 90), ('Mission Valley Bancorp Sun Valley CA', 90), ('A V Buildings', 86), ('Sun International', 86), ('Central Sun Mining', 86), ('Desert Sun Mining', 86)]"
"Calpine Construction Finance Company, L.P.",21885,Trust Company,4284,90,"[('Trust Company', 90), ('Alpin', 90), ('Calpine', 90), ('Construction Corporation', 90), ('Construction Corporation', 90), ('Calpine', 90), ('Allco Finance Group', 86), ('Arthur Yates and Company', 86), ('Bakixanov Company', 86), ('Beneficial Finance', 86)]"
Alabama National Statutory Trust III,21886,National,222336,90,"[('National', 90), ('National', 90), ('Stat', 90), ('National', 90), ('National', 90), ('National', 90), ('National 1', 86), ('National Drafting', 86), ('National Foods', 86), ('National Forge', 86)]"
FIRST SOUTH PREFERRED TRUST I,21887,First,186249,90,"[('First', 90), ('Firs', 90), ('First', 90), ('First', 90), ('First', 90), ('First', 90), ('First', 90), ('First', 90), ('First', 90), ('T&S', 90)]"
SNB Capital Trust IV,21888,B I Incorporated,70321,90,"[('B I Incorporated', 90), ('Penfold Capital Acquisition IV Corporation', 86), ('Phoenician Corporation IV', 86), ('CNL Income and Growth Fund IV', 86), ('Cole Credit Property Trust IV', 86), ('Consolidated Cap Pptys Limited Partnership Units IV', 86), ('Independence Tax Credit Plus Limited Partnership IV', 86), ('Rancon Realty Fund Unit Int IV', 86), ('Sovereign Capital Trust IV Piers', 86), ('Corts Trust IV 7%', 86)]"
Principal Life Income Fundings Trusts,21889,Principal Capital,116046,90,"[('Principal Capital', 90), ('Aeyna Life and Casualty', 86), ('Colonial Mutual Life', 86), ('Fai Life', 86), ('Health and Life', 86), ('International Income', 86), ('Life Tel On', 86), ('Premium Income Fund', 86), ('Principal America Office', 86), ('Principal Office Fund', 86)]"
Simmons First Capital Trust III,21890,First,186249,90,"[('First', 90), ('Firs', 90), ('First', 90), ('First', 90), ('First', 90), ('First', 90), ('First', 90), ('First', 90), ('First', 90), ('S&F Capital', 90)]"
RIG CAPITAL TRUST I,21891,G Capital,118939,90,"[('G Capital', 90), ('G Capital', 90), ('Fabrika Otkovaka I Armature', 86), ('FIP EM Infu XP Omega I', 86), ('Jelen I Staklorad DD', 86), ('Raiffeisen Bank D D Bosna I Hercegovina', 86), ('Rio Bravo Credito Imobiliario I FII', 86), ('Unis Proizvodnja I Prerada Zice', 86), ('UTT I Turizam Prijedor', 86), ('A L I Technologies', 86)]"
Heartland Financial Statutory Trust III,21892,Financial Trust Corporation,195613,90,"[('Financial Trust Corporation', 90), ('Financial Trust Corporation', 90), ('Financial Trust Corporation', 90), ('Financial Trust Corporation', 90), ('Heartland', 90), ('Financial Trust Corporation', 90), ('Financial Trust Corporation', 90), ('Count Financial', 86), ('DKN Financial Group', 86), ('Gral Fabril Financial', 86)]"
PXRE Capital Trust VI,21893,X,13869,90,"[('X', 90), ('Re Capital', 90), ('Re Capital', 90), ('Perpetual Growth Fund VI Mutual', 86), ('Angeles Income Properties VI', 86), ('RBS Capital Funding Trust VI 6.25%', 86), ('Landsing Institutional Properties Trust VI Share Beneficiary', 86), ('Meridian Point Realty VI', 86), (""Public Storage Properties VI 'A'"", 86), ('Wells Fargo Capital Trust VI 6.95%', 86)]"
Lakeland Statutory Trust II,21894,Elan,109296,90,"[('Elan', 90), ('Lake', 90), ('Stat', 90), ('Elan', 90), ('KEL', 90), ('Land', 90), ('FI Imobiliario Tourmalet II Sen B', 86), ('Perls II Trust Perpetual Exchequer Resettable SEC', 86), ('Berkeley Capital II', 86), ('Canadian Resources Income Trust II Unit', 86)]"
Southside Statutory Trust III,21895,Stat,30528,90,"[('Stat', 90), ('Berlin III AS', 86), ('S E S', 86), ('D&D', 86), ('American Tax Credit Properties Units Limited Partnership III', 86), ('United Development Funding III Unit', 86), ('Corts Trust III Sherwin Williams Class A 7.25%', 86), ('Corts Trust III First Union Institutional Capital 7.5%', 86), (""Lincoln National Capital III Trust Originated Preferred Securities 'C' 7.40%"", 86), ('Muniholdings California Insured Fund III', 86)]"
Nara Statutory Trust IV,21896,Stat,30528,90,"[('Stat', 90), ('S A S', 86), ('Boston Financial Qualified Housing Tax Credit Unit Limited Partnership IV', 86), ('CNL Income and Growth Fund IV', 86), ('Consolidated Cap Pptys Limited Partnership Units IV', 86), ('Independence Tax Credit Plus Limited Partnership IV', 86), ('Rancon Realty Fund Unit Int IV', 86), ('United Development Funding IV Common Shares of Beneficial Interest', 86), ('Corts Trust IV 7%', 86), ('Fintech Acquisition IV Units', 86)]"
NBC CAPITAL CORPORATION (MS) STATUTORY TRUST I,21897,Stat,30528,90,"[('Stat', 90), ('FIP Infra-Estr BB VTRM Energ Sustentavel I', 86), ('I D C', 86), ('Raiffeisen Bank D D Bosna I Hercegovina', 86), ('Rio Bravo Credito Imobiliario I FII', 86), ('Unis Proizvodnja I Prerada Zice', 86), ('Bojoplast Gradevinstvo I Trgovina', 86), ('Brascan Adjustable Rate Trust I Units', 86), ('C I L', 86), ('Compania Chilena de Navigacion I', 86)]"
Cathay Capital Trust II,21898,At Trust,45099,90,"[('At Trust', 90), ('CA', 90), ('FI Imobiliario Tourmalet II Sen B', 86), ('Perls II Trust Perpetual Exchequer Resettable SEC', 86), ('B Split II Cap Shares', 86), (""Cathay Energy 'A'"", 86), ('Cathay Overseas Class A Voting', 86), ('Canadian Resources Income Trust II Unit', 86), ('Connor Clark and Lunn Conservative Income Fund II Units', 86), ('Connor Clark and Lunn Global Financials Fund II', 86)]"
