Target Name,Target No.,Top Match Name,Top Match No.,Top Match Score,All Matched
Reckson Associates Realty Corp.,21502,Reckson Associates Realty,67658,95,"[('Reckson Associates Realty', 95), (""Reckson Associates Realty 'B'"", 91), ('Real Security', 90), ('AG Associates', 90), ('Real Security', 90), ('Record Realty', 86), ('BF Realty Holdings', 86), ('British Group Realty', 86), ('Capa City Realty', 86), ('Epping Realty', 86)]"
First Chicago NBD Capital I,21503,First Chicago,64782,95,"[('First Chicago', 95), ('First Chicago NBD', 95), ('First Chicago NBD', 95), ('First', 90), ('Firs', 90), ('First', 90), ('ICA AB', 90), ('First', 90), ('First', 90), ('First', 90)]"
SunTrust Capital III,21504,UST,123911,90,"[('UST', 90), ('UST', 90), ('Sun', 90), ('Sun*', 90), ('UST', 90), ('Income Streams III Equity Dividend', 86), ('Penfold Capital Acquisition III', 86), ('R Split III Class A', 86), ('IPF III Spor VSZ IF', 86), ('American Tax Credit Properties Units Limited Partnership III', 86)]"
Cenveo Corporation,21505,Cenveo,53082,100,"[('Cenveo', 100), ('Cenveo Enterprises', 90), ('NVE', 90), ('Cenveo (Berlin)', 90), ('Ceninve', 77), ('Kenvelo', 77), ('Veos', 77), ('Cenvest Inc', 77), ('Veon', 77), ('Bioenvelop Technologies', 75)]"
"Anixter Pentacon, Inc.",21506,ENT,1607,90,"[('ENT', 90), ('Penta', 90), ('TAC', 90), ('IX', 90), ('Acon', 90), ('Pentaco', 90), ('Pentacon', 90), ('NIX Incorporated', 90), ('TAC', 90), ('Ta', 90)]"
Fleet Capital Trust V,21507,Fleet Capital Trust VI Trust Originated Preferred Securities 8.8%,144601,90,"[('Fleet Capital Trust VI Trust Originated Preferred Securities 8.8%', 90), ('Fleet Capital Trust VII 7.20% Preferred Cap Securities', 90), ('Fleet Capital Trust VIII Preferred', 90), ('A V Buildings', 86), ('Econocom International N V New', 86), ('H V A Registered', 86), ('K-T-V Invest', 86), ('Pacifico V Region', 86), ('R S V Certificates', 86), ('V Fund Investments', 86)]"
ABN Amro Capital Funding Trust II,21508,AMR,52258,90,"[('AMR', 90), ('ABN Amro Securities LLC', 90), ('ABN Amro Capital Funding Trust II Preferred G-T 7.125%', 90), ('ABN Amro Securities LLC', 90), ('Ask Funding', 86), ('FI Imobiliario Tourmalet II Sen B', 86), ('Perls II Trust Perpetual Exchequer Resettable SEC', 86), ('Amro Bank', 86), ('Berkeley Capital II', 86), ('Canadian Resources Income Trust II Unit', 86)]"
PBI Capital Trust,21509,Topbi International,123620,90,"[('Topbi International', 90), ('Tpbi NVDR', 90), ('Tpbi Foreign Board', 90), ('Tpbi', 86), ('Probi AB', 75), ('Probi AB', 75), ('Hanwha 3PB', 72), ('CJ 2PB', 72), ('CJ 3PB', 72), ('Daeyangmutsvg and F 1PB', 72)]"
CSBI Capital Trust I,21510,SBI Securities,29960,90,"[('SBI Securities', 90), ('SBI Securities', 90), ('CS', 90), ('Fabrika Otkovaka I Armature', 86), ('FIP EM Infu XP Omega I', 86), ('FIP Infra-Estr BB VTRM Energ Sustentavel I', 86), ('Jelen I Staklorad DD', 86), ('Raiffeisen Bank D D Bosna I Hercegovina', 86), ('Rio Bravo Credito Imobiliario I FII', 86), ('Unis Proizvodnja I Prerada Zice', 86)]"
"NTL (Delaware), Inc.",21511,AWA,477,90,"[('AWA', 90), ('El Corporation', 90), ('AR', 90), ('Re Capital', 90), ('Re Capital', 90), ('WA', 90), ('Aware', 90), ('Security Capital Delaware', 90), ('D&D', 86), ('Andrx Delaware (Ireland)', 86)]"
East Coast Power L.L.C.,21512,Capital Power,156967,90,"[('Capital Power', 90), ('Capital Power', 90), ('Capital Power', 90), ('Capital Power', 90), ('Australian Power and Gas', 86), ('ERM Power', 86), ('Far East Investments Group', 86), ('Holiday Coast Credit Union Limited', 86), ('Kew East Financial Services', 86), ('Summit Purbanchol Power Company', 86)]"
Nestle Holdings Inc,21513,Holdings,206120,90,"[('Holdings', 90), ('Style Holdings', 90), ('Holdings', 90), ('LDI Corporation', 90), ('Holdings', 90), ('Trestle Holdings Inc', 90), ('Estelle Holdings', 90), ('Holdings', 90), ('E&H', 90), ('Nestle SA', 90)]"
NATIONWIDE CSN TRUST,21514,Nationwide Capital,207980,95,"[('Nationwide Capital', 95), ('Nationwide Capital', 95), ('Ion', 90), ('At Trust', 90), ('ATI', 90), ('Ion', 90), ('CS', 90), ('WI', 90), ('ATI', 90), ('Compania SIC NEC (CSN)', 86)]"
"Willis North America, Inc.",21515,North,28907,90,"[('North', 90), ('North', 90), ('ICA AB', 90), ('AME', 90), ('Will', 90), ('LIS', 90), ('ICA AB', 90), ('ICA AB', 90), ('AME', 90), ('Linton Willis', 86)]"
UBS AG,21516,UBS AG,210780,100,"[('UBS AG', 100), ('UBS AG', 100), ('UBS AG', 100), ('UBS Global Allocation Trust', 90), ('UBS Total Return Trust', 90), ('BS', 90), ('Mcubs Midcity REIT', 90), ('DOF Subsea', 90), ('DSND Subsea', 90), ('Scan Subsea', 90)]"
"BankUnited, FSB",21517,Bankunited,133805,95,"[('Bankunited', 95), ('Unite Capital', 90), ('United', 90), ('Security Bank', 90), ('IT', 90), ('Unit', 90), ('Security Bank', 90), ('Unit', 90), ('United', 90), ('Security Bank', 90)]"
Sojitz Corporation of America,21518,ICA AB,178995,90,"[('ICA AB', 90), ('AME', 90), ('Sojitz', 90), ('ICA AB', 90), ('ICA AB', 90), ('AME', 90), ('Cities of Australian Property', 86), ('General Investment of Australian Suspended', 86), ('Homestake Gold of Australia', 86), ('Investment Company of the West', 86)]"
"Host Hotels & Resorts, L.P.",21519,Host Hotels and Resorts REIT,133397,95,"[('Host Hotels and Resorts REIT', 95), ('Host Hotels and Resorts (XETRA)', 95), ('Esor', 90), ('Resort Trust', 90), ('Capital Hotels', 90), ('Club Resorts', 86), ('Pride Hotels', 86), ('Allied Pacific Properties and Hotels', 86), ('Hawaii Hotels', 86), ('Legacy Hotels Real Estate Investment Trust', 86)]"
ORIX USA Corporation,21520,X,13869,90,"[('X', 90), ('IX', 90), ('Orix', 90), ('Capital A', 90), ('RIX', 90), ('RIX', 90), ('Danske Invest USA', 86), ('Jyske Invest USA Aktier', 86), ('Nordea Invest USA', 86), ('USA REIT Fund', 86)]"
"TEAM HEALTH, INC.",21521,AM,14528,90,"[('AM', 90), ('Health', 90), ('Team Health Holdings', 90), ('Health', 90), ('Team', 90), ('Team', 90), ('Team', 90), ('Team Health Holdings (Berlin)', 90), ('Team Health Holdings (XETRA)', 90), ('Advanced Digital Health Mdcna Preventiva On', 86)]"
First Western Capital Trust I,21522,First,186249,90,"[('First', 90), ('Firs', 90), ('West', 90), ('First', 90), ('Tern', 90), ('First', 90), ('First', 90), ('West', 90), ('First', 90), ('First', 90)]"
"AGC Capital, Inc.",21523,Agcabadi Pambiq,92,90,"[('Agcabadi Pambiq', 90), ('Eagc Ventures', 90), ('Agcert International', 90), ('Capital A', 90), ('G Capital', 90), ('G Capital', 90), ('AGCO (Mexico)', 90), ('AGCO (BRN)', 90), ('AGCO (Pet)', 90), ('AGCO (Frankfurt)', 90)]"
BNY Institutional Capital Trust A,21524,Ion,73918,90,"[('Ion', 90), ('ONA', 90), ('Ion', 90), ('STI', 90), ('UTI', 90), ('UTI', 90), ('A P Group Taken Over 25/10/92', 86), (""BTR 'A'"", 86), ('E&A', 86), (""Hothlyn 'A'"", 86)]"
KeyCorp Capital II,21525,Keycorp,197329,95,"[('Keycorp', 95), ('Keycorp', 95), ('Keycorp', 95), ('Keycorp', 95), ('Key Corporation', 90), ('Key Corporation', 90), ('YC', 90), ('Key Corporation', 90), ('Key Corporation', 90), ('FI Imobiliario Tourmalet II Sen B', 86)]"
"MidAmerican Funding, LLC",21526,Dam,33778,90,"[('Dam', 90), ('ICA AB', 90), ('American Capital', 90), ('AME', 90), ('American Capital', 90), ('American Capital', 90), ('American Capital', 90), ('ICA AB', 90), ('ICA AB', 90), ('AME', 90)]"
