Target Name,Target No.,preprocessed,First word,Top matched name for First word,Top matched No. for First word,Matched score for First word,Second word,Top matched name for Second word,Top matched No. for Second word,Matched score for Second word,Third word,Top matched name for Third word,Top matched No. for Third word,Matched score for Third word
BNP Paribas SA,3309,bnp paribas,bnp,BNPI,32892,90.6,bnp paribas,Paribas,20916,95.6,bnp paribas,Paribas,20916,95.6
BNP Paribas SA,22130,bnp paribas,bnp,BNPI,32892,90.6,bnp paribas,Paribas,20916,95.6,bnp paribas,Paribas,20916,95.6
BNP Paribas SA,22119,bnp paribas,bnp,BNPI,32892,90.6,bnp paribas,Paribas,20916,95.6,bnp paribas,Paribas,20916,95.6
BNP Paribas SA,21915,bnp paribas,bnp,BNPI,32892,90.6,bnp paribas,Paribas,20916,95.6,bnp paribas,Paribas,20916,95.6
BNP Paribas SA,5072,bnp paribas,bnp,BNPI,32892,90.6,bnp paribas,Paribas,20916,95.6,bnp paribas,Paribas,20916,95.6
BNP Paribas SA,10343,bnp paribas,bnp,BNPI,32892,90.6,bnp paribas,Paribas,20916,95.6,bnp paribas,Paribas,20916,95.6
BNP Paribas SA (New York Branch),22296,bnp paribas (new york branch),bnp,BNPP Rici Benzin (Touche Remnant) Enhanced ETC,139515,88.6,bnp paribas,Paribas,20916,87.8,bnp paribas (new,Paribas,169734,87.8
BNP Paribas US Structured MTN Program LLC,21820,bnp paribas us structured mtn program,bnp,BNPP Easy MSCI Emerg ESG Filtered Min T,162488,89.4,bnp paribas,Paribas,20916,86.4,bnp paribas us,Paribas,20916,86.4
"BNP Paribas, S.A. de C.V., SOFOM",15639,bnp paribas de c.v. sofom,bnp,BNPP LC Eurpab ETF,162503,89.4,bnp paribas,Paribas,20916,88.8,bnp paribas de,Paribas,169734,88.8
Brookfield BRP Holdings (Canada) Inc.,5222,brookfield brp holdings (canada),brookfield,Brookfield Business A,80451,92.8,brookfield brp,Broo,81889,84.4,brookfield brp holdings,Trust Holdings,51235,88.0
Brookfield Energia Renovavel S.A.,4464,brookfield energia renovavel,brookfield,Brookfield Renewable Partners,80347,93.39999999999999,brookfield energia,Energia,1580,88.0,brookfield energia renovavel,Energia,34315,88.0
BROOKFIELD FINANCE I (UK) PLC,9950,brookfield finance i (uk),brookfield,Brookfield Finance 4.625 Subord NTS,135935,94.0,brookfield finance,Brookfield Finance 4.625 Subord NTS,135935,94.0,brookfield finance i,Brookfield Finance 4.625 Subord NTS,135935,90.0
Brookfield Finance Inc.,5358,brookfield finance,brookfield,Brookfield On,913,95.39999999999999,brookfield finance,Brookfield Finance 4.625 Subord NTS,135935,93.6,brookfield finance,Brookfield Finance 4.625 Subord NTS,135935,93.6
BROOKFIELD FINANCE LLC,24468,brookfield finance,brookfield,Brookfield On,913,95.39999999999999,brookfield finance,Brookfield Finance 4.625 Subord NTS,135935,93.6,brookfield finance,Brookfield Finance 4.625 Subord NTS,135935,93.6
BROOKFIELD INCORPORACOES S.A.,4018,brookfield incorporacoes,brookfield,Brookfield Homes,59284,94.0,brookfield incorporacoes,Brookfield On,913,86.60000000000001,brookfield incorporacoes,Brookfield On,913,86.60000000000001
Brookfield Infrastructure Holdings (Canada) In,5154,brookfield infrastructure holdings (canada) in,brookfield,Brookfield Infrastructure A,133860,94.8,brookfield infrastructure,Brookfield Infrastructure A,133860,94.8,brookfield infrastructure holdings,Brookfield Infrastructure A,133860,91.60000000000001
Brookfield Power Corporation,5114,brookfield power corporation,brookfield,Brookfield Business Corporation Dummy,156750,94.8,brookfield power,Brookfield On,913,86.2,brookfield power corporation,AB Corporation,23877,91.2
Brookfield Power Inc,4993,brookfield power,brookfield,Brookfield On,913,96.6,brookfield power,Brookfield On,913,90.2,brookfield power,Brookfield On,913,90.2
Brookfield Property Finance ULC,5419,brookfield property finance ulc,brookfield,Brookfield Property Partners Unit,203465,95.6,brookfield property,Brookfield Property Partners Unit,203465,95.6,brookfield property finance,Property Trust,49901,88.2
Brookfield US Holdings Inc.,5325,brookfield us holdings,brookfield,Brookfield Homes Limited,5892,94.8,brookfield us,Brookfield Business A,80451,88.4,brookfield us holdings,Holdings,206120,90.6
