Target Name,Target No.,Top Match Name,Top Match No.,Top Match Score,All Matched
Sinochem Offshore Capital Company Limited,25230,Trust Company,4284,90,"[('Trust Company', 90), ('Inoc', 90), ('Sino', 90), ('Company On', 86), ('Prudential Investment Company of Australia', 86), ('Roc Oil Company', 86), ('Sigma Company', 86), ('Country Style Cooking Restaurant Chain Company Limited', 86), ('Guangzhou Rural Commercial Bank Company Limited', 86), ('Petrobras Inernational Finance Company', 86)]"
CNOOC Finance (2011) Limited,25231,INA,65640,90,"[('INA', 90), ('CNOOC', 90), ('China Finance Holding Company', 86), ('Minerva Finance and Investment', 86), ('Paramount Ventures and Finance A', 86), ('Petrobras Inernational Finance Company', 86), ('RCI Finance', 86), ('3A Finance', 86), ('Arab Finance Exchange Company', 86), ('Compagnie Finance des Cardans SA', 86)]"
KGI ALLIANCE CORPORATION,25232,All Corporation,24093,90,"[('All Corporation', 90), ('Capital Alliance', 90), ('KGI Securities', 90), ('Capital Alliance', 90), ('KGI Securities', 90), ('NC&', 90), ('Alliance Oil Development', 86), (""Alliance Atlantis Communications 'B' Non Voting Shares No Par Value"", 86), ('Alliance Financing Group', 86), ('Alliance Resources', 86)]"
Franshion Development Limited,25233,ENT,1607,90,"[('ENT', 90), ('Ion', 90), ('PME', 90), ('Ans', 90), ('Ion', 90), ('Elop', 90), ('SHI', 90), ('Ronson Development', 87), ('Ashlin Development Corporation', 87), ('Brazilian Development Bank Bndes', 86)]"
UA Finance (BVI) Limited,25234,INA,65640,90,"[('INA', 90), ('NC&', 90), ('China Finance Holding Company', 86), ('North Ryde Community Finance', 86), ('Minerva Finance and Investment', 86), ('Paramount Ventures and Finance A', 86), ('Petrobras Inernational Finance Company', 86), ('3A Finance', 86), ('Arab Finance Exchange Company', 86), ('Compagnie Finance des Cardans SA', 86)]"
CNPC (HK) Overseas Capital Ltd,25235,CNP,16017,90,"[('CNP', 90), ('NPC', 90), ('Sea Limited', 90), ('Australian Overseas Investment', 86), ('Canadian Overseas Exploration', 86), ('Cathay Overseas Class A Voting', 86), (""Xiamen Overseas Chinese Electronic 'A'"", 86), ('Canadian Overseas Packaging', 86), ('Korea Vietnam 15-1 Oil Overseas', 86), ('Overseas Chinese Banking Corporation Finance', 86)]"
Big Will Investments Limited,25236,Investment Trust Corporation,48177,90,"[('Investment Trust Corporation', 90), ('ENT', 90), ('Trust Invest', 90), ('Investment Trust Corporation', 90), ('NTS', 90), ('Investment Trust Corporation', 90), ('Capital Investments', 90), ('Investment Trust Corporation', 90), ('Capital Investments', 90), ('NTS', 90)]"
Newford Capital Limited,25237,D&D,33713,86,"[('D&D', 86), ('W-W Capital', 86), ('Netword', 86), ('R R Securities', 86), ('F&F', 86), ('Newfound', 80), ('Telefonica New Ordinary', 77), ('Urbus Properties New Ordinary', 77), ('Alpine Group New Ordinary', 77), ('Birkby New Ordinary Fully Paid 03/09/93', 77)]"
Mega Advance Investments Limited,25238,Investment Trust Corporation,48177,90,"[('Investment Trust Corporation', 90), ('Trust Invest', 90), ('E-Invest', 90), ('Mega Corporation', 90), ('Investment Trust Corporation', 90), ('NTS', 90), ('Investment Trust Corporation', 90), ('Capital Investments', 90), ('Investment Trust Corporation', 90), ('Mega Corporation', 90)]"
Wharf Finance (2014) Limited,25239,INA,65640,90,"[('INA', 90), ('F&F', 90), ('Wha', 90), ('China Finance Holding Company', 86), ('Minerva Finance and Investment', 86), ('Paramount Ventures and Finance A', 86), ('Petrobras Inernational Finance Company', 86), ('RCI Finance', 86), ('3A Finance', 86), ('Arab Finance Exchange Company', 86)]"
Value Success International Limited,25240,National,222336,90,"[('National', 90), ('Terna', 90), ('Inter', 90), ('National', 90), ('National', 90), ('Tern', 90), ('National', 90), ('Alue', 90), ('Tern', 90), ('International', 90)]"
Silvery castle Ltd,25241,CA,59309,90,"[('CA', 90), ('Cast', 90), ('CAS', 90), (""Castle Rock Petroleum 'A'"", 86), ('S E S', 86), ('Castle (Great Britain)', 86), ('Castle Communications', 86), ('Castle Support Services', 86), ('First Castle Electronics', 86), ('Castle Gold (Non-NASDAQ OTC)', 86)]"
RBTT Finance Limited,25242,INA,65640,90,"[('INA', 90), ('NC&', 90), ('Allco Finance Group', 86), ('Beneficial Finance', 86), ('China Finance Holding Company', 86), ('Ding Sheng XIN Finance', 86), ('Intermills (Finance)', 86), ('North Ryde Community Finance', 86), ('Palm Beach Finance', 86), ('Minerva Finance and Investment', 86)]"
CHEUNG KONG BOND SECURITIES LIMITED,25243,Cheung Capital,25062,90,"[('Cheung Capital', 90), ('Bond', 90), ('Australian Masters Corporate Bond Fund Number 2', 86), ('Australian Masters Corporate Bond Fund Number 3', 86), ('Australian Masters Corporate Bond Fund Number 4', 86), ('Australian Masters Corporate Bond Fund Number 5', 86), ('Australian Master Corporation Bond FND NO4 Limited', 86), ('Australian Masters Corporate Bond Fund Number 1', 86), ('Boeblingen Investment Hong Kong and China', 86), ('Bond Dyeing and Finishing', 86)]"
