Target Name,Target No.,Top Match Name,Top Match No.,Top Match Score,All Matched
THE POTOMAC EDISON COMPANY,21095,Potomac Edison Company,67410,95,"[('Potomac Edison Company', 95), ('Trust Company', 90), ('Edison', 90), ('Toma', 90), ('Edison', 90), ('Edison', 90), ('Bakixanov Company', 86), ('Company On', 86), ('Prudential Investment Company of Australia', 86), ('Roc Oil Company', 86)]"
Potomac Electric Power Company,21096,Trust Company,4284,90,"[('Trust Company', 90), ('Capital Power', 90), ('Capital Power', 90), ('Toma', 90), ('Capital Power', 90), ('Capital Power', 90), ('Bakixanov Company', 86), ('Byte Power Group', 86), ('Company On', 86), ('Computer Power Group', 86)]"
Public Service Company of Colorado,21097,Public Service Colorado,67533,95,"[('Public Service Colorado', 95), ('Trust Company', 90), ('Public', 90), ('Security Service', 90), ('Colorado', 90), ('Public Service Company of Oklahoma', 88), ('Bakixanov Company', 86), ('Bank of Melbourne', 86), ('Colorado Group', 86), ('Company On', 86)]"
"PUGET SOUND ENERGY, INC.",21098,Puget Sound Energy Income,146742,95,"[('Puget Sound Energy Income', 95), ('Puget Sound Energy 4.70', 95), ('Energy', 90), ('ERG', 90), ('Energy', 90), ('Puget Sound Energy Capital Trust II Trust Originated Preferred Securities 8.40%', 90), ('Energy', 90), ('ERG', 90), ('ERG', 90), ('T&S', 90)]"
Questar Pipeline Company,21099,Questar Pipeline Company,67590,100,"[('Questar Pipeline Company', 100), ('Trust Company', 90), ('Quest', 90), ('Line', 90), ('MPA', 90), ('Questar', 90), ('Star', 90), ('Quest', 90), ('Star', 90), ('IPE', 90)]"
Nestle Purina Petcare Company,21100,Trust Company,4284,90,"[('Trust Company', 90), ('Puri', 90), ('Care Com', 90), ('Nestle SA', 90), ('Nestle SA', 90), ('Nestle SA', 90), ('Bakixanov Company', 86), ('Company On', 86), ('Faulding FH&Company', 86), ('King Island Company', 86)]"
Reynolds Metals Company,21101,Reynolds Metals Company (Frankfurt),298975,95,"[('Reynolds Metals Company (Frankfurt)', 95), ('Capital Metals', 90), ('Trust Company', 90), ('Meta Corporation', 90), ('Reynolds', 90), ('MPA', 90), ('ALS', 90), ('Metal', 90), ('Meta Corporation', 90), ('Capital Metals', 90)]"
Rochester Gas and Electric Corporation,21102,Rochester Gas and Electric Preferred M,209351,95,"[('Rochester Gas and Electric Preferred M', 95), ('Rochester Gas Electric Preferred F 4%', 87), ('Rochester Gas Electric Preferred N 7.5%', 87), ('Apollo Gas', 86), ('Australia New Agribusiness and Chemical Group', 86), ('Australian Governance and Ethi Index Fund Units', 86), ('Australian Leisure and Hospitality Group', 86), (""Austen and Butta Dead- '05/08/92 Takeover"", 86), ('Babcock and Brown', 86), ('Babcock and Brown Environmental Investments', 86)]"
"Wisconsin Bell, Inc.",21103,Wisconsin Bell,69373,100,"[('Wisconsin Bell', 100), ('El Corporation', 90), ('Bel', 90), ('NSI', 90), ('NSI', 90), ('Be', 90), ('Isco', 90), (': be AG', 90), ('NSI', 90), ('ISC', 90)]"
Wisconsin Gas LLC,21104,GA Capital,8102,90,"[('GA Capital', 90), ('NSI', 90), ('NSI', 90), ('Wisconsin Gas Company', 90), ('Isco', 90), ('NSI', 90), ('ISC', 90), ('NS', 90), ('WI', 90), ('Ambassador Oil and Gas', 86)]"
Bank of Montreal,21105,Bank of Montreal,80274,100,"[('Bank of Montreal', 100), ('Bank of Montreal (BRN)', 95), ('Bank of Montreal (BRN)', 95), ('Bank of Montreal (XETRA)', 95), ('Real Security', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Mo', 90), ('Re Capital', 90)]"
Societe Generale,21106,Societe Generale,170493,100,"[('Societe Generale', 100), ('Societe Generale', 100), ('Societe Generale', 100), ('Societe Generale OPE', 95), ('Societe Generale B', 95), ('Societe Generale (Tokyo)', 95), ('Societe Generale (Milan)', 95), ('Genera', 90), ('Gener', 90), ('General', 90)]"
"HILTON WORLDWIDE, INC.",21107,Hi,26603,90,"[('Hi', 90), ('World', 90), ('DWI', 90), ('World', 90), ('World', 90), ('WI', 90), ('World', 90), ('Hilton Worldwide Holdings', 90), ('Hilton Worldwide Holdings Brazilian Depositary Receipt', 90), ('Hilton Worldwide (Mexico) Holdings', 90)]"
OLD CARCO LLC,21108,AR,24258,90,"[('AR', 90), ('Car', 90), ('Arco Limited', 90), ('CA', 90), ('Carc', 90), ('Pacific Rim Mining (Old)', 86), ('Rocky Old Man Energy', 86), ('Bergougnan (Old) Converted Into 505532', 86), ('Binder and Company AG (Old)', 86), ('Biotie Therapies OYJ Old', 86)]"
TD Auto Finance LLC,21109,INA,65640,90,"[('INA', 90), ('NC&', 90), ('Auto Group', 86), ('China Finance Holding Company', 86), ('North Ryde Community Finance', 86), ('Osterreichische Auto Fabrik OAF', 86), ('TD Progres', 86), ('China Zenix Auto International Limited', 86), ('Handy Andy Auto-Centres', 86), ('Istra Auto', 86)]"
ICI Wilmington Inc.,21110,Wilmington,127652,95,"[('Wilmington', 95), ('Wilmington', 95), ('IC', 90), ('IC', 90), ('WI', 90), ('W-W Capital', 86), ('Port City Cap Bank Wilmington', 86), (""Wilmington Capital Management 'A'"", 86), ('T T', 86), ('Wilmington Capital B', 86)]"
"United Air Lines, Inc.",21111,United Air Lines Incorporated,68926,100,"[('United Air Lines Incorporated', 100), ('Unite Capital', 90), ('United', 90), ('IT', 90), ('Line', 90), ('Unit', 90), ('Unit', 90), ('United', 90), ('AI', 90), ('Ines', 90)]"
Ameritech Capital Funding Corporation,21112,Tec,39880,90,"[('Tec', 90), ('AME', 90), ('Ameritech', 90), ('Itec', 90), ('AME', 90), ('Ask Funding', 86), ('D&D', 86), ('Aegis Consumer Funding Group', 86), ('Muni Funding Company of America 144A', 86), ('United Development Funding IV Common Shares of Beneficial Interest', 86)]"
Public Service Company of New Hampshire,21113,Trust Company,4284,90,"[('Trust Company', 90), ('Public', 90), ('Security Service', 90), ('Shire', 90), ('Shire', 90), ('Arthur Yates and Company', 86), ('Bakixanov Company', 86), ('Bank of Western Australia', 86), ('Beida New Energy', 86), ('Bank of Melbourne', 86)]"
Diageo Investment Corporation,21114,Investment Trust Corporation,48177,90,"[('Investment Trust Corporation', 90), ('ENT', 90), ('Trust Invest', 90), ('Investment Trust Corporation', 90), ('IAG', 90), ('Investment Trust Corporation', 90), ('Investment Trust Corporation', 90), ('Geo', 90), ('INV', 90), ('Diageo', 90)]"
