Target Name,Target No.,preprocessed,Focus Text,Shortest Match Name,Shortest Match No.,Non-NASDAQ OTC Match Name,Non-NASDAQ OTC Match No.,Matched Name 1,Matched No. 1,Matched Score 1,Matched Name 2,Matched No. 2,Matched Score 2,Matched Name 3,Matched No. 3,Matched Score 3,Matched Name 4,Matched No. 4,Matched Score 4,Matched Name 5,Matched No. 5,Matched Score 5,Matched Name 6,Matched No. 6,Matched Score 6,Matched Name 7,Matched No. 7,Matched Score 7,Matched Name 8,Matched No. 8,Matched Score 8,Matched Name 9,Matched No. 9,Matched Score 9,Matched Name 10,Matched No. 10,Matched Score 10
Banca Popolare del Mezzogiorno S.p.A.,12280,banca popolare del mezzogiorno,banca,Banca Ifis,88029.0,Banca Carige (Non-NASDAQ OTC),234523.0,Banca Popolare di Milano,14993,99.78,Banca Popolare di (Non-NASDAQ OTC) Milano,234525,99.78,Banca Popolare di (Frankfurt) Milano,276969,99.78,Banca Popolare di (XETRA) Milano,284538,99.78,Banca Popolare Milano (VIRT-X),293542,99.75,Banca Popolare di Verona (VIRT-X),293538,99.74,Banca Popolare di Verona (XETRA),310144,99.74,Banca Popolare Cremona,15143,99.73,Banca Popolare Dell,91368,99.73,Banca Popolare Cremona,165081,99.73
Banca Popolare FriulAdria SpA,12208,banca popolare friuladria spa,banca,Banca Ifis,88029.0,Banca Carige (Non-NASDAQ OTC),234523.0,Banca Popolare Etruria (Stuttgart),293540,99.78,Banca Popolare Italiana,14995,99.77,Banca Popolare Siracusa,15146,99.77,Banca Popolare Italiana (Stuttgart),293446,99.77,Banca Popolare Etruria Lazio,14997,99.77,Banca Popolare di Lajatico Scpa,91372,99.77,Banca Popolare Emilia (VIRT-X),293539,99.76,Banca Popolare di Bari ORS,91369,99.76,Banca Popolare Adriatico,15139,99.75,Banca Popolare Lodi (VIRT-X),293541,99.75
Banca Privata Leasing S.p.A.,12303,banca privata leasing,banca,Banca Ifis,88029.0,Banca Carige (Non-NASDAQ OTC),234523.0,Banca Italease,14990,99.74,Banca Italease (Stuttgart),276968,99.74,Banca Italease (XETRA),310143,99.74,Banca Catalana,14985,99.69,Banca Briantea,24641,99.69,Banca Valsabbina,91380,99.65,Banca Popolare Italiana,14995,99.64,Banca Popolare Italiana (Stuttgart),293446,99.64,Banca Albina,32652,99.61,Banca Popolare Alto Adige,91366,99.61
Banca Regionale Europea S.p.A.,12195,banca regionale europea,banca,Banca Ifis,88029.0,Banca Carige (Non-NASDAQ OTC),234523.0,Banca Nazionale Lavoro,14992,99.67,Banca Nazionale Lavoro (Frankfurt),293531,99.67,Banca Nazionale Lavoro (XETRA),310222,99.67,Banca Finnat Euramerica,91364,99.65,Banca Finnat (Frankfurt) Euramerica,268211,99.65,Banca Nazionale del Lavoro (Ireland),231632,99.65,Banca Popolare Verona (Frankfurt),293545,99.64,Banca Carige RSP,162411,99.62,Banca Carige Spa,165075,99.62,Banca Popolare Etruria (Stuttgart),293540,99.62
Banca Sai S.p.A.,12273,banca sai,banca,Banca Ifis,88029.0,Banca Carige (Non-NASDAQ OTC),234523.0,Banca Sella,91378,99.8,Banca Albina,32652,99.76,Banca Carige,87702,99.76,Banca Carige (Non-NASDAQ OTC),234523,99.76,Banca Carige (Frankfurt),268210,99.76,Banca Carige (XETRA),310140,99.76,Banca Ifis,88029,99.74,Banca Ifis (Frankfurt),268214,99.74,Banca Toscana,15148,99.73,Banca Sistema,91379,99.73
"BANCAJA EMISIONES, S.A.U.",8037,bancaja emisiones s.a.u.,bancaja,,,,,Security Banc,76741,99.29,NCA,66818,99.22,CA,59309,99.15,NC Holdings,112050,99.15,CA (Frankfurt),277291,99.15,CA (Vienna Stock Exchange),284948,99.15,CA (XETRA),304927,99.15,C Holdings,24873,99.08,J Trust,110632,99.08,J-Group Holdings,110634,99.08
BANCASSURANCE POPOLARI S.P.A.,12327,bancassurance popolari,bancassurance,KBC Bancassurance VVPR,151937.0,,,KBC Bancassurance VVPR,151937,99.73,Security Assurance,39035,99.58,Assura,124558,99.43,Assura PLC,182441,99.43,Assura (Non-NASDAQ OTC),243837,99.43,Cass Group,45898,99.31,Security Banc,76741,99.31,Uran (XETRA),316459,99.31,URA Holdings,51363,99.24,NCA,66818,99.24
BANCO ABN AMRO REAL S.A.,4093,abn amro real,abn,ABN Amro,78552.0,ABN Amro Bank (Non-NASDAQ OTC),243377.0,ABN Amro Albefo,142201,99.79,ABN Amro,78552,99.76,ABN Amro Bank,87531,99.76,ABN Amro Securities LLC,142205,99.76,ABN Amro Bank (BRN),223652,99.76,ABN Amro Bank (Non-NASDAQ OTC),243377,99.76,ABN Amro Bank (Frankfurt),267411,99.76,ABN Amro Bank (Vienna Stock Exchange),267412,99.76,ABN Amro Holding,14108,99.69,ABN Amro Holding (Singapore),227001,99.69
BANCO ABN AMRO S.A.,4504,abn amro,abn,ABN Amro,78552.0,ABN Amro Bank (Non-NASDAQ OTC),243377.0,ABN Amro,78552,100.0,ABN Amro Bank,87531,100.0,ABN Amro Securities LLC,142205,100.0,ABN Amro Bank (BRN),223652,100.0,ABN Amro Bank (Non-NASDAQ OTC),243377,100.0,ABN Amro Bank (Frankfurt),267411,100.0,ABN Amro Bank (Vienna Stock Exchange),267412,100.0,ABN Amro 10.5%,78553,99.73,ABN Amro 11.5%,78554,99.73,ABN Amro Albefo,142201,99.7
"BANCO BAC DE PANAMA, S.A.",16761,bac de panama,bac,BAC Majestic,14960.0,BAC Majestic (Non-NASDAQ OTC),241228.0,BAC Limited Data,14959,99.67,Bacil Pharma,98923,99.64,Dabaco Vietnam,125461,99.59,BAC Kan Mineral,125096,99.57000000000001,Bacon Company Ireland,24517,99.54,Bacon Company Ireland (London),231624,99.54,Zagrebacke Pekarne Klara,96871,99.54,Bachem AG,177497,99.53,Bachem (XETRA),310119,99.53,Bacanora Minerals (Toronto),214996,99.53
