Target Name,Target No.,preprocessed,Focus Text,Shortest Match Name,Shortest Match No.,Non-NASDAQ OTC Match Name,Non-NASDAQ OTC Match No.,Matched Name 1,Matched No. 1,Matched Score 1,Matched Name 2,Matched No. 2,Matched Score 2,Matched Name 3,Matched No. 3,Matched Score 3,Matched Name 4,Matched No. 4,Matched Score 4,Matched Name 5,Matched No. 5,Matched Score 5,Matched Name 6,Matched No. 6,Matched Score 6,Matched Name 7,Matched No. 7,Matched Score 7,Matched Name 8,Matched No. 8,Matched Score 8,Matched Name 9,Matched No. 9,Matched Score 9,Matched Name 10,Matched No. 10,Matched Score 10
NEW YORK LIFE GLOBAL FUNDING,21827,new york life global funding,new,Salant New,76635.0,New Portland (Non-NASDAQ OTC),238408.0,New Global Mining Limited,2996,99.67,New York Regional Rail,56316,99.64,New York Regional Rail (Berlin),302368,99.64,New Life Solutions,56302,99.61,New York and Company (XETRA),307349,99.6,New Ireland Fund,140971,99.59,New Yorker Marketing,75287,99.58,New Global Energy,130917,99.58,New Ray Medicine International Holding,102997,99.58,New York Stone and Minerals,75285,99.58
NEW YORK N Y CITY MUN WTR FIN AUTH WTR & SWR S,22522,new york n y city mun wtr fin auth wtr & swr s,new,Salant New,76635.0,New Portland (Non-NASDAQ OTC),238408.0,New York City REIT Class B,198571,99.56,New York City REIT A,137609,99.55,New York Community Bancorp DS,189356,99.51,New York Community Capital Trust V,146091,99.49,New York Community Capital Bonuses Units,137681,99.49,Nuveen New York Investment Quality Municipal Fund Nav,238726,99.48,Newborn Acquisition Rights,208083,99.47,New Central Witwatersrand Areas,37428,99.47,New York Community Bancorp,134704,99.47,New Central Witwatersrand Areas (London),232548,99.47
NEW ZEALAND LOCAL GOVERNMENT FUNDING AGENCY LI,16715,new zealand local government funding agency li,new,Salant New,76635.0,New Portland (Non-NASDAQ OTC),238408.0,New Zealand Refining (XETRA),313973,99.58,New Zealand Rural Properties,37642,99.57000000000001,Air New Zealand Limited B Ordinary,172846,99.56,Celsius New Zealand Income Fund Series 1,33159,99.56,New England Community Bancorp A,75264,99.55,New Zealand Oil and Gas,112090,99.55,New Zealand Oil and Gas,173942,99.55,New Zealand Oil and (Australian) Gas,213295,99.55,New Zealand Oil and Gas (Australian),215787,99.55,New Zealand Oil (Non-NASDAQ OTC) and Gas,247504,99.55
New Zealand Milk (Australasia) Pty Ltd,3519,new zealand milk pty,new,Salant New,76635.0,New Portland (Non-NASDAQ OTC),238408.0,New Zealand Oil and (XETRA),313972,99.77,Trust Bank New Zealand,40244,99.71,New Zealand,79650,99.71,New Zealand Steel,37436,99.7,New Zealand Equities,37645,99.7,New Zealand Kiwi INV,49285,99.7,New Zealand Oil and Gas,112090,99.7,New Zealand Oil and Gas,173942,99.7,New Zealand Oil and (Australian) Gas,213295,99.7,New Zealand Oil and Gas (Australian),215787,99.7
NEWBRIDGE BANK,22740,newbridge,newbridge,Newbridge Network,10498.0,,,Bridge Securities,99270,99.8,Bridge International,108371,99.8,Newbridge Network,10498,99.69,Newbridge Network (New York),238423,99.69,Newbridge Bancorp (Berlin),288141,99.69,Newbridge Network (Frankfurt),296184,99.69,Newbridge Bancorp (XETRA),307353,99.69,Newbridge Global Ventures,130933,99.53,Newbridge Bancorp Class A,60740,99.53,IDG Holdings,83765,99.5
NEWCASTLE COAL INFRASTRUCTURE GROUP PTY LTD,3434,newcastle coal infrastructure pty,newcastle,Newcastle Gold,10499.0,Newcastle Gold (Non-NASDAQ OTC),238424.0,Newcastle Investments,198575,99.59,Newcastle Minerals (XETRA),313975,99.59,Newcastle Resources (XETRA),307356,99.58,Newcastle Financial,75289,99.54,Newcastle United,49291,99.53,Newcastle Energy (Frankfurt),264935,99.53,Newcastle United (Stuttgart),296185,99.53,Newcastle Gold,10499,99.51,Newcastle Gold (Non-NASDAQ OTC),238424,99.51,Newcastle Gold (Berlin),288143,99.51
NEWCO SAB MIDCO S.A.S.U.,8627,newco sab midco s.a.s.u.,newco,Newco Bancorp,10500.0,,,Newco Bancorp,10500,99.49,Newcourt Acquisition A,137612,99.48,Newcourt Industries,66871,99.47,Land Newco Income Dummy,242249,99.47,Newcourt Acquisition Class B,198576,99.46,Newcourt Acquisition Units,189361,99.44,Newco Bancorp Property Series A,159874,99.44,Newco Bancorp Class 'A' Non-Voting,159873,99.41,Newcom,75290,99.4,Newcom (Stuttgart),296186,99.4
NEWCOURT STREET FINANCE LIMITED,12439,newcourt street,newcourt,Newcourt Industries,66871.0,,,Newcourt Credit Group (New York),238425,99.8,Newcourt Credit Group (Berlin),302264,99.8,Newcourt CR Group,10501,99.77,Newcourt Industries,66871,99.76,Newcourt Group (IEX),20488,99.7,Newcourt Group (London),232555,99.7,Newcourt Group (Berlin),288144,99.7,Newcourt Group (XETRA),313976,99.7,Newcourt CR Group Right,159875,99.69,Newcourt Credit Group Right,159876,99.67
Newcrest Finance Pty Ltd,3462,newcrest pty,newcrest,Newcrest Mining,80357.0,Newcrest Mining (Non-NASDAQ OTC),247506.0,Newcrest Mining,80357,99.67,Newcrest Mining (Toronto),213298,99.67,Newcrest Mining (Toronto),215788,99.67,Newcrest Mining (SEAQ International),215789,99.67,Newcrest Mining (Swiss Stock Exchange),225242,99.67,Newcrest Mining (Non-NASDAQ OTC),247506,99.67,Newcrest Mining (Frankfurt),272985,99.67,Newcrest Mining (XETRA),313977,99.67,Crest Holdings,33661,99.59,Crest International Securities,46410,99.59
NEWDAY GROUP LTD,9818,newday,newday,Newday Ocean Health ETF,189363.0,,,Day International,194750,99.67,Day International Group,194751,99.67,Da Securities,25386,99.5,Da Group,46473,99.5,Da Group (Frankfurt),294221,99.5,Da Group (XETRA),311283,99.5,Newday Ocean Health ETF,189363,99.41,Spineway,96073,90.8,Spineway (Frankfurt),274716,90.8,Spineway (XETRA),289414,90.8
