Target Name,Target No.,preprocessed,Focus Text,Shortest Match Name,Shortest Match No.,Non-NASDAQ OTC Match Name,Non-NASDAQ OTC Match No.,Matched Name 1,Matched No. 1,Matched Score 1,Matched Name 2,Matched No. 2,Matched Score 2,Matched Name 3,Matched No. 3,Matched Score 3,Matched Name 4,Matched No. 4,Matched Score 4,Matched Name 5,Matched No. 5,Matched Score 5,Matched Name 6,Matched No. 6,Matched Score 6,Matched Name 7,Matched No. 7,Matched Score 7,Matched Name 8,Matched No. 8,Matched Score 8,Matched Name 9,Matched No. 9,Matched Score 9,Matched Name 10,Matched No. 10,Matched Score 10
"SERVEONE Co., Ltd.",14565,serveone,serveone,,,,,Veon,164289,99.67,Veon (MIC),226895,99.67,Veon (Stuttgart),260376,99.67,Finance One,42130,99.55,Bank One,62826,99.55,One Bank,85136,99.55,One,112488,99.55,Finance One (Munich),221662,99.55,EON (Bucharest),224455,99.55,Bank One (Frankfurt),293482,99.55
SERVICES SUPPORT (MANCHESTER) LIMITED,9397,services support,services,Ausnet Services,365.0,Resaas Services (Non-NASDAQ OTC),248369.0,Services Transports,22042,99.8,Servicesource International,138227,99.69,Servicesource International (Frankfurt),266024,99.69,Servicesource International (XETRA),308260,99.69,Security Services Ordinary,50415,99.67,AG Services America,62095,99.62,Homeservices Com,73437,99.62,Homeservices Com (Berlin),301366,99.62,Security Service,50414,99.61,Service International (Unregistered),68074,99.61
"Servicios Financieros Navistar, S.A. de C.V.",15583,servicios financieros navistar de c.v.,servicios,City Online Servicios,99771.0,Applus Servicios (Non-NASDAQ OTC) Technologicos,243720.0,BBO Servicios Financieros A,45309,99.71,BBO Servicios Financiero S A C A,182491,99.71,MCL Servicios Financieros Intcs A,137414,99.7,MCL Servicios Financieros Intcs B,189098,99.7,U21 Servicios Financieros,51290,99.67,MCL Servicios Financieros C A New Sponsored ADR 1:4,207536,99.63,MCL Servicios Financieros CA SER B New Spons ADR 1:4,207537,99.62,Mercantil Servicios Financieros,126341,99.61,Mercantil Servicios Financieros,182169,99.61,Servicios Corporativos Javer,113522,99.55
SES Global Americas Holding GP,21857,ses global americas holding gp,ses,SES Imagotag,89843.0,SES FDR (Non-NASDAQ OTC),248688.0,Global Sukses Solusi TBK Part,100802,99.51,Brother Enterprises Holding 'A',88192,99.49,HL Global Enterprises 1,227827,99.49,Bses GDR Repr 3 Ordinary,241324,99.48,HL Global Enterprises,119451,99.47,Seshachal Technologies,104295,99.46,American Gaming Enterprises,69934,99.46,Sessions Group River Cap Duration,79930,99.46,Buses Metropolitana SA (Parent),5927,99.45,Emergence Global Enterprises,82769,99.45
"SESI, LLC",22075,sesi,sesi,,,,,Sesil,39110,99.89,ESI,92595,99.86,ESI Group,92596,99.86,ESI Group (Non-NASDAQ OTC),245379,99.86,ESI Group (Frankfurt),269982,99.86,SES (VIRT-X),297042,99.86,SI International,76840,99.67,SI Holdings,113637,99.67,ES Group (Holdings),118639,99.67,SI International (Frankfurt),297061,99.67
Setia Ecohill Sdn Bhd,15931,setia ecohill sdn bhd,setia,Kurnia Setia,27712.0,,,SP Setia Nil Paid 19/12/17,218909,99.47,SP Setia Nil Paid 22/11/16,218910,99.47,Assetian,32447,99.41,Chaman LAL Setia Exports,99445,99.4,Kedawung Setia Industrial,101941,99.39,Kedawung Setia Industry F,222086,99.39,Save Prosper Setia Conversion Preference,172614,99.36,Save Prosper Setia Conversion Preference,172615,99.36,Teladan Setia Group,114201,99.35,Jakarta Setiabudi Internasional,101652,99.35
SETIA FONTAINES SDN. BHD.,16002,setia fontaines sdn. bhd.,setia,Kurnia Setia,27712.0,,,SP Setia Nil Paid 19/12/17,218909,99.43,SP Setia Nil Paid 22/11/16,218910,99.43,Kedawung Setia Industry F,222086,99.4,Jakarta Setiabudi Internasional,101652,99.39,Chaman LAL Setia Exports,99445,99.37,Save Prosper Setia Conversion Preference,172614,99.37,Save Prosper Setia Conversion Preference,172615,99.37,Assetian,32447,99.36,Kedawung Setia Industrial,101941,99.36,Teladan Setia Group,114201,99.32
SEVERALMAZ OAO,17134,severalmaz oao,severalmaz,,,,,Almaz,58962,99.53,Ever,17378,99.44,LMA International,36590,99.35,Era Group,46948,99.35,EVE Group,47011,99.35,Al Group,98448,99.25,RA International Group,126784,99.25,Al Group (Temp),164711,99.25,Z Group PLC,51849,99.13,Z Holdings,106153,99.13
Severomoravske vodovody a kanalizace Ostrava A,7404,severomoravske vodovody a kanalizace ostrava a,severomoravske,,,,,Ever,17378,99.16,Vero Group,51433,99.16,EVE Group,47011,99.12,ERO,64618,99.12,ERO,72336,99.12,OM Holdings,3117,99.08,SK Holdings,39274,99.08,OM,43231,99.08,Mo,60623,99.08,OM Group,60832,99.08
SF Holding Investment 2021 Limited,7276,sf holding 2021,sf,,,,,SFSB Holding,76799,99.74,SFW Holding Corporation,68095,99.58,SFX Broadcasting 'A',76801,99.51,SFX Broadcasting 'B',200358,99.51,SFX Broadcasting 'C',200359,99.51,BASF AG Ordinary New,70401,99.5,SFE Technology,68090,99.48,SFP Technology Holdings,113533,99.48,SFX Broadcasting Warrants 03/22/1999,147147,99.47,Transfar Zhilian 'A',90448,99.46
