Target Name,Target No.,Top Match Name,Top Match No.,Top Match Score,All Matched
ZFS Finance (USA) Trust II,22045,INA,65640,90,"[('INA', 90), ('S&F Capital', 90), ('FI Imobiliario Tourmalet II Sen B', 86), ('Perls II Trust Perpetual Exchequer Resettable SEC', 86), ('Prime Finance', 86), ('Berkeley Capital II', 86), ('Canadian Resources Income Trust II Unit', 86), ('Connor Clark and Lunn Conservative Income Fund II Units', 86), ('Connor Clark and Lunn Global Financials Fund II', 86), ('CRA Phase II', 86)]"
PARTY CITY HOLDINGS INC.,22046,Party City Holdings,137819,100,"[('Party City Holdings', 100), ('Party City Holding Inc', 97), ('CIT', 90), ('Art', 90), ('Art', 90), ('Holdings', 90), ('Art', 90), ('Holdings', 90), ('LDI Corporation', 90), ('Holdings', 90)]"
BNSF Funding Trust I,22047,F&F,115607,90,"[('F&F', 90), ('NS', 90), ('Fabrika Otkovaka I Armature', 86), ('FIP EM Infu XP Omega I', 86), ('FIP Infra-Estr BB VTRM Energ Sustentavel I', 86), ('I D C', 86), ('Raiffeisen Bank D D Bosna I Hercegovina', 86), ('Rio Bravo Credito Imobiliario I FII', 86), ('Unis Proizvodnja I Prerada Zice', 86), ('UTT I Turizam Prijedor', 86)]"
Celanese US Holdings LLC,22048,Lanes,2504,90,"[('Lanes', 90), ('Celanese AG', 90), ('Elan', 90), ('Cel', 90), ('Holdings', 90), ('Holdings', 90), ('LDI Corporation', 90), ('Holdings', 90), ('Celanese AG', 90), ('Cel', 90)]"
OrCal Geothermal Inc.,22049,CA,59309,90,"[('CA', 90), ('Geo', 90), ('RM', 90), ('Rototec Geothermal Energy', 86), ('United States Geothermal (American)', 86), ('China Geothermal Industry Devgp', 86), ('R R Securities', 86), ('T T', 86), ('Geothermal Resources Preferred A $1', 86), ('Geothermal Resources International Warrants', 86)]"
Fulton Capital Trust I,22050,Fabrika Otkovaka I Armature,1702,86,"[('Fabrika Otkovaka I Armature', 86), ('FIP EM Infu XP Omega I', 86), ('FIP Infra-Estr BB VTRM Energ Sustentavel I', 86), ('I D C', 86), ('Jelen I Staklorad DD', 86), ('Raiffeisen Bank D D Bosna I Hercegovina', 86), ('Rio Bravo Credito Imobiliario I FII', 86), ('Unis Proizvodnja I Prerada Zice', 86), ('UTT I Turizam Prijedor', 86), ('A L I Technologies', 86)]"
"Dycom Investments, Inc.",22052,Tyco Investments,4302,91,"[('Tyco Investments', 91), ('Dome Investments', 91), ('Investment Trust Corporation', 90), ('ENT', 90), ('Trust Invest', 90), ('Investment Trust Corporation', 90), ('NTS', 90), ('Investment Trust Corporation', 90), ('Capital Investments', 90), ('Investment Trust Corporation', 90)]"
Susser Holdings LLC,22053,Susser Holdings,61477,100,"[('Susser Holdings', 100), ('Holdings', 90), ('Holdings', 90), ('LDI Corporation', 90), ('Holdings', 90), ('USS', 90), ('SUS', 90), ('Holdings', 90), ('SSE', 90), ('Corporation Holding', 90)]"
Brandywine Operating Partnership L.P.,22054,Wine,78361,90,"[('Wine', 90), ('Brand', 90), ('Artner', 90), ('Capital Partners', 90), ('Rand Capital', 90), ('Opera Limited', 90), ('CI Master Partnership', 86), ('Global Strategy Master Limited Partnership Unit Partners', 86), ('Public Storage Canadian Properties Unit Limited Partnership', 86), ('African Partnership', 86)]"
ILFC E-Capital Trust I,22055,AP,14627,90,"[('AP', 90), ('IT', 90), ('CA', 90), ('Cap', 90), ('Cap', 90), ('Cap', 90), ('Capita', 90), ('Ta', 90), ('Capita', 90), ('Cap', 90)]"
