Target Name,Target No.,Top Match Name,Top Match No.,Top Match Score,All Matched
Vital Therapies Inc,23744,AP,14627,90,"[('AP', 90), ('IT', 90), ('Hera', 90), ('Vital', 90), ('Ta', 90), ('Vital Retirement Living', 86), ('Biotie Therapies OYJ Old', 86), ('S S V', 86), ('Vital-Net', 86), ('IE', 86)]"
"Dominion Gas Holdings, LLC",23748,Ion,73918,90,"[('Ion', 90), ('Dominion Securities', 90), ('Dom', 90), ('Dom', 90), ('Holdings', 90), ('Inion', 90), ('Holdings', 90), ('LDI Corporation', 90), ('OMI', 90), ('Holdings', 90)]"
"GLP Capital, L.P.",23750,GL,34874,90,"[('GL', 90), ('GL', 90), ('GLP J-REIT', 90), ('G Capital', 90), ('G Capital', 90), ('GLP NT Non Voting', 90), ('GLP NT Corporation', 90), ('Credis Forex Fund GL', 72), ('HAR Sheet GL', 72), ('Tegl Systems', 68)]"
Summit Bank,23751,Summit Bank,113943,100,"[('Summit Bank', 100), ('MMI', 90), ('T Bank', 90), ('Security Bank', 90), ('IT', 90), ('Summit Securities Incorporated', 90), ('Security Bank', 90), ('Security Bank', 90), ('Summit Bank Georgia', 90), ('Security Bank', 90)]"
DELL TECHNOLOGIES INC.,23759,Dell Technologies C,133387,95,"[('Dell Technologies C', 95), ('Dell Technologies (WI) C', 95), ('Dell Technologies Inc Class A', 95), ('Dell Technologies Inc Class B', 95), ('Dell Technologies C (Pet)', 95), ('Dell Technologies (XETRA)', 95), ('DGE Technologies', 91), ('EPL Technologies', 91), ('Delta Technologies', 91), ('Tec', 90)]"
Plains GP Holdings LP,23760,PLA,38112,90,"[('PLA', 90), ('Holdings', 90), ('Holdings', 90), ('LDI Corporation', 90), ('Holdings', 90), ('Holdings', 90), ('Corporation Holding', 90), ('Holdings', 90), ('3Q Holdings', 86), ('Acmex Holdings', 86)]"
"Rialto Holdings, LLC",23761,Holdings,206120,90,"[('Holdings', 90), ('Holdings', 90), ('LDI Corporation', 90), ('Holdings', 90), ('Holdings', 90), ('IA', 90), ('Corporation Holding', 90), ('Holdings', 90), ('Triant Holdings', 87), ('A N G Holdings (Australian)', 86)]"
"Ashford Hospitality Prime, Inc.",23762,Prime Hospitality,67464,95,"[('Prime Hospitality', 95), ('Ashford Hospitality Trust', 95), ('Prime Capital Corporation', 90), ('Hospital Trust', 90), ('Hospitality Capital', 90), ('Prime Capital Corporation', 90), ('Prim', 90), ('Prime Capital Corporation', 90), ('Ashford', 90), ('Prime Capital Corporation', 90)]"
ACUSHNET COMPANY,23772,Trust Company,4284,90,"[('Trust Company', 90), ('MPA', 90), ('OM', 90), ('PA', 90), ('Antipodes Global Investment Company', 86), ('Arab International Insurance Company', 86), ('Arthur Yates and Company', 86), ('Barbados Shipping and Trading Company Limited', 86), ('Bulgarian Telecommunications Company', 86), ('China Finance Holding Company', 86)]"
"American Residential Properties OP, L.P.",23773,American Residential Properties,59012,95,"[('American Residential Properties', 95), ('American Capital', 90), ('American Capital', 90), ('American Capital', 90), ('American Re', 90), ('Roper', 90), ('American Capital', 90), ('Capital Properties', 90), ('Residentia', 90), ('Capital Properties', 90)]"
99 CENTS ONLY STORES LLC,23774,99 Cents Only Stores,58861,100,"[('99 Cents Only Stores', 100), ('99 Cents Only Stores (XETRA)', 95), ('ENT', 90), ('NTS', 90), ('Only', 90), ('NTS', 90), ('STO', 90), ('Store Capital', 90), ('Limited Stores', 90), ('NTS', 90)]"
TransCanada American Investments Ltd.,23775,Investment Trust Corporation,48177,90,"[('Investment Trust Corporation', 90), ('Trust Invest', 90), ('Investment Trust Corporation', 90), ('Investment Trust Corporation', 90), ('Capital Investments', 90), ('Investment Trust Corporation', 90), ('American Capital', 90), ('Scana', 90), ('American Capital', 90), ('American Capital', 90)]"
"ESH HOSPITALITY, INC.",23777,Hospitality Capital,65534,95,"[('Hospitality Capital', 95), ('IT', 90), ('SP', 90), ('Hospital Trust', 90), ('OS', 90), ('Ali', 90), ('SP', 90), ('Ta', 90), ('Australian Leisure and Hospitality Group', 86), ('BHG - Brazil Hospitality Group On', 86)]"
