Target Name,Target No.,preprocessed,Focus Text,Shortest Match Name,Shortest Match No.,Non-NASDAQ OTC Match Name,Non-NASDAQ OTC Match No.,Matched Name 1,Matched No. 1,Matched Score 1,Matched Name 2,Matched No. 2,Matched Score 2,Matched Name 3,Matched No. 3,Matched Score 3,Matched Name 4,Matched No. 4,Matched Score 4,Matched Name 5,Matched No. 5,Matched Score 5,Matched Name 6,Matched No. 6,Matched Score 6,Matched Name 7,Matched No. 7,Matched Score 7,Matched Name 8,Matched No. 8,Matched Score 8,Matched Name 9,Matched No. 9,Matched Score 9,Matched Name 10,Matched No. 10,Matched Score 10
JGSH Philippines Ltd.,25213,jgsh philippines,jgsh,,,,,SH Group,104306,99.22,GS Holdings,115680,99.22,GS Holdings,119207,99.22,GS Holdings (Frankfurt),270793,99.22,J Trust,110632,99.12,J-Group Holdings,110634,99.12,J-Holdings,110635,99.12,J Trust (Stuttgart),271481,99.12,SHL Group,50502,79.52000000000001,SHI,131838,79.52000000000001
JHAJJAR POWER LIMITED.,11565,jhajjar power limited.,jhajjar,,,,,AR,24258,99.17,J Trust,110632,99.09,J-Group Holdings,110634,99.09,J-Holdings,110635,99.09,J Trust (Stuttgart),271481,99.09,Izolacja Jarocin,110624,70.66000000000001,Ekonomija Jarkov,34205,70.61000000000001,Fiskeldi Eyjafjardar HF,25999,70.60000000000001,Thapar Finance,30942,66.62,Phazar,60977,66.62
"Jiangsu Jurong Chemical Co., Ltd.",6729,jiangsu jurong chemical,jiangsu,Jiangsu Zongyi,159217.0,Jiangsu Express (Non-NASDAQ OTC),250558.0,Jiangsu Huachang Chemical 'A',89187,99.77,Jiangsu Yangnong Chemical 'A',89227,99.77,Jiangsu Huachang (SEC) Chemical 'A',212951,99.77,Jiangsu Yangnong (SSE Connect Equities) Chemical 'A',212978,99.77,Jiangsu Flag Chemical 'A',89177,99.75,Jiangsu Sopo Chemical 'A',89215,99.75,Jiangsu Sopo (SSE Connect Equities) Chemical 'A',212973,99.75,Jiangsu Huifeng Agrochemical 'A',93862,99.73,Jiangsu Yida Chemical 'A',93899,99.71,Jiangsu Lanfeng Biochemical 'A',93868,99.7
"Jiangsu New Yangzi Shipbuilding Co.,Ltd",6698,jiangsu new yangzi shipbuilding co.ltd,jiangsu,Jiangsu Zongyi,159217.0,Jiangsu Express (Non-NASDAQ OTC),250558.0,Jiangsu Canlon Building Materials 'A',89167,99.56,Jiangsu Wuyang Parking IGP 'A',93941,99.56,Jiangsu Canlon (SEC) Building Materials 'A',212932,99.56,Jiangsu Hengli Hydraulic 'A',87772,99.55,Jiangsu Hengli (SSE Connect Equities) Hydraulic 'A',212944,99.55,Jiangsu Financial Leasing 'A',89176,99.54,Jiangsu Nanfang Precision 'A',93877,99.54,Jiangsu Financial (SSE Connect Equities) Leasing 'A',212938,99.54,Jiangsu Zhongchao (SEC) Holding 'A',212982,99.54,Jiangsu Linyang Energy 'A',89197,99.53
Jiangsu Zhongneng Polysilicon Technology Devel,6689,jiangsu zhongneng polysilicon technology devel,jiangsu,Jiangsu Zongyi,159217.0,Jiangsu Express (Non-NASDAQ OTC),250558.0,Jiangsu Zhongtian (SSE Connect Equities) Technology 'A',212985,99.69,Jiangsu Chinagreen Biological Technology 'A',93930,99.67,Jiangsu Jingxue Insulation Technology 'A',93933,99.67,Jiangsu Zhongtian Technologies 'A',87774,99.65,Jiangsu Hongtu High Technology 'A',93858,99.65,Jiangsu Hongtu High (SSE Connect Equities) Technology 'A',212949,99.65,Jiangsu Donghua Testing Technology 'A',89173,99.64,Jiangsu Tongda Power Technology 'A',93888,99.64,Jiangsu Gian Technology 'A',89179,99.63,Jiangsu Gian (SEC) Technology 'A',212939,99.63
Jiangyin Ligang Electric Power Generation Comp,6727,jiangyin ligang electric power generation comp,jiangyin,Jiangyin Electrical Alloy 'A',93920.0,,,Jiangyin Jianghua Microelectronics Material 'A',89259,99.58,Jiangyin Electrical Alloy 'A',93920,99.56,Jiangyin Haida Rubber and Plastic 'A',89257,99.51,Jiangyin Hengrun Heavy Industries 'A',89258,99.46,Jiangyin Hengrun (SSE Connect Equities) Heavy Industries 'A',213002,99.46,Jiangyin Pivot Automotive Products 'A',93921,99.43,Jia Group Holdings,101723,99.12,IA,119645,99.08,J Trust,110632,99.04,J-Group Holdings,110634,99.04
Jiayuguan Urban Infrastructure Construction In,6860,jiayuguan urban infrastructure construction in,jiayuguan,,,,,Jia Group Holdings,101723,99.12,UA Group,51292,99.08,IA,119645,99.08,Yu Group,127684,99.08,J Trust,110632,99.04,J-Group Holdings,110634,99.04,J-Holdings,110635,99.04,J Trust (Stuttgart),271481,99.04,Yugang International (XETRA),316865,82.36,Mugan,2922,79.36
Jieyang City Investment and Construction Group,6856,jieyang city and construction,jieyang,,,,,Eyang Holdings (Group) (XETRA),311861,99.29,IE,35464,99.13,J Trust,110632,99.07,J-Group Holdings,110634,99.07,J-Holdings,110635,99.07,J Trust (Stuttgart),271481,99.07,Zhejiang Jiecang Linear MTN Technology 'A',90742,85.53,Zhejiang Jiecang Linear (SSE Connect Equities) MTN Technology 'A',214446,85.53,Faw Jiefang Group 'A',88605,85.5,Faw Jiefang Group (SEC) 'A',212389,85.5
JIMAH EAST POWER SDN. BHD.,15969,jimah east power sdn. bhd.,jimah,,,,,IM,119718,99.14,J Trust,110632,99.07,J-Group Holdings,110634,99.07,J-Holdings,110635,99.07,J Trust (Stuttgart),271481,99.07,Gijima Group,34861,88.36,Kajima,106734,88.36,Nojima,106975,88.36,Kojima,111060,88.36,Kajima (SEAQ International),222066,88.36
Jinchang City Construction Investment Developm,6946,jinchang city construction developm,jinchang,,,,,NCH,66819,99.16,NCH (Berlin),302214,99.16,NC Holdings,112050,99.11,C Holdings,24873,99.06,J Trust,110632,99.06,J-Group Holdings,110634,99.06,J-Holdings,110635,99.06,J Trust (Stuttgart),271481,99.06,Change,106404,90.38000000000001,Chaing,33250,90.33
"Jinmao Investment Management (Shanghai) Co., L",6944,jinmao management l,jinmao,Jinmao Property Services,101760.0,,,China Jinmao Holdings (Det) Dummy,165660,99.49,Jinmao Property Services,101760,99.47,Jinmao Property (Frankfurt) Services,271553,99.47,Jinmao Prop Services (Red Chip),223356,99.46,Jinmao Hotel and JNM (China) Hotel INV and MGT,27279,99.46,China Jinmao Holdings Group ADR 1:50,185198,99.45,Jinmao Hotel and JNM (Frankfurt) (China) Hotel INV and MGT,279703,99.45,China Jinmao Holdings Group,97456,99.39,China Jinmao (HKSE Connect Equity) Holdings Group,217165,99.39,China Jinmao (SZS) Holdings Group,217166,99.39
Jio Haptik Technologies Limited,12041,jio haptik technologies,jio,JIO Rong Holdings,101763.0,,,JIO Rong Holdings,101763,99.39,Banco del Bajio Idbc Multiple,106373,99.39,Banco del Bajio Idbc (Non-NASDAQ OTC) Multiple,244225,99.39,Fujio Food Group,109715,99.36,Jioushun Construction,120020,99.36,Fujian Jiouzhou Group 'A',8076,99.29,J Trust,110632,99.08,J-Group Holdings,110634,99.08,J-Holdings,110635,99.08,O-Bank,115989,99.08
JIO PLATFORMS LIMITED,11932,jio platforms,jio,JIO Rong Holdings,101763.0,,,Fujio Food Group,109715,99.52,JIO Rong Holdings,101763,99.48,Jioushun Construction,120020,99.35,Banco del Bajio Idbc Multiple,106373,99.33,Banco del Bajio Idbc (Non-NASDAQ OTC) Multiple,244225,99.33,Fujian Jiouzhou Group 'A',8076,99.31,J Trust,110632,99.14,J-Group Holdings,110634,99.14,J-Holdings,110635,99.14,O-Bank,115989,99.14
"Jiutong Jiye Investment Co., Ltd.",6992,jiutong jiye,jiutong,,,,,ONG Holdings,75588,99.4,Ton Bank,147783,99.4,Company On,1218,99.29,IU International,65831,99.29,To Holdings,114306,99.29,IU International (London),232307,99.29,T Bank,22692,99.15,J Trust,110632,99.15,J-Group Holdings,110634,99.15,J-Holdings,110635,99.15
JM FINANCIAL ASSET RECONSTRUCTION COMPANY LIMI,11670,jm financial asset reconstruction limi,jm,JM,115804.0,JM (Non-NASDAQ OTC),237475.0,KJMC Financial Services,102050,99.59,RJM Mineral 'A' Sub Voting,160724,99.47,JMC Electronics,120029,99.45,JMI Hospital Requisite Manufacturing,84025,99.43,IJM Plantations,26872,99.42,IJM Corporation,106661,99.42,IJM Plantations,173590,99.42,IJM Corporation (Singapore OTC),227877,99.42,JMB Income Properties L Units Limited Partnership X,206793,99.42,JMB Income Properties L Units Limited Partnership V,206794,99.42
JM FINANCIAL CREDIT SOLUTIONS LIMITED,11212,jm financial credit solutions,jm,JM,115804.0,JM (Non-NASDAQ OTC),237475.0,KJMC Financial Services,102050,99.62,RJM Mineral 'A' Sub Voting,160724,99.51,IJM Plantations,26872,99.5,IJM Plantations,173590,99.5,Jmde Packaging and Realties,27284,99.5,JM Education Group,27282,99.49,JMI Hospital Requisite Manufacturing,84025,99.49,JM Capital II,84024,99.48,IJM Corporation,106661,99.45,JMC Electronics,120029,99.45
JM FINANCIAL HOME LOANS LIMITED,11856,jm financial home loans,jm,JM,115804.0,JM (Non-NASDAQ OTC),237475.0,KJMC Financial Services,102050,99.65,IJM Plantations,26872,99.47,JMC Electronics,120029,99.47,IJM Plantations,173590,99.47,Zjmi Environmental Energy 'A',90886,99.46,Zjmi Environmental (SSE Connect Equities) Energy 'A',214573,99.46,Jmar Technologies,55494,99.45,Jmar Technologies (Frankfurt),279709,99.45,Jmar Technologies (XETRA),306646,99.45,RJM Mineral 'A' Sub Voting,160724,99.45
JM FINANCIAL PRODUCTS LIMITED,11516,jm financial products,jm,JM,115804.0,JM (Non-NASDAQ OTC),237475.0,KJMC Financial Services,102050,99.73,JMC Projects India,101774,99.51,JMC Projects India (National India),222050,99.51,JM Capital II,84024,99.47,JM Global Holding Unit,206789,99.47,Jmde Packaging and Realties,27284,99.46,IJM Plantations,26872,99.44,JMC Electronics,120029,99.44,IJM Plantations,173590,99.44,RJM Mineral 'B',11798,99.44
JM FINANCIAL PROPERTIES AND HOLDINGS LIMITED,11866,jm financial properties and,jm,JM,115804.0,JM (Non-NASDAQ OTC),237475.0,KJMC Financial Services,102050,99.72,JMC Projects India,101774,99.58,JMC Projects India (National India),222050,99.58,JMB Income Properties L Units Limited Partnership X,206793,99.57000000000001,JMB Income Properties L Units Limited Partnership V,206794,99.57000000000001,JMB Income Properties L Unit Limited Partnership Int 7,206795,99.55,JMB Income Properties L Unit Limited Partnership Int IV,206796,99.54,JMB Income Properties L Unit Limited Partnership Int IX,206797,99.54,JMB Income Properties Limited 'L' Unit Limited Partnership Int 13,206798,99.53,Jmde Packaging and Realties,27284,99.52
JODHPUR WIND FARMS PRIVATE LIMITED,11999,jodhpur wind farms private,jodhpur,,,,,DH,7205,99.14,JO Group Holdings,27286,99.14,HP,133078,99.14,JO Group Holdings,173706,99.14,HP (Mexico),217922,99.14,HP (MIC),224762,99.14,HP (Swiss Stock Exchange),224763,99.14,DH (Non-NASDAQ OTC),235854,99.14,HP (Lima),237085,99.14,HP (Santiago),251630,99.14
John Hancock Global Funding II,21624,john hancock global funding ii,john,Fairfax John,1686.0,John Keells (Non-NASDAQ OTC) Holdings,250560.0,John Hancock Patriot Global Dividend Fund,145322,99.68,John Hancock Financial (Frankfurt),295534,99.65,John Hancock Select Dividend Trust,145325,99.62,John Hancock Corporate Bond ETF,188545,99.62,John Hancock Income Securities Trust,140508,99.61,John Cockerill India,101780,99.6,John Hancock Income Securities Trust Nav,237481,99.6,John Hancock Mltfactor Energy ETF,188546,99.6,John Hancock Financial Services,65880,99.59,John Hancock Preferred Income Fund,140510,99.59
