Target Name,Target No.,Top Match Name,Top Match No.,Top Match Score,All Matched
VNB Capital Trust I,20947,B I Incorporated,70321,90,"[('B I Incorporated', 90), ('Fabrika Otkovaka I Armature', 86), ('FIP EM Infu XP Omega I', 86), ('Jelen I Staklorad DD', 86), ('Raiffeisen Bank D D Bosna I Hercegovina', 86), ('Rio Bravo Credito Imobiliario I FII', 86), ('Unis Proizvodnja I Prerada Zice', 86), ('UTT I Turizam Prijedor', 86), ('A L I Technologies', 86), ('Bojoplast Gradevinstvo I Trgovina', 86)]"
Wells Fargo Capital XII,20952,El Corporation,1533,90,"[('El Corporation', 90), ('AR', 90), ('Far', 90), ('Go', 90), ('Well', 90), ('S&F Capital', 90), ('LS', 90), ('RG Securities', 90), ('W-W Capital', 86), (""Wells Real Estate Fund Unit Limited Partnership II 'A'"", 86)]"
"Wells Fargo Financial, Inc.",20953,Wells Financial,58593,95,"[('Wells Financial', 95), ('Financial Trust Corporation', 90), ('Financial Trust Corporation', 90), ('Financial Trust Corporation', 90), ('INA', 90), ('Financial Trust Corporation', 90), ('Far', 90), ('CIA', 90), ('Well', 90), ('Financial Trust Corporation', 90)]"
Morgan Stanley Capital Trust VIII,20959,Morgan Stanley,198268,95,"[('Morgan Stanley', 95), ('Morgan Stanley', 95), ('Morgan Stanley', 95), ('Morgan Stnly Capital Trust VIII', 94), ('Gan', 90), ('Stanley', 90), ('Stanley', 90), ('Gan', 90), ('Gan', 90), ('Perpetual Growth Fund VIII Mutual Fund', 86)]"
Ford Motor Credit Company LLC,20960,Ford Motor Credit Company,64912,100,"[('Ford Motor Credit Company', 100), ('Ford Motor Company', 95), ('Ford Motor Company', 95), ('Trust Company', 90), ('Otor', 90), ('Ford Motor', 90), ('Company On', 86), ('Credit General', 86), ('Credit Suisse PL100 Emerging Markets Infrastructure Development Trust', 86), ('Ihlas Motor ATSC', 86)]"
Tennessee Valley Authority,20962,Tennessee Valley Authority,77536,100,"[('Tennessee Valley Authority', 100), ('Tennessee Valley Authority Quids A 96', 95), (""Tennessee Valley Authority 6.5% Preferred 'A' 2029"", 90), ('Tennessee Valley Authority Power Bond Series D', 90), ('Tennessee Valley Authority Qids Service A 95', 90), ('Bow Valley Energy', 86), ('Bow Valley Energy', 86), ('Green Valley Investment and Development', 86), ('Doon Valley Rice', 86), ('Valley Abrasives', 86)]"
AMG Capital Trust II,20966,AM,14528,90,"[('AM', 90), ('MG Capital', 90), ('MG Capital', 90), ('Capital M', 90), ('Capital A', 90), ('G Capital', 90), ('G Capital', 90), ('FI Imobiliario Tourmalet II Sen B', 86), ('Perls II Trust Perpetual Exchequer Resettable SEC', 86), ('B Split II Cap Shares', 86)]"
PECO Energy Capital Trust III,20969,O E,10746,90,"[('O E', 90), ('Energy', 90), ('ERG', 90), ('Energy', 90), ('Energy', 90), ('ERG', 90), ('ERG', 90), ('PEC', 90), ('Corts Trust Peco Energy Capital Trust III Corts 8 Preferred Shares', 90), ('RG Securities', 90)]"
United Rentals Trust I,20971,United Rentals,133352,95,"[('United Rentals', 95), ('ENT', 90), ('Unite Capital', 90), ('United', 90), ('IT', 90), ('Unit', 90), ('Unit', 90), ('United', 90), ('Re Capital', 90), ('Re Capital', 90)]"
Sprint Capital Corporation,20975,Sprint Corporation,209981,100,"[('Sprint Corporation', 100), ('Sprint Corporation', 100), ('Sprint Corporation', 100), ('Sprint Corporation', 100), ('Sprint Corporation', 100), ('Invesprint', 90), ('SP', 90), ('Sprint Nextel', 90), ('Coral Newsprints', 90), ('Shree Rama Newsprint', 90)]"
