Target Name,Target No.,Top Match Name,Top Match No.,Top Match Score,All Matched
Sasol Financing USA LLC,24730,CIN,15946,90,"[('CIN', 90), ('Financing', 90), ('INA', 90), ('Sol', 90), ('SAS', 90), ('Sasol', 90), ('L&F', 90), ('SAS', 90), ('NCI Inc', 90), ('Advanced Equity (XETRA) Financing', 86)]"
Abbott Ireland Financing Designated Activity C,24734,Financing,17627,90,"[('Financing', 90), ('Ireland', 90), ('Design Capital', 90), ('A C N 059 457 279', 86), ('A C N 603 323 182', 86), ('A R C Industries', 86), ('Band C F INV On', 86), ('C C Bottlers', 86), ('C Fabrini On', 86), ('Professional F C', 86)]"
SVMK Inc,24735,Capital M,59340,90,"[('Capital M', 90), ('SMK', 86), ('Mannesmann SVM (Paris-SBF)', 74), ('Samkir Kandnaqli', 68), ('Samkir Sarab 1', 68), ('Samkir Sarab-2', 68), ('Samkir TIKINTI18', 68), ('Samkir-Aptek-334', 68), ('Samkirsampansara', 68), ('Samkirtacrubasan', 68)]"
"Stevens Holding Company, Inc.",24737,Trust Company,4284,90,"[('Trust Company', 90), ('MPA', 90), ('LDI Corporation', 90), ('Corporation Holding', 90), ('W Holding Company', 89), ('AKB Corporation Holding', 86), ('AKG Holding', 86), ('Antipodes Global Investment Company', 86), ('Arab International Insurance Company', 86), ('Barbados Shipping and Trading Company Limited', 86)]"
ANDEAVOR LLC,24741,Andeavor,234232,100,"[('Andeavor', 100), ('Andeavor', 100), ('Andeavor Logistics Common Units', 90), ('DEA Capital', 90), ('Capital A', 90), ('Andeavor BDR', 90), ('Andeavor (Mexico)', 90), ('Andeavor Logistics (Frankfurt) Common Units', 90), ('Endeavor', 88), ('D&D', 86)]"
BOKF MERGER CORPORATION NUMBER SIXTEEN,24743,Sixt,90247,90,"[('Sixt', 90), ('Australian Masters Corporate Bond Fund Number 2', 86), ('Australian Masters Corporate Bond Fund Number 3', 86), ('Australian Masters Corporate Bond Fund Number 4', 86), ('Australian Masters Corporate Bond Fund Number 5', 86), ('Australian Pacific Technology Dead-Merger 600818', 86), ('Australian Masters Corporate Bond Fund Number 1', 86), ('Oesterreichische Laenderbank Ordinary Merger 04/10/91', 86), ('Reininghaus Brauerei (Merger See 309131)', 86), ('Zentralsparkasse Participation Certificate Merger 04/10/91', 86)]"
RESIDEO FUNDING INC.,24746,Re Capital,67648,90,"[('Re Capital', 90), ('Re Capital', 90), ('ESI', 90), ('A&E Capital Funding Single Voting', 86), ('Deo Deo', 86), ('Funding Electric Vehicles', 86), ('D&D', 86), ('G&R', 86), ('Aegis Consumer Funding Group', 86), ('Muni Funding Company of America 144A', 86)]"
CONCENTRIX CVG CORPORATION,24752,Concentrix,133983,95,"[('Concentrix', 95), ('ENT', 90), ('IX', 90), ('RIX', 90), ('NC&', 90), ('RIX', 90), ('Sedia CVG', 86), ('R R Securities', 86), ('T T', 86), ('Banque Nationale de Paris CVG', 86)]"
"Capital One, National Association",24755,Ion,73918,90,"[('Ion', 90), ('National', 90), ('One', 90), ('National', 90), ('OCI', 90), ('National', 90), ('ATI', 90), ('Ion', 90), ('National', 90), ('OCI', 90)]"
"TIME WARNER CABLE, LLC",24756,Time Warner Cable,58815,100,"[('Time Warner Cable', 100), (""Time Warner Cable 'B'"", 95), ('Time Warner Cable (XETRA)', 95), ('Tim', 90), ('Able', 90), ('Time', 90), ('Cable Trust', 90), ('Time Warner', 90), ('Time', 90), ('Time Warner', 90)]"
SolarWinds Corp,24758,Solarwinds,135046,100,"[('Solarwinds', 100), ('Solarwinds', 100), ('AR', 90), ('NDS', 90), ('DS', 90), ('RW Capital', 90), ('Win', 90), ('Sol', 90), ('WI', 90), ('Solarwinds (Pet)', 90)]"
"GRAY ESCROW, INC.",24763,CR Capital,92076,90,"[('CR Capital', 90), ('Ray', 90), ('Ray', 90), ('Alan Gray Property Investments', 86), ('Cavaghan and Gray', 86), ('Cavaghan and Gray', 86), ('Gray Publishing and Media', 86), ('W-W Capital', 86), ('Gray Creek Mining', 86), ('R R Securities', 86)]"
COMMUNITY STATE BANK,24767,Community Bank,71262,95,"[('Community Bank', 95), ('Community Bank', 95), ('Community State Bank Teaneck', 95), ('Security Bank', 90), ('Stat', 90), ('Unit', 90), ('Security Bank', 90), ('State Bank', 90), ('Unit', 90), ('Security Bank', 90)]"
"MCGRAW-HILL GLOBAL EDUCATION HOLDINGS, LLC",24768,Mcgraw Hill Global Education Holdings,74632,100,"[('Mcgraw Hill Global Education Holdings', 100), ('Holdings', 90), ('Holdings', 90), ('Holdings', 90), ('Globa', 90), ('Global Education', 90), ('Global', 90), ('Global', 90), ('Holdings', 90), ('Corporation Holding', 90)]"
PROVIDENT BANK,24769,ENT,1607,90,"[('ENT', 90), ('T Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('NK', 90)]"
"COMMUNITY TRUST BANK, INC.",24770,Community Bank,71262,100,"[('Community Bank', 100), ('Community Bank', 100), ('Community Banks', 97), ('Community Banks', 97), ('First Community Bank', 95), ('Community Bank Port', 95), ('Community Bank and Trust', 95), ('Security Bank', 90), ('IT', 90), ('Unit', 90)]"
"PNC BANK, NATIONAL ASSOCIATION",24771,National,222336,90,"[('National', 90), ('Security Bank', 90), ('National', 90), ('National', 90), ('Security Bank', 90), ('Security Bank', 90), ('National', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90)]"
State Bank of India (New york Branch),24772,India Securities,26911,90,"[('India Securities', 90), ('State Bank', 90), ('State Bank', 90), ('State Bank of India', 90), ('Bank of India', 90), ('State Bank of India', 90), ('Adelaide Bank', 86), ('Advance Bank Australia', 86), ('AFB Bank ASC', 86), ('Azar-Turk Bank', 86)]"
"ENTERGY ARKANSAS, LLC",24773,Entergy Arkansas,64553,100,"[('Entergy Arkansas', 100), ('ENT', 90), ('AR', 90), ('Ark', 90), ('Arka', 90), ('ERG', 90), ('Ans', 90), ('ERG', 90), ('ERG', 90), ('SAS', 90)]"
