Target Name,Target No.,Top Match Name,Top Match No.,Top Match Score,All Matched
"WOODSIDE HOMES COMPANY, LLC",23653,Trust Company,4284,90,"[('Trust Company', 90), ('MPA', 90), ('Home Capital', 90), ('Incorporated Homes', 90), ('E&H', 90), ('Antipodes Global Investment Company', 86), ('Arab International Insurance Company', 86), ('Barbados Shipping and Trading Company Limited', 86), ('Bulgarian Telecommunications Company', 86), ('Company On', 86)]"
PNK Finance Corp,23654,INA,65640,90,"[('INA', 90), ('NC&', 90), ('NK', 90), ('SSPN Finance', 87), ('Open Finance', 87), ('Allco Finance Group', 86), ('Beneficial Finance', 86), ('China Finance Holding Company', 86), ('Ding Sheng XIN Finance', 86), ('Intermills (Finance)', 86)]"
The First National Bank in Creston,23657,National,222336,90,"[('National', 90), ('National-Bank', 90), ('First', 90), ('National', 90), ('First', 90), ('NAL Bank', 90), ('National', 90), ('Creston', 90), ('First', 90), ('First', 90)]"
BRIXMOR OPERATING PARTNERSHIP LP,23659,Artner,107941,90,"[('Artner', 90), ('Capital Partners', 90), ('Opera Limited', 90), ('CI Master Partnership', 86), ('Global Strategy Master Limited Partnership Unit Partners', 86), ('Public Storage Canadian Properties Unit Limited Partnership', 86), ('African Partnership', 86), ('Cello Partnership', 86), ('Baxi Partnership', 86), ('Gaz Metro Limited Partnership', 86)]"
NRG YIELD OPERATING LLC,23660,ATI,133754,90,"[('ATI', 90), ('NRG', 90), ('IEL', 90), ('ATI', 90), ('Opera Limited', 90), ('Australian Masters Yield Fund Number 1', 86), ('Australian Masters Yield Fund Number 2', 86), ('Australian Masters Yield Fund Number 3', 86), ('Australian Masters Yield Fund Number 5', 86), ('Advantaged Canadian High Yield Bond A', 86)]"
Intrexon Corp,23663,X,13869,90,"[('X', 90), ('Re Capital', 90), ('Re Capital', 90), ('Rexon', 90), ('Tre', 90), ('Trex', 90), ('Trex', 90), ('Intron', 86), ('R R Securities', 86), ('T T', 86)]"
Agricultural Bank of China,23665,Agricultural Bank of China 'A',87343,95,"[(""Agricultural Bank of China 'A'"", 95), (""Agricultural Bank of China 'H'"", 95), (""Agricultural Bank (SZS) of China 'H'"", 95), (""Agricultural Bank (XETRA) of China 'H'"", 95), (""Agricultural Bank (XETRA) of China 'A'"", 95), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90)]"
Stock Building Supply Holdings Inc,23666,Holdings,206120,90,"[('Holdings', 90), ('Holdings', 90), ('Holdings', 90), ('Holdings', 90), ('Corporation Holding', 90), ('Holdings', 90), ('3Q Holdings', 86), ('Acmex Holdings', 86), ('ADG Global Supply', 86), ('Aerosonde Holdings', 86)]"
Enbridge (U.S.) Inc.,23668,Enbridge,80272,90,"[('Enbridge', 90), ('Bridge Securities', 90), ('Bakic Foca U Stecaju', 86), ('Banco BTG Pactual S A', 86), ('Banco Estado Pernambuco S/A', 86), ('Bisina NVJ U Stecaju', 86), ('Borja Teslic U Stecaju', 86), ('Bosanka Doboj U Stecaju', 86), ('Cajavec Promet U STJ', 86), ('Celpak Prijedor U STJ', 86)]"
"HEDGEPATH PHARMACEUTICALS, INC.",23670,Ical,2166,90,"[('Ical', 90), ('Path', 90), ('Allelix Bio Pharmaceuticals Exchangeable Shares', 86), ('Shrishma Fine Chemicals and Pharmaceuticals', 86), ('Tribute Pharmaceuticals (Non-NASDAQ OTC)', 86), ('Fresenius Kabi Pharmaceuticals Holding', 86), ('RA Pharmaceuticals', 86), ('ICN Pharmaceuticals Dead-Merger With 134733', 86), ('3D Pharmaceuticals', 86), (""Zhangzhou Pientzehuang Pharmaceuticals 'A'"", 86)]"
