Target Name,Target No.,Top Match Name,Top Match No.,Top Match Score,All Matched
"TEL FSI, INC.",18606,El Corporation,1533,90,"[('El Corporation', 90), ('FSI Corporation', 90), ('L&F', 90), ('Life Tel On', 86), ('Slect-Tel DEF Sett', 86), ('FSI Energy Group', 86), ('Q-Tel Wireless', 86), ('TMP-Tel Montaze', 86), ('Visonic (Tel Aviv)', 86), ('FSI Holdings', 86)]"
INTL Fcstone Inc,18614,One,112488,90,"[('One', 90), ('One', 90), ('Tone', 90), ('L&F', 90), ('CS', 90), ('STO', 90), ('T T', 86), ('F&F', 86), ('Fcstone Group (Frankfurt)', 86), ('Fcstone Group (XETRA)', 86)]"
"ICG Group, Inc.",18615,IC Group,8836,94,"[('IC Group', 94), ('IG Group', 94), ('Group', 90), ('Group', 90), ('Up', 90), ('IC', 90), ('Group', 90), ('IC', 90), ('ICG Group (XETRA)', 90), ('ICF Group', 89)]"
Ikanos Communications Inc,18618,Ikanos Communications,60190,100,"[('Ikanos Communications', 100), ('Ikanos Communications (XETRA)', 95), ('Capital Communication', 90), ('Anco Communications', 90), ('NIC', 90), ('ICA AB', 90), ('NIC', 90), ('Unica', 90), ('ATI', 90), ('Munic', 90)]"
MAXION WHEELS,18619,El Corporation,1533,90,"[('El Corporation', 90), ('Ion', 90), ('Axion Corporation', 90), ('Max Trust', 90), ('Axion Corporation', 90), ('Ion', 90), ('Max Trust', 90), ('LS', 90), ('Max Trust', 90), ('Mizati Luxury Alloy Wheels', 86)]"
Forestar Group Inc.,18634,Forestar Group,134222,100,"[('Forestar Group', 100), ('Foresta', 90), ('Group', 90), ('AR', 90), ('Group', 90), ('Up', 90), ('Group', 90), ('Re Capital', 90), ('Star', 90), ('Re Capital', 90)]"
"On Assignment, Inc.",18635,ENT,1607,90,"[('ENT', 90), ('Assi AB', 90), ('Sign', 90), ('SIG', 90), ('SSI Securities', 90), ('On Assignment (Berlin)', 90), ('On Assignment (XETRA)', 90), ('521 Partecipazione On', 86), ('Advanced Digital Health Mdcna Preventiva On', 86), ('Aliansce Shopping Centers On', 86)]"
"AirTran Holdings, Inc.",18640,Airtran Holdings,58926,100,"[('Airtran Holdings', 100), ('Airtran Holdings (XETRA)', 95), ('Holdings', 90), ('Holdings', 90), ('LDI Corporation', 90), ('Holdings', 90), ('Cartan Holdings', 90), ('IRT Corporation', 90), ('AI', 90), ('Holdings', 90)]"
Acxiom Corporation,18641,Axiom,52538,91,"[('Axiom', 91), ('X', 90), ('OM', 90), ('Capital M', 90), ('Capital A', 90), ('Acom', 80), ('Iodm', 77), ('Axiom Mining', 75), ('Axiom International Development', 75), ('Axiom Management', 75)]"
"Alexander & Baldwin, LLC",18645,Alexander and Baldwin,133649,95,"[('Alexander and Baldwin', 95), ('Alexander and Baldwin (XETRA)', 95), ('Baldwin Securities', 90), ('Win', 90), ('DWI', 90), ('EXA', 90), ('Baldwin Securities', 90), ('Alexander Trading and Development', 86), ('D&D', 86), ('W-W Capital', 86)]"
Capital Senior Living Corporation,18650,Mondev Senior Living,10232,90,"[('Mondev Senior Living', 90), ('Sunrise Senior Living Real Estate Investment Trust', 90), ('Japan Senior Living Investment', 90), ('Sunrise Senior Living', 90), ('Sienna Senior Living', 90), ('Eni', 90), ('IOR', 90), ('Senior', 90), ('China Senior Living Industry International Holding', 90), ('Brookdale Senior Living', 90)]"
Corrections Corporation of America,18654,Ion,73918,90,"[('Ion', 90), ('ICA AB', 90), ('AME', 90), ('Corrections American', 90), ('Ion', 90), ('CTI', 90), ('ICA AB', 90), ('ICA AB', 90), ('Corrections Corporation of American 8% Series A', 90), ('Corrections of American Convertible Series B', 90)]"
Citigroup Global Markets Holdings Inc.,18655,Citigroup Global Markets Holdings Notes 22/10/07,143351,95,"[('Citigroup Global Markets Holdings Notes 22/10/07', 95), ('Citigroup Global Markets Holdings 04/12/07', 95), ('Citigroup Global Markets Holdings Elks', 95), ('Citigroup Global Markets Holdings Elks 22/12/03', 95), ('Citigroup Global Markets Holdings Notes 22/11/04', 95), ('Citigroup Global Markets Holdings Preferred', 95), ('Group', 90), ('Citigroup', 90), ('Group', 90), ('Igroup', 90)]"
DPL Inc.,18658,DPL,59709,100,"[('DPL', 100), ('Goldplex Resources', 90), ('Wordplex', 90), ('National Medplex', 90), ('Medplus', 90), ('Goldplay Mining', 90), ('Medplus Health Services', 90), ('Archidply Decor', 90), ('Archidply Industries', 90), ('Prodplast Bucarest', 90)]"
Forest Oil Corporation,18664,Re Capital,67648,90,"[('Re Capital', 90), ('Re Capital', 90), ('Capital Oil', 90), ('Forest Oil Preferred Convertible', 90), ('Forest Oil Preferred Convertible New', 90), ('Forest Oil Warrants 01/10/96', 90), ('Forest Oil Warrants 09/05/2005', 90), ('Forest Oil Warrants Exploration', 90), ('Forest Oil Warrants Exploration', 90), ('Forest Oil (Alberta)', 90)]"
"Five Star Quality Care, Inc.",18665,Five Star Quality Care,195718,100,"[('Five Star Quality Care', 100), ('Car', 90), ('Star', 90), ('Quality Care', 90), ('Ali', 90), ('Star', 90), ('UAL', 90), ('UAL', 90), ('UAL', 90), ('Asaleo Care', 86)]"
BAUSCH & LOMB INCORPORATED,18666,Bausch and Lomb,62863,95,"[('Bausch and Lomb', 95), ('Bausch Lomb', 95), ('Bausch', 90), ('USC', 90), ('OM', 90), ('MB Securities', 90), ('Bausch Health (New York) Companies', 86), ('Bausch and Lomb Income Class B', 86), ('Bausch Health Companies', 86), ('Bausch Health (Mexico) Companies', 86)]"
"CLAIRE'S STORES, INC.",18668,Claires Stores,63601,97,"[('Claires Stores', 97), ('Aire', 90), ('Re Capital', 90), ('Re Capital', 90), ('AI', 90), ('STO', 90), ('Store Capital', 90), ('Limited Stores', 90), (""Claires Stores 'A'"", 88), ('Banco Estado Pernambuco S/A', 86)]"
Synergy Resources Corporation,18673,Energy Resources,64531,91,"[('Energy Resources', 91), ('ERG', 90), ('ERG', 90), ('SYN', 90), ('ERG', 90), ('RCE Capital', 90), ('URC', 90), ('Source Capital', 90), ('Tyner Resources', 88), ('American Express Resources', 86)]"
Community National Bank,18675,Community National Bank,71400,100,"[('Community National Bank', 100), ('Community National', 95), ('Community National Bank New York', 95), ('Ion', 90), ('National', 90), ('National-Bank', 90), ('Security Bank', 90), ('National', 90), ('Unit', 90), ('NAL Bank', 90)]"
First National Bank,18683,First National Bank,72626,100,"[('First National Bank', 100), ('National-Bank', 95), ('First National Bank Holdings', 95), ('First National Bank Newfield', 95), ('First National Bank Shelby', 95), ('First National Bank Delaware', 95), ('First National Bank Griffin', 95), ('First National Bank Newport', 95), ('First National Bank Scotia', 95), ('First National Bank Wyoming', 95)]"
K12 Inc.,18688,K12 Fdinv Cerrado KFC CF,140524,90,"[('K12 Fdinv Cerrado KFC CF', 90), ('K12 (XETRA)', 90), ('K2', 80), ('HOLDINGROCK1', 72), ('Anders Dios K1', 72), ('A C N 603 323 182', 60), ('BAKBETONMEXANIK1', 60), ('Ganca-Gozallik-1', 60), ('K2 Energy', 60), ('YASAMALAPTEK329', 60)]"
LaSalle Hotel Properties,18691,LaSalle Hotel Properties,237701,100,"[('LaSalle Hotel Properties', 100), ('LaSalle Hotel Properties', 100), ('LaSalle Hotel Properties (XETRA)', 95), ('All Corporation', 90), ('RTI', 90), ('Roper', 90), ('Hotel Properties', 90), ('E&H', 90), ('Capital Properties', 90), ('LaSalle Hotel Properties 6.3% Cumulative Redeemable Preferred Shares Series J', 90)]"
Lexington Realty Trust,18693,Lexington Realty Trust (XETRA),306798,95,"[('Lexington Realty Trust (XETRA)', 95), ('Real Security', 90), ('Re Capital', 90), ('Re Capital', 90), ('Real Security', 90), ('Lexington Realty Trust 8.05% Series B Cumulative Preferred', 90), ('Real On', 86), ('Sutton Group Realty Services', 86), ('Island Peninsular Realty and Enterprises Hong Kong', 86), ('Champion Equities Realty 144A', 86)]"
