Target Name,Target No.,Top Match Name,Top Match No.,Top Match Score,All Matched
"COPANO ENERGY, L.L.C.",20759,Copano Energy,194464,100,"[('Copano Energy', 100), ('Copano Energy', 100), (""Copano Energy 'C'"", 95), (""Copano Energy 'D'"", 95), (""Copano Energy 'E'"", 95), ('O E', 90), ('Energy', 90), ('ERG', 90), ('Energy', 90), ('Energy', 90)]"
REGENCY ENERGY PARTNERS LP,20763,Regency Energy Partners,209217,95,"[('Regency Energy Partners', 95), ('Regency Energy Partners', 95), ('Regency Energy Partners', 95), (""Regency Energy Partners 'B'"", 92), (""Regency Energy Partners 'D'"", 92), (""Regency Energy Partners 'E'"", 92), ('Energy', 90), ('Energy', 90), ('Energy', 90), ('Regency Trust', 90)]"
"Intrepid Potash, Inc.",20766,Intrepid Potash,137065,100,"[('Intrepid Potash', 100), ('Intrepid Potash (XETRA)', 95), ('EPI', 90), ('REP', 90), ('Re Capital', 90), ('Re Capital', 90), ('Tre', 90), ('Ta', 90), ('Intrepid Capital', 90), ('Intrepid Potash (Frankfurt)', 90)]"
"AAG Holding Company, Inc.",20767,Yang Holding Company,69435,92,"[('Yang Holding Company', 92), ('Trust Company', 90), ('MPA', 90), ('LDI Corporation', 90), ('Corporation Holding', 90), ('ZAD Holding Company', 89), ('W Holding Company', 89), ('AKB Corporation Holding', 86), ('AKG Holding', 86), ('Antipodes Global Investment Company', 86)]"
AEP Texas Central Company,20771,Trust Company,4284,90,"[('Trust Company', 90), ('Central Securities', 90), ('Central Securities', 90), ('Central Securities', 90), ('Entra', 90), ('Central Securities', 90), ('Central Coast', 86), ('Central Equity', 86), ('Company On', 86), ('Prudential Investment Company of Australia', 86)]"
AEP Texas North Company,20772,North,28907,90,"[('North', 90), ('Trust Company', 90), ('North', 90), ('MPA', 90), ('EXA', 90), ('Antipodes Global Investment Company', 86), ('Arab International Insurance Company', 86), ('Barbados Shipping and Trading Company Limited', 86), ('Bulgarian Telecommunications Company', 86), ('Company On', 86)]"
AMG Capital Trust I,20773,AM,14528,90,"[('AM', 90), ('MG Capital', 90), ('MG Capital', 90), ('Capital M', 90), ('Capital A', 90), ('G Capital', 90), ('G Capital', 90), ('Fabrika Otkovaka I Armature', 86), ('FIP EM Infu XP Omega I', 86), ('Jelen I Staklorad DD', 86)]"
Alabama Power Company,20774,AMA Corporation,91126,90,"[('AMA Corporation', 90), ('Trust Company', 90), ('Capital Power', 90), ('MPA', 90), ('Capital Power', 90), ('ALA', 90), ('AMA Corporation', 90), ('Capital Power', 90), ('Alabama Power Company 4 20 Preference', 90), ('Capital Power', 90)]"
"Anvil Holdings, Inc.",20776,Hanil Holdings,119295,93,"[('Hanil Holdings', 93), ('Anvia Holdings', 93), ('Holdings', 90), ('Holdings', 90), ('LDI Corporation', 90), ('Holdings', 90), ('Holdings', 90), ('Anvil Holdings Senior Preferred Exchangeable Series B 13%', 90), ('Corporation Holding', 90), ('Holdings', 90)]"
Apollo Investment Corporation,20777,Apollo Investment,138926,100,"[('Apollo Investment', 100), ('Apollo Investment (XETRA)', 95), ('Investment Trust Corporation', 90), ('ENT', 90), ('Trust Invest', 90), ('Investment Trust Corporation', 90), ('Investment Trust Corporation', 90), ('Investment Trust Corporation', 90), ('INV', 90), ('NVE', 90)]"
Appalachian Power Company,20778,Appalachian Power Company,192924,100,"[('Appalachian Power Company', 100), ('Trust Company', 90), ('Capital Power', 90), ('Capital Power', 90), ('Capital Power', 90), ('Capital Power', 90), ('Appalachian Power Company Preferred 2.65%', 90), ('Appalachian Power Company Preferred 3.80%', 90), ('Appalachian Power Company Preferred 4.18%', 90), ('Byte Power Group', 86)]"
Atlantic City Electric Company,20780,Atlantic City Electric Company,62713,100,"[('Atlantic City Electric Company', 100), ('Security Capital Atlantic', 90), ('Trust Company', 90), ('City', 90), ('City', 90), ('Security Capital Atlantic', 90), ('Atlantic Gold', 86), ('Bakixanov Company', 86), ('Capital City Property', 86), ('City Pacific', 86)]"
BAC Capital Trust VIII,20781,Capital A,108466,90,"[('Capital A', 90), ('BAC Holding International Dummy', 86), ('Perpetual Growth Fund VIII Mutual Fund', 86), ('BAC Majestic', 86), ('Vojvodinaput BAC', 86), ('BAC A Mineral and Metallurgy', 86), ('BAC Giang Exploitable Mineral', 86), ('BAC Kan Petrovietnam Power', 86), ('Dong BAC Food', 86), ('Hanoi-Kinh BAC Agriculture and Food', 86)]"
BancorpSouth Capital Trust I,20785,H&I,35074,90,"[('H&I', 90), ('Bancorp', 90), ('Bancorp', 90), ('Bancorp', 90), ('Bancorp', 90), ('Bancorp', 90), ('Security Banc', 90), ('NC&', 90), ('Bancorp', 90), ('Bancorp', 90)]"
BANGOR HYDRO ELECTRIC COMPANY,20786,Trust Company,4284,90,"[('Trust Company', 90), ('Hydro', 90), ('Bango', 90), ('Bakixanov Company', 86), ('Company On', 86), ('Faulding FH&Company', 86), ('King Island Company', 86), ('Pacific Hydro', 86), ('Roc Oil Company', 86), ('Sigma Company', 86)]"
Bank One Capital VI,20787,Bank One,62826,95,"[('Bank One', 95), ('One Bank', 95), ('One', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90)]"
"Bank of America, N.A.",20788,Bank of America,132883,95,"[('Bank of America', 95), ('Bank of America', 95), ('Bank of America (Kaz)', 92), ('Security Bank', 90), ('ICA AB', 90), ('Security Bank', 90), ('Security Bank', 90), ('AME', 90), ('Security Bank', 90), ('Security Bank', 90)]"
"Bear, Stearns & Co. Inc.",20789,Bear Stearns,62884,100,"[('Bear Stearns', 100), ('AR', 90), ('R S Corporation', 90), ('Trust CTFS 02-01 Bear Stearns Depositor', 90), ('Bear Stearns Depositor Trust Certificates', 90), ('Be', 90), ('Trust Certificates Series 2001-4 Bear Stearns Depositor Bell South', 90), (': be AG', 90), ('Tear', 90), ('NS', 90)]"
Boston Private Capital Trust I,20792,At Trust,45099,90,"[('At Trust', 90), ('RIV Capital', 90), ('OS', 90), ('STO', 90), ('BOS Securities', 90), ('Fabrika Otkovaka I Armature', 86), ('FIP Infra-Estr BB VTRM Energ Sustentavel I', 86), ('I D C', 86), ('Raiffeisen Bank D D Bosna I Hercegovina', 86), ('Rio Bravo Credito Imobiliario I FII', 86)]"
CalEnergy Capital Trust III,20794,Energy,79025,90,"[('Energy', 90), ('ERG', 90), ('CA', 90), ('Energy', 90), ('Energy', 90), ('ERG', 90), ('ERG', 90), ('RG Securities', 90), ('Income Streams III Equity Dividend', 86), ('Penfold Capital Acquisition III', 86)]"
Capital One Capital II,20795,One,112488,90,"[('One', 90), ('One', 90), ('Bank One Capital II Preferred Guaranteed 8.5%', 90), ('Cobalt One', 86), ('FI Imobiliario Tourmalet II Sen B', 86), ('One North Entertainment', 86), ('Perls II Trust Perpetual Exchequer Resettable SEC', 86), ('B Split II Cap Shares', 86), ('Berkeley Capital II', 86), ('Canadian Resources Income Trust II Unit', 86)]"
Citigroup Capital VII,20802,Citigroup,132933,95,"[('Citigroup', 95), ('Citigroup Capital VII 7.125%', 95), ('Citigroup', 95), ('CIT', 90), ('Group', 90), ('IT', 90), ('Group', 90), ('Up', 90), ('Igroup', 90), ('Group', 90)]"
Citigroup Capital XIV,20806,Citigroup,132933,95,"[('Citigroup', 95), ('Citigroup', 95), ('CIT', 90), ('Group', 90), ('IT', 90), ('Group', 90), ('Up', 90), ('Igroup', 90), ('Group', 90), ('ITI', 90)]"
Citigroup Capital XV,20807,Citigroup,132933,95,"[('Citigroup', 95), ('Citigroup', 95), ('CIT', 90), ('Group', 90), ('IT', 90), ('Group', 90), ('Up', 90), ('Igroup', 90), ('Group', 90), ('ITI', 90)]"
Citigroup Capital XVI,20808,Citigroup,132933,95,"[('Citigroup', 95), ('Citigroup', 95), ('CIT', 90), ('Group', 90), ('IT', 90), ('Group', 90), ('Up', 90), ('Igroup', 90), ('Group', 90), ('ITI', 90)]"
Citigroup Capital XVII,20809,CIT,15964,90,"[('CIT', 90), ('Group', 90), ('Citigroup', 90), ('IT', 90), ('Group', 90), ('Up', 90), ('Igroup', 90), ('Group', 90), ('ITI', 90), ('ITI', 90)]"
Citigroup Funding Inc.,20810,Citigroup Funding,194100,100,"[('Citigroup Funding', 100), ('CIT', 90), ('Group', 90), ('Citigroup', 90), ('Group', 90), ('Igroup', 90), ('Group', 90), ('ITI', 90), ('ITI', 90), ('Citigroup', 90)]"
Colfax Corporation,20812,X,13869,90,"[('X', 90), ('COL', 90), ('Capital A', 90), ('Colfax Units', 90), ('Colfax (XETRA)', 90), ('F&F', 86), ('Colefax Group', 75), ('Colefax Group (Berlin)', 75), ('Coala', 73), ('Polfa', 73)]"
"Comcast Cable Communications, LLC",20813,Capital Communication,15640,90,"[('Capital Communication', 90), ('Able', 90), ('Cable Trust', 90), ('Unica', 90), ('Cast', 90), ('Munic', 90), ('I-Cable Communications', 90), ('Cable and Telecoms', 86), ('Cable Television', 86), ('Cable Waterski', 86)]"
"Credit Suisse (USA), Inc",20818,UIS,23136,90,"[('UIS', 90), ('CRE', 90), ('T&S', 90), ('SSE', 90), ('Red Capital', 90), ('Credit Suisse PL100 World Water Trust', 86), ('Credit Suisse GP100 Australia Trust', 86), ('Credit Suisse PL100 Emerging Markets Infrastructure Development Trust', 86), ('Credit Lyonnais Bank Nederland', 86), ('First Asset Active Credit Fund', 86)]"
Deutsche Bank Capital Funding Trust IX,20823,Security Bank,200310,90,"[('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Deutsche Bank', 90), ('Deutsche Capital', 90), ('Security Bank', 90), ('Deutsche Bank', 90)]"
Deutsche Bank Capital Funding Trust VIII,20824,Security Bank,200310,90,"[('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Deutsche Bank', 90), ('Deutsche Capital', 90), ('Security Bank', 90), ('Deutsche Bank Capital Funding Trust VIII 6.375% Trust Preferred Security', 90)]"
Deutsche Bank Capital Funding Trust X,20825,Security Bank,200310,90,"[('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Deutsche Bank', 90), ('Deutsche Capital', 90), ('Security Bank', 90), ('Deutsche Bank', 90)]"
"Dr Pepper Snapple Group, Inc.",20828,DR Pepper Snapple (XETRA) Group,305608,95,"[('DR Pepper Snapple (XETRA) Group', 95), ('Group', 90), ('R S Corporation', 90), ('Group', 90), ('Group', 90), ('Apple', 90), ('PPL', 90), ('SNA', 90), ('Snap', 90), ('Adtrans Group', 86)]"
"Duke Energy Ohio, Inc.",20829,Duke Energy Ohio Inc,71999,100,"[('Duke Energy Ohio Inc', 100), ('Duke Energy', 95), ('Duke Energy', 95), ('Duke Energy', 95), ('Energy', 90), ('Hi', 90), ('ERG', 90), ('OHI', 90), ('Energy', 90), ('Energy', 90)]"
"Entergy Louisiana Holdings, Inc.",20833,Holdings,206120,90,"[('Holdings', 90), ('Holdings', 90), ('Entergy Louisiana', 90), ('Holdings', 90), ('Louis Capital', 90), ('ANA Holdings', 90), ('Holdings', 90), ('Louis Capital', 90), ('Entergy', 90), ('Corporation Holding', 90)]"
"NextEra Energy Capital Holdings, Inc.",20837,Energy,79025,90,"[('Energy', 90), ('ERG', 90), ('Holdings', 90), ('Holdings', 90), ('Energy', 90), ('LDI Corporation', 90), ('Holdings', 90), ('Next', 90), ('Energy', 90), ('ERG', 90)]"
"FERRELLGAS PARTNERS, L.P.",20839,Ferrellgas Partners Units,129442,95,"[('Ferrellgas Partners Units', 95), ('Ferrellgas Partners (XETRA)', 95), ('Ferrellgas Limited Partnership', 93), ('Art', 90), ('Art', 90), ('Art', 90), ('Artner', 90), ('Capital Partners', 90), ('Art', 90), ('Ferrellgas Partners L P Units', 90)]"
First Republic Preferred Capital Corporation,20841,First Republic Preferred Capital Series D,205300,95,"[('First Republic Preferred Capital Series D', 95), ('REP', 90), ('First', 90), ('Firs', 90), ('LIC', 90), ('Public', 90), ('First', 90), ('First', 90), ('First', 90), ('Republic', 90)]"
General Electric Capital Corporation,20847,General Electric Capital,195997,100,"[('General Electric Capital', 100), ('General Electric Capital', 100), ('General Electric Capital', 100), ('General Electric Capital', 100), ('General Electric 2000', 95), ('General Electric Canada', 95), ('General Electric Cedear', 95), ('General Electric Tracrs', 95), ('General Electric Canada', 95), ('General Electric (BOG)', 95)]"
