Target Name,Target No.,preprocessed,Focus Text,Shortest Match Name,Shortest Match No.,Non-NASDAQ OTC Match Name,Non-NASDAQ OTC Match No.,Matched Name 1,Matched No. 1,Matched Score 1,Matched Name 2,Matched No. 2,Matched Score 2,Matched Name 3,Matched No. 3,Matched Score 3,Matched Name 4,Matched No. 4,Matched Score 4,Matched Name 5,Matched No. 5,Matched Score 5,Matched Name 6,Matched No. 6,Matched Score 6,Matched Name 7,Matched No. 7,Matched Score 7,Matched Name 8,Matched No. 8,Matched Score 8,Matched Name 9,Matched No. 9,Matched Score 9,Matched Name 10,Matched No. 10,Matched Score 10
Tate & Lyle International Finance Plc,9056,tate & lyle,tate,Tate Industries,39851.0,Tate and Lyle (Non-NASDAQ OTC),249218.0,Tate and Lyle,124846,99.83,Tate and Lyle (BRN),228860,99.83,Tate and Lyle (VIRT-X),232962,99.83,Tate and Lyle (Non-NASDAQ OTC),249218,99.83,Tate and Lyle (Frankfurt),274991,99.83,Tate and Lyle (XETRA),315990,99.83,Tate of Leeds,50968,99.67,Tate Lyle ADR 1:4,191214,99.64,Tate Lyle ADR 1:4 (Berlin),259727,99.64,State Bank of Mysore,30529,99.62
"Tatra Residence, s.r.o.",18017,tatra residence s.r.o.,tatra,Tatra,12818.0,,,Tatrass International Merger,12819,99.5,Tatramat JCS,39855,99.47,Tatra Kupon Fond,39852,99.47,Tatra Banka 2,164063,99.46,Tatrasvit,39859,99.45,Zetatrans,96885,99.45,Tatransky IF Popra,39856,99.45,Tatraosivo V Lomni,39857,99.45,Hotel Tatra Bratisl,35320,99.44,Tatra Thermal 1,39853,99.43
TBG GLOBAL PTE. LTD.,17899,tbg global pte.,tbg,TBG Diagnostics,4142.0,TBG Diagnostics (Non-NASDAQ OTC),240223.0,TBG Diagnostics,4142,99.47,TBG Diagnostics (Non-NASDAQ OTC),240223,99.47,TBG Diagnostics (Frankfurt),282286,99.47,BG Group,32816,99.24,BG Group,45405,99.24,TB Group,114157,99.24,BG (Tokyo),221234,99.24,BG Group (Non-NASDAQ OTC),234662,99.24,BG Group (Frankfurt),277074,99.24,BG Group (XETRA),310297,99.24
"TBK BANK, SSB",24245,tbk ssb,tbk,TBK,114159.0,,,TBK and Sons Holdings,105138,99.63,TBK,114159,99.6,TB Group,114157,99.44,Timah (Persero) TBK Part Class C,174335,99.41,Timah (Persero) TBK Part,174334,99.38,Siwani Makmur TBK Part Class B,174217,99.38,Mitra Investindo TBK Part Class B,173892,99.35,Ratu Prabu Energi TBK Part Class B,174110,99.34,Bank Permata TBK,172992,99.33,Deutsche Postbk N (Swiss Stock Exchange),227513,99.33
TCC - TRANSMISSORA CAMINHO DO CAFE S.A.,4470,tcc  transmissora caminho do cafe,tcc,TCC,30847.0,,,Netccentric Chess Depository Interest,84905,99.4,TCC Industries,57929,99.38,Larcan-TCC,74243,99.33,TCC Equipment Incorporated Fund Depositary Unit,80049,99.33,Taiwan Artcci,44019,99.3,TCC Steel,123373,99.29,Tccia Investment,141553,99.26,TCC,30847,99.17,TCC International Holdings,30848,99.17,TCC International Holdings (Frankfurt),282290,99.17
TCCL (Finance) Limited,10655,tccl,tccl,,,,,TCC,30847,99.86,TCC International Holdings,30848,99.86,CCL Group,45933,99.86,CCL International,99391,99.86,TCC International Holdings (Frankfurt),282290,99.86,TCC International Holdings (XETRA),315999,99.86,CC International,108522,99.67,T Bank,22692,99.4,C Holdings,24873,99.4,TCFC Finance,105141,75.0
"TCM Sub, LLC",22942,tcm sub,tcm,TCM,30850.0,,,TCM,30850,99.6,TCM Group,96242,99.6,TCM Biosciences,39876,99.45,CM International,108692,99.44,TCM Biotechnology International,123378,99.42,Urban TCM,40418,99.38,TCM Corporation ORS,123379,99.38,Itcmt Fabbriche (XETRA) Riunite,287257,99.33,TCM Corporation ORS NVDR,176626,99.32,TCM Corporation ORS Foreign Board,230561,99.3
TCNZ Finance Limited,16666,tcnz,tcnz,,,,,T Bank,22692,99.4,C Holdings,24873,99.4,Z Group PLC,51849,99.4,Z Holdings,106153,99.4,Z Holdings (Non-NASDAQ OTC),250027,99.4,Z Holdings (Frankfurt),276205,99.4,CSTCN International Holdings,97530,85.81,CSTCN International Holdings (HKSE Connect Equity),217436,85.81,CSTCN International Holdings (SZS),217437,85.81,CSTCN International Holdings (Non-NASDAQ OTC),244909,85.81
TCP - Terminal de Conteineres de Paranagua S/A,4406,tcp  terminal de conteineres de paranagua s/a,tcp,TCP Reliable,57932.0,,,Ziraat PTCP 30 EQL WGHT Index Stock Intensive E,177065,99.41,TCP Reliable,57932,99.32,Itcp PRDV REIT,83970,99.31,Itcp PRDV REIT (Warsaw),224864,99.31,Blackrock TCP Capital,138960,99.21,Blackrock TCP (Frankfurt) Capital,261735,99.21,Otcpharm,37818,99.19,Tcpi (Frankfurt),297383,99.16,TCP International Holdings,57931,99.12,TCP International Holdings (Frankfurt),282295,99.12
TCP Capital Corp,23387,tcp capital corp,tcp,TCP Reliable,57932.0,,,Blackrock TCP Capital,138960,99.59,Blackrock TCP (Frankfurt) Capital,261735,99.59,TCP Reliable,57932,99.5,Itcp PRDV REIT,83970,99.47,Itcp PRDV REIT (Warsaw),224864,99.47,Otcpharm,37818,99.42,Tcpi (Frankfurt),297383,99.4,TCP International Holdings,57931,99.32,TCP International Holdings (Frankfurt),282295,99.32,Ziraat PTCP 30 EQL WGHT Index Stock Intensive E,177065,99.25
TD Auto Finance LLC,21109,td auto,td,TD Progres,4143.0,,,TD Waterhouse Group,68588,99.6,TD Waterhouse Group (Toronto),216198,99.6,TD Waterhouse Group (Frankfurt),297385,99.6,TD Waterhouse (XETRA),308615,99.6,FTD 'A',72832,99.57000000000001,CTD Holdings 'A' (Frankfurt),278025,99.57000000000001,CTD Holdings 'A' (XETRA),305418,99.57000000000001,MTD Capital,28502,99.56,STDC Napoca,113876,99.56,STDC Napoca,228787,99.56
TD Bank National Association,21949,td national association,td,TD Progres,4143.0,,,ITD Cementation India,101606,99.55,ITD Cementation India,168406,99.55,Nightdragon Acquisition A,137629,99.54,DTD Kanal Novi SAD,34073,99.54,TDK Corporation (SEAQ International),30853,99.53,TDK Corporation (AMS),222924,99.53,TDK Corporation (Paris-SBF),297386,99.53,Netdriven Storage Solutions,10431,99.52,TDK Corporation Certificate (Swiss Stock Exchange),181059,99.52,TD Spartak Kazan,22749,99.51
"TD Bank USA, National Association",22746,td usa national association,td,TD Progres,4143.0,,,Netdriven Storage Solutions,10431,99.52,TD Spartak Kazan,22749,99.51,ITD Cementation India,101606,99.5,Nightdragon Acquisition A,137629,99.5,ITD Cementation India,168406,99.5,STDC Instalatii SI Montaj,39610,99.5,Ritdisplay Corporation,122148,99.49,DTD Kanal Novi SAD,34073,99.49,TDS Informationstechnologie,22752,99.48,TDS Informationstechnologie (XETRA),22753,99.48
TD CAPITAL TRUST II,5466,td capital ii,td,TD Progres,4143.0,,,MTD Capital,28502,99.83,TDS Capital I 8.5% 2037,147688,99.67,TDS Capital II Torps 8.04%,147689,99.67,TD Split,161401,99.57000000000001,TD Split 'C',12832,99.56,TD Split 'B',161402,99.56,MTD ACPI Engineering,28501,99.55,TDB Split 'A',86518,99.54,TDB Split 'A' (Non-NASDAQ OTC),249224,99.54,TD Ameritrade Holding,61528,99.53
TD Capital Trust IV,5158,td capital iv,td,TD Progres,4143.0,,,MTD Capital,28502,99.83,TDS Capital I 8.5% 2037,147688,99.67,TDS Capital II Torps 8.04%,147689,99.62,TD Split,161401,99.57000000000001,TD Split 'C',12832,99.56,TD Split 'B',161402,99.56,TDB Split 'A',86518,99.54,TDB Split 'A' (Non-NASDAQ OTC),249224,99.54,TD Ameritrade Holding,61528,99.53,TD Ameritrade Holding (Frankfurt),282296,99.53
TEB Tuketici Finansman Anonim Sirketi,18268,teb tuketici finansman anonim sirketi,teb,TEB Volos,22760.0,,,Ateba Technology and Environmental,5305,99.48,Ateba Technology and Environmental,70204,99.48,Tebon Cash Money Market ETF Fund 'E',161406,99.41,Hartebeestfontein Gold Mining,35173,99.39,Hartebeestfontein Gold Mining (London),232193,99.39,Hartebeestfontein ADR,196396,99.38,Hartebeestfontein Gold ADR 1 ADR = 1 Share,241916,99.38,Hartebeest Certificate (Paris-SBF),167237,99.37,iShares United States Aggregatebond Ucits ETF,181965,99.37,iShares United States (Munich) Aggregatebond Ucits ETF,257502,99.37
Techne Corporation,20611,techne corporation,techne,Bio-Techne,133372.0,,,Bio Techne Corporation BDR,148686,99.82000000000001,Technest Holdings (XETRA),308625,99.54,Techne (XETRA),308624,99.5,Bio-Techne,133372,99.43,Bio-Techne (Mexico),216919,99.43,Bio-Techne (BRN),227255,99.43,Bio-Techne (Pet),251125,99.43,Bio Techne (Frankfurt),261674,99.43,Tec,39880,99.29,T Bank,22692,99.11
"TECO Finance, Inc.",22441,teco,teco,Teco Maritime,39897.0,Teco 2030 (Non-NASDAQ OTC),249239.0,Tecom,123396,99.89,Tec,39880,99.86,Ceteco,15809,99.8,Seteco International,22044,99.8,Miteco,37060,99.8,Piteco,95097,99.8,Zeteco AB,181603,99.8,Zeteco AB,181604,99.8,Piteco (Frankfurt),281114,99.8,Intecom,18808,99.73
Tecpetrol S.A.,2781,tecpetrol,tecpetrol,,,,,Petrol,85358,99.8,Petrol,89682,99.8,Petro Group,29286,99.71,Tec,39880,99.5,Pet,67285,99.5,T Bank,22692,99.2,C Holdings,24873,99.2,O-Bank,115989,99.2,Ecopetrol,87504,89.0,Ecopetrol BDR,148985,88.84
Teekay Shuttle Tankers LLC,3928,teekay shuttle tankers,teekay,Teekay,138493.0,,,Teekay Tankers Limited,152898,99.78,Teekay Tankers 'A',138494,99.7,Teekay Offshore Partners,201035,99.7,Teekay Tankers 'A' (Mexico),219009,99.7,Teekay Tankers 'A' (Frankfurt),266476,99.7,Teekay Offshore (Frankfurt) Partners,283733,99.7,Teekay Tankers 'A' (XETRA),308637,99.7,Teekay Offshore (XETRA) Partners,309404,99.7,Teekay Long Partners,161418,99.67,Teekay Long Partners,201034,99.67
Teijin Holdings Netherlands B.V.,16216,teijin netherlands b.v.,teijin,Teijin,107236.0,Teijin (Non-NASDAQ OTC),249243.0,Teijin ADR 1:1,191243,99.54,Teijin Seiki Warrants 85-90,147704,99.52,Teijin Seiki ADR 1:10,210339,99.5,Teijin Seiki Company Limited,30872,99.46,Teijin,107236,99.41,Teijin Limited,222927,99.41,Teijin (BRN),228870,99.41,Teijin (Non-NASDAQ OTC),249243,99.41,Teijin (Frankfurt),275025,99.41,Teijin (XETRA),316028,99.41
