Target Name,Target No.,preprocessed,Focus Text,Shortest Match Name,Shortest Match No.,Non-NASDAQ OTC Match Name,Non-NASDAQ OTC Match No.,Matched Name 1,Matched No. 1,Matched Score 1,Matched Name 2,Matched No. 2,Matched Score 2,Matched Name 3,Matched No. 3,Matched Score 3,Matched Name 4,Matched No. 4,Matched Score 4,Matched Name 5,Matched No. 5,Matched Score 5,Matched Name 6,Matched No. 6,Matched Score 6,Matched Name 7,Matched No. 7,Matched Score 7,Matched Name 8,Matched No. 8,Matched Score 8,Matched Name 9,Matched No. 9,Matched Score 9,Matched Name 10,Matched No. 10,Matched Score 10
"BNK CAPITAL CO., LTD.",14383,bnk capital,bnk,BNK VVB,32890.0,,,BNK Financial Group,115426,99.67,BNK Central Asia (Swiss Stock Exchange),227274,99.59,BNK Petroleum (XETRA),310377,99.58,First Capital BNK,125710,99.57000000000001,BNK Split Closed Fund,162444,99.5,MBNK Capital Trust I Preferred 9.625% 2029,145765,99.47,BNK VVB,32890,99.44,NBNK Investnents,49228,99.44,QBNK Holding,121977,99.43,BNK Banking Corporation,81805,99.41
"BNK Securities co.,Ltd",14392,bnk co.ltd,bnk,BNK VVB,32890.0,,,QBNK Holding,121977,99.64,BNK Financial Group,115426,99.52,BNK Petroleum (XETRA),310377,99.52,BNK VVB,32890,99.47,BNK Central Asia (Swiss Stock Exchange),227274,99.46,BNK Split Closed Fund,162444,99.45,CHO Hung BNK Goods (SEAQ International),203933,99.43,BNK Banking Corporation,81805,99.42,NBNK Investnents,49228,99.38,Sydfyns Discontbnk,12742,99.36
BNP Pacific (Australia) Ltd,3268,bnp pacific,bnp,,,,,BNPI,32892,99.53,BNPP LC Eurpab ETF,162503,99.48,BNPP Rici Benzin (Touche Remnant) Enhanced ETC,139515,99.4,BNPP Rici Diesel (Touche Remnant) Enhanced ETC,139516,99.4,BNPP Rici Heiz L (Touche Remnant) Enhanced ETC,139517,99.4,BNPP Rici WTI Oil (Touche Remnant) Enhanced ETC,139519,99.39,BNPP Easy Sxep 600 Banks Ucits ETF Class,165370,99.39,BNPP Easy Sxep 600 (Berlin) Banks Ucits ETF Class,290711,99.39,BNPP Easy MSCI Pacific ex JPN ESG FLTRD Min TE,162499,99.39,BNPP Easy MSCI Pacific (Milan) ex JPN ESG FLTRD Min TE,255360,99.39
BNY Institutional Capital Trust A,21524,bny institutional capital a,bny,White Child and BNY,51667.0,,,BNY MEL Sustainable International Equity ETF,184863,99.53,BNY Mellon Strategic Municipals,139525,99.48,BNY Mellon Strategic Municipals,251146,99.48,BNY MEL Sustainable Gemm ETF,184862,99.47,BNY MEL Short Duration Corporate Bond ETF,184861,99.47,BNY MEL Sustainable United States Equity ETF,184864,99.45,BNY Mellon (American) Municipal Income,139523,99.44,BNY Mellon (Nasdaq Non-National) Municipal Income,234876,99.44,BNY Capital II Trust Preferred Securities 'C',142918,99.44,BNY MEL Strategic Municipal Bond Fund,139522,99.44
BNY Mellon National Association,21188,bny mellon national association,bny,White Child and BNY,51667.0,,,BNY Mellon (American) Municipal Income,139523,99.62,BNY Mellon (Nasdaq Non-National) Municipal Income,234876,99.62,BNY Mellon Ultra Short Income ETF,184869,99.59,BNY Mellon Strategic Municipals,139525,99.58,BNY Mellon Strategic Municipals,251146,99.58,BNY MEL Municipal Bond Ifcf in,139521,99.56,BNY Mellon High Yield Strategies Fund,139524,99.56,BNY MEL Municipal Bond Ifcf in,251144,99.56,BNY Mellon High Yield Strategies Fund,251145,99.56,BNY MEL Short Duration Corporate Bond ETF,184861,99.56
"BNY Mellon, N.A.",9558,bny mellon n.a.,bny,White Child and BNY,51667.0,,,BNY Mellon (American) Municipal Income,139523,99.62,BNY Mellon (Nasdaq Non-National) Municipal Income,234876,99.62,BNY Mellon Core Bond ETF,184865,99.62,BNY Mellon International Equity ETF,184868,99.61,BNY Mellon Strategic Municipals,139525,99.57000000000001,BNY Mellon Strategic Municipals,251146,99.57000000000001,BNY MEL CNCTD International ETF,184859,99.56,BNY MEL Municipal Bond Ifcf in,139521,99.53,BNY Mellon High Yield Beta ETF,184867,99.53,BNY MEL Municipal Bond Ifcf in,251144,99.53
Boardriders S.A.,15211,boardriders,boardriders,,,,,Ride,209316,99.53,DRI,53853,99.43,IDE Group Holdings,126052,99.43,DRI (Frankfurt),278257,99.43,DRI (XETRA),305612,99.43,OA Group,10759,99.31,AR,24258,99.31,DR Finance,109161,99.31,ID Holdings,110369,99.31,RS,122182,99.31
BOATS INVESTMENTS (JERSEY) LIMITED,12387,boats investments,boats,Admiral Boats,31954.0,,,Travis Boats and MTRS (Berlin),303463,99.53,Travis Boats and Motors,77707,99.5,Malibu Boats Class A,134581,99.43,Malibu Boats Class A (Pet),251946,99.43,Malibu Boats Class A (Frankfurt),264485,99.43,Fairline Boats,47069,99.39,Nimbus Boats 'B',43170,99.36,Malibu Boats Inc,207426,99.34,Admiral Boats,31954,99.33,Challenger Powerboats,53098,99.32
BOCHK Financial Products (Cayman) Ltd.,14816,bochk financial products,bochk,,,,,BOC Group,45503,99.22,BOC Group (Tokyo),173050,99.22,BOC Group (VIRT-X),231708,99.22,BOC Group (Frankfurt),293668,99.22,BOC Group (XETRA),310381,99.22,C Holdings,24873,99.08,K Group Holdings,101827,99.08,O-Bank,115989,99.08,Villeroy and Boch (XETRA),141765,88.45,Villeroy and Boch (Non-NASDAQ OTC),249721,88.45
BOCI Asia Limited,10376,boci asia,boci,Boci CBK Shanghai Securities 50 A SH Index Ucits ETF A,156609.0,,,OCI,28957,99.5,BOC Group,45503,99.5,OCI,89643,99.5,OCI International Holdings,103136,99.5,OCI,115992,99.5,BOC Group (Tokyo),173050,99.5,OCI (Mexico),218488,99.5,OCI (BRN),225321,99.5,BOC Group (VIRT-X),231708,99.5,OCI (Non-NASDAQ OTC),247722,99.5
BOCI Financial Products Limited,10390,boci financial products,boci,Boci CBK Shanghai Securities 50 A SH Index Ucits ETF A,156609.0,,,Boci CBK Shanghai Securities 50 A SH Index Ucits ETF A,156609,99.45,Boci CBK Shanghai Securities 50 A SH Index Ucits ETF Aeur,165373,99.43,OCI,28957,99.23,BOC Group,45503,99.23,OCI,89643,99.23,OCI International Holdings,103136,99.23,OCI,115992,99.23,BOC Group (Tokyo),173050,99.23,OCI (Mexico),218488,99.23,OCI (BRN),225321,99.23
BofA Finance LLC,24423,bofa,bofa,Wisdomtree Bofa Merrill Lynch High Yield Bond Negative Duration Fund,211419.0,,,O-Bank,115989,99.4,F Investment Trust Group,125685,99.4,Bofaml Ivstoxx Go Ucits ETF,165379,99.26,Bofaml Ivstoxx Go Ucits ETF,165380,99.26,Lyxor Bofaml SHTM HGH Yield Bond Ucits ETF D,163364,99.17,Lyxor Bofaml US Dollar SHRT TRM HGH YLD Bond,183140,99.17,Lyxor Bofaml SHTM (BRN) HGH Yield Bond Ucits ETF D,226550,99.17,Lyxor Bofaml US Dollar (London) SHRT TRM HGH YLD Bond,242281,99.17,Lyxor Bofaml US Dollar (Luxembourg) SHRT TRM HGH YLD Bond,242282,99.17,Lyxor Bofaml US Dollar (Munich) SHRT TRM HGH YLD Bond,291810,99.17
