Target Name,Target No.,Top Match Name,Top Match No.,Top Match Score,All Matched
"SODEXO, INC.",22385,Sodexo,232881,100,"[('Sodexo', 100), ('Sodexo', 100), ('X', 90), ('Sodexo ADR 5:1', 90), ('Sodexo (Non-NASDAQ OTC)', 90), ('Sodexo ADR 5:1 (Frankfurt)', 90), ('Sodexo (Frankfurt)', 90), ('Sodexo (Vienna Stock Exchange)', 90), ('Sodexo (XETRA)', 90), ('D&D', 86)]"
AmTrust Capital Financing Trust I,22386,CIN,15946,90,"[('CIN', 90), ('Financing', 90), ('UST', 90), ('INA', 90), ('Amtrust Capital Corporation', 90), ('UST', 90), ('MTR', 90), ('UST', 90), ('NCI Inc', 90), ('FIP Infra-Estr BB VTRM Energ Sustentavel I', 86)]"
IBM International Group Capital LLC,22387,CIM International Group,82198,96,"[('CIM International Group', 96), ('AB International Group', 95), ('Image International Group', 92), ('Air International Group', 91), ('PIC International Group', 91), ('FBA International Group', 91), ('GBX International Group', 91), ('Ion', 90), ('National', 90), ('Group', 90)]"
Old Carco LLC,22388,AR,24258,90,"[('AR', 90), ('Car', 90), ('Arco Limited', 90), ('CA', 90), ('Carc', 90), ('Pacific Rim Mining (Old)', 86), ('Rocky Old Man Energy', 86), ('Bergougnan (Old) Converted Into 505532', 86), ('Binder and Company AG (Old)', 86), ('Biotie Therapies OYJ Old', 86)]"
NetJets Inc,22389,J Trust,110632,90,"[('J Trust', 90), ('TS', 90), ('T T', 86), ('Netobjects', 82), ('Nets', 73), ('Nets', 73), ('Nextnet', 71), ('Neothetics Inc', 71), ('Nexters', 71), ('Netease', 71)]"
The Korea Development Bank,22390,T Bank,22692,90,"[('T Bank', 90), ('Security Bank', 90), ('Korea Development', 90), ('Security Korea', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90)]"
Susquehanna Bank,22391,Susquehanna,68516,95,"[('Susquehanna', 95), ('Security Bank', 90), ('Security Bank', 90), ('Ann', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Hanna Capital', 90), ('Security Bank', 90), ('Security Bank', 90)]"
Shinhan Bank America,22392,Security Bank,200310,90,"[('Security Bank', 90), ('Shinhan Securities', 90), ('Shinhan Securities', 90), ('ICA AB', 90), ('Security Bank', 90), ('Security Bank', 90), ('AME', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90)]"
"AUTOLIV ASP, INC.",22393,SP,122942,90,"[('SP', 90), ('Autoliv', 90), ('Autoliv', 90), ('Toli', 90), ('SP', 90), ('Autoliv', 90), ('T T', 86), ('Autoliv 144A Sponsored ADR', 86), ('Autoliv SDR (London)', 86), ('Autoliv SDR (VIRT-X)', 86)]"
SYNGENTA WILMINGTON INC.,22394,ENT,1607,90,"[('ENT', 90), ('Syngenta', 90), ('Genta', 90), ('Wilmington', 90), ('SYN', 90), ('Wilmington', 90), ('NGE Capital', 90), ('Syngenta', 90), ('W-W Capital', 86), ('Port City Cap Bank Wilmington', 86)]"
OMNICOM CAPITAL INC.,22395,Omnicom,20744,100,"[('Omnicom', 100), ('NIC', 90), ('Omni', 90), ('IC', 90), ('MNI', 90), ('OM', 90), ('Omnicomm Systems', 90), ('Capital M', 90), ('ICO', 90), ('NIC', 90)]"
PEARSON HOLDINGS INC.,22396,Parkson Holdings,112655,94,"[('Parkson Holdings', 94), ('AR', 90), ('Holdings', 90), ('Holdings', 90), ('LDI Corporation', 90), ('Holdings', 90), ('Persol Holdings', 90), ('Holdings', 90), ('RS', 90), ('Pearson', 90)]"
LOCAP LLC,22397,AP,14627,90,"[('AP', 90), ('Ecolocap Solutions', 90), ('CA', 90), ('Cap', 90), ('OCA', 90), ('Cap', 90), ('Cap', 90), ('Capital A', 90), ('Cap', 90), ('Ecolocap Solutions (Stuttgart)', 90)]"
Schwab Capital Trust I,22398,Schwab,21940,95,"[('Schwab', 95), ('B I Incorporated', 90), ('Hwa', 90), ('Capital A', 90), ('WA', 90), ('Schwab International Equity ETF', 90), ('Schwab International Small- Cap Equity ETF', 90), ('Fabrika Otkovaka I Armature', 86), ('FIP EM Infu XP Omega I', 86), ('FIP Infra-Estr BB VTRM Energ Sustentavel I', 86)]"
Village Bank & Trust,22399,Security Bank,200310,90,"[('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Village Bank Chapel Hill North Carolina', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('NK', 90), ('Village Bank and Trust Financial', 90)]"
HomeStreet Bank,22400,T Bank,22692,90,"[('T Bank', 90), ('Security Bank', 90), ('Home Capital', 90), ('OM', 90), ('Security Bank', 90), ('Security Bank', 90), ('Re Capital', 90), ('Re Capital', 90), ('Tre', 90), ('Incorporated Homes', 90)]"
"Prudential Bank & Trust, FSB",22402,ENT,1607,90,"[('ENT', 90), ('Security Bank', 90), ('Prudential', 90), ('Prudential', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90)]"
ADOP Co.,22403,Adoperator,41103,90,"[('Adoperator', 90), ('Capital A', 90), ('ADP', 86), ('Adcorp', 80), ('Mors ADP', 77), ('Sanwado', 77), ('Kljuc Klado', 77), ('El Pollo Asado', 77), ('Monfort Colorado', 77), ('Public Service Colorado', 77)]"
"South Carolina Fuel Company, Inc.",22404,Trust Company,4284,90,"[('Trust Company', 90), ('El Company', 90), ('Olin', 90), ('Olin', 90), ('El Company', 90), ('Bakixanov Company', 86), ('Ceramic Fuel Cells', 86), ('Company On', 86), ('Prudential Investment Company of Australia', 86), ('Roc Oil Company', 86)]"
BRIGHTSTAR CORP.,22405,AR,24258,90,"[('AR', 90), ('HTS', 90), ('Rights', 90), ('Star', 90), ('Star', 90), ('Ta', 90), ('TS', 90), ('R R Securities', 86), ('T T', 86), ('Brightstar Information Technology Group', 86)]"
First Financial Bank NA,22406,First Financial Bank,92725,95,"[('First Financial Bank', 95), ('Financial Trust Corporation', 90), ('First Financial', 90), ('First', 90), ('Security Bank', 90), ('Firs', 90), ('First', 90), ('First', 90), ('First', 90), ('Financial Trust Corporation', 90)]"
First Bank of Idaho FSB,22407,T Bank,22692,90,"[('T Bank', 90), ('First', 90), ('Security Bank', 90), ('Firs', 90), ('First', 90), ('First', 90), ('First', 90), ('Security Bank', 90), ('First Bank', 90), ('Security Bank', 90)]"
GUARANTY BANK AND TRUST COMPANY,22409,Trust Company,4284,90,"[('Trust Company', 90), ('Security Bank', 90), ('Guaranty Trust Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Capital Guaranty Corporation', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Aran', 90)]"
FIVE STAR BANK,22410,AR,24258,90,"[('AR', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Star', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('NK', 90)]"
"HD SUPPLY, INC.",22411,Up,31359,90,"[('Up', 90), ('HD', 90), ('HD Supply Holdings', 90), ('LY Corporation', 90), ('PPL', 90), ('HD Supply Holdings (Frankfurt)', 90), ('ADG Global Supply', 86), ('China Stationery and Office Supply', 86), (""Easy Visible Supply Chain Management 'A'"", 86), ('Egyptian Marine Supply', 86)]"
The PrivateBank & Trust Co,22412,Security Bank,200310,90,"[('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('RIV Capital', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Investment Company of the West', 86)]"
ERSTE FINANCE (DELAWARE) LLC,22413,AWA,477,90,"[('AWA', 90), ('INA', 90), ('Aware', 90), ('Security Capital Delaware', 90), ('Die Erste P', 86), ('Hyundai Finance', 86), ('Prime Finance', 86), ('Petrobras Inernational Finance Company', 86), ('RCI Finance', 86), ('3A Finance', 86)]"
Amcor Finance (USA) Inc,22414,MCO Capital,9978,90,"[('MCO Capital', 90), ('INA', 90), ('Amcor Limited', 90), ('Amcor Limited', 90), ('Amco Corporation PLC', 90), ('China Finance Holding Company', 86), ('North Ryde Community Finance', 86), ('Minerva Finance and Investment', 86), ('Paramount Ventures and Finance A', 86), ('Petrobras Inernational Finance Company', 86)]"
Arizona Bank & Trust,22415,Arizona Bank,234330,100,"[('Arizona Bank', 100), ('AR', 90), ('Security Bank', 90), ('ONA', 90), ('Security Bank', 90), ('Security Bank', 90), ('Arizona Bank Tuscon', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90)]"
Rayonier TRS Holdings Inc.,22416,Holdings,206120,90,"[('Holdings', 90), ('Holdings', 90), ('LDI Corporation', 90), ('Holdings', 90), ('Ray', 90), ('Holdings', 90), ('Ray', 90), ('Rayonier', 90), ('Corporation Holding', 90), ('Holdings', 90)]"
First Merchants Bank NA,22417,First,186249,90,"[('First', 90), ('Security Bank', 90), ('Firs', 90), ('NTS', 90), ('First', 90), ('ANT', 90), ('First', 90), ('First', 90), ('Security Bank', 90), ('Security Bank', 90)]"
Imperial Capital Bank,22418,Security Bank,200310,90,"[('Security Bank', 90), ('IMP', 90), ('Security Bank', 90), ('Security Bank', 90), ('Imperial', 90), ('Security Bank', 90), ('Canadian Imperial Bank Commerce', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90)]"
FIRST BANK OF GEORGIA,22419,Bank of Georgia,203097,95,"[('Bank of Georgia', 95), ('RGI', 90), ('T Bank', 90), ('First', 90), ('Security Bank', 90), ('Firs', 90), ('First', 90), ('First', 90), ('First', 90), ('Security Bank', 90)]"
USCL CORPORATION,22420,Muscle Pharmaceutical,130827,90,"[('Muscle Pharmaceutical', 90), ('Muscle Maker', 90), ('Muscle Maker (Stuttgart)', 90), ('Muscle Pharmaceutical (Berlin)', 90), ('USC', 86), ('Usci', 75), ('Auselect', 68), ('Austland Property Development', 68), ('Austlink International Securities', 68), ('Baki-Qusculuq', 68)]"
FLAGSHIP BANK AND TRUST COMPANY,22421,Trust Company,4284,90,"[('Trust Company', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('AB and Company', 90), ('Security Bank', 90)]"
"Gastar Exploration USA, Inc.",22422,Gastar Exploration,215406,95,"[('Gastar Exploration', 95), ('Gastar Exploration', 95), ('Gastar Exploration', 95), ('Ion', 90), ('ATI', 90), ('Star', 90), ('Ion', 90), ('Asta', 90), ('Star', 90), ('ATI', 90)]"
"BNP Paribas Finance, Inc.",22423,Riba,11746,90,"[('Riba', 90), ('Paribas', 90), ('Ariba', 90), ('INA', 90), ('S&F Capital', 90), ('Bas', 90), ('Paribas', 90), ('China Finance Holding Company', 86), ('Banque Paribas Belges Paricor Parfixi 2000 Capital', 86), ('Minerva Finance and Investment', 86)]"
"GOVCO, LLC",22424,Go,93002,90,"[('Go', 90), ('VC', 90), ('G Capital', 90), ('G Capital', 90), ('VC', 90), ('GVC', 75), ('Bakixanov Company', 72), ('Golconda', 72), ('Dovecorp Enterprises', 72), ('Golconda Resources', 72)]"
The Bank of Holland,22425,Security Bank,200310,90,"[('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Land', 90), ('Security Bank', 90), ('AFB Bank ASC', 86)]"
Bunge Finance Europe B.V.,22426,Europe,17350,90,"[('Europe', 90), ('Incorporated (Europe)', 90), ('INA', 90), ('Bunge', 90), ('NGE Capital', 90), ('Euro', 90), ('A V Buildings', 86), (""Acindar 'B'"", 86), (""Anhyp 'B'"", 86), (""Astra 'B'"", 86)]"
