Target Name,Target No.,Top Match Name,Top Match No.,Top Match Score,All Matched
Regions Financing Trust II,22339,Ion,73918,90,"[('Ion', 90), ('CIN', 90), ('Financing', 90), ('Regio Capital', 90), ('INA', 90), ('Ion', 90), ('S&F Capital', 90), ('NCI Inc', 90), ('FI Imobiliario Tourmalet II Sen B', 86), ('Perls II Trust Perpetual Exchequer Resettable SEC', 86)]"
Allegheny Ludlum Corporation,22340,All Corporation,24093,90,"[('All Corporation', 90), ('DL', 90), ('EG', 90), ('D&D', 86), ('Allegheny Valley Bancorp', 86), ('Allegheny and Western Energy', 86), ('Allegheny West RY Cap 6 Guaranteed', 86), ('Allegheny International Preferred $11.25', 86), ('Allegheny International Preferred $2.19', 86), ('Allegheny Energy (Frankfurt)', 86)]"
"ALTA MESA HOLDINGS, LP",22341,Holdings,206120,90,"[('Holdings', 90), ('Holdings', 90), ('LDI Corporation', 90), ('Mesa', 90), ('Holdings', 90), ('Alta', 90), ('Holdings', 90), ('Alta', 90), ('Corporation Holding', 90), ('Holdings', 90)]"
State Street Capital Trust IV,22342,State Street,133222,95,"[('State Street', 95), ('Stat', 90), ('At Trust', 90), ('Re Capital', 90), ('Re Capital', 90), ('Tre', 90), ('Treet Corporation', 90), ('Ta', 90), ('State Street (MIC)', 88), ('State Street DS', 87)]"
CBG Florida REIT Corp.,22343,Flo,54397,90,"[('Flo', 90), ('Florida Capital', 90), ('CBG Capital', 90), ('Agricultural Land Opportunity Fund MEL Invest REIT', 86), ('Liam REIT', 86), ('Properties Civs Adsits Varna REIT', 86), ('Ulpina REIT', 86), ('Florida Progress Certificate (AMS)', 86), ('Maplewood International REIT Units', 86), ('USA REIT Fund', 86)]"
Goldman Sachs Capital Trust III,22344,ACH,14133,90,"[('ACH', 90), ('Man AG', 90), ('Man AG', 90), ('Sachs AG', 90), ('Capital Gold', 90), ('Man AG', 90), ('Income Streams III Equity Dividend', 86), ('D&D', 86), ('Goldman H', 86), ('American Tax Credit Properties Units Limited Partnership III', 86)]"
BAC CAPITAL TRUST XV,22345,X,13869,90,"[('X', 90), ('Capital A', 90), ('BAC Holding International Dummy', 86), ('BAC Majestic', 86), ('Vojvodinaput BAC', 86), ('BAC A Mineral and Metallurgy', 86), ('BAC Giang Exploitable Mineral', 86), ('BAC Kan Petrovietnam Power', 86), ('BAC NA JSC', 86), ('Dong BAC Food', 86)]"
EverBank,22346,Ever,17378,90,"[('Ever', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Everbank Financial', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Capital A', 90)]"
Pinnacle Bank,22347,Pinnacle Bank CA,131326,95,"[('Pinnacle Bank CA', 95), ('Security Bank', 90), ('Pinnacle Bank of Oregon', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('NAC', 90)]"
The Bank of Vernon,22348,Security Bank,200310,90,"[('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('AFB Bank ASC', 86), ('Brazilian Development Bank Bndes', 86)]"
Republic Bank & Trust Company,22349,Trust Company,4284,90,"[('Trust Company', 90), ('REP', 90), ('Security Bank', 90), ('LIC', 90), ('Public', 90), ('MPA', 90), ('Republic Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Republic', 90)]"
Bank Mutual,22351,Bank Mutual,59172,100,"[('Bank Mutual', 100), ('Mutual Trust Bank', 95), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('ICB Amcl First Agrani Bank Mutual Fund', 90), ('Security Bank', 90), ('Security Bank', 90)]"
"Energy XXI Gulf Coast, Inc.",22352,Energy XXI Gulf Coast,59815,100,"[('Energy XXI Gulf Coast', 100), ('Energy', 90), ('ERG', 90), ('Energy XXI', 90), ('Energy', 90), ('Gulf', 90), ('Energy', 90), ('ERG', 90), ('ERG', 90), ('Acer Energy', 86)]"
HSBC USA Inc,22353,HSBC USA,196652,100,"[('HSBC USA', 100), ('Capital A', 90), ('HSBC USA Preferred Dutch Auction Rate Series A', 90), ('HSBC USA Preferred Series F Floating Rate', 90), ('HSBC USA Sustainable Equity Ucits ETF US Dollar', 90), ('HSBC USA Sustainable Equity Ucits ETF US Dollar Dist', 90), (""HSBC USA Depositary Shares 1/40 Preferred 'H'"", 90), (""HSBC USA Preferred 'D' Deposit 1/4 Shares"", 90), ('HSBC USA Preferred £1 8125', 90), ('HSBC USA Preferred £28575', 90)]"
"GREAT-WEST LIFE & ANNUITY INSURANCE CAPITAL, L",22355,Great-West Life and Annuity Insurance Sub Capital,144833,92,"[('Great-West Life and Annuity Insurance Sub Capital', 92), ('Aeyna Life and Casualty', 86), ('Afro West Mining', 86), ('Colonial Mutual Life', 86), ('Delta West', 86), ('DZI Insurance', 86), ('East West Energy', 86), ('Fai Life', 86), ('Freedom Insurance Group', 86), ('Golden West Refining', 86)]"
"Piedmont Operating Partnership, L.P.",22356,Artner,107941,90,"[('Artner', 90), ('Capital Partners', 90), ('Opera Limited', 90), ('Global Strategy Master Limited Partnership Unit Partners', 86), ('Public Storage Canadian Properties Unit Limited Partnership', 86), ('Royal Trust Real Estate Investment Limited Partnership Unit', 86), ('African Partnership', 86), ('Cello Partnership', 86), ('Baxi Partnership', 86), ('Property Partnership', 86)]"
Deutsche Postbank Funding Trust IV,22359,Postbank,3349,90,"[('Postbank', 90), ('Deutsche Postbank AG', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Post', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Deutsche Post', 90)]"
NorthStar Realty Finance Limited Partnership,22360,North,28907,90,"[('North', 90), ('North', 90), ('Northstar Realty Finance', 90), ('Capital Partners', 90), ('Allco Finance Group', 86), ('Beneficial Finance', 86), ('Ding Sheng XIN Finance', 86), ('Dominant Finance Inc', 86), ('Hyundai Finance', 86), ('Intermills (Finance)', 86)]"
"BRIDGESTONE AMERICAS, INC.",22361,E&A,1481,90,"[('E&A', 90), ('One', 90), ('ICA AB', 90), ('AME', 90), ('Bridge Securities', 90), ('Bridgestone', 90), ('One', 90), ('Tone', 90), ('CAS', 90), ('STO', 90)]"
Noranda Aluminum Holding Corp,22362,Noranda Aluminum Holding,130987,100,"[('Noranda Aluminum Holding', 100), ('Nora', 90), ('LDI Corporation', 90), ('Norand', 90), ('Rand Capital', 90), ('Corporation Holding', 90), ('AKB Corporation Holding', 86), ('AKG Holding', 86), ('Bernheim-Comofi Take Over by B C Holding', 86), ('Di Janj Holding', 86)]"
"BP AMI Leasing, Inc.",22363,AM,14528,90,"[('AM', 90), ('Security Leasing Corporation', 90), ('ASI', 90), ('Security Leasing Corporation', 90), ('AMI', 90), ('BP', 90), ('American Leasing On 1000', 86), ('Commercial Leasing B (Suspended - 24/03/93)', 86), ('BP France', 86), ('Al Masar Leasing and Investment Company', 86)]"
"Windstream Holdings of the Midwest, Inc.",22364,Holdings,206120,90,"[('Holdings', 90), ('Holdings', 90), ('Windstream Holdings', 90), ('Holdings', 90), ('Stream', 90), ('Holdings', 90), ('Corporation Holding', 90), ('Holdings', 90), ('Midwest', 90), ('3Q Holdings', 86)]"
"CHS/Community Health Systems, Inc.",22365,Community Health Systems,136174,95,"[('Community Health Systems', 95), ('Community Health Systems', 95), ('Unit', 90), ('Unit', 90), ('Community Capital', 90), ('Health', 90), ('Unity Health', 90), ('PLC Systems', 90), ('Health', 90), ('PLC Systems', 90)]"
Hypo Real Estate International Trust I,22366,International Real Estate,48165,95,"[('International Real Estate', 95), ('Real Estate', 90), ('National', 90), ('Real Security', 90), ('Terna', 90), ('Inter', 90), ('National', 90), ('Stat', 90), ('National', 90), ('Tern', 90)]"
TRILOGY INTERNATIONAL PARTNERS LLC,22367,Trilogy International Partners,86745,100,"[('Trilogy International Partners', 100), ('Trilogy International', 95), ('Trilogy International (Stuttgart) Partners', 95), ('National', 90), ('Ilog', 90), ('Terna', 90), ('Inter', 90), ('National', 90), ('National', 90), ('Tern', 90)]"
Citigroup Capital XVIII,22368,CIT,15964,90,"[('CIT', 90), ('Group', 90), ('Citigroup', 90), ('IT', 90), ('Group', 90), ('Up', 90), ('Igroup', 90), ('Group', 90), ('ITI', 90), ('ITI', 90)]"
"Demand Media, Inc.",22370,Dema,16496,90,"[('Dema', 90), ('Man AG', 90), ('Man AG', 90), ('Media Capital', 90), ('Media Capital', 90), ('Media Capital', 90), ('Media Capital', 90), ('Media Capital', 90), ('Edia', 90), ('IA', 90)]"
MP ENVIRONMENTAL FUNDING LLC,22371,ENT,1607,90,"[('ENT', 90), ('IRO', 90), ('L&F', 90), ('Security Environmental', 90), ('Ask Funding', 86), ('Babcock and Brown Environmental Investments', 86), ('Biotechna Environmental Technology New', 86), ('Caswan Environmental Service Class A', 86), (""Shenyang Environmental Protection Equipment 'A'"", 86), ('BBVA Capital Funding', 86)]"
"Performance Food Group, Inc.",22372,Performance Food Group,134829,100,"[('Performance Food Group', 100), ('Performance Food Group', 100), ('Performance Food (BRN) Group', 95), ('Performance Food (Pet) Group', 95), ('Performance Food (Berlin) Group', 95), ('Man AG', 90), ('Man AG', 90), ('Group', 90), ('Group', 90), ('Group', 90)]"
People's United Bank,22373,People,112700,90,"[('People', 90), ('Unite Capital', 90), ('United', 90), ('Security Bank', 90), ('Unit', 90), ('Security Bank', 90), ('Unit', 90), ('United', 90), ('Security Bank', 90), ('Security Bank', 90)]"
"STANDARDAERO AVIATION HOLDINGS, INC.",22374,Aero,4844,90,"[('Aero', 90), ('Andar', 90), ('Standa', 90), ('Standard Capital', 90), ('Standard Capital', 90), ('Holdings', 90), ('Standard Capital', 90), ('Standard Capital', 90), ('Holdings', 90), ('Holdings', 90)]"
"Sunstone Hotel Partnership, LLC",22375,Artner,107941,90,"[('Artner', 90), ('Capital Partners', 90), ('Tone', 90), ('BT Hotel', 86), ('Grand Hotel Group', 86), ('Grand Hotel Varna', 86), ('Wiener Hotel', 86), ('Amalgamated Income Partner Unit Partnership', 86), ('Europe Hotel Dead', 86), ('Global Strategy Master Limited Partnership Unit Partners', 86)]"
MELLON CAPITAL IV,22376,El Corporation,1533,90,"[('El Corporation', 90), ('Penfold Capital Acquisition IV Corporation', 86), ('Boston Financial Qualified Housing Tax Credit Unit Limited Partnership IV', 86), ('CNL Income and Growth Fund IV', 86), ('Cole Credit Property Trust IV', 86), ('Consolidated Cap Pptys Limited Partnership Units IV', 86), ('Independence Tax Credit Plus Limited Partnership IV', 86), ('Rancon Realty Fund Unit Int IV', 86), ('Sovereign Capital Trust IV Piers', 86), ('United Development Funding IV Common Shares of Beneficial Interest', 86)]"
CPI CARD GROUP INC.,22377,CPI Card Group,136223,100,"[('CPI Card Group', 100), ('Group', 90), ('AR', 90), ('Car', 90), ('Group', 90), ('Up', 90), ('CPI', 90), ('CPI', 90), ('Group', 90), ('CA', 90)]"
PE ENVIRONMENTAL FUNDING LLC,22378,ENT,1607,90,"[('ENT', 90), ('IRO', 90), ('L&F', 90), ('Security Environmental', 90), ('Ask Funding', 86), ('Babcock and Brown Environmental Investments', 86), ('Biotechna Environmental Technology New', 86), ('Caswan Environmental Service Class A', 86), (""Shenyang Environmental Protection Equipment 'A'"", 86), ('BBVA Capital Funding', 86)]"
"CENGAGE LEARNING, INC.",22379,GA Capital,8102,90,"[('GA Capital', 90), ('AR', 90), ('Engage', 90), ('Learning', 90), ('Lear', 90), ('Cengage Learning Holdings II', 90), ('Lear', 90), ('Brightpath Early Learning', 86), ('Quality Learning Systems', 86), ('ZEE Interactive Learning Systems', 86)]"
"Allison Transmission, Inc.",22380,Allison Transmission Holdings,133663,95,"[('Allison Transmission Holdings', 95), ('Ion', 90), ('MIS', 90), ('All Corporation', 90), ('Ans', 90), ('NSM', 90), ('Ion', 90), ('Smis Corporation', 90), ('LIS', 90), ('NSM', 90)]"
"Express, LLC",22381,Express,136526,100,"[('Express', 100), ('GA Express', 95), ('American Express Resources', 90), ('Bill Express', 90), ('Corporate Express Australia', 90), ('Corporate Express BNS DEF', 90), ('Expressbank', 90), ('Miclyn Express Offshore', 90), ('Air Niagara Express', 90), (""Huabei Expressway 'A'"", 90)]"
Vectra Bank Colorado NA,22382,Security Bank,200310,90,"[('Security Bank', 90), ('Rad', 90), ('COL', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Orad', 90), ('Security Bank', 90)]"
Great Southern Bank,22383,Great Southern,1990,95,"[('Great Southern', 95), ('Southern Bank', 95), ('Security Bank', 90), ('Southern', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90)]"
