Target Name,Target No.,Top Match Name,Top Match No.,Top Match Score,All Matched
NEW YORK N Y CITY MUN WTR FIN AUTH WTR & SWR S,22522,A C N 059 457 279,10,86,"[('A C N 059 457 279', 86), ('A C N 603 323 182', 86), ('A N G Holdings (Australian)', 86), ('Antonio Griego y CIA SA', 86), ('Banco BTG Pactual S A', 86), ('Banco Estado Pernambuco S/A', 86), ('Beida New Energy', 86), ('Capital City Property', 86), ('Cinzano y CIA', 86), ('City Development REIT', 86)]"
MUNICIPAL ELEC AUTH GA,22523,IPA,9167,90,"[('IPA', 90), ('LEC', 90), ('NIC', 90), ('NIC', 90), ('CIP', 90), ('Munic', 90), ('LEC', 90), ('GA-JO-En Kanko', 86), ('Municipal Bank', 86), ('Accessor Funds Municipal F/X Insurance Portfolio', 86)]"
LOS ANGELES CALIF DEPT WTR & PWR REV,22524,Angeles,52287,90,"[('Angeles', 90), ('Calif Limited Data', 86), ('El Encinar de Los Reyes', 86), ('Air Los Angeles', 86), ('Angeles Partners Unit XI', 86), ('Angeles Financial Trust A SHBI', 86), ('Los Alamait Race Course', 86), ('Bar Harbor WTR Company', 86), ('Argent Bank Los Angeles', 86), ('MFS Municipal Service Trust Los Angeles Municipal Bond Fund B', 86)]"
AEP Texas Central Transition Funding II LLC,22525,Central Securities,138990,90,"[('Central Securities', 90), ('Central Securities', 90), ('Central Securities', 90), ('Entra', 90), ('Central Securities', 90), ('Ask Funding', 86), ('Central Asia Resources', 86), ('Central Coast', 86), ('Central Equity', 86), ('Central Pacific Minerals', 86)]"
Crown Castle Towers LLC,22526,Crown,151239,90,"[('Crown', 90), ('Tower', 90), ('Cast', 90), ('Tow', 90), ('Tower', 90), ('CAS', 90), ('Crown', 90), ('Crown', 90), ('Tower', 90), ('Tower', 90)]"
DB MASTER FINANCE LLC,22527,Master Finance,19830,95,"[('Master Finance', 95), ('MAS', 90), ('INA', 90), ('Master Trust Limited', 90), ('MAS', 90), ('Australian Master Corporation Bond FND NO4 Limited', 86), ('China Finance Holding Company', 86), ('North Ryde Community Finance', 86), ('Aetna Master Fund United Kingdom National Equity (SICAV)', 86), ('AGF Master Partnership Unit', 86)]"
Security Pacific National Bank,22528,Pacific National Bank Nantucket,67151,95,"[('Pacific National Bank Nantucket', 95), ('Ion', 90), ('Pacific', 90), ('National', 90), ('National-Bank', 90), ('Security Bank', 90), ('National', 90), ('NAL Bank', 90), ('ONA', 90), ('Pacific', 90)]"
UNIVISION COMMUNICATIONS INC.,22530,Univision Communications Incorporated,201514,100,"[('Univision Communications Incorporated', 100), ('Univision Communications Incorporated', 100), ('Univision Communications Incorporated', 100), (""Univision Communications 'A'"", 95), ('Univision Communications A (XETRA)', 95), ('Ion', 90), ('Vision', 90), ('Capital Communication', 90), ('ICA AB', 90), ('Unica', 90)]"
GE Capital Bank,22531,GE Capital Bank,167005,100,"[('GE Capital Bank', 100), ('Challenge Bank', 90), ('Saint George Bank', 90), ('National Mortgage Bank', 90), ('Adanim Mortgage Bank', 90), ('Security Bank', 90), ('Discount Mortgage Bank', 90), ('First International Mortgage Bank', 90), ('General Mortgage Bank Israel', 90), ('Leumi Mortgage Bank', 90)]"
Chemical Bank,22532,Ical,2166,90,"[('Ical', 90), ('Security Bank', 90), ('IC', 90), ('ICA AB', 90), ('EMI', 90), ('Security Bank', 90), ('CA', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90)]"
