Target Name,Target No.,preprocessed,Focus Text,Shortest Match Name,Shortest Match No.,Non-NASDAQ OTC Match Name,Non-NASDAQ OTC Match No.,Matched Name 1,Matched No. 1,Matched Score 1,Matched Name 2,Matched No. 2,Matched Score 2,Matched Name 3,Matched No. 3,Matched Score 3,Matched Name 4,Matched No. 4,Matched Score 4,Matched Name 5,Matched No. 5,Matched Score 5,Matched Name 6,Matched No. 6,Matched Score 6,Matched Name 7,Matched No. 7,Matched Score 7,Matched Name 8,Matched No. 8,Matched Score 8,Matched Name 9,Matched No. 9,Matched Score 9,Matched Name 10,Matched No. 10,Matched Score 10
Gansu Provincial Highway Aviation Tourism Inve,6672,gansu provincial highway aviation tourism inve,gansu,Bank of Gansu 'H',98982.0,,,Gansu Ronghua Industry Group 'A',92888,99.5,Gansu Jingyuan Coal Industry and Electric Power 'A',88674,99.47,Gansu Longshenrongfa PHA Industry 'A',92886,99.46,Gansu Golden Glass Technologies 'A',88673,99.44,Gansu Guofang Industry and Trade (Group) 'A',92884,99.44,Gansu Jingyuan (SEC) Clid and Electricity Power 'A',212454,99.44,Gansu Yasheng Industrial Group 'A',88677,99.43,Gansu Yasheng (SSE Connect Equities) Industrial (Group) 'A',212458,99.43,Gansu Mogao Industrial Development 'A',92887,99.43,Gansu Huangtai Wine Marketing Industry 'A',92885,99.43
Garanti Bank SA,17124,garanti,garanti,Garanti Yatirim,140171.0,Turkiye Garanti Bankasi (Non-NASDAQ OTC),249394.0,Garant,34774,99.92,Garan,79134,99.83,Garan (Berlin),301067,99.83,Aran,98654,99.73,Garanti Yatirim,140171,99.64,Garanti Bankasi (Stuttgart),294882,99.64,Garanti MSCI ETF,178658,99.61,Gar,8132,99.6,ANT,44920,99.6,ARA (Non-NASDAQ OTC),243726,99.6
Garfunkelux Holdco 2 S.A.,15330,garfunkelux holdco 2,garfunkelux,,,,,Gar,8132,99.26,KEL,110914,99.26,AR,24258,99.18,GA Holdings,100637,99.18,El Company,109292,99.18,NK,121377,99.18,KE Holdings Inc,159254,99.18,KE Holdings,163280,99.18,El Company,227555,99.18,GA Holdings (Berlin),286512,99.18
Garfunkelux Holdco 3 S.A.,15324,garfunkelux holdco 3,garfunkelux,,,,,Gar,8132,99.26,KEL,110914,99.26,AR,24258,99.18,GA Holdings,100637,99.18,El Company,109292,99.18,NK,121377,99.18,KE Holdings Inc,159254,99.18,KE Holdings,163280,99.18,El Company,227555,99.18,GA Holdings (Berlin),286512,99.18
Garfunkelux S.a r.l.,15341,garfunkelux r.l.,garfunkelux,,,,,Gar,8132,99.32,KEL,110914,99.32,AR,24258,99.22,GA Holdings,100637,99.22,El Company,109292,99.22,NK,121377,99.22,KE Holdings Inc,159254,99.22,KE Holdings,163280,99.22,El Company,227555,99.22,GA Holdings (Berlin),286512,99.22
GARRETT LX I S.a r.l.,5677,garrett lx i r.l.,garrett,Garrett Motion,136706.0,,,Garrett Motion,136706,99.58,Garrett Motion (Mexico),217723,99.58,Garrett Motion (Mexico),221714,99.58,Garrett Motion (BRN),227696,99.58,Garrett Motion (Pet),251528,99.58,Garrett Motion (Frankfurt),263310,99.58,Garrett Motion (XETRA),286533,99.58,Garrett Motion Preference,186717,99.52,ETT Limited,1641,99.3,Gar,8132,99.3
Gases de Occidente S.A. E.S.P.,7332,gases de occidente e.s.p.,gases,Eastern Gases,100239.0,Yingde Gases Group (Non-NASDAQ OTC),250002.0,Gases Callao Trab,34779,99.38,Eastern Gases,100239,99.37,Hunan Kaimeite Gases 'A',89068,99.37,Hunan Kaimeite (SEC) Gases 'A',212834,99.37,Valley National Gases,80166,99.35,Valley National Gases (Berlin),303585,99.35,Alang Industrial Gases,98471,99.34,Yingde Gases Group Unsponsored ADR 1:10,211565,99.34,Gagan Gases,100641,99.33,Arvin Liquid Gases,24332,99.33
GATES GLOBAL LLC,23940,gates global,gates,Four Gates,17686.0,,,Gates Learjet,65013,99.64,Gates Learjet,65014,99.64,Gates (Frank G),47354,99.59,Gates (U K) Limited,47355,99.59,Gates Industrial,134251,99.57000000000001,Gates Industrial (Munich),263314,99.57000000000001,Gates Electronics Limited,34781,99.55,Virogates,96608,99.48,Compugates Holdings,108760,99.45,Four Gates,17686,99.45
GATWICK AIRPORT FINANCE PLC,9770,gatwick airport,gatwick,,,,,ICK,119662,99.33,IC Group,8836,99.24,At-Group,24421,99.24,IC,35427,99.24,At Trust,45099,99.24,GA Holdings,100637,99.24,IC,110344,99.24,WI,124115,99.24,GA Holdings (Berlin),286512,99.24,IC Group (Berlin),287019,99.24
GATWICK AIRPORT LIMITED,9221,gatwick airport,gatwick,,,,,ICK,119662,99.33,IC Group,8836,99.24,At-Group,24421,99.24,IC,35427,99.24,At Trust,45099,99.24,GA Holdings,100637,99.24,IC,110344,99.24,WI,124115,99.24,GA Holdings (Berlin),286512,99.24,IC Group (Berlin),287019,99.24
GATWICK FUNDING LIMITED,12453,gatwick funding,gatwick,,,,,ICK,119662,99.33,IC Group,8836,99.24,At-Group,24421,99.24,IC,35427,99.24,At Trust,45099,99.24,GA Holdings,100637,99.24,IC,110344,99.24,WI,124115,99.24,GA Holdings (Berlin),286512,99.24,IC Group (Berlin),287019,99.24
Gazstream S.A.,15161,gazstream,gazstream,,,,,Stream,113905,99.8,Stream Group (Berlin),289497,99.8,Tre,68799,99.5,Rea Group,80360,99.5,Tre Holdings,114500,99.5,Gaz,118981,99.5,Rea Holdings,126801,99.5,Rea Finance,183407,99.5,Rea Group (Non-NASDAQ OTC),248305,99.5,Rea Group (Frankfurt),273882,99.5
GB SERVICES BERHAD,15894,gb services berhad,gb,,,,,DGB Asia Berhad,109082,99.73,AGB Research,44742,99.6,GBX Resources,8150,99.52,GBM Resources,83254,99.52,GBM Resources (Non-NASDAQ OTC),245726,99.52,GBM Resources (Berlin),270413,99.52,Dongbu Electronics Preferred,178204,99.52,Nigbas Nigde be A,121358,99.51,GBI International Industries,72911,99.5,GBL Industries,100705,99.5
GB SOCIAL HOUSING (HOLDINGS) LIMITED,9894,gb social housing,gb,,,,,IGB Holding,8865,99.57000000000001,GBB Capital V,72908,99.53,IGB Electronica On,83773,99.51,IGB Commercial Reits Units,110389,99.51,BGB I Stockholm,41440,99.5,DGB Asia Berhad,109082,99.5,Bigbloc Construction,99148,99.49,BMGB Capital,81799,99.48,Rugby Mining,85924,99.48,Agba Acquisition,139231,99.48
GB SOCIAL HOUSING PLC.,9538,gb social housing plc.,gb,,,,,BGB I Stockholm,41440,99.49,IGB Holding,8865,99.48,Ningbo Zhoushan Port 'A',87804,99.48,Ningbo Zhoushan (SSE Connect Equities) Port 'A',213324,99.48,IGB Conversion Preference,171847,99.47,GBB Capital I Trust Preferred Securities %,144705,99.47,GBB Capital V,72908,99.46,Ningbo Cixing 'A',89582,99.46,Ningbo Cixing 'A' (SEC),213304,99.46,Ningbo Huaxiang Electronic 'A',89591,99.46
GB3 Sdn. Bhd.,15813,gb3 sdn. bhd.,gb3,,,,,IGB,26862,79.45,SGB Group,50459,79.45,SGB Group,50460,79.45,DGB Group,92263,79.45,IGB,110388,79.45,MGB,111701,79.45,RGB International,113116,79.45,IGB (Non-NASDAQ OTC),237152,79.45,Sogb,127003,79.44,DGB Asia Berhad,109082,66.9
"GC FTPYME PASTOR 4, FONDO DE TITULIZACION DE A",8066,gc ftpyme pastor 4 fondo de titulizacion de a,gc,GC Greyhawke,8151.0,,,IT Now Igct Fundo de Indice ETF,149491,99.47,GCL System Integration Technology 'A',88685,99.44,GCL System Integration Technology (SEC) 'A',212464,99.44,GCM Commodity and Derivatives,100708,99.43,Changchun Faway Automobile Components 'A',88294,99.42,Changchun Faway Automobile (SSE Connect Equities) Components 'A',212081,99.42,Idgc of Center and Volga Region,119671,99.42,Afluente Gcao E Transmissao de Energia Eletrica On,150382,99.42,Songcheng Performance Development 'A',90261,99.41,GCP Sovereign Infrastructure Debt,144710,99.41
"GC FTPYME SABADELL 6, FONDO DE TITULIZACION DE",8077,gc ftpyme sabadell 6 fondo de titulizacion de,gc,GC Greyhawke,8151.0,,,IT Now Igct Fundo de Indice ETF,149491,99.45,GCM Commodity and Derivatives,100708,99.43,Idgc of Center and Volga Region,119671,99.42,Bangchak Foreign Board Corporation ORS,229902,99.41,Afluente Gcao E Transmissao de Energia Eletrica On,150382,99.4,Victoryshares United States LGCP High Dividend VOL WTD Index,191878,99.4,Ishrs MSCI GCC ex- Saudi ARB US Dollar Dist ETF,183059,99.4,Ishrs MSCI GCC ex- Saudi ARB US Dollar Dist ETF,242147,99.4,GCCL Construction and Realities,26196,99.39,Ishrs MSCI GCC ex- (Swiss Stock Exchange) Saudi ARB US Dollar Dist ETF,242146,99.39
