Target Name,Target No.,preprocessed,First word,Top matched name for First word,Top matched No. for First word,Matched score for First word,Second word,Top matched name for Second word,Top matched No. for Second word,Matched score for Second word,Third word,Top matched name for Third word,Top matched No. for Third word,Matched score for Third word
Autopista Litoral Sul S.A.,4321,autopista litoral sul,autopista,Autopistas del Sol,81475,94.39999999999999,autopista litoral,Litoral,94261,90.0,autopista litoral sul,Litoral,111317,90.0
Autopista Planalto Sul S.A.,4320,autopista planalto sul,autopista,Autopistas del Sol,81475,94.0,autopista planalto,Plan,3311,86.2,autopista planalto sul,Plan,3311,86.2
Autopista Regis Bittencourt S.A.,4318,autopista regis bittencourt,autopista,Autopista Los Libertadores SA,5382,92.0,autopista regis,Regis,199862,86.2,autopista regis bittencourt,Regis,199862,86.2
"Autopista Tenango-Ixtapan de la Sal, S.A. de C",15657,autopista tenango-ixtapan de la sal de c,autopista,Autopistas del Sol,81475,91.0,autopista tenango-ixtapan,Ten,30895,82.8,autopista tenango-ixtapan de,Tap,22728,82.8
"Autopista Vasco-Aragonesa, Concesionaria Espan",8005,autopista vasco-aragonesa concesionaria espan,autopista,Autopista Los Libertadores SA,5382,90.2,autopista vasco-aragonesa,Arago,142453,84.0,autopista vasco-aragonesa concesionaria,Arago,142453,84.0
"Autopistas Del Atlantico, C.E.S.A",8002,autopistas del atlantico c.e.s.a,autopistas,Autopistas del Sol,81475,92.8,autopistas del,Autopistas del Sol,81475,92.8,autopistas del atlantico,Atlantic,340,88.0
"AUTOPISTAS METROPOLITANAS DE PUERTO RICO, LLC",17022,autopistas metropolitanas de puerto rico,autopistas,Autopistas del Sol (Non-NASDAQ OTC),243926,91.2,autopistas metropolitanas,Metropolitan,36924,89.2,autopistas metropolitanas de,Metropolitan,36924,89.2
AXA Bank Europe NV/SA,3773,axa bank europe nv/sa,axa,AXA Banque Limited Data,14916,92.2,axa bank,Security Bank,57405,86.4,axa bank europe,Europe,17350,88.8
AXA Bank Europe SCF,8537,axa bank europe scf,axa,AXA Banque Limited Data,14916,91.8,axa bank,Security Bank,107132,87.0,axa bank europe,Europe,17350,89.6
AXA BANQUE FINANCEMENT S.A.,8615,axa banque financement,axa,AXA Banque Limited Data,14916,94.0,axa banque,AXA Banque Limited Data,14916,94.0,axa banque financement,CEM,91787,84.8
AXA BANQUE S.A.,8515,axa banque,axa,AXA Banque Limited Data,14916,96.0,axa banque,AXA Banque Limited Data,14916,96.0,axa banque,AXA Banque Limited Data,14916,96.0
AXA Belgium Finance (NL) BV,16145,axa belgium finance (nl) bv,axa,AXA Belgium,484,91.6,axa belgium,AXA Belgium,484,91.6,axa belgium finance,AXA Belgium,484,91.6
AXA Equitable Life Insurance Company,21303,axa equitable life insurance company,axa,AXA Midi Assurances,14922,90.2,axa equitable,Equitable,133252,88.0,axa equitable life,Equitable,115126,88.0
AXA France Assurance,8477,axa france assurance,axa,AXA Midi Assurances,14922,94.39999999999999,axa france,France SA,144653,89.2,axa france assurance,Security Assurance,39035,92.39999999999999
AXA HOME LOAN SFH SA,8644,axa home loan sfh,axa,Saxa Holdings,113395,92.0,axa home,AXA,87376,86.0,axa home loan,AXA,87376,86.0
AXA Investment Managers,9281,axa investment managers,axa,Abraxas Investment,31908,93.6,axa investment,AXA Investment Managers EasyETF Gsal FCP A European,165017,92.39999999999999,axa investment managers,AXA Investment Managers EasyETF Gsal FCP A European,165017,92.39999999999999
Axiata SPV1 (Labuan) Limited,15896,axiata spv1 (labuan),axiata,XL Axiata (BRN),229098,92.6,axiata spv1,Axia,62781,86.6,axiata spv1 (labuan),Axia,62781,86.6
Axiata SPV2 Berhad,15938,axiata spv2 berhad,axiata,XL Axiata (XETRA),316808,91.39999999999999,axiata spv2,Axia,62781,87.2,axiata spv2 berhad,Axia,62781,87.2
Axiata SPV5 (Labuan) Limited,16024,axiata spv5 (labuan),axiata,XL Axiata (BRN),229098,92.6,axiata spv5,Axia,193187,86.6,axiata spv5 (labuan),Axia,62781,86.6
AXIS REIT SUKUK BERHAD,15933,axis reit sukuk berhad,axis,Axis Incorporation Berhad,24486,92.0,axis reit,Axis Reits Units,106337,91.6,axis reit sukuk,Axis,14935,86.2
