Target Name,Target No.,Top Match Name,Top Match No.,Top Match Score,All Matched
K N Capital Trust I,21380,A C N 059 457 279,10,86,"[('A C N 059 457 279', 86), ('A C N 603 323 182', 86), ('A N G Holdings (Australian)', 86), ('Bulgaria-K AD', 86), ('Fabrika Otkovaka I Armature', 86), ('FIP EM Infu XP Omega I', 86), ('Jelen I Staklorad DD', 86), ('Raiffeisen Bank D D Bosna I Hercegovina', 86), ('Rio Bravo Credito Imobiliario I FII', 86), ('Unis Proizvodnja I Prerada Zice', 86)]"
"UNIVERSAL HOSPITAL SERVICES, INC.",21381,Universal Hospital Services,77896,100,"[('Universal Hospital Services', 100), ('Universal', 90), ('Security Service', 90), ('Hospital Trust', 90), ('Universal', 90), ('Univers', 90), ('Universal', 90), ('Universal', 90), ('Ausnet Services', 86), ('Mac Services Group', 86)]"
The Houston Exploration Company,21382,Trust Company,4284,90,"[('Trust Company', 90), ('Houston Exploration', 90), ('Argo Exploration', 86), ('Bakixanov Company', 86), ('Company On', 86), ('Dioro Exploration', 86), ('Faulding FH&Company', 86), ('King Island Company', 86), ('Metals Exploration', 86), ('Minotaur Exploration', 86)]"
"Hunter Ridge Holdings, Inc.",21383,Holdings,206120,90,"[('Holdings', 90), ('Hunter', 90), ('Holdings', 90), ('Hunt', 90), ('LDI Corporation', 90), ('Holdings', 90), ('R R Securities', 90), ('Holdings', 90), ('E&H', 90), ('Corporation Holding', 90)]"
Berry Plastics Corporation,21384,Berry Plastics Corporation,70471,100,"[('Berry Plastics Corporation', 100), ('Berry Plastics Corporation', 100), ('IC', 90), ('ICS', 90), ('ICS', 90), ('PLA', 90), ('Be', 90), ('STI', 90), (': be AG', 90), ('Asti', 90)]"
THE WILLIAM CARTER COMPANY,21385,Trust Company,4284,90,"[('Trust Company', 90), ('Will', 90), ('Bakixanov Company', 86), ('Company On', 86), ('Prudential Investment Company of Australia', 86), ('Roc Oil Company', 86), ('Sigma Company', 86), ('Tooth and Company', 86), ('Boyd Group Inc (the)', 86), ('Country Style Cooking Restaurant Chain Company Limited', 86)]"
Outsourcing Solutions Inc.,21386,Ion,73918,90,"[('Ion', 90), ('CIN', 90), ('Ion', 90), ('Sol', 90), ('Outsourcing', 90), ('URC', 90), ('724 Solutions', 86), ('Cancrete Environmental Solutions', 86), ('CO2 Solutions', 86), ('GSO Solutions', 86)]"
Phoenix Life Insurance Company,21387,Life,120584,90,"[('Life', 90), ('Trust Company', 90), ('Phoenix Capital', 90), ('Phoenix Capital', 90), ('Life', 90), ('Phoenix Capital', 90), ('Phoenix Capital', 90), ('Life', 90), ('Life', 90), ('Pekin Life Insurance Company', 90)]"
QUINTILES TRANSNATIONAL CORP.,21388,Quintiles Transnational,76310,95,"[('Quintiles Transnational', 95), ('Transnational', 90), ('National', 90), ('Inti', 90), ('National', 90), ('Quin Corporation', 90), ('National', 90), ('National', 90), ('Transnational', 90), ('National', 90)]"
FelCor Lodging Limited Partnership,21389,FelCor Lodging Trust,59881,90,"[('FelCor Lodging Trust', 90), ('Elco', 90), ('Artner', 90), ('Capital Partners', 90), ('Amalgamated Income Partner Unit Partnership', 86), ('Global Strategy Master Limited Partnership Unit Partners', 86), ('Holloway Lodging', 86), ('Koch Pipelines Canadian Limited Partnership Units', 86), ('Public Storage Canadian Properties Unit Limited Partnership', 86), ('Royal Trust Real Estate Investment Limited Partnership Unit', 86)]"
Historic TW Inc.,21390,Hi,26603,90,"[('Hi', 90), ('IC', 90), ('IST Limited', 90), ('His', 90), ('IC', 90), ('STO', 90), ('C C T', 86), ('Historic City Development', 86), ('W-W Capital', 86), ('Wilder Richman Historic Properties Unit', 86)]"
