Target Name,Target No.,preprocessed,Focus Text,Matched Name 1,Matched No. 1,Matched Score 1,Matched Name 2,Matched No. 2,Matched Score 2,Matched Name 3,Matched No. 3,Matched Score 3,Matched Name 4,Matched No. 4,Matched Score 4,Matched Name 5,Matched No. 5,Matched Score 5,Matched Name 6,Matched No. 6,Matched Score 6,Matched Name 7,Matched No. 7,Matched Score 7,Matched Name 8,Matched No. 8,Matched Score 8,Matched Name 9,Matched No. 9,Matched Score 9,Matched Name 10,Matched No. 10,Matched Score 10
Autopista Regis Bittencourt S.A.,4318,autopista regis bittencourt,autopista,Autopista-Vasco,24463,99.62,Autopista Los Libertadores SA,5382,99.6,Autopistas del Sol,81475,99.58,Autopistas del Sol (Non-NASDAQ OTC),243926,99.58,Society Conces Autopista Interportuaria SA,12373,99.48,Auto Group,447,99.26,Ista Investment,145278,99.26,IST Group,35820,99.2,STA Group,43876,99.2,Top,86659,99.2
"Autopista Tenango-Ixtapan de la Sal, S.A. de C",15657,autopista tenango ixtapan de la sal de c,autopista,Autopista Los Libertadores SA,5382,99.55,Autopistas del Sol,81475,99.55,Autopistas del Sol (Non-NASDAQ OTC),243926,99.55,Autopista-Vasco,24463,99.47,Society Conces Autopista Interportuaria SA,12373,99.41,Auto Group,447,99.18,Ista Investment,145278,99.18,IST Group,35820,99.14,STA Group,43876,99.14,Top,86659,99.14
"Autopistas Del Atlantico, C.E.S.A",8002,autopistas del atlantico c.e.s.a,autopistas,Autopistas del Sol,81475,99.64,Autopistas del Sol (Non-NASDAQ OTC),243926,99.64,Auto Group,447,99.22,Stas,39565,99.22,Ista Investment,145278,99.22,IST Group,35820,99.17,STA Group,43876,99.17,Top,86659,99.17,IST Limited,101603,99.17,TAS (XETRA),315984,99.17
AXA Equitable Life Insurance Company,21303,axa equitable life insurance,axa,AXA Midi Assurances,14922,99.6,AXA Courtage Vie Limited Data Dead,14919,99.52,AXA Versicherung Preference (XETRA),165024,99.51,AXA Versicherung Preference,165025,99.51,AXA Asia Pacific Holdings,483,99.5,AXA Asia Pacific Holdings,227194,99.5,AXA Asia Pacific Holdings (Frankfurt),276932,99.5,AXA Asia Pacific (XETRA) Holdings,310096,99.5,AXA Financial,62778,99.49,AXA Financial (Berlin),299736,99.49
AXA HOME LOAN SFH SA,8644,axa home loan sfh,axa,Paxan Electronics,37951,99.53,Maxar Technologies (New York),134606,99.51,Maxar Technologies,213209,99.51,Maxar Technologies (Frankfurt),264574,99.51,AXA Konzern,14920,99.5,AXA Konzern (XETRA),14921,99.5,AXA Stenman,14924,99.5,Axantis Holding,41332,99.5,Axactor ASA,108120,99.5,Axantis Holding AG,177472,99.5
AXA Investment Managers,9281,axa managers,axa,AXA New,165020,99.63,AXA New,165021,99.63,AXA New,165022,99.63,AXA Konzern,14920,99.61,AXA Konzern (XETRA),14921,99.61,AXA Stenman,14924,99.61,Laxapana Batteries,120535,99.6,AXA Midi Assurances,14922,99.58,AXA Financial,62778,99.56,AXA Financial (Berlin),299736,99.56
Banca Popolare di Ancona SpA,12190,banca popolare di ancona spa,banca,Banca Popolare di Novara,15138,99.85,Banca Popolare di Novara,15144,99.85,Banca Popolare di Novara (Stuttgart),293537,99.85,Banca Popolare di Lajatico Scpa,91372,99.85,Banca Popolare di Milano,14993,99.81,Banca Popolare di (Non-NASDAQ OTC) Milano,234525,99.81,Banca Popolare di (Frankfurt) Milano,276969,99.81,Banca Popolare di (XETRA) Milano,284538,99.81,Banca Popolare di Verona (VIRT-X),293538,99.81,Banca Popolare di Verona (XETRA),310144,99.81
Banca Popolare di Aprilia - S.p.A.,12246,banca popolare di aprilia,banca,Banca Popolare di Milano,14993,99.86,Banca Popolare di Novara,15138,99.86,Banca Popolare di Novara,15144,99.86,Banca Popolare di (Non-NASDAQ OTC) Milano,234525,99.86,Banca Popolare di (Frankfurt) Milano,276969,99.86,Banca Popolare di (XETRA) Milano,284538,99.86,Banca Popolare di Novara (Stuttgart),293537,99.86,Banca Popolare Italiana,14995,99.83,Banca Popolare Italiana (Stuttgart),293446,99.83,Banca Popolare Emilia (VIRT-X),293539,99.83
Banca Popolare di Lanciano e Sulmona SpA,12222,banca popolare di lanciano e sulmona spa,banca,Banca Popolare di Cividale Scpa,91370,99.73,Banca Popolare di Lajatico Scpa,91372,99.73,Banca Popolare di Puglia E Basilicata,91373,99.73,Banca Popolare di Milano Conversion Rights,165082,99.71,Banca Popolare Luino E Varese,15145,99.7,Banca Popolare di Bari ORS,91369,99.7,Banca Popolare di Milano,14993,99.69,Banca Popolare di Novara,15138,99.69,Banca Popolare di Novara,15144,99.69,Banca Popolare di (Non-NASDAQ OTC) Milano,234525,99.69
