Target Name,Target No.,Top Match Name,Top Match No.,Top Match Score,All Matched
SkiStar AB,17505,Skistar AB,180814,100,"[('Skistar AB', 100), ('Skistar B', 95), ('AR', 90), ('Star', 90), ('IST Limited', 90), ('Capital A', 90), ('SK Securities', 90), ('SK Securities', 90), ('Star', 90), ('Ta', 90)]"
Svolder AB,17508,Svolder B,141546,95,"[('Svolder B', 95), ('Svolder A', 95), ('Svolder B (Stuttgart)', 90), ('D&D', 86), ('R R Securities', 86), ('Sodere', 77), ('Sodero', 77), ('Sodler', 77), ('Soleri', 77), ('Solmer', 77)]"
Stena Aktiebolag,17516,KT,115853,90,"[('KT', 90), ('EB Inc', 90), ('Ten', 90), ('EB Inc', 90), ('IE', 90), ('Stena AB', 90), ('Sten', 90), ('EB Inc', 90), ('KT', 90), (""FME Europe Aktiebolag 'B'"", 86)]"
Swedbank Hypotek AB,17517,Security Bank,200310,90,"[('Security Bank', 90), ('Swedbank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('DB', 90), ('NK', 90)]"
SBAB Bank AB (publ),17518,Security Bank,200310,90,"[('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('BL', 90), ('NK', 90), ('BAB', 90)]"
Volvo Treasury AB,17519,Re Capital,67648,90,"[('Re Capital', 90), ('Re Capital', 90), ('Tre', 90), ('Volvo Redemption Rights', 86), ('Volvo Trucks Great Britain', 86), ('Treasury International', 86), ('American Performance Foods United States Treasury Fund Dead', 86), ('Delaware Treasury Reserves Investments Series', 86), ('Firstar Stellar Treasury Fund Class y', 86), ('Lehman Brothers Institutional Funds Group 100% Treasury B', 86)]"
Kommuninvest i Sverige Aktiebolag,17520,Trust Invest,4285,90,"[('Trust Invest', 90), ('T I S', 90), ('FIP EM Infu XP Omega I', 86), ('I D C', 86), ('Jelen I Staklorad DD', 86), ('UTT I Turizam Prijedor', 86), ('A L I Technologies', 86), ('C I L', 86), ('Eagle I Capital', 86), ('I-Data International', 86)]"
Vattenfall Treasury AB,17521,All Corporation,24093,90,"[('All Corporation', 90), ('Ten', 90), ('Vattenfall AB', 90), ('Tre', 90), ('Vattenfall AB', 90), ('American Performance Foods United States Treasury Fund Dead', 86), ('Delaware Treasury Reserves Investments Series', 86), ('Firstar Stellar Treasury Fund Class y', 86), ('Lehman Brothers Institutional Funds Group 100% Treasury B', 86), ('SEI Liquid Treasury II Portfolio Merger', 86)]"
Stadshypotek AB,17522,Stadshypotek AB,180890,100,"[('Stadshypotek AB', 100), ('Stadshypotek AB', 100), ('Stadshypotek AB', 100), (""Stadshypotek 'A'"", 95), ('DS', 90), ('Ta', 90), ('D&D', 86), ('T T', 86), ('Protek Capital', 75), ('Protek Capital', 75)]"
Landshypotek Bank Aktiebolag,17523,Security Bank,200310,90,"[('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Land', 90), ('Security Bank', 90), ('Adelaide Bank', 86)]"
Skanska Financial Services AB,17525,Financial Services,109572,95,"[('Financial Services', 95), ('Financial Trust Corporation', 90), ('Security Service', 90), ('Financial Trust Corporation', 90), ('Financial Trust Corporation', 90), ('Financial Trust Corporation', 90), ('Financial Trust Corporation', 90), ('Financial Trust Corporation', 90), ('Ebank Financial Services', 88), ('ADA Financial Services', 88)]"
Vasakronan AB,17526,Rona,11840,90,"[('Rona', 90), ('Akron Corporation', 90), ('KR', 90), ('Kron', 90), ('ONA', 90), ('R R Securities', 86), ('Carona', 75), ('Akzona', 75), ('Asarco', 75), ('Arkona', 75)]"
Vattenfall AB,17527,Vattenfall AB,181398,100,"[('Vattenfall AB', 100), ('Vattenfall AB', 100), ('Vattenfall Europe', 90), ('Vattenfall Europe (XETRA)', 90), ('All Corporation', 90), ('Ten', 90), ('At Trust', 90), ('T T', 86), ('F&F', 86), ('Nally', 72)]"
AB SCA Finans,17528,Ans,44917,90,"[('Ans', 90), ('CA', 90), ('INA', 90), ('NS', 90), ('Sparinvest Europaeiske Finans Aktier', 86), ('Adamant Finans OOO', 86), ('AIF Mediapressa Finans OOO', 86), ('Euro Disney SCA', 86), ('Groupe Steria SCA', 86), ('Integra Finans OOO', 86)]"
Scania CV AB,17530,CA,59309,90,"[('CA', 90), ('IA', 90), ('ANI', 90), (""Scania 'B' (Non-NASDAQ OTC)"", 86), ('Saab Scania AF', 86), ('Saab Scania BF', 86), ('Saab Scania Preferred', 86), (""Scania 'A' Sponsored ADR 1 ADR = 1 Share"", 86), ('Scania Sponsored ADR 1:1', 86), ('Scania Unsponsored ADR 1:1', 86)]"
Assa Abloy Financial Services AB,17531,Financial Trust Corporation,195613,90,"[('Financial Trust Corporation', 90), ('Security Service', 90), ('Financial Trust Corporation', 90), ('Financial Trust Corporation', 90), ('Financial Trust Corporation', 90), ('Financial Trust Corporation', 90), ('Financial Services', 90), ('Financial Trust Corporation', 90), ('FC Financial Services', 87), ('CB Financial Services', 87)]"
Fysikhuset Stockholm KB,17533,T&S,114038,90,"[('T&S', 90), ('TOC', 90), ('STO', 90), ('Unibank KB ASC', 86), ('KB Kedr Zao', 86), ('KB Insurance', 86), ('KB Number 17 Special Purpose Acquisition Company', 86), ('KB Number 18 Special Purpose Acquisition', 86), ('KB Number 19 Special Purpose Acquisition Company', 86), ('KB Number 8 Special Purpose Acquisition', 86)]"
Sparbanken Oresund AB,17534,Sparbank,12446,90,"[('Sparbank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('ARB', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('ARB', 90)]"
NCC Treasury AB,17535,Re Capital,67648,90,"[('Re Capital', 90), ('Re Capital', 90), ('Tre', 90), ('NCC', 90), ('NC&', 90), ('C C T', 86), ('Regal Treasury Bank', 86), ('Treasury International', 86), ('American Performance Foods United States Treasury Fund Dead', 86), ('Delaware Treasury Reserves Investments Series', 86)]"
Skandiabanken Aktiebolag (publ),17536,Security Bank,200310,90,"[('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Kalceks Publ', 86), ('NFO Drives AB (Publ)', 86)]"
Danske Bank A/S,17537,Danske Bank,87550,95,"[('Danske Bank', 95), ('Security Bank', 90), ('Da Securities', 90), ('Ans', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('NSK', 90)]"
Nordea Hypotek AB,17538,Nord,112302,90,"[('Nord', 90), ('DEA Capital', 90), ('Nord', 90), ('RDE', 90), ('Nordea Invest Aktier II', 86), ('Nordea Invest Danmark', 86), ('Nordea Invest Danske Aktier', 86), ('Nordea Invest Emerging Markets', 86), ('Nordea Invest Emerging Markets', 86), ('Nordea Invest Fjernoeste', 86)]"
Kommunkredit Ab,17539,IT,27121,90,"[('IT', 90), ('KR', 90), ('OM', 90), ('Re Capital', 90), ('Re Capital', 90), ('NK', 90), ('Red Capital', 90), ('D&D', 86), ('R R Securities', 86), ('T T', 86)]"
