Target Name,Target No.,preprocessed,Focus Text,Shortest Match Name,Shortest Match No.,Non-NASDAQ OTC Match Name,Non-NASDAQ OTC Match No.,Matched Name 1,Matched No. 1,Matched Score 1,Matched Name 2,Matched No. 2,Matched Score 2,Matched Name 3,Matched No. 3,Matched Score 3,Matched Name 4,Matched No. 4,Matched Score 4,Matched Name 5,Matched No. 5,Matched Score 5,Matched Name 6,Matched No. 6,Matched Score 6,Matched Name 7,Matched No. 7,Matched Score 7,Matched Name 8,Matched No. 8,Matched Score 8,Matched Name 9,Matched No. 9,Matched Score 9,Matched Name 10,Matched No. 10,Matched Score 10
Silver Standard Resources Inc.,4847,silver standard resources,silver,Regency Silver,85757.0,Kuya Silver (Non-NASDAQ OTC),246803.0,Silver Sands Resources,86141,99.89,Silver Sands (Non-NASDAQ OTC) Resources,248792,99.89,Silver Sun Resources (XETRA),315512,99.84,Silverstone Resources,12256,99.83,Silverstone Resources (Frankfurt),281827,99.83,Silverstone Resources (XETRA),315519,99.83,Silver Lady Resources,12245,99.83,Silver Bear Resources,86128,99.83,Silver Dollar Resources,86131,99.83,Silver Bear Resources (Non-NASDAQ OTC),248779,99.83
SILVERBELL ASIA LIMITED,25383,silverbell asia,silverbell,,,,,International Silver,130231,99.57000000000001,Bell Group,739,99.42,Bell Group,45350,99.42,Bel,15171,99.33,Bel (Munich),284686,99.33,Be,70427,99.24,SI International,76840,99.24,SI Holdings,113637,99.24,Be Group,117225,99.24,Be Group (Frankfurt),268357,99.24
SILVERGATE BANK,22120,silvergate,silvergate,Silvergate Capital A,135021.0,,,International Silver,130231,99.75,Silvergate Cap DS,190718,99.74,Silvergate Capital A,135021,99.67,Silvergate Capital (Mexico) A,218848,99.67,Silvergate Capital (Pet) A,252338,99.67,Silvergate Capital (Frankfurt) A,266087,99.67,ERG,34373,99.46,ERG,88581,99.46,ERG,109401,99.46,ERG (Non-NASDAQ OTC),205050,99.46
SILVERSEA CRUISE FINANCE LTD,4580,silversea cruise,silversea,,,,,International Silver,130231,99.55,Sea Holdings,104252,99.32,Sea Limited,180654,99.32,Sea Holdings (Berlin),289128,99.32,SI International,76840,99.22,EA Holdings,109204,99.22,SI Holdings,113637,99.22,RS,122182,99.22,RS Group,124544,99.22,RS Group (Non-NASDAQ OTC),248486,99.22
Silverstone Master Issuer plc,9382,silverstone master issuer,silverstone,Silverstone,30276.0,,,Silverstone Resources,12256,99.7,Silverstone Resources (Frankfurt),281827,99.7,Silverstone Resources (XETRA),315519,99.7,Silverstone Resources Warrants,161060,99.62,Silverstone Berhad Sponsored ADR 1:1,147337,99.62,Silverstone,30276,99.61,Silverstone,174205,99.61,Silverstone Resources Warrants 23/9/93 Expired 15/9/94,161061,99.46,International Silver,130231,99.39,Stone Group Holdings,30557,99.33
Silvery castle Ltd,25241,silvery castle,silvery,Silvery Dragon Prestressed Materials 'A',95930.0,,,International Silver,130231,99.6,Silvery Dragon Prestressed Materials 'A',95930,99.44,SI International,76840,99.25,SI Holdings,113637,99.25,SI International (Frankfurt),297061,99.25,SI International (XETRA),308277,99.25,V Group,132515,99.13,Liberty Silver (Toronto),215636,91.65,Liberty Silver (Frankfurt),279959,91.65,Liberty Silver (Berlin),287559,91.65
Sime Darby Global Berhad,15942,sime darby global berhad,sime,Sime Darby,107165.0,Sime Darby (Non-NASDAQ OTC),248804.0,Sime Darby L Convertible,50531,99.67,Sime Darby Property,113662,99.65,Sime Darby Property (Non-NASDAQ OTC),248806,99.65,Sime Darby Australian,3846,99.62,Sime Darby Plantation,107166,99.62,Sime Darby (Non-NASDAQ OTC) Plantation,248805,99.62,Sime Darby ADR 1:1,209742,99.62,Sime Darby Hongkong (Berlin),303075,99.6,Sime Darby,107165,99.59,Sime Darby (Singapore OTC),228682,99.59
SIMMONS BANK,22184,simmons,simmons,Simmons Continent,22138.0,,,Mons Bank,94582,99.73,Simmons Outdoor,68171,99.64,Simmons Airlines,68170,99.61,Simmons Continent,22138,99.58,Simmons First National,170430,99.48,Company On,1218,99.44,Mo,60623,99.44,NS Group,66949,99.44,SI International,76840,99.44,SI Holdings,113637,99.44
"SIMMONS FOODS, INC.",22833,simmons foods,simmons,Simmons Continent,22138.0,,,Simmons Outdoor,68171,99.71,Simmons Airlines,68170,99.62,Simmons Continent,22138,99.6,Simmons First National,170430,99.57000000000001,Simmons Boardman Publishing,76883,99.55,Simmons First National 'A',135023,99.51,Simmons First National 'A' (Frankfurt),266090,99.51,Simmons First National 'A' (Berlin),289273,99.51,Mons Bank,94582,99.47,Simmons First Capital Trust Preferred Securities %,147339,99.43
Simon International Finance S.C.A.,15333,simon s.c.a.,simon,Simon Lemaire,12267.0,,,Simona (XETRA),22140,99.67,Simona,95933,99.67,Simonds Group,86154,99.63,Simon Group,50533,99.59,Simonside Investment,50534,99.57000000000001,Simone Group,76885,99.56,Simon Lemaire,12267,99.56,Ausimont Compo,62735,99.54,Simo International,22139,99.5,Simonds Farsons Cisk,95934,99.5
"SIMWON DEVELOPMENT CO.,LTD.",14539,simwon development co.ltd.,simwon,,,,,Company On,1218,99.14,Wo Group,58671,99.14,SI International,76840,99.14,SI Holdings,113637,99.14,IM,119718,99.14,SI International (Frankfurt),297061,99.14,SI International (XETRA),308277,99.14,O-Bank,115989,99.07,Harland Simon Group,47686,90.35000000000001,Norton Simon,66936,90.35000000000001
"Sinclair Television Group, Inc.",22199,sinclair television,sinclair,Sinclair Pharma,50540.0,Sinclair Pharma (Non-NASDAQ OTC),239810.0,Sinclairs Hotels,104565,99.74,Sinclair Research,50541,99.61,Sinclair (William) Holdings,50538,99.59,Sinclair IS Pharma (Paris-SBF),289282,99.59,HF Sinclair Corporation BDR,149234,99.57000000000001,Sinclair Broadcast (Berlin),170432,99.54,Sinclair Pharma,50540,99.53,HF Sinclair,133529,99.53,HF Sinclair (BRN),227814,99.53,HF Sinclair,236996,99.53
SINGPOST GROUP TREASURY PTE. LTD.,17988,singpost treasury pte.,singpost,,,,,Post,67407,99.31,Sing Holdings,122750,99.31,Post Holdings,134865,99.31,Post Holdings (Pet),252207,99.31,Post Holdings (Frankfurt),265504,99.31,Post Holdings (XETRA),265505,99.31,NGP,20512,99.24,NGP (Risp),169521,99.24,SI International,76840,99.17,OS,112545,99.17
SingTel Group Treasury Pte. Ltd.,17847,singtel treasury pte.,singtel,,,,,Sing Holdings,122750,99.32,GTE,65259,99.25,GTE (Tokyo),221790,99.25,GTE (London),232177,99.25,GTE (Munich),295074,99.25,SI International,76840,99.17,GT Group Holdings,100967,99.17,El Company,109292,99.17,SI Holdings,113637,99.17,GT Group Holdings (Temp),167158,99.17
"Sinochem CP Co., Ltd.",25272,sinochem cp,sinochem,Sinochem International 'A',90227.0,,,Sinochem International 'A',90227,99.78,Sinochem International 'A' (SSE Connect Equities),213926,99.78,Sinochem Hong Kong Holdings,30295,99.62,Inoc,26994,99.53,Sino,95940,99.53,Sino (XETRA),95941,99.53,Sino (BRN),225718,99.53,Sino Securities International (Stuttgart),297098,99.53,SI International,76840,99.31,SI Holdings,113637,99.31
"Sinochem Fertilizer Co., Ltd.",6515,sinochem fertilizer,sinochem,Sinochem International 'A',90227.0,,,Sinochem International 'A',90227,99.58,Sinochem International 'A' (SSE Connect Equities),213926,99.58,Sinochem Hong Kong Holdings,30295,99.49,Inoc,26994,99.35,Sino,95940,99.35,Sino (XETRA),95941,99.35,Sino (BRN),225718,99.35,Sino Securities International (Stuttgart),297098,99.35,SI International,76840,99.19,SI Holdings,113637,99.19
"Sino-German Bausparkasse Co., Ltd.",6948,sino german bausparkasse,sino,Sino,95940.0,Sino Biopharmaceutical (Non-NASDAQ OTC),248820.0,Sino German JGE (XETRA) Young Shares,170434,99.65,Sino German JGE Young Shares,170435,99.65,Sino German United K,95942,99.64,Sino Assurance,131875,99.53,Sino Japan International Industries,43777,99.53,Sino-American Silicon Products,116170,99.52,Sinorank Pete Resources,12276,99.51,Casino Porto Carras,15684,99.51,Sino Express Travel,57517,99.51,Sino Green Land,131877,99.51
"Sinohydro Bureau 11 Co., Ltd.",6950,sinohydro bureau 11,sinohydro,,,,,Hydro,35364,99.42,Hydro International,47975,99.42,Sino,95940,99.35,Sino (XETRA),95941,99.35,Sino (BRN),225718,99.35,Sino Securities International (Stuttgart),297098,99.35,SI International,76840,99.19,DR Finance,109161,99.19,SI Holdings,113637,99.19,SI International (Frankfurt),297061,99.19
"SINOHYDRO BUREAU 14 CO., LTD.",6932,sinohydro bureau 14,sinohydro,,,,,Hydro,35364,99.42,Hydro International,47975,99.42,Sino,95940,99.35,Sino (XETRA),95941,99.35,Sino (BRN),225718,99.35,Sino Securities International (Stuttgart),297098,99.35,SI International,76840,99.19,DR Finance,109161,99.19,SI Holdings,113637,99.19,SI International (Frankfurt),297061,99.19
"Sinohydro Bureau 16 Co., Ltd.",7215,sinohydro bureau 16,sinohydro,,,,,Hydro,35364,99.42,Hydro International,47975,99.42,Sino,95940,99.35,Sino (XETRA),95941,99.35,Sino (BRN),225718,99.35,Sino Securities International (Stuttgart),297098,99.35,SI International,76840,99.19,DR Finance,109161,99.19,SI Holdings,113637,99.19,SI International (Frankfurt),297061,99.19
"Sinohydro Bureau 5 Co., Ltd.",7020,sinohydro bureau 5,sinohydro,,,,,Hydro,35364,99.43,Hydro International,47975,99.43,Sino,95940,99.36,Sino (XETRA),95941,99.36,Sino (BRN),225718,99.36,Sino Securities International (Stuttgart),297098,99.36,SI International,76840,99.2,DR Finance,109161,99.2,SI Holdings,113637,99.2,SI International (Frankfurt),297061,99.2
