Target Name,Target No.,Top Match Name,Top Match No.,Top Match Score,All Matched
ABCL Glory Capital Limited,25351,GL,34874,90,"[('GL', 90), ('ABC', 90), ('GL', 90), ('Glory', 90), ('Glory Resources', 86), ('Golden Glory Resources', 86), ('Glory Poly Films', 86), ('Master Glory Group', 86), ('Top Glory International', 86), ('Glory Biotechnology', 86)]"
HKT Capital No. 4 Limited,25352,KT,115853,90,"[('KT', 90), ('T&N', 90), ('T&N', 90), ('T&N', 90), ('KT', 90), ('Australian Masters Corporate Bond Fund Number 4', 86), ('Ganca Mexaniz-4', 86), ('Ixmbazasi DNQ 4', 86), ('ACM Middenstands East Opportunities No Par Value Class A (SICAV)', 86), ('Adig Investment Fondir Units No Par Value', 86)]"
"China Railway XunJie Co., Limited",25353,INA,65640,90,"[('INA', 90), ('Angy (China) Medical Chess Depository Interest', 86), ('Boeblingen Investment Hong Kong and China', 86), ('China Dairy Chess/Crest Depository Interest', 86), ('China Puda High-Technology Holdings', 86), ('China Waste', 86), ('China Life AMP Strategic Selection Mix Fund', 86), ('China First Capital', 86), (""China CNR 'A'"", 86), ('China Coal', 86)]"
CDBI Treasure I Limited,25354,Re Capital,67648,90,"[('Re Capital', 90), ('Re Capital', 90), ('Tre', 90), ('DB', 90), ('Fabrika Otkovaka I Armature', 86), ('FIP Infra-Estr BB VTRM Energ Sustentavel I', 86), ('I D C', 86), ('Raiffeisen Bank D D Bosna I Hercegovina', 86), ('Rio Bravo Credito Imobiliario I FII', 86), ('Unis Proizvodnja I Prerada Zice', 86)]"
RKI Overseas Finance 2016 (A) Limited,25355,A C N 059 457 279,10,86,"[('A C N 059 457 279', 86), ('A C N 603 323 182', 86), ('A R C Industries', 86), ('A V Buildings', 86), ('A-Cap Development', 86), ('Beneficial Finance', 86), (""BTR 'A'"", 86), (""Della Penna 'A'"", 86), ('Dominant Finance Inc', 86), ('Elekeiroz S A', 86)]"
CALC Bond 2 Limited,25356,Bond,41495,90,"[('Bond', 90), ('CA', 90), ('LC Corporation', 90), ('Australian Masters Corporate Bond Fund Number 2', 86), ('Australian Masters Corporate Bond Fund Number 3', 86), ('Australian Masters Corporate Bond Fund Number 4', 86), ('Australian Masters Corporate Bond Fund Number 5', 86), ('Australian Masters Yield Fund Number 2', 86), ('Australian Master Corporation Bond FND NO4 Limited', 86), ('Australian Masters Corporate Bond Fund Number 1', 86)]"
Wealth Driven Limited,25357,DRI,53853,90,"[('DRI', 90), ('RIV Capital', 90), ('Australian Wealth Management', 86), ('Australian Wealth Management', 86), ('Wealth Defender Equities', 86), ('Salida Wealth Preservation Listed Fund', 86), ('Bancorp Wealth Management New Zealand', 86), ('SWL Sustainable Wealth Lab', 86), ('SWL Sustainable Wealth Lab (XETRA)', 86), ('APEX Wealth Enterprises', 86)]"
DONGXING VOYAGE COMPANY LIMITED,25358,Trust Company,4284,90,"[('Trust Company', 90), ('Don', 90), ('MPA', 90), ('Antipodes Global Investment Company', 86), ('Arab International Insurance Company', 86), ('Barbados Shipping and Trading Company Limited', 86), ('Bulgarian Telecommunications Company', 86), ('Company On', 86), ('Prudential Investment Company of Australia', 86), ('Roc Oil Company', 86)]"
Huatai International Finance Limited,25360,International Finance Corporation,60266,95,"[('International Finance Corporation', 95), ('National', 90), ('Terna', 90), ('Inter', 90), ('National', 90), ('National Finance', 90), ('National', 90), ('Tern', 90), ('National', 90), ('National Finance', 90)]"
FUXIANG INVESTMENT MANAGEMENT LIMITED,25361,Investment Trust Corporation,48177,90,"[('Investment Trust Corporation', 90), ('Trust Invest', 90), ('Management Trust', 90), ('Investment Trust Corporation', 90), ('Investment Trust Corporation', 90), ('Investment Trust Corporation', 90), ('Managem', 90), ('Audant Investment', 86), ('BKM Management', 86), ('Bounty Investment', 86)]"
