Target Name,Target No.,Top Match Name,Top Match No.,Top Match Score,All Matched
The First National Bank and Trust Company of O,22254,Trust Company,4284,90,"[('Trust Company', 90), ('National', 90), ('National-Bank', 90), ('First', 90), ('National', 90), ('First', 90), ('NAL Bank', 90), ('National', 90), ('First', 90), ('First', 90)]"
Chrysler Motors LLC,22255,Otor,20832,90,"[('Otor', 90), ('Mo', 90), ('Chrysler', 90), ('SL', 90), ('RS', 90), ('Mitsubishi Motors Australia Limited', 86), ('Modern Motors Trade and Distiller', 86), ('Lonrho Motors (East Africa)', 86), ('AD Motors', 86), ('Atkinson-Oates Motors (ISE', 86)]"
BAR HARBOR BANK & TRUST,22256,AR,24258,90,"[('AR', 90), ('Security Bank', 90), ('Bor', 90), ('Security Bank', 90), ('Security Bank', 90), ('Arbor', 90), ('Bor', 90), ('Security Bank', 90), ('ARB', 90), ('Security Bank', 90)]"
The Camden National Bank,22257,Ion,73918,90,"[('Ion', 90), ('National', 90), ('National-Bank', 90), ('Security Bank', 90), ('National', 90), ('NAL Bank', 90), ('ONA', 90), ('National', 90), ('Security Bank', 90), ('Security Bank', 90)]"
FIRST COMMONWEALTH BANK,22258,First Commonwealth,69483,95,"[('First Commonwealth', 95), ('Commonwealth Bank', 95), ('First', 90), ('Security Bank', 90), ('Firs', 90), ('First', 90), ('First', 90), ('First', 90), ('Security Bank', 90), ('Security Bank', 90)]"
Dime Community Bank,22259,Community Bank,71262,95,"[('Community Bank', 95), ('Community Bank', 95), ('DIM', 90), ('Security Bank', 90), ('Unit', 90), ('Security Bank', 90), ('Unit', 90), ('Security Bank', 90), ('Community Capital', 90), ('Security Bank', 90)]"
"Manulife Finance (Delaware), L.P.",22260,Life,120584,90,"[('Life', 90), ('Life', 90), ('Life', 90), ('Life', 90), ('Aware', 90), ('Security Capital Delaware', 90), ('Delaware Thirteen', 86), ('Dominant Finance Inc', 86), ('Hyundai Finance', 86), ('Prime Finance', 86)]"
JPMorgan Chase Bank National Association,22261,National,222336,90,"[('National', 90), ('National', 90), ('Chase', 90), ('National', 90), ('National', 90), ('Chase', 90), ('National', 90), ('Adelaide Bank', 86), ('Advance Bank Australia', 86), ('AFB Bank ASC', 86)]"
Banner Bank,22262,Security Bank,200310,90,"[('Security Bank', 90), ('Security Bank', 90), ('Ann', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('NK', 90), ('Banner', 90)]"
AGFC CAPITAL TRUST I,22263,GFC,17941,90,"[('GFC', 90), ('Capital A', 90), ('G Capital', 90), ('G Capital', 90), ('Fabrika Otkovaka I Armature', 86), ('FIP EM Infu XP Omega I', 86), ('FIP Infra-Estr BB VTRM Energ Sustentavel I', 86), ('Jelen I Staklorad DD', 86), ('Raiffeisen Bank D D Bosna I Hercegovina', 86), ('Rio Bravo Credito Imobiliario I FII', 86)]"
Credit Agricole Corporate and Investment Bank,22264,Investment Trust Corporation,48177,90,"[('Investment Trust Corporation', 90), ('Trust Invest', 90), ('T Bank', 90), ('Investment Trust Corporation', 90), ('Investment Trust Corporation', 90), ('Trust Investment Bank', 90), ('Investment Trust Corporation', 90), ('Credit Agricole SA', 90), ('Corporate Capital Trust', 90), ('Trust Investment Bank', 90)]"
"CRC FUNDING, LLC",22265,CR Capital,92076,90,"[('CR Capital', 90), ('A&E Capital Funding Single Voting', 86), ('Funding Electric Vehicles', 86), ('D&D', 86), ('Aegis Consumer Funding Group', 86), ('CRC Crystal Research', 86), ('Four Crystal Funding', 86), ('Muni Funding Company of America 144A', 86), ('United Development Funding IV Common Shares of Beneficial Interest', 86), ('United Development Funding III Unit', 86)]"
"CHARTA, LLC",22266,AR,24258,90,"[('AR', 90), ('Art', 90), ('Art', 90), ('Art', 90), ('Capital A', 90), ('Ta', 90), ('Art', 90), ('R R Securities', 86), ('T T', 86), ('Chatal', 83)]"
Swedbank (New York Branch),22267,Security Bank,200310,90,"[('Security Bank', 90), ('Swedbank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Swedbank', 90), ('Security Bank', 90)]"
"MARINA DISTRICT FINANCE COMPANY, INC.",22268,Trust Company,4284,90,"[('Trust Company', 90), ('Marina Capital', 90), ('Marina Capital', 90), ('Allco Finance Group', 86), ('Bakixanov Company', 86), ('Beneficial Finance', 86), ('Company On', 86), ('Dominant Finance Inc', 86), ('Faulding FH&Company', 86), ('Hyundai Finance', 86)]"
"Coffeyville Resources, LLC",22269,RCE Capital,113045,90,"[('RCE Capital', 90), ('URC', 90), ('Source Capital', 90), ('AIC Resources', 86), ('BCD Resources', 86), ('CBH Resources', 86), ('CWH Resources', 86), ('Dome Resources', 86), ('Echo Resources', 86), ('Exco Resources', 86)]"
Harley-Davidson Financial Services Inc.,22270,Financial Trust Corporation,195613,90,"[('Financial Trust Corporation', 90), ('David', 90), ('Security Service', 90), ('Financial Trust Corporation', 90), ('Financial Trust Corporation', 90), ('Harley', 90), ('Financial Trust Corporation', 90), ('Financial Trust Corporation', 90), ('Financial Services', 90), ('Harley-Davidson', 90)]"
"GEMINI SECURITIZATION CORP., LLC",22271,Gemini Capital,65038,90,"[('Gemini Capital', 90), ('Gemini Capital', 90), ('Gemini Energy', 86), ('Cap Gemini Group', 86), ('Gemini Engi FAB', 86), ('Gemini II Capital Shares', 86), ('Gemini Sea Food', 86), ('Gemini Technology', 86), ('Cap Gemini (AMS)', 86), ('Cap Gemini (AMS)', 86)]"
Southern Company Funding Corporation,22272,Trust Company,4284,90,"[('Trust Company', 90), ('MPA', 90), ('Southern', 90), ('Southern', 90), ('Arab International Insurance Company', 86), ('Ask Funding', 86), ('Barbados Shipping and Trading Company Limited', 86), ('Bulgarian Telecommunications Company', 86), ('Company On', 86), ('Great Southern', 86)]"
Novartis Finance Corp.,22273,Nova,252107,90,"[('Nova', 90), ('Artis Finance', 90), ('Art', 90), ('Nova', 90), ('Art', 90), ('Art', 90), ('RTI', 90), ('INA', 90), ('Nova', 90), ('TIS', 90)]"
BAC CAPITAL TRUST XIII,22274,X,13869,90,"[('X', 90), ('Capital A', 90), ('BAC Holding International Dummy', 86), ('BAC Majestic', 86), ('Vojvodinaput BAC', 86), ('BAC A Mineral and Metallurgy', 86), ('BAC Giang Exploitable Mineral', 86), ('BAC Kan Petrovietnam Power', 86), ('Dong BAC Food', 86), ('Hanoi-Kinh BAC Agriculture and Food', 86)]"
BAC Capital Trust XIV,22275,BAC Capital Trust IV,62793,92,"[('BAC Capital Trust IV', 92), ('X', 90), ('Capital A', 90), ('BAC Holding International Dummy', 86), ('BAC Majestic', 86), ('Vojvodinaput BAC', 86), ('BAC A Mineral and Metallurgy', 86), ('BAC Giang Exploitable Mineral', 86), ('BAC Kan Petrovietnam Power', 86), ('Dong BAC Food', 86)]"
John Hancock Life Insurance Company (U.S.A.),22276,Trust Company,4284,90,"[('Trust Company', 90), ('A C N 059 457 279', 86), ('A C N 603 323 182', 86), ('A N G Holdings (Australian)', 86), ('A R C Industries', 86), ('A V Buildings', 86), ('A-Cap Development', 86), ('Aeyna Life and Casualty', 86), ('Arthur Yates and Company', 86), (""BA Embotteladora 'A'"", 86)]"
L'Oreal USA Inc.,22277,Real Security,131585,90,"[('Real Security', 90), ('Re Capital', 90), ('Re Capital', 90), (""l'Oreal"", 90), ('Real Security', 90), ('L Oreal', 90), ('M L C', 86), ('A L I Technologies', 86), ('C I L', 86), ('Cass M L Petroleum', 86)]"
"Morgan Stanley Dean Witter Bank, Inc.",22278,Security Bank,200310,90,"[('Security Bank', 90), ('Stanley', 90), ('Security Bank', 90), ('Security Bank', 90), ('Stanley', 90), ('Morgan Stanley', 90), ('Morgan Stanley Dean Witter 144A', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90)]"
Fortis Funding LLC,22279,Fortis,80304,90,"[('Fortis', 90), ('RTI', 90), ('Fortis', 90), ('TIS', 90), ('S&F Capital', 90), ('A&E Capital Funding Single Voting', 86), ('Fortis (B) AG', 86), ('Funding Electric Vehicles', 86), ('D&D', 86), ('Aegis Consumer Funding Group', 86)]"
Scotiabanc Inc,22280,Security Banc,76741,90,"[('Security Banc', 90), ('IA', 90), ('NC&', 90), ('T T', 86), ('Scotiabank El Salvador SA', 81), ('Scotiabank Süd Americano Series A', 81), ('Scotiabank Peru', 81), ('Scotiabank Trinidad Tobago Limited', 81), ('Scotiabank Peru (Non-NASDAQ OTC)', 81), ('Scotti', 75)]"
Dexia Delaware LLC,22281,AWA,477,90,"[('AWA', 90), ('El Corporation', 90), ('Dexia', 90), ('AR', 90), ('Re Capital', 90), ('Re Capital', 90), ('WA', 90), ('IA', 90), ('Aware', 90), ('Dexia', 90)]"
YCC HOLDINGS LLC,22282,CCI Holdings,1029,92,"[('CCI Holdings', 92), ('CMC Holdings', 92), ('CCN Holdings', 92), ('CIC Holdings', 92), ('CYC Holdings', 92), ('RCC Holdings', 92), ('CSC Holdings', 92), ('CNC Holdings', 92), ('CAC Holdings', 92), ('SCC Holdings', 92)]"
National Australia Funding (Delaware) Inc,22283,National,222336,90,"[('National', 90), ('National', 90), ('National', 90), ('National', 90), ('Aware', 90), ('Austral', 90), ('Security Capital Delaware', 90), ('National', 90), ('Adcorp Australia', 86), ('Advance Bank Australia', 86)]"
Natexis Banques Populaires US Finance Co. LLC,22284,Aires,4909,90,"[('Aires', 90), ('Natexis SA', 90), ('Allco Finance Group', 86), ('Beneficial Finance', 86), ('Ding Sheng XIN Finance', 86), ('Dominant Finance Inc', 86), ('Hyundai Finance', 86), ('Intermills (Finance)', 86), ('Palm Beach Finance', 86), ('Prime Finance', 86)]"
"WEYBOSSET STREET CAPITAL, INC.",22285,Re Capital,67648,90,"[('Re Capital', 90), ('Re Capital', 90), ('Tre', 90), ('OS', 90), ('T&S', 90), ('Treet Corporation', 90), ('SSE', 90), ('BOS Securities', 90), ('Macquarie Park Street Trust DEF Sett', 86), ('Front Street Performance Fund II Units', 86)]"
East West Bank,22286,T Bank,22692,90,"[('T Bank', 90), ('Security Bank', 90), ('West', 90), ('Security Bank', 90), ('Security Bank', 90), ('West', 90), ('West', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90)]"
Triad Financial SM LLC,22288,Financial Trust Corporation,195613,90,"[('Financial Trust Corporation', 90), ('Financial Trust Corporation', 90), ('Financial Trust Corporation', 90), ('INA', 90), ('Financial Trust Corporation', 90), ('CIA', 90), ('Financial Trust Corporation', 90), ('Financial Trust Corporation', 90), ('NCI Inc', 90), ('Compagnie Financial Werister AFV1', 86)]"
ATLANTIC ASSET SECURITIZATION LLC,22289,Security Capital Atlantic,200279,90,"[('Security Capital Atlantic', 90), ('Asset Capital', 90), ('Asset Capital', 90), ('Security Capital Atlantic', 90), ('Asset Capital', 90), ('Atlantic Gold', 86), ('Atlantic Airways', 86), ('Atlantic Gold', 86), ('First Asset Diversified Convertible Debenture Units', 86), ('First Asset Morningstar United States Consolidated Defens Index Fund', 86)]"
CALFRAC HOLDINGS LP,22290,C Holdings,24873,90,"[('C Holdings', 90), ('Holdings', 90), ('RAC', 90), ('Holdings', 90), ('LDI Corporation', 90), ('Holdings', 90), ('AC Holdings', 90), ('Holdings', 90), ('Corporation Holding', 90), ('Holdings', 90)]"
Sydney Capital Corporation Inc.,22291,BT Sydney Development,150927,90,"[('BT Sydney Development', 90), ('Sydney Airport Stapled Units', 90), ('Sydney Attractions Group', 90), ('Sydney Gas', 90), ('Sydney Roads Group', 90), ('SDC Sydney Development', 90), ('SY', 90), ('SY', 90), ('SY', 90), ('BT Sydney Development', 90)]"
J.P. Morgan Chase Capital XXI,22292,Gan,232110,90,"[('Gan', 90), ('Chase', 90), ('Chase', 90), ('Gan', 90), ('Gan', 90), ('Boag J and Son', 86), ('Chase Minerals', 86), ('D J Properties', 86), ('Die Erste P', 86), ('E P T', 86)]"
Norbord GP I,22293,Norbord,10569,90,"[('Norbord', 90), ('Bor', 90), ('Bor', 90), ('Fabrika Otkovaka I Armature', 86), ('FIP EM Infu XP Omega I', 86), ('FIP Infra-Estr BB VTRM Energ Sustentavel I', 86), ('I D C', 86), ('Jelen I Staklorad DD', 86), ('Raiffeisen Bank D D Bosna I Hercegovina', 86), ('Rio Bravo Credito Imobiliario I FII', 86)]"
STARBIRD FUNDING CORPORATION,22294,AR,24258,90,"[('AR', 90), ('Star', 90), ('Bird Corporation', 90), ('ARB', 90), ('ARB', 90), ('Star', 90), ('Ta', 90), ('A&E Capital Funding Single Voting', 86), ('Funding Electric Vehicles', 86), ('D&D', 86)]"
