Target Name,Target No.,Top Match Name,Top Match No.,Top Match Score,All Matched
Fortnox AB,17558,Fortnox AB,115636,100,"[('Fortnox AB', 100), ('X', 90), ('Fortnox AB (Non-NASDAQ OTC)', 90), ('Fortnox AB (Frankfurt)', 90), ('R R Securities', 86), ('T T', 86), ('F&F', 86), ('Fortinova Fastigheter B', 77), ('Fortinova Fastigheter AB Class B', 77), ('Fortinova (Frankfurt) Fastigheter B', 77)]"
Hexpol AB,17559,Hexpol B,115716,95,"[('Hexpol B', 95), ('Expo', 90), ('X', 90), (""Hexpol 'A'"", 90), ('Hexpol ADR 1:1', 90), ('Hexpol B (Non-NASDAQ OTC)', 90), ('Hexpol B (Frankfurt)', 90), (""Hexpol 'B' (XETRA)"", 90), ('Hexo', 80), ('Polo', 77)]"
Hexatronic Group AB,17561,Hexatronic Group,115715,100,"[('Hexatronic Group', 100), ('IC Group', 90), ('Group', 90), ('NIC', 90), ('Group', 90), ('Up', 90), ('IC', 90), ('At Trust', 90), ('Group', 90), ('XA', 90)]"
Akzo Nobel Sweden Finance AB,17563,Akzo Nobel,87690,90,"[('Akzo Nobel', 90), ('Nobel', 90), ('Eden', 90), ('Dominant Finance Inc', 86), ('Dyno Nobel', 86), ('Hyundai Finance', 86), ('Prime Finance', 86), ('Nobel Industrier F (Copenhagen) (Takeover by 912643)', 86), ('Petrobras Inernational Finance Company', 86), ('RCI Finance', 86)]"
Loomis AB,17564,Loomis,115883,100,"[('Loomis', 100), ('MIS', 90), ('OM', 90), ('Capital M', 90), ('OMI', 90), (""Loomis Sayles Funds High Yield 'A'"", 90), ('Loomis Sayles Funds Middle Capital Value Retail', 90), ('IA Clarington Loomis Global Allocation Fund ETF', 90), ('IA Clarington Loomis Global Multisector B', 90), ('OMI', 90)]"
Nynas AB (publ),17566,BL,117343,90,"[('BL', 90), ('Svenska Cellulosa Aktiebolaget (Publ)', 86), ('Kollect On Demand Holding Publ', 86), ('Olink Holding AB Publ ADR 1:1', 86), ('Oatly Group AB (Publ)', 86), ('AB Angpanneforeningen (Publ)', 86), ('B&N Nordsjofrakt AB (Publ)', 86), ('Boras Wafveri AB (Publ)', 86), ('Cloudrepublic AB (Publ) Class B', 86), ('H&M Hennes and Mauritz AB (Publ)', 86)]"
HOIST Kredit Aktiebolag,17567,Hoist Capital,83686,90,"[('Hoist Capital', 90), ('IST Limited', 90), ('Red Capital', 90), ('D&D', 86), ('TK Kredit', 86), ('R R Securities', 86), ('T T', 86), ('Hoist Finance', 86), ('Svensk Export Kredit Preferred (New York)', 86), ('Epiroc Aktiebolag Unsponsored ADR 1:1', 86)]"
MQ Holding AB,17569,MQ Holding,43089,100,"[('MQ Holding', 100), ('Q Holding', 95), ('Corporation Holding', 95), ('LDI Corporation', 90), ('MQ Holding (Frankfurt)', 90), ('3Q Holdings', 86), ('Albena Invest Holding', 86), ('Bernheim-Comofi Take Over by B C Holding', 86), ('Bulgarian Transport Holding', 86), ('China Finance Holding Company', 86)]"
PKO Finance AB,17571,INA,65640,90,"[('INA', 90), ('NC&', 90), ('Skop Finance', 87), ('Allco Finance Group', 86), ('Beneficial Finance', 86), ('China Finance Holding Company', 86), ('Ding Sheng XIN Finance', 86), ('Intermills (Finance)', 86), ('North Ryde Community Finance', 86), ('Palm Beach Finance', 86)]"
TVN Finance Corporation III AB (publ),17572,TVN,40277,90,"[('TVN', 90), ('INA', 90), ('Prime Finance', 86), ('Berlin III AS', 86), ('Income Streams III Equity Dividend', 86), ('Paramount Ventures and Finance A', 86), ('Petrobras Inernational Finance Company', 86), ('RCI Finance', 86), ('3A Finance', 86), ('Alpha Finance', 86)]"
