Target Name,Target No.,Top Match Name,Top Match No.,Top Match Score,All Matched
Allstate Life Global Funding,21922,Life,120584,90,"[('Life', 90), ('Life', 90), ('Stat', 90), ('Globa', 90), ('Global', 90), ('Life', 90), ('Global', 90), ('Life', 90), ('ADG Global Supply', 86), ('Ask Funding', 86)]"
CURTIS PALMER LLC,21923,Palmer Corporation,3197,90,"[('Palmer Corporation', 90), ('RTI', 90), ('Palm', 90), ('TIS', 90), ('PA', 90), ('Curtis 1000 Europe (XETRA)', 86), ('Palmer Wireless Ince', 86), ('Arnold Palmer Golf Company', 86), ('Curtis International', 86), ('R R Securities', 86)]"
DIME COMMUNITY CAPITAL TRUST I,21924,DIM,16593,90,"[('DIM', 90), ('IT', 90), ('Unit', 90), ('OM', 90), ('Unit', 90), ('Community Capital', 90), ('IM', 90), ('Unity', 90), ('Bellarine PSL Community Branch', 86), ('Community Financial Services Victoria', 86)]"
SLM Student Loan Trust 2004-5,21925,ENT,1607,90,"[('ENT', 90), ('Student Loan', 90), ('SLM', 90), ('T&L', 90), ('Ude', 90), ('SLM', 90), ('Australian Masters Corporate Bond Fund Number 5', 86), ('Australian Masters Yield Fund Number 5', 86), ('Lankaran CAY 5', 86), ('Tamir-Tikinti-5', 86)]"
Wintrust Statutory Trust IV,21926,Stat,30528,90,"[('Stat', 90), ('Win', 90), ('Wintrust', 90), ('UST', 90), ('UST', 90), ('T&S', 90), ('UST', 90), ('Phoenician Corporation IV', 86), ('Boston Financial Qualified Housing Tax Credit Unit Limited Partnership IV', 86), ('Consolidated Cap Pptys Limited Partnership Units IV', 86)]"
TCF National Bank,21927,National-Bank,20403,95,"[('National-Bank', 95), ('National Bank', 95), ('Ion', 90), ('National', 90), ('Security Bank', 90), ('National', 90), ('NAL Bank', 90), ('ONA', 90), ('National', 90), ('Security Bank', 90)]"
NCL CORPORATION LTD.,21928,Smiles Inclusive,3896,90,"[('Smiles Inclusive', 90), ('Adenclassifieds', 90), ('Uncle Stathis CR', 90), ('NCL Holding', 90), ('Titan Epncl', 90), ('Arncliffe Holdings', 90), ('Sinclair Pharma', 90), ('Sinclair Research', 90), ('Enclaves Group', 90), ('Ironclad Encryption', 90)]"
MetLife Life & Annuity Company of Connecticut,21929,Trust Company,4284,90,"[('Trust Company', 90), ('Metlife', 90), ('Aeyna Life and Casualty', 86), ('Arthur Yates and Company', 86), ('Bakixanov Company', 86), ('Bank of Western Australia', 86), ('Bank of Melbourne', 86), ('Burns Philp and Company', 86), ('China Finance Holding Company', 86), ('Cities of Australian Property', 86)]"
VISANT CORPORATION,21930,Viant,78099,91,"[('Viant', 91), ('ANT', 90), ('Visa', 90), ('VIS', 90), ('Capital A', 90), ('VIS', 90), ('ISA', 90), ('Visa', 90), ('ISA', 90), ('VIS', 90)]"
"AIG International, Inc.",21931,International,206505,95,"[('International', 95), ('Cai International', 94), ('AIC International', 94), ('CAG International AG', 94), ('Cai International', 94), ('Auriga International', 92), ('Capital Gaming International', 92), ('Capital Gaming International', 92), ('Capital Gaming International', 92), ('Yayi International', 91)]"
