Target Name,Target No.,preprocessed,Focus Text,Shortest Match Name,Shortest Match No.,Non-NASDAQ OTC Match Name,Non-NASDAQ OTC Match No.,Matched Name 1,Matched No. 1,Matched Score 1,Matched Name 2,Matched No. 2,Matched Score 2,Matched Name 3,Matched No. 3,Matched Score 3,Matched Name 4,Matched No. 4,Matched Score 4,Matched Name 5,Matched No. 5,Matched Score 5,Matched Name 6,Matched No. 6,Matched Score 6,Matched Name 7,Matched No. 7,Matched Score 7,Matched Name 8,Matched No. 8,Matched Score 8,Matched Name 9,Matched No. 9,Matched Score 9,Matched Name 10,Matched No. 10,Matched Score 10
Total Capital Canada Ltd.,5124,total capital canada,total,Total (AMS),297535.0,Total Gabon (Non-NASDAQ OTC),240440.0,Total Image Capital,13117,99.67,Total Petroleum Ghana,96382,99.63,Total Petroleum Ghana,170911,99.63,Total Apparel Group,58096,99.61,Total Quality Management International,51155,99.59,Total Brain,86676,99.58,Total Brain (Non-NASDAQ OTC),249458,99.58,Total Francais Navigation,22989,99.58,Total Sports Media,58100,99.58,Total CI,127300,99.57000000000001
Total Capital International SA,8547,total capital,total,Total (AMS),297535.0,Total Gabon (Non-NASDAQ OTC),240440.0,Total Image Capital,13117,99.81,Total Apparel Group,58096,99.77,Total CI,127300,99.76,Total Oil,51153,99.73,Total Petr,22990,99.7,Total Film Group,58098,99.7,Total Containment,58097,99.67,Total Brain,86676,99.67,Total Brain (Non-NASDAQ OTC),249458,99.67,Total Containment (Berlin),303430,99.67
TOTAL FLEET S.A.,4205,total fleet,total,Total (AMS),297535.0,Total Gabon (Non-NASDAQ OTC),240440.0,Total Face Group Limited,4233,99.76,Total Petr,22990,99.76,Total Film Group,58098,99.76,Total Soft Bank,123636,99.76,Total Office Group,51152,99.7,Total Oil,51153,99.7,Totally,127302,99.67,Totally (Frankfurt),275257,99.67,Total Exports,31097,99.67,Total Senegal,127301,99.67
Total Infrastructures Gaz France SA,8543,total infrastructures gaz france,total,Total (AMS),297535.0,Total Gabon (Non-NASDAQ OTC),240440.0,Macquarie Global Infrastructure Total Return Fund,140793,99.57000000000001,Total Transport Maritime SA,170915,99.54,Macquarie Global Infrastructure Total Return Fund Nav,237883,99.54,Total Francais Navigation,22989,99.53,Cushing MLP and Infrastructure Total Return Closed Fund,139712,99.53,Total Research,77649,99.52,Total Research (Berlin),303434,99.52,Fortress Total Performance,144642,99.52,Total Systems Services (Frankfurt),282491,99.52,Total Systems Services (XETRA),308762,99.52
Total Petrochemicals & Refining SA/NV,3767,total petrochemicals & refining sa/nv,total,Total (AMS),297535.0,Total Gabon (Non-NASDAQ OTC),240440.0,Total Petroleum Ghana,96382,99.59,Total Petroleum Ghana,170911,99.59,Total Petroleum North America,13118,99.55,Total Petroleum North America,161598,99.55,Total Medical Elective Care Clinics,58099,99.53,Total Petroleum North America Preferred,161597,99.53,Total Petroleum North America Preferred (New York),201239,99.53,Total Francais Navigation,22989,99.52,Totalenergies Marketing Maroc,107283,99.52,Total Pharmaceutical Care Merger 09/11/93,68750,99.51
TOTALBANK,22649,totalbank,totalbank,,,,,Totalbanken,96383,99.9,Total SA,170912,99.71,Total International (Mexico),220654,99.71,Total (BUD),222987,99.71,Total (AMS),297535,99.71,Total (Brussels),297536,99.71,Total (VIRT-X),297537,99.71,Total (SEAQ International),297538,99.71,Alba,14384,99.62,Alba (XETRA),14385,99.62
TOTALKREDIT A/S,7892,totalkredit a/s,totalkredit,,,,,Total SA,170912,99.5,Total International (Mexico),220654,99.5,Total (BUD),222987,99.5,Total (AMS),297535,99.5,Total (Brussels),297536,99.5,Total (VIRT-X),297537,99.5,Total (SEAQ International),297538,99.5,Tal Holdings,4114,99.33,DIT Group,100130,99.33,DIT Group (Temp),166336,99.33
Towngas (Finance) Limited,25303,towngas,towngas,Towngas Smart Energy,98134.0,Towngas Smart (Non-NASDAQ OTC) Energy,249467.0,Town Bank,77659,99.73,Towngas China (XETRA),316265,99.7,Tow,114428,99.6,Tow (Frankfurt),282496,99.6,Tow (XETRA),316260,99.6,Towngas Smart Energy,98134,99.52,Towngas Smart (HKSE Connect Equity) Energy,219087,99.52,Towngas Smart (SZS) Energy,219088,99.52,Towngas Smart (Non-NASDAQ OTC) Energy,249467,99.52,Towngas Smart (Munich) Energy,275267,99.52
TPE - TRANSMISSORA PARAISO DE ENERGIA S.A.,4469,tpe  transmissora paraiso de energia,tpe,,,,,Yuanta Tpex 200 Total Return Index Exchange Traded Note,142096,99.42,Yuanta Tpex Semiconductor Leaders Total Return Index Exchange-Traded Note,142098,99.42,Yuanta Tpex ESG Growth Exchange-Traded Note,142097,99.41,Sinopac Tpex 200 Total Return Index Exchange Traded Note,147345,99.41,Hua Nan Tpex 200 Total Return Index Exchange Traded Note,140401,99.41,Montpelier Re Holdings Non Cumulative Preferred Shares Series A,198253,99.4,Mega Tpex 200 Total Return Index Daily Return Leveraged 2X,140821,99.4,Mega Tpex 200 Index Exchange-Traded Note,140820,99.39,Sinopac TPEX200TR Daily Return Leveraged 2X Exchange-Traded Note,141483,99.38,Desertpeakmineralsinc Class B,194814,99.37
TPSA EUROFINANCE FRANCE SA,8457,tpsa eurofinance france,tpsa,,,,,TPS Holdings,4248,99.23,PS Group Holdings,38450,99.16,PS Group Holdings,67527,99.16,TP Group,127306,99.16,TP Group (Non-NASDAQ OTC),240456,99.16,TP Group (Berlin),275283,99.16,T Bank,22692,99.08,SAC International,50274,79.43,San Holdings,57309,79.43,Sai Group,67894,79.43
