Target Name,Target No.,Top Match Name,Top Match No.,Top Match Score,All Matched
American General Institutional Capital A,21461,Genera,8175,90,"[('Genera', 90), ('Gener', 90), ('General', 90), ('Nera', 90), ('American Capital', 90), ('American Capital', 90), ('American General', 90), ('American General', 90), ('American Capital', 90), ('American Capital', 90)]"
USF&G Capital III,21462,USF,77968,90,"[('USF', 90), ('A N G Holdings (Australian)', 86), ('G-Link International', 86), ('M&G Poliset On', 86), ('Weston G Foods', 86), ('BHIF-G', 86), ('G&B Automated Equipment', 86), (""G Falbe Hansen 'B'"", 86), ('Income Streams III Equity Dividend', 86), ('Penfold Capital Acquisition III', 86)]"
"WILLIAMS SCOTSMAN INTERNATIONAL, INC.",21463,Williams Scotsman International,78352,100,"[('Williams Scotsman International', 100), ('Williams Scotsman (Berlin) International', 95), ('National', 90), ('Terna', 90), ('Inter', 90), ('National', 90), ('National', 90), ('Tern', 90), ('Williams Scotsman Incorporated', 90), ('National', 90)]"
"PECO Energy Capital, L.P.",21464,Pedco Energy,11074,96,"[('Pedco Energy', 96), ('PEC Energy', 95), ('Neco Energy', 91), ('Teco Energy', 91), ('Echo Energy', 91), ('O E', 90), ('Energy', 90), ('ERG', 90), ('Energy', 90), ('Peco Energy Company', 90)]"
MediaOne Financing II,21465,One,112488,90,"[('One', 90), ('CIN', 90), ('Financing', 90), ('Media Capital', 90), ('Media Capital', 90), ('INA', 90), ('Media Capital', 90), ('Media Capital', 90), ('Media Capital', 90), ('Edia', 90)]"
Northern Natural Gas Company,21466,North,28907,90,"[('North', 90), ('Trust Company', 90), ('North', 90), ('AS Company', 90), ('Northern Trust', 90), ('Apollo Gas', 86), ('Aurora Oil and Gas', 86), ('Bakixanov Company', 86), ('CH4 Gas', 86), ('Company On', 86)]"
South Jersey Gas Company,21467,Jersey Gas Company,48281,95,"[('Jersey Gas Company', 95), ('Trust Company', 90), ('MPA', 90), ('Securities Trust Jersey', 90), ('South Jersey Gas', 90), ('AS Company', 90), ('Y&G', 90), ('Apollo Gas', 86), ('Arab International Insurance Company', 86), ('Barbados Shipping and Trading Company Limited', 86)]"
Citicorp,21468,Citicorp,63581,100,"[('Citicorp', 100), ('Ticor', 90), ('CIT', 90), ('IT', 90), ('IC', 90), ('ICO', 90), ('ITI', 90), ('Citic', 90), ('ITI', 90), ('IC', 90)]"
"Black & Decker Holdings, LLC",21469,Decker,1369,90,"[('Decker', 90), ('Holdings', 90), ('Holdings', 90), ('LDI Corporation', 90), ('Holdings', 90), ('Lac', 90), ('Holdings', 90), ('Corporation Holding', 90), ('Holdings', 90), ('3Q Holdings', 86)]"
Royal Bank of Canada,21470,Royal Bank of Canada,209398,100,"[('Royal Bank of Canada', 100), ('Royal Bank of Canada', 100), (""Royal Bank of Canada Notes 'K'"", 95), (""Royal Bank of Canada Notes 'M'"", 95), (""Royal Bank of Canada Notes 'N'"", 95), (""Royal Bank of Canada Notes 'O'"", 95), (""Royal Bank of Canada Notes 'P'"", 95), (""Royal Bank of Canada Notes 'Q'"", 95), ('Royal Bank of Canada DS', 95), (""Royal Bank of Canada Notes 'J'"", 95)]"
"Meridian Funding Company, LLC",21471,Meridian,137438,90,"[('Meridian', 90), ('Trust Company', 90), ('Idia', 90), ('MPA', 90), ('Meridian', 90), ('Meridian', 90), ('Meridian', 90), ('Meridian', 90), ('Meridian', 90), ('IDI', 90)]"
BAE SYSTEMS FINANCE INC.,21472,EMS,7594,90,"[('EMS', 90), ('E-System', 90), ('TEM', 90), ('E-Systems', 90), ('INA', 90), ('PLC Systems', 90), ('S&F Capital', 90), ('PLC Systems', 90), ('BAE Systems', 90), ('Stem', 90)]"
Conseco Financing Trust V,21474,Financing,17627,90,"[('Financing', 90), ('INA', 90), ('Seco', 90), ('NSE', 90), ('Consec', 90), ('Conseco Financing Trust VII Trust Originated Preferred Securities', 90), ('Conseco', 90), ('Econocom International N V New', 86), ('K-T-V Invest', 86), ('V Technology Diagnostics Canada', 86)]"
"Kasper A.S.L., Ltd.",21475,SP,122942,90,"[('SP', 90), ('SP', 90), ('A N G Holdings (Australian)', 86), ('A P Group Taken Over 25/10/92', 86), (""BA Embotteladora 'A'"", 86), ('Banco BTG Pactual S A', 86), ('Banco Estado Pernambuco S/A', 86), ('Bobar Banka A D Bijeljina', 86), (""BTR 'A'"", 86), ('E&A', 86)]"
"EDF London Capital, L.P.",21476,Don,25606,90,"[('Don', 90), ('EDF London Capital Limited Partnership Quips A 8.625%', 90), ('EDF', 90), ('London Security', 90), ('Limited (London)', 90), ('Limited (London)', 90), ('Fortis Amev (London)', 86), ('London Life Insurance Company', 86), ('Commerzbank A G BDR (London)', 86), ('EDF Energies Nouvelles', 86)]"
"Roche Holdings, Inc",21477,Roche Holding,115094,96,"[('Roche Holding', 96), (""Roche Holdings 'B'"", 95), ('Holdings', 90), ('Roadchef Holdings', 90), ('Holdings', 90), ('LDI Corporation', 90), ('Holdings', 90), ('Holdings', 90), ('E&H', 90), ('Roche Holdings ADR 8:1', 90)]"
PNC Capital Trust C,21478,NC&,121244,90,"[('NC&', 90), ('A C N 059 457 279', 86), ('A C N 603 323 182', 86), ('A R C Industries', 86), (""Banco de Galicia Buenos Aires 'C'"", 86), ('Band C F INV On', 86), ('Bernheim-Comofi Take Over by B C Holding', 86), ('BS&C Empreendimentos E Participacoes', 86), ('C C Bottlers', 86), ('C Fabrini On', 86)]"
United Community Capital Trust,21479,United Community Banks,135214,95,"[('United Community Banks', 95), ('Unite Capital', 90), ('United', 90), ('United Community Bancorp', 90), ('IT', 90), ('Unit', 90), ('OM', 90), ('Unit', 90), ('United', 90), ('Community Capital', 90)]"
Dominion Resources Capital Trust I,21480,Ion,73918,90,"[('Ion', 90), ('Dominion Securities', 90), ('Dom', 90), ('Dom', 90), ('Inion', 90), ('OMI', 90), ('Ion', 90), ('RCE Capital', 90), ('URC', 90), ('Source Capital', 90)]"
Huntington Capital II,21481,Hunt,65572,90,"[('Hunt', 90), ('Hunting', 90), ('FI Imobiliario Tourmalet II Sen B', 86), ('Perls II Trust Perpetual Exchequer Resettable SEC', 86), ('B Split II Cap Shares', 86), ('Canadian Resources Income Trust II Unit', 86), ('Connor Clark and Lunn Conservative Income Fund II Units', 86), ('Connor Clark and Lunn Global Financials Fund II', 86), ('Energy Split II Capital Yield Shares', 86), ('Excel Latin America Bond Fund II', 86)]"
Banknorth Capital Trust I,21482,North,28907,90,"[('North', 90), ('Security Bank', 90), ('North', 90), ('H&I', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90)]"
"Kincaid Generation, L.L.C.",21483,Ion,73918,90,"[('Ion', 90), ('Cai Capital Corporation', 90), ('Genera', 90), ('Gener', 90), ('Nera', 90), ('ATI', 90), ('NCA', 90), ('Ion', 90), ('Generation Capital', 90), ('ATI', 90)]"
K N Capital Trust III,21484,A C N 059 457 279,10,86,"[('A C N 059 457 279', 86), ('A C N 603 323 182', 86), ('A N G Holdings (Australian)', 86), ('Bulgaria-K AD', 86), ('Berlin III AS', 86), ('Econocom International N V New', 86), ('Income Streams III Equity Dividend', 86), ('K&C Capital Ventures Limited', 86), ('K N S M Certificates', 86), ('K-T-V Invest', 86)]"
NorthWestern Capital Financing I,21485,North,28907,90,"[('North', 90), ('CIN', 90), ('Financing', 90), ('North', 90), ('West', 90), ('Tern', 90), ('West', 90), ('INA', 90), ('West', 90), ('Tern', 90)]"
"S. C. JOHNSON & SON, INC.",21486,Banco de Galicia Buenos Aires 'C',658,86,"[(""Banco de Galicia Buenos Aires 'C'"", 86), ('Bernheim-Comofi Take Over by B C Holding', 86), ('BS&C Empreendimentos E Participacoes', 86), ('C C Bottlers', 86), ('C Fabrini On', 86), (""Gibson's"", 86), ('I D C', 86), (""Johnson's Well Rights Applications"", 86), ('M L C', 86), ('Mcleod M S', 86)]"
