Target Name,Target No.,preprocessed,Focus Text,Shortest Match Name,Shortest Match No.,Non-NASDAQ OTC Match Name,Non-NASDAQ OTC Match No.,Matched Name 1,Matched No. 1,Matched Score 1,Matched Name 2,Matched No. 2,Matched Score 2,Matched Name 3,Matched No. 3,Matched Score 3,Matched Name 4,Matched No. 4,Matched Score 4,Matched Name 5,Matched No. 5,Matched Score 5,Matched Name 6,Matched No. 6,Matched Score 6,Matched Name 7,Matched No. 7,Matched Score 7,Matched Name 8,Matched No. 8,Matched Score 8,Matched Name 9,Matched No. 9,Matched Score 9,Matched Name 10,Matched No. 10,Matched Score 10
Asanko Gold Inc,4800,asanko gold,asanko,,,,,Sanko,29864,99.62,Sanko,113313,99.62,Sanko (Non-NASDAQ OTC),248568,99.62,ASA Group Holdings,32393,99.43,ASA International,52399,99.43,San Holdings,57309,99.43,ASA Holdings,70152,99.43,San Holdings,113293,99.43,ASA International Group,125061,99.43,ASA Group Holdings (Berlin),284365,99.43
Asian Development Bank,16895,asian development,asian,Sunrise Asian,30635.0,Asian Bamboo (Non-NASDAQ OTC),234378.0,Asian Star Development,52427,99.87,Asian Star Development (Berlin),299663,99.87,Asian Dragon Group,52426,99.62,Asian Paints,97110,99.62,Asian Paints,164946,99.62,Asian Paints (National India),221111,99.62,Asian Dragon Group (Frankfurt),276792,99.62,Asian Dragon Group (XETRA),304614,99.62,Asian Properties,32433,99.61,Asian Leasing,32432,99.6
ASKIM EIENDOMSINVEST II AS,16616,askim eiendomsinvest ii as,askim,Viking-Askim,40560.0,,,Viking-Askim,40560,99.32,Ask,62674,99.21,Ask Group,70175,99.21,SK Holdings,39274,99.14,AS Company,91243,99.14,SK,115281,99.14,IM,119718,99.14,SK Securities,122807,99.14,SK Holdings (1P),176500,99.14,K Group Holdings,101827,99.07
ASM Brescia S.p.A.,12093,asm brescia,asm,ASM,14779.0,ASM International (Non-NASDAQ OTC),243827.0,Basm Resources,5517,99.64,Nasmedia,121203,99.63,Yasmin Brokerage,23761,99.59,Tasman Resources,86513,99.59,Tasman Resources (Non-NASDAQ OTC),249216,99.59,Tasman Resources (Frankfurt),282278,99.59,Tasman Resources (XETRA),315987,99.59,Plasmec,49752,99.56,Lasmo Ordinary,9587,99.56,Plasmo Modrica,85422,99.56
ASSET FUNDING COMPANY IV LIMITED,22741,asset funding iv,asset,JAS Asset,119955.0,Dic Asset (Non-NASDAQ OTC),245074.0,Asset Five Group,117021,99.69,Asset Five Group NVDR,174596,99.65,Roy Asset Holding,95400,99.61,Roy Asset Holding (XETRA),95401,99.61,BFL Asset Finvest,99103,99.61,UC Asset Units,132417,99.6,Alpha Trust Asset M Fund,142335,99.59,Assetian,32447,99.58,Bassett Junior Optical,203142,99.58,Bassett Junior Optical,234583,99.58
ASTER GROUP LIMITED,9616,aster,aster,Nile Aster International,20526.0,,,Master Finance,19830,99.91,Master Holdings,19831,99.91,Master Trust Limited,102507,99.91,Eastern Holdings,34143,99.83,Coaster International,41716,99.83,Vastera,78043,99.83,Eastern Bank,82664,99.83,Asteria,108028,99.83,Braster,108365,99.83,Eastern,136387,99.83
Aster Treasury PLC,9622,aster treasury,aster,Nile Aster International,20526.0,,,Eastern Treads,100242,99.79,Eastern Resources,53921,99.71,Eastern Resources,82671,99.71,Eastern Resources (Berlin),269719,99.71,Eastern Overseas,25686,99.67,Eastern Interest Trust,46768,99.67,Rokmaster Resources,85881,99.67,Master Shares,145744,99.67,Rokmaster Resources (Lima),228556,99.67,Eastern Property Holdings (Non-NASDAQ OTC),236011,99.67
AT HOME HOLDING III INC.,23285,at home holding iii,at,Baki-At,590.0,At Plastics (Non-NASDAQ OTC),234406.0,Nature Home Holding,28631,99.79,Athene Holding A,193099,99.74,Athene Holding A (Frankfurt),283221,99.74,Athlon Holding,14821,99.73,Athene Holding Limited,193100,99.73,Athene Holding DS,184488,99.72,Athene Holding Limited 'M',193101,99.7,Datex Holding,7104,99.69,Matse Holding,42985,99.69,Datto Holding,58823,99.69
Atradius Credito y Caucion S.A. de Seguros y R,8080,atradius credito y caucion de seguros y r,atradius,,,,,Radius,49988,99.26,Tradi,114472,99.22,Rad,38512,99.14,ADI,41102,99.14,IUS,179191,99.14,At-Group,24421,99.09,At Trust,45099,99.09,IU International,65831,99.09,RA International Group,126784,99.09,IU International (London),232307,99.09
Atradius Finance B.V.,16229,atradius b.v.,atradius,,,,,Radius,49988,99.63,Tradi,114472,99.56,Rad,38512,99.38,ADI,41102,99.38,IUS,179191,99.38,At-Group,24421,99.27,At Trust,45099,99.27,IU International,65831,99.27,RA International Group,126784,99.27,IU International (London),232307,99.27
Atradius Kreditversicherung AG,7638,atradius kreditversicherung,atradius,,,,,Radius,49988,99.36,Tradi,114472,99.31,Rad,38512,99.2,ADI,41102,99.2,IUS,179191,99.2,At-Group,24421,99.14,At Trust,45099,99.14,IU International,65831,99.14,RA International Group,126784,99.14,IU International (London),232307,99.14
